TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4016.00000        8.29804
TAB:  US_New_York_Dutchess Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_New_York_Dutchess Confirmed .            52        4     4016        0        0        0        0        0
TAB:  US_New_York_Dutchess Confirmed 3/15/2020    53        4     4016        0        0        0        0        0
TAB:  US_New_York_Dutchess Confirmed .            54       10     4016        0        0        0        0        0
TAB:  US_New_York_Dutchess Confirmed 3/17/2020    55       16     4016        0        0        0        0        0
TAB:  US_New_York_Dutchess Confirmed .            56       20     4016      370        1      370      370      370
TAB:  US_New_York_Dutchess Confirmed 3/19/2020    57       31     4016      222        1      222      667      667
TAB:  US_New_York_Dutchess Confirmed .            58       36     4016       72        1       72      256       95
TAB:  US_New_York_Dutchess Confirmed 3/21/2020    59       49     4016      107        1      107      328      292
TAB:  US_New_York_Dutchess Confirmed .            60       82     4016     2448        1     2448    18175     2596
TAB:  US_New_York_Dutchess Confirmed 3/23/2020    61      100     4016     2893        1     2893    14317     3041
TAB:  US_New_York_Dutchess Confirmed .            62      124     4016     1261        1     1261     7937     2744
TAB:  US_New_York_Dutchess Confirmed 3/25/2020    63      153     4016      370        1      370    27671     2002
TAB:  US_New_York_Dutchess Confirmed .            64      190     4016      437        1      437     6683     1580
TAB:  US_New_York_Dutchess Confirmed 3/27/2020    65      225     4016     1261        2      519     3635     1706
TAB:  US_New_York_Dutchess Confirmed .            66      262     4016      676        2      676     2341     1608
TAB:  US_New_York_Dutchess Confirmed 3/29/2020    67      320     4016     1521        2     1028     7114     2097
TAB:  US_New_York_Dutchess Confirmed .            68      392     4016     2448        3     1854     3486     2596
TAB:  US_New_York_Dutchess Confirmed 3/31/2020    69      484     4016     3338        2     3041     6454     4525
TAB:  US_New_York_Dutchess Confirmed .            70      547     4016     3486        1     3486     7344     5118
TAB:  US_New_York_Dutchess Confirmed 4/2/2020     71      667     4016     8382        2     4525    13427     7344
TAB:  US_New_York_Dutchess Confirmed .            72      809     4016     6008        1     6008    14911    11647
TAB:  US_New_York_Dutchess Confirmed 4/4/2020     73      938     4016     8234        2     7344    20697    16098
TAB:  US_New_York_Dutchess Confirmed .            74     1077     4016     8382        1     8382    24110    17136
TAB:  US_New_York_Dutchess Confirmed 4/6/2020     75     1189     4016    10014        2     2151    27374    11053
TAB:  US_New_York_Dutchess Confirmed .            76     1249     4016     8976        2     1557    22626     8976
TAB:  US_New_York_Dutchess Confirmed 4/8/2020     77     1395     4016     2080        2     2080    18862     8927
TAB:  US_New_York_Dutchess Confirmed .            78     1493     4016     2188        2     2188    10201     7709
TAB:  US_New_York_Dutchess Confirmed 4/10/2020    79     1598     4016     7706        3     2297     8264     5645
TAB:  US_New_York_Dutchess Confirmed .            80     1744     4016     6454        3     2744     7344     4970
TAB:  US_New_York_Dutchess Confirmed 4/12/2020    81     1838     4016     3027        2     2824     9032     5012
TAB:  US_New_York_Dutchess Confirmed .            82     1881     4016     2259        1     2259     5655     3554
TAB:  US_New_York_Dutchess Confirmed 4/14/2020    83     1934     4016     2617        2     2044     5116     3268
TAB:  US_New_York_Dutchess Confirmed .            84     2048     4016     2632        2     2512     4771     3329
TAB:  US_New_York_Dutchess Confirmed 4/16/2020    85     2085     4016     2629        3     2451     4271     3006
TAB:  US_New_York_Dutchess Confirmed .            86     2142     4016     2584        3     2464     4146     3017
TAB:  US_New_York_Dutchess Confirmed 4/18/2020    87     2201     4016     2620        4     2503     3848     3010
TAB:  US_New_York_Dutchess Confirmed .            88     2240     4016     2541        3     2431     3624     2780
TAB:  US_New_York_Dutchess Confirmed 4/20/2020    89     2284     4016     2557        4     2504     3447     2923
TAB:  US_New_York_Dutchess Confirmed .            90     2331     4016     2607       10     2590     3328     2859
TAB:  US_New_York_Dutchess Confirmed 4/22/2020    91     2391     4016     2744       11     2596     6305     3041
TAB:  US_New_York_Dutchess Confirmed .            92     2460     4016     2744       13     2744     3486     3189
TAB:  US_New_York_Dutchess Confirmed 4/24/2020    93     2517     4016     2893       14     2744     4228     3635
TAB:  US_New_York_Dutchess Confirmed .            94     2660     4016     3041       13     3041     3338     3189
TAB:  US_New_York_Dutchess Confirmed 4/26/2020    95     2729     4016     3189       16     3189     3635     3486
TAB:  US_New_York_Dutchess Confirmed .            96     2793     4016     3338       10     3189    11795     3635
TAB:  US_New_York_Dutchess Confirmed 4/28/2020    97     2817     4016     3338       17     2893    25593     3338
TAB:  US_New_York_Dutchess Confirmed .            98     2881     4016     3338       17     3041    17285     3783
TAB:  US_New_York_Dutchess Confirmed 4/30/2020    99     2954     4016     3338       11     3338    14614     4080
TAB:  US_New_York_Dutchess Confirmed .           100     3002     4016     3486       20     3338    25000     4525
TAB:  US_New_York_Dutchess Confirmed 5/2/2020    101     3049     4016     3486       20     3486    23071     5415
TAB:  US_New_York_Dutchess Confirmed .           102     3086     4016     3503       17     3295     8915     4197
TAB:  US_New_York_Dutchess Confirmed 5/4/2020    103     3131     4016     3567       13     3391     6906     4024
TAB:  US_New_York_Dutchess Confirmed .           104     3151     4016     3547       18     3319     5598     3888
TAB:  US_New_York_Dutchess Confirmed 5/6/2020    105     3192     4016     3560       12     3382     5066     3790
TAB:  US_New_York_Dutchess Confirmed .           106     3233     4016     3601       22     3524     4763     4066
TAB:  US_New_York_Dutchess Confirmed 5/8/2020    107     3277     4016     3635       26     3635     7195     4228
TAB:  US_New_York_Dutchess Confirmed .           108     3319     4016     3635       22     3635     5712     4228
TAB:  US_New_York_Dutchess Confirmed 5/10/2020   109     3359     4016     3635       18     3635     8382     4228
TAB:  US_New_York_Dutchess Confirmed .           110     3378     4016     3635       18     3635    20104     4376
TAB:  US_New_York_Dutchess Confirmed 5/12/2020   111     3399     4016     3715       16     3464     4538     3944
TAB:  US_New_York_Dutchess Confirmed .           112     3429     4016     3708       14     3562     4147     3896
TAB:  US_New_York_Dutchess Confirmed 5/14/2020   113     3474     4016     3751       16     3751     4317     3969
TAB:  US_New_York_Dutchess Confirmed .           114     3498     4016     3783       20     3783     5118     4228
TAB:  US_New_York_Dutchess Confirmed 5/16/2020   115     3527     4016     3783       19     3783     5118     4228
TAB:  US_New_York_Dutchess Confirmed .           116     3543     4016     3783       19     3635     6008     4080
TAB:  US_New_York_Dutchess Confirmed 5/18/2020   117     3552     4016     3782       14     3599     4005     3863
TAB:  US_New_York_Dutchess Confirmed .           118     3710     4016     4255        5     3985     4304     4181
TAB:  US_New_York_Dutchess Confirmed 5/20/2020   119     3724     4016     4396        5     4051     4449     4316
TAB:  US_New_York_Dutchess Confirmed .           120     3745     4016     4376        8     3783    28561     4525
TAB:  US_New_York_Dutchess Confirmed 5/22/2020   121     3767     4016     4525        9     3783    20549     5563
TAB:  US_New_York_Dutchess Confirmed .           122     3793     4016     4525        9     3783    14317     4525
TAB:  US_New_York_Dutchess Confirmed 5/24/2020   123     3807     4016     4525       10     3783    15949     5118
TAB:  US_New_York_Dutchess Confirmed .           124     3825     4016     4489        7     3861     9511     4677
TAB:  US_New_York_Dutchess Confirmed 5/26/2020   125     3834     4016     4480       11     3865     7095     4519
TAB:  US_New_York_Dutchess Confirmed .           126     3847     4016     4433       10     3899     5767     4433
TAB:  US_New_York_Dutchess Confirmed 5/28/2020   127     3867     4016     4376       17     3931     5267     4525
TAB:  US_New_York_Dutchess Confirmed .           128     3887     4016     4376       17     3931     4970     4525
TAB:  US_New_York_Dutchess Confirmed 5/30/2020   129     3899     4016     4376       18     3931     4822     4376
TAB:  US_New_York_Dutchess Confirmed .           130     3909     4016     4376       19     3931     6157     4376
TAB:  US_New_York_Dutchess Confirmed 6/1/2020    131     3924     4016     4364       13     3975     4753     4267
TAB:  US_New_York_Dutchess Confirmed .           132     3936     4016     4303       11     4023     4396     4210
TAB:  US_New_York_Dutchess Confirmed 6/3/2020    133     3951     4016     4376       26     4080     4673     4376
TAB:  US_New_York_Dutchess Confirmed .           134     3962     4016     4228       23     4080     4525     4376
TAB:  US_New_York_Dutchess Confirmed 6/5/2020    135     3984     4016     4228       24     4080     5563     4673
TAB:  US_New_York_Dutchess Confirmed .           136     3995     4016     4228       26     4080     5860     4822
TAB:  US_New_York_Dutchess Confirmed 6/7/2020    137     4000     4016     4228       34     4080     6602     4673
TAB:  US_New_York_Dutchess Confirmed .           138     4006     4016     4264       19     4012     4538     4264
TAB:  US_New_York_Dutchess Confirmed 6/9/2020    139     4016     4016     4229       19     4053     4339     4229
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .966246 cc2=  .557998 lx=  7.94804 if=  50 il=  55 3/17/2020  n=   5 now=    4016 end=       2830        16         0 U=    11.66 T=   74.2 p1= -29.5 p2=   141.9 ed=   101 5/2/2020    x1=  50. x2=  55. y1=  2.07 y2=  1.64     
GP: Confirmed US_New_York_Dutchess 3/17/2020        55    4016     2830      16        0     0   101 5/2/2020  
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .977800 cc2=  .599836 lx=  5.73804 if=  50 il=  56 3/18/2020  n=   6 now=    4016 end=        310        20       370 U=     8.13 T=   64.2 p1= -92.3 p2=  1295.5 ed=    83 4/14/2020   x1=  50. x2=  56. y1=  1.75 y2=  1.01 BEST
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .977800 cc2=  .599836 lx=  5.73604 if=  50 il=  56 3/18/2020  n=   6 now=    4016 end=        310        20       370 U=     8.13 T=   64.2 p1= -92.3 p2=  1295.5 ed=    83 4/14/2020   x1=  50. x2=  56. y1=  1.75 y2=  1.01 BEST
GP: Confirmed US_New_York_Dutchess 3/18/2020        56    4016      310      20      370     1    83 4/14/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .965484 cc2=  .557236 lx= 10.29804 if=  51 il=  56 3/18/2020  n=   5 now=    4016 end=      29674        20       370 U=    21.65 T=   99.0 p1= 638.9 p2=    13.5 ed=   150 6/20/2020   x1=  51. x2=  56. y1=  2.22 y2=  1.99     
GP: Confirmed US_New_York_Dutchess 3/18/2020        56    4016    -          20      370     1   150 6/20/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .985112 cc2=  .631559 lx=  6.46804 if=  50 il=  57 3/19/2020  n=   7 now=    4016 end=        644        31       222 U=     9.25 T=   67.3 p1= -84.0 p2=   623.6 ed=    89 4/20/2020   x1=  50. x2=  57. y1=  1.87 y2=  1.11     
GP: Confirmed US_New_York_Dutchess 3/19/2020        57    4016      644      31      222     1    89 4/20/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .978540 cc2=  .600576 lx= 10.29804 if=  51 il=  57 3/19/2020  n=   6 now=    4016 end=      29674        31       222 U=    20.49 T=   96.5 p1= 638.9 p2=    13.5 ed=   144 6/14/2020   x1=  51. x2=  57. y1=  2.22 y2=  1.93     
GP: Confirmed US_New_York_Dutchess 3/19/2020        57    4016    -          31      222     1   144 6/14/2020 
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .982366 cc2=  .574118 lx=  5.08804 if=  52 il=  57 3/19/2020  n=   5 now=    4016 end=        162        31       222 U=     6.21 T=   60.1 p1= -96.0 p2=  2479.0 ed=    74 4/5/2020    x1=  52. x2=  57. y1=  1.31 y2=   .50 BEST
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .982366 cc2=  .574118 lx=  5.09004 if=  52 il=  57 3/19/2020  n=   5 now=    4016 end=        162        31       222 U=     6.21 T=   60.1 p1= -96.0 p2=  2479.0 ed=    74 4/5/2020    x1=  52. x2=  57. y1=  1.31 y2=   .50 BEST
GP: Confirmed US_New_York_Dutchess 3/19/2020        57    4016      162      31      222     1    74 4/5/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .988826 cc2=  .655493 lx=  5.54804 if=  50 il=  58 3/20/2020  n=   8 now=    4016 end=        256        36        72 U=     7.71 T=   63.2 p1= -93.6 p2=  1568.8 ed=    81 4/12/2020   x1=  50. x2=  58. y1=  1.71 y2=   .68     
GP: Confirmed US_New_York_Dutchess 3/20/2020        58    4016      256      36       72     1    81 4/12/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .984045 cc2=  .630492 lx=  5.78804 if=  51 il=  58 3/20/2020  n=   7 now=    4016 end=        326        36        72 U=     9.27 T=   65.3 p1= -91.9 p2=  1231.9 ed=    87 4/18/2020   x1=  51. x2=  58. y1=  1.55 y2=   .79     
GP: Confirmed US_New_York_Dutchess 3/20/2020        58    4016      326      36       72     1    87 4/18/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .988183 cc2=  .610219 lx=  4.55804 if=  52 il=  58 3/20/2020  n=   6 now=    4016 end=         95        36        72 U=     5.08 T=   57.9 p1= -97.6 p2=  4227.4 ed=    69 3/31/2020   x1=  52. x2=  58. y1=  1.15 y2=  -.03     
GP: Confirmed US_New_York_Dutchess 3/20/2020        58    4016       95      36       72     1    69 3/31/2020 
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .993778 cc2=  .585530 lx=  4.29804 if=  53 il=  58 3/20/2020  n=   5 now=    4016 end=         73        36        72 U=     3.56 T=   56.8 p1= -98.2 p2=  5501.4 ed=    65 3/27/2020   x1=  53. x2=  58. y1=  1.07 y2=  -.34 BEST
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .994146 cc2=  .585530 lx=  4.19804 if=  53 il=  58 3/20/2020  n=   5 now=    4016 end=         73        36        72 U=     3.56 T=   56.8 p1= -98.2 p2=  5501.4 ed=    65 3/27/2020   x1=  53. x2=  58. y1=  1.07 y2=  -.34 BEST
GP: Confirmed US_New_York_Dutchess 3/20/2020        58    4016       73      36       72     1    65 3/27/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .991870 cc2=  .675642 lx=  5.67804 if=  50 il=  59 3/21/2020  n=   9 now=    4016 end=        292        49       107 U=     7.78 T=   63.5 p1= -92.7 p2=  1375.3 ed=    81 4/12/2020   x1=  50. x2=  59. y1=  1.74 y2=   .58     
GP: Confirmed US_New_York_Dutchess 3/21/2020        59    4016      292      49      107     1    81 4/12/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .988857 cc2=  .655524 lx=  5.83804 if=  51 il=  59 3/21/2020  n=   8 now=    4016 end=        343        49       107 U=     8.99 T=   65.0 p1= -91.5 p2=  1170.8 ed=    86 4/17/2020   x1=  51. x2=  59. y1=  1.56 y2=   .67     
GP: Confirmed US_New_York_Dutchess 3/21/2020        59    4016      343      49      107     1    86 4/17/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .991518 cc2=  .637965 lx=  5.04804 if=  52 il=  59 3/21/2020  n=   7 now=    4016 end=        155        49       107 U=     6.07 T=   59.9 p1= -96.1 p2=  2591.0 ed=    74 4/5/2020    x1=  52. x2=  59. y1=  1.30 y2=   .15     
GP: Confirmed US_New_York_Dutchess 3/21/2020        59    4016      155      49      107     1    74 4/5/2020  
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .993974 cc2=  .616010 lx=  4.68804 if=  53 il=  59 3/21/2020  n=   6 now=    4016 end=        108        49       107 U=     4.22 T=   58.0 p1= -97.3 p2=  3718.5 ed=    67 3/29/2020   x1=  53. x2=  59. y1=  1.19 y2=  -.23 BEST
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .993975 cc2=  .616010 lx=  4.69104 if=  53 il=  59 3/21/2020  n=   6 now=    4016 end=        108        49       107 U=     4.22 T=   58.0 p1= -97.3 p2=  3718.5 ed=    67 3/29/2020   x1=  53. x2=  59. y1=  1.19 y2=  -.23 BEST
GP: Confirmed US_New_York_Dutchess 3/21/2020        59    4016      108      49      107     1    67 3/29/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .995128 cc2=  .586880 lx=  5.79804 if=  54 il=  59 3/21/2020  n=   5 now=    4016 end=        329        49       107 U=     8.25 T=   64.3 p1= -91.8 p2=  1220.7 ed=    83 4/14/2020   x1=  54. x2=  59. y1=  1.25 y2=   .65     
GP: Confirmed US_New_York_Dutchess 3/21/2020        59    4016      329      49      107     1    83 4/14/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .991575 cc2=  .690064 lx=  7.83804 if=  50 il=  60 3/22/2020  n=  10 now=    4016 end=       2535        82      2448 U=    12.11 T=   74.9 p1= -36.9 p2=   158.4 ed=   103 5/4/2020    x1=  50. x2=  60. y1=  2.06 y2=  1.23     
GP: Confirmed US_New_York_Dutchess 3/22/2020        60    4016     2535      82     2448     1   103 5/4/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .989837 cc2=  .673609 lx=  9.80804 if=  51 il=  60 3/22/2020  n=   9 now=    4016 end=      18179        82      2448 U=    18.84 T=   91.8 p1= 352.7 p2=    22.1 ed=   136 6/6/2020    x1=  51. x2=  60. y1=  2.16 y2=  1.69     
GP: Confirmed US_New_York_Dutchess 3/22/2020        60    4016    -          82     2448     1   136 6/6/2020  
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .989335 cc2=  .656002 lx=  7.82804 if=  52 il=  60 3/22/2020  n=   8 now=    4016 end=       2510        82      2448 U=    12.64 T=   75.6 p1= -37.5 p2=   160.0 ed=   105 5/6/2020    x1=  52. x2=  60. y1=  1.86 y2=  1.23 BEST
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .989335 cc2=  .656002 lx=  7.82704 if=  52 il=  60 3/22/2020  n=   8 now=    4016 end=       2510        82      2448 U=    12.64 T=   75.6 p1= -37.5 p2=   160.0 ed=   105 5/6/2020    x1=  52. x2=  60. y1=  1.86 y2=  1.23 BEST
GP: Confirmed US_New_York_Dutchess 3/22/2020        60    4016     2510      82     2448     1   105 5/6/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .990636 cc2=  .612672 lx= 10.29804 if=  54 il=  60 3/22/2020  n=   6 now=    4016 end=      29674        82      2448 U=    19.65 T=   94.8 p1= 638.9 p2=    13.5 ed=   141 6/11/2020   x1=  54. x2=  60. y1=  2.08 y2=  1.77     
GP: Confirmed US_New_York_Dutchess 3/22/2020        60    4016    -          82     2448     1   141 6/11/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .984987 cc2=  .576739 lx= 10.29804 if=  55 il=  60 3/22/2020  n=   5 now=    4016 end=      29674        82      2448 U=    20.42 T=   96.2 p1= 638.9 p2=    13.5 ed=   144 6/14/2020   x1=  55. x2=  60. y1=  2.02 y2=  1.77     
GP: Confirmed US_New_York_Dutchess 3/22/2020        60    4016    -          82     2448     1   144 6/14/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .993505 cc2=  .704829 lx=  8.01804 if=  50 il=  61 3/23/2020  n=  11 now=    4016 end=       3035       100      2893 U=    12.88 T=   76.8 p1= -24.4 p2=   132.3 ed=   107 5/8/2020    x1=  50. x2=  61. y1=  2.08 y2=  1.23     
GP: Confirmed US_New_York_Dutchess 3/23/2020        61    4016     3035     100     2893     1   107 5/8/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .992381 cc2=  .690870 lx=  9.56804 if=  51 il=  61 3/23/2020  n=  10 now=    4016 end=      14300       100      2893 U=    18.71 T=   91.0 p1= 256.1 p2=    28.1 ed=   135 6/5/2020    x1=  51. x2=  61. y1=  2.14 y2=  1.60     
GP: Confirmed US_New_York_Dutchess 3/23/2020        61    4016    -         100     2893     1   135 6/5/2020  
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .992247 cc2=  .676019 lx=  7.95804 if=  52 il=  61 3/23/2020  n=   9 now=    4016 end=       2858       100      2893 U=    13.37 T=   77.2 p1= -28.8 p2=   140.5 ed=   108 5/9/2020    x1=  52. x2=  61. y1=  1.88 y2=  1.21 BEST
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .992247 cc2=  .676019 lx=  7.95404 if=  52 il=  61 3/23/2020  n=   9 now=    4016 end=       2858       100      2893 U=    13.37 T=   77.2 p1= -28.8 p2=   140.5 ed=   108 5/9/2020    x1=  52. x2=  61. y1=  1.88 y2=  1.21 BEST
GP: Confirmed US_New_York_Dutchess 3/23/2020        61    4016     2858     100     2893     1   108 5/9/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .993730 cc2=  .640176 lx= 10.29804 if=  54 il=  61 3/23/2020  n=   7 now=    4016 end=      29674       100      2893 U=    20.61 T=   96.8 p1= 638.9 p2=    13.5 ed=   145 6/15/2020   x1=  54. x2=  61. y1=  2.08 y2=  1.74     
GP: Confirmed US_New_York_Dutchess 3/23/2020        61    4016    -         100     2893     1   145 6/15/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .990603 cc2=  .612639 lx= 10.29804 if=  55 il=  61 3/23/2020  n=   6 now=    4016 end=      29674       100      2893 U=    21.50 T=   98.4 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  55. x2=  61. y1=  2.02 y2=  1.74     
GP: Confirmed US_New_York_Dutchess 3/23/2020        61    4016    -         100     2893     1   149 6/19/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .989141 cc2=  .580893 lx= 10.29804 if=  56 il=  61 3/23/2020  n=   5 now=    4016 end=      29674       100      2893 U=    20.08 T=   95.9 p1= 638.9 p2=    13.5 ed=   143 6/13/2020   x1=  56. x2=  61. y1=  1.99 y2=  1.74     
GP: Confirmed US_New_York_Dutchess 3/23/2020        61    4016    -         100     2893     1   143 6/13/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .994890 cc2=  .717540 lx=  7.90804 if=  50 il=  62 3/24/2020  n=  12 now=    4016 end=       2719       124      1261 U=    12.76 T=   76.4 p1= -32.3 p2=   147.7 ed=   106 5/7/2020    x1=  50. x2=  62. y1=  2.07 y2=  1.13     
GP: Confirmed US_New_York_Dutchess 3/24/2020        62    4016     2719     124     1261     1   106 5/7/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .994050 cc2=  .705375 lx=  8.90804 if=  51 il=  62 3/24/2020  n=  11 now=    4016 end=       7391       124      1261 U=    16.99 T=   85.9 p1=  84.0 p2=    54.3 ed=   126 5/27/2020   x1=  51. x2=  62. y1=  2.06 y2=  1.41     
GP: Confirmed US_New_York_Dutchess 3/24/2020        62    4016     7391     124     1261     1   126 5/27/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .994160 cc2=  .692649 lx=  7.73804 if=  52 il=  62 3/24/2020  n=  10 now=    4016 end=       2293       124      1261 U=    12.85 T=   75.8 p1= -42.9 p2=   175.1 ed=   106 5/7/2020    x1=  52. x2=  62. y1=  1.85 y2=  1.07     
GP: Confirmed US_New_York_Dutchess 3/24/2020        62    4016     2293     124     1261     1   106 5/7/2020  
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .993608 cc2=  .677380 lx=  7.08804 if=  53 il=  62 3/24/2020  n=   9 now=    4016 end=       1197       124      1261 U=     9.76 T=   70.0 p1= -70.2 p2=   335.5 ed=    93 4/24/2020   x1=  53. x2=  62. y1=  1.74 y2=   .82 BEST
