TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       40426.00000       10.60723
TAB:  US_New_York_Suffolk Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    41242   40153    41072    54   112 5/13/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998396 cc2=  .844093 lx= 10.63723 if=  93 il= 134 6/4/2020   n=  41 now=   40426 end=      41657     40153     41072 U=    19.28 T=   70.3 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  93. x2= 134. y1= -1.18 y2= -3.30 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998479 cc2=  .844093 lx= 10.63323 if=  93 il= 134 6/4/2020   n=  41 now=   40426 end=      41657     40153     41072 U=    19.28 T=   70.3 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  93. x2= 134. y1= -1.18 y2= -3.30 BEST
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    41657   40153    41072    54   115 5/16/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998531 cc2=  .840418 lx= 10.63723 if=  95 il= 134 6/4/2020   n=  39 now=   40426 end=      41657     40153     41072 U=    19.87 T=   68.4 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  95. x2= 134. y1= -1.34 y2= -3.30 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998538 cc2=  .840418 lx= 10.63623 if=  95 il= 134 6/4/2020   n=  39 now=   40426 end=      41657     40153     41072 U=    19.87 T=   68.4 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  95. x2= 134. y1= -1.34 y2= -3.30 BEST
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    41657   40153    41072    54   115 5/16/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998447 cc2=  .838319 lx= 10.63723 if=  96 il= 134 6/4/2020   n=  38 now=   40426 end=      41657     40153     41072 U=    19.86 T=   68.4 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  96. x2= 134. y1= -1.39 y2= -3.30 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998447 cc2=  .838319 lx= 10.63623 if=  96 il= 134 6/4/2020   n=  38 now=   40426 end=      41657     40153     41072 U=    19.86 T=   68.4 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  96. x2= 134. y1= -1.39 y2= -3.30 BEST
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    41657   40153    41072    54   115 5/16/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998359 cc2=  .836137 lx= 10.63723 if=  97 il= 134 6/4/2020   n=  37 now=   40426 end=      41657     40153     41072 U=    19.67 T=   69.0 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  97. x2= 134. y1= -1.42 y2= -3.30 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998359 cc2=  .836137 lx= 10.63723 if=  97 il= 134 6/4/2020   n=  37 now=   40426 end=      41657     40153     41072 U=    19.67 T=   69.0 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  97. x2= 134. y1= -1.42 y2= -3.30 BEST
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    41657   40153    41072    54   115 5/16/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998343 cc2=  .833944 lx= 10.63723 if=  98 il= 134 6/4/2020   n=  36 now=   40426 end=      41657     40153     41072 U=    19.88 T=   68.3 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  98. x2= 134. y1= -1.49 y2= -3.30 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998358 cc2=  .833944 lx= 10.63923 if=  98 il= 134 6/4/2020   n=  36 now=   40426 end=      41657     40153     41072 U=    19.88 T=   68.3 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  98. x2= 134. y1= -1.49 y2= -3.30 BEST
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    41657   40153    41072    54   115 5/16/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998253 cc2=  .831586 lx= 10.63723 if=  99 il= 134 6/4/2020   n=  35 now=   40426 end=      41657     40153     41072 U=    19.92 T=   68.2 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  99. x2= 134. y1= -1.55 y2= -3.30 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998293 cc2=  .831586 lx= 10.64023 if=  99 il= 134 6/4/2020   n=  35 now=   40426 end=      41657     40153     41072 U=    19.92 T=   68.2 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1=  99. x2= 134. y1= -1.55 y2= -3.30 BEST
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    41657   40153    41072    54   115 5/16/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998142 cc2=  .829112 lx= 10.63723 if= 100 il= 134 6/4/2020   n=  34 now=   40426 end=      41657     40153     41072 U=    19.96 T=   68.1 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1= 100. x2= 134. y1= -1.60 y2= -3.30 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998222 cc2=  .829112 lx= 10.64123 if= 100 il= 134 6/4/2020   n=  34 now=   40426 end=      41657     40153     41072 U=    19.96 T=   68.1 p1=   3.0 p2=    97.0 ed=   115 5/16/2020   x1= 100. x2= 134. y1= -1.60 y2= -3.30 BEST
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    41657   40153    41072    54   115 5/16/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998104 cc2=  .826606 lx= 10.64723 if= 101 il= 134 6/4/2020   n=  33 now=   40426 end=      42075     40153     41072 U=    22.78 T=   64.2 p1=   4.1 p2=    96.1 ed=   118 5/19/2020   x1= 101. x2= 134. y1= -1.61 y2= -3.06     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    42075   40153    41072    54   118 5/19/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997987 cc2=  .823910 lx= 10.64723 if= 102 il= 134 6/4/2020   n=  32 now=   40426 end=      42075     40153     41072 U=    22.98 T=   63.6 p1=   4.1 p2=    96.1 ed=   117 5/18/2020   x1= 102. x2= 134. y1= -1.67 y2= -3.06     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    42075   40153    41072    54   117 5/18/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997812 cc2=  .821035 lx= 10.64723 if= 103 il= 134 6/4/2020   n=  31 now=   40426 end=      42075     40153     41072 U=    22.82 T=   64.1 p1=   4.1 p2=    96.1 ed=   117 5/18/2020   x1= 103. x2= 134. y1= -1.70 y2= -3.06     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    42075   40153    41072    54   117 5/18/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997657 cc2=  .818052 lx= 10.64723 if= 104 il= 134 6/4/2020   n=  30 now=   40426 end=      42075     40153     41072 U=    22.61 T=   64.8 p1=   4.1 p2=    96.1 ed=   118 5/19/2020   x1= 104. x2= 134. y1= -1.74 y2= -3.06     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    42075   40153    41072    54   118 5/19/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997601 cc2=  .815027 lx= 10.64723 if= 105 il= 134 6/4/2020   n=  29 now=   40426 end=      42075     40153     41072 U=    22.60 T=   64.8 p1=   4.1 p2=    96.1 ed=   118 5/19/2020   x1= 105. x2= 134. y1= -1.78 y2= -3.06     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    42075   40153    41072    54   118 5/19/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997646 cc2=  .811950 lx= 10.65723 if= 106 il= 134 6/4/2020   n=  28 now=   40426 end=      42498     40153     41072 U=    25.68 T=   60.3 p1=   5.1 p2=    95.1 ed=   120 5/21/2020   x1= 106. x2= 134. y1= -1.78 y2= -2.87     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    42498   40153    41072    54   120 5/21/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997655 cc2=  .808673 lx= 10.65723 if= 107 il= 134 6/4/2020   n=  27 now=   40426 end=      42498     40153     41072 U=    26.10 T=   59.1 p1=   5.1 p2=    95.1 ed=   120 5/21/2020   x1= 107. x2= 134. y1= -1.83 y2= -2.87     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    42498   40153    41072    54   120 5/21/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997490 cc2=  .805040 lx= 10.65723 if= 108 il= 134 6/4/2020   n=  26 now=   40426 end=      42498     40153     41072 U=    26.19 T=   58.9 p1=   5.1 p2=    95.1 ed=   120 5/21/2020   x1= 108. x2= 134. y1= -1.88 y2= -2.87     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    42498   40153    41072    54   120 5/21/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997375 cc2=  .801258 lx= 10.66723 if= 109 il= 134 6/4/2020   n=  25 now=   40426 end=      42925     40153     41072 U=    29.32 T=   54.6 p1=   6.2 p2=    94.2 ed=   123 5/24/2020   x1= 109. x2= 134. y1= -1.85 y2= -2.71     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    42925   40153    41072    54   123 5/24/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997182 cc2=  .797182 lx= 10.66723 if= 110 il= 134 6/4/2020   n=  24 now=   40426 end=      42925     40153     41072 U=    29.42 T=   54.4 p1=   6.2 p2=    94.2 ed=   123 5/24/2020   x1= 110. x2= 134. y1= -1.89 y2= -2.71     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    42925   40153    41072    54   123 5/24/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997034 cc2=  .792910 lx= 10.67723 if= 111 il= 134 6/4/2020   n=  23 now=   40426 end=      43357     40153     41072 U=    32.19 T=   51.4 p1=   7.3 p2=    93.2 ed=   127 5/28/2020   x1= 111. x2= 134. y1= -1.85 y2= -2.57     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    43357   40153    41072    54   127 5/28/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997274 cc2=  .788760 lx= 10.69723 if= 112 il= 134 6/4/2020   n=  22 now=   40426 end=      44233     40153     41072 U=    38.91 T=   43.1 p1=   9.4 p2=    91.4 ed=   134 6/4/2020    x1= 112. x2= 134. y1= -1.77 y2= -2.34     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    44233   40153    41072    54   134 6/4/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997522 cc2=  .784321 lx= 10.73723 if= 113 il= 134 6/4/2020   n=  21 now=   40426 end=      46038     40153     41072 U=    52.56 T=   29.4 p1=  13.9 p2=    87.8 ed=   153 6/23/2020   x1= 113. x2= 134. y1= -1.59 y2= -1.99     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    46038   40153    41072    54   153 6/23/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997569 cc2=  .779351 lx= 10.78723 if= 114 il= 134 6/4/2020   n=  20 now=   40426 end=      48398     40153     41072 U=    69.26 T=   17.8 p1=  19.7 p2=    83.5 ed=   181 7/21/2020   x1= 114. x2= 134. y1= -1.39 y2= -1.68     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    48398   40153    41072    54   181 7/21/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997757 cc2=  .774150 lx= 10.95723 if= 115 il= 134 6/4/2020   n=  19 now=   40426 end=      57367     40153     41072 U=   128.95 T=    1.1 p1=  41.9 p2=    70.5 ed=   305 11/22/2020  x1= 115. x2= 134. y1=  -.88 y2= -1.03     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    57367   40153    41072    54   305 11/22/2020
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997487 cc2=  .768071 lx= 11.16723 if= 116 il= 134 6/4/2020   n=  18 now=   40426 end=      70772     40153     41072 U=   204.92 T=   17.6 p1=  75.1 p2=    57.1 ed=   501 6/6/2021    x1= 116. x2= 134. y1=  -.48 y2=  -.57     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    70772   40153    41072    54   501 6/6/2021  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997053 cc2=  .761351 lx= 11.08723 if= 117 il= 134 6/4/2020   n=  17 now=   40426 end=      65331     40153     41072 U=   176.44 T=    7.0 p1=  61.6 p2=    61.9 ed=   423 3/20/2021   x1= 117. x2= 134. y1=  -.62 y2=  -.72     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    65331   40153    41072    54   423 3/20/2021 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996503 cc2=  .753968 lx= 11.04723 if= 118 il= 134 6/4/2020   n=  16 now=   40426 end=      62769     40153     41072 U=   161.46 T=    3.9 p1=  55.3 p2=    64.4 ed=   384 2/9/2021    x1= 118. x2= 134. y1=  -.71 y2=  -.81     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    62769   40153    41072    54   384 2/9/2021  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .995807 cc2=  .745807 lx= 11.09723 if= 119 il= 134 6/4/2020   n=  15 now=   40426 end=      65988     40153     41072 U=   175.40 T=   11.3 p1=  63.2 p2=    61.3 ed=   425 3/22/2021   x1= 119. x2= 134. y1=  -.61 y2=  -.70     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    65988   40153    41072    54   425 3/22/2021 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .995277 cc2=  .737078 lx= 12.60723 if= 120 il= 134 6/4/2020   n=  14 now=   40426 end=     298709     40153     41072 U=   697.89 T=  620.1 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 120. x2= 134. y1=   .72 y2=   .70     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    -       40153    41072    54   999 undefine  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .994413 cc2=  .727151 lx= 12.60723 if= 121 il= 134 6/4/2020   n=  13 now=   40426 end=     298709     40153     41072 U=   700.66 T=  622.0 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 121. x2= 134. y1=   .72 y2=   .70     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    -       40153    41072    54   999 undefine  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .993320 cc2=  .715970 lx= 12.60723 if= 122 il= 134 6/4/2020   n=  12 now=   40426 end=     298709     40153     41072 U=   709.59 T=  628.3 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 122. x2= 134. y1=   .71 y2=   .70     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    -       40153    41072    54   999 undefine  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .991672 cc2=  .702997 lx= 12.60723 if= 123 il= 134 6/4/2020   n=  11 now=   40426 end=     298709     40153     41072 U=   739.86 T=  649.3 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 123. x2= 134. y1=   .71 y2=   .70     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    -       40153    41072    54   999 undefine  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .989525 cc2=  .688014 lx= 12.60723 if= 124 il= 134 6/4/2020   n=  10 now=   40426 end=     298709     40153     41072 U=   752.94 T=  658.4 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 124. x2= 134. y1=   .71 y2=   .70     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    -       40153    41072    54   999 undefine  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .988046 cc2=  .671818 lx= 12.60723 if= 125 il= 134 6/4/2020   n=   9 now=   40426 end=     298709     40153     41072 U=   755.59 T=  660.3 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 125. x2= 134. y1=   .71 y2=   .70     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    -       40153    41072    54   999 undefine  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .988503 cc2=  .655169 lx= 12.60723 if= 126 il= 134 6/4/2020   n=   8 now=   40426 end=     298709     40153     41072 U=   716.19 T=  632.8 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 126. x2= 134. y1=   .71 y2=   .70     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    -       40153    41072    54   999 undefine  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .986557 cc2=  .633003 lx= 12.60723 if= 127 il= 134 6/4/2020   n=   7 now=   40426 end=     298709     40153     41072 U=   706.83 T=  626.3 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 127. x2= 134. y1=   .71 y2=   .70     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    -       40153    41072    54   999 undefine  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .985163 cc2=  .607199 lx= 12.60723 if= 128 il= 134 6/4/2020   n=   6 now=   40426 end=     298709     40153     41072 U=   679.82 T=  607.5 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 128. x2= 134. y1=   .71 y2=   .70     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    -       40153    41072    54   999 undefine  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .981997 cc2=  .573749 lx= 10.73723 if= 129 il= 134 6/4/2020   n=   5 now=   40426 end=      46038     40153     41072 U=    46.33 T=   41.8 p1=  13.9 p2=    87.8 ed=   151 6/21/2020   x1= 129. x2= 134. y1= -1.88 y2= -1.99     
GP: Confirmed US_New_York_Suffolk 6/4/2020        134   40426    46038   40153    41072    54   151 6/21/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997367 cc2=  .891958 lx= 10.61723 if=  46 il= 135 6/5/2020   n=  89 now=   40426 end=      40832     40239     41072 U=    13.51 T=   77.9 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  46. x2= 135. y1=  2.36 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997682 cc2=  .891958 lx= 10.61323 if=  46 il= 135 6/5/2020   n=  89 now=   40426 end=      40832     40239     41072 U=    13.51 T=   77.9 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  46. x2= 135. y1=  2.36 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   109 5/10/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997298 cc2=  .891298 lx= 10.61723 if=  47 il= 135 6/5/2020   n=  88 now=   40426 end=      40832     40239     41072 U=    13.36 T=   78.6 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  47. x2= 135. y1=  2.36 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997611 cc2=  .891298 lx= 10.61323 if=  47 il= 135 6/5/2020   n=  88 now=   40426 end=      40832     40239     41072 U=    13.36 T=   78.6 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  47. x2= 135. y1=  2.36 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   110 5/11/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997268 cc2=  .890667 lx= 10.61723 if=  48 il= 135 6/5/2020   n=  87 now=   40426 end=      40832     40239     41072 U=    13.21 T=   79.2 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  48. x2= 135. y1=  2.36 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997566 cc2=  .890667 lx= 10.61323 if=  48 il= 135 6/5/2020   n=  87 now=   40426 end=      40832     40239     41072 U=    13.21 T=   79.2 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  48. x2= 135. y1=  2.36 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   110 5/11/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997307 cc2=  .890096 lx= 10.61723 if=  49 il= 135 6/5/2020   n=  86 now=   40426 end=      40832     40239     41072 U=    13.43 T=   78.3 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  49. x2= 135. y1=  2.18 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997573 cc2=  .890096 lx= 10.61323 if=  49 il= 135 6/5/2020   n=  86 now=   40426 end=      40832     40239     41072 U=    13.43 T=   78.3 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  49. x2= 135. y1=  2.18 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   109 5/10/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997266 cc2=  .889433 lx= 10.61723 if=  50 il= 135 6/5/2020   n=  85 now=   40426 end=      40832     40239     41072 U=    13.59 T=   77.6 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  50. x2= 135. y1=  2.03 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997517 cc2=  .889433 lx= 10.61323 if=  50 il= 135 6/5/2020   n=  85 now=   40426 end=      40832     40239     41072 U=    13.59 T=   77.6 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  50. x2= 135. y1=  2.03 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   109 5/10/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997187 cc2=  .888722 lx= 10.61723 if=  51 il= 135 6/5/2020   n=  84 now=   40426 end=      40832     40239     41072 U=    13.53 T=   77.9 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  51. x2= 135. y1=  1.99 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997435 cc2=  .888722 lx= 10.61323 if=  51 il= 135 6/5/2020   n=  84 now=   40426 end=      40832     40239     41072 U=    13.53 T=   77.9 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  51. x2= 135. y1=  1.99 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   109 5/10/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997120 cc2=  .888011 lx= 10.61723 if=  52 il= 135 6/5/2020   n=  83 now=   40426 end=      40832     40239     41072 U=    13.41 T=   78.3 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  52. x2= 135. y1=  1.96 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997360 cc2=  .888011 lx= 10.61423 if=  52 il= 135 6/5/2020   n=  83 now=   40426 end=      40832     40239     41072 U=    13.41 T=   78.3 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  52. x2= 135. y1=  1.96 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   109 5/10/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997087 cc2=  .887323 lx= 10.61723 if=  53 il= 135 6/5/2020   n=  82 now=   40426 end=      40832     40239     41072 U=    13.32 T=   78.7 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  53. x2= 135. y1=  1.93 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997313 cc2=  .887323 lx= 10.61423 if=  53 il= 135 6/5/2020   n=  82 now=   40426 end=      40832     40239     41072 U=    13.32 T=   78.7 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  53. x2= 135. y1=  1.93 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   110 5/11/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997102 cc2=  .886671 lx= 10.61723 if=  54 il= 135 6/5/2020   n=  81 now=   40426 end=      40832     40239     41072 U=    13.35 T=   78.6 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  54. x2= 135. y1=  1.84 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997303 cc2=  .886671 lx= 10.61423 if=  54 il= 135 6/5/2020   n=  81 now=   40426 end=      40832     40239     41072 U=    13.35 T=   78.6 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  54. x2= 135. y1=  1.84 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   110 5/11/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997114 cc2=  .886003 lx= 10.61723 if=  55 il= 135 6/5/2020   n=  80 now=   40426 end=      40832     40239     41072 U=    13.28 T=   78.9 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  55. x2= 135. y1=  1.80 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997288 cc2=  .886003 lx= 10.61423 if=  55 il= 135 6/5/2020   n=  80 now=   40426 end=      40832     40239     41072 U=    13.28 T=   78.9 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  55. x2= 135. y1=  1.80 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   110 5/11/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997177 cc2=  .885373 lx= 10.61723 if=  56 il= 135 6/5/2020   n=  79 now=   40426 end=      40832     40239     41072 U=    13.18 T=   79.3 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  56. x2= 135. y1=  1.77 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997315 cc2=  .885373 lx= 10.61423 if=  56 il= 135 6/5/2020   n=  79 now=   40426 end=      40832     40239     41072 U=    13.18 T=   79.3 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  56. x2= 135. y1=  1.77 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   110 5/11/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997332 cc2=  .884823 lx= 10.61723 if=  57 il= 135 6/5/2020   n=  78 now=   40426 end=      40832     40239     41072 U=    13.31 T=   78.8 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  57. x2= 135. y1=  1.64 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997433 cc2=  .884823 lx= 10.61523 if=  57 il= 135 6/5/2020   n=  78 now=   40426 end=      40832     40239     41072 U=    13.31 T=   78.8 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  57. x2= 135. y1=  1.64 y2= -4.22 BEST
GP: Confirmed US_New_York_Suffolk 6/5/2020        135   40426    40832   40239    41072    53   110 5/11/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997431 cc2=  .884203 lx= 10.61723 if=  58 il= 135 6/5/2020   n=  77 now=   40426 end=      40832     40239     41072 U=    13.45 T=   78.2 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  58. x2= 135. y1=  1.50 y2= -4.22 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997503 cc2=  .884203 lx= 10.61523 if=  58 il= 135 6/5/2020   n=  77 now=   40426 end=      40832     40239     41072 U=    13.45 T=   78.2 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1=  58. x2= 135. y1=  1.50 y2= -4.22 BEST
