TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       14268.00000        9.56577
TAB:  Iraq Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Iraq Confirmed 3/31/2020    69      694    14268     3426        1     3426    40325    13969
TAB:  Iraq Confirmed .            70      728    14268     3426        2     1844    47705     5007
TAB:  Iraq Confirmed 4/2/2020     71      772    14268     1317        2      790    50341     3953
TAB:  Iraq Confirmed .            72      820    14268     1317        3      790    48232     5534
TAB:  Iraq Confirmed 4/4/2020     73      878    14268     1317        4     1317    77225    13441
TAB:  Iraq Confirmed .            74      961    14268     1844        5     1844    46124    17659
TAB:  Iraq Confirmed 4/6/2020     75     1031    14268     2372        5     2372    75116    14496
TAB:  Iraq Confirmed .            76     1122    14268     2899        5     2899    92512    18713
TAB:  Iraq Confirmed 4/8/2020     77     1202    14268     3426        4     3426    74062    13441
TAB:  Iraq Confirmed .            78     1232    14268     3426        5     1317    62465     8697
TAB:  Iraq Confirmed 4/10/2020    79     1279    14268     2899        4     1317    64574    14496
TAB:  Iraq Confirmed .            80     1318    14268     2899        7     1317    73535    10279
TAB:  Iraq Confirmed 4/12/2020    81     1352    14268     2325        6     1291    85513    11625
TAB:  Iraq Confirmed .            82     1378    14268     1513        8     1513    49670     7017
TAB:  Iraq Confirmed 4/14/2020    83     1400    14268     1523        9     1523    31190     5372
TAB:  Iraq Confirmed .            84     1415    14268     1497       10     1497    20501     3976
TAB:  Iraq Confirmed 4/16/2020    85     1434    14268     1491       10     1491    14010     3384
TAB:  Iraq Confirmed .            86     1482    14268     1590        2     1590    10270     3046
TAB:  Iraq Confirmed 4/18/2020    87     1513    14268     1658        3     1658     8167     2918
TAB:  Iraq Confirmed .            88     1539    14268     1844       14     1844     6589     4480
TAB:  Iraq Confirmed 4/20/2020    89     1574    14268     1844       15     1844     5534     3953
TAB:  Iraq Confirmed .            90     1602    14268     1844       17     1844     5007     3426
TAB:  Iraq Confirmed 4/22/2020    91     1631    14268     1844       17     1844     8697     3426
TAB:  Iraq Confirmed .            92     1677    14268     1844       16     1844     5534     3426
TAB:  Iraq Confirmed 4/24/2020    93     1708    14268     1844       16     1844     9224     3426
TAB:  Iraq Confirmed .            94     1763    14268     1844       13     1844    10806     2899
TAB:  Iraq Confirmed 4/26/2020    95     1820    14268     2372       24     2372     3426     2899
TAB:  Iraq Confirmed .            96     1847    14268     2372       24     2372     2899     2899
TAB:  Iraq Confirmed 4/28/2020    97     1928    14268     2372       23     2372     2899     2899
TAB:  Iraq Confirmed .            98     2003    14268     2372       18     2372     2899     2899
TAB:  Iraq Confirmed 4/30/2020    99     2085    14268     2899       21     2372     3426     2899
TAB:  Iraq Confirmed .           100     2153    14268     2899       24     2899     3426     3426
TAB:  Iraq Confirmed 5/2/2020    101     2219    14268     2899       19     2899     3426     3426
TAB:  Iraq Confirmed .           102     2296    14268     3426       18     2899    32418     3953
TAB:  Iraq Confirmed 5/4/2020    103     2346    14268     3426       31     2899    56139     3953
TAB:  Iraq Confirmed .           104     2431    14268     3426       28     3426    20821     5534
TAB:  Iraq Confirmed 5/6/2020    105     2480    14268     3426       21     3426    18713     4480
TAB:  Iraq Confirmed .           106     2543    14268     3426       17     3426    47705     5534
TAB:  Iraq Confirmed 5/8/2020    107     2603    14268     3953       32     3426    81969     6062
TAB:  Iraq Confirmed .           108     2679    14268     3953       30     3953    24511     6062
TAB:  Iraq Confirmed 5/10/2020   109     2767    14268     3953       27     3953    23457     7116
TAB:  Iraq Confirmed .           110     2818    14268     3953       23     3953    54558     8170
TAB:  Iraq Confirmed 5/12/2020   111     2913    14268     4480       19     3953    46651     8170
TAB:  Iraq Confirmed .           112     3032    14268     4480       27     4480    46651    10279
TAB:  Iraq Confirmed 5/14/2020   113     3143    14268     4480       17     4480    54031    11860
TAB:  Iraq Confirmed .           114     3193    14268     5007       25     4480    60356    13441
TAB:  Iraq Confirmed 5/16/2020   115     3260    14268     5007       25     3426    91457    14496
TAB:  Iraq Confirmed .           116     3404    14268     5007       18     5007    99364    17131
TAB:  Iraq Confirmed 5/18/2020   117     3554    14268     5534       20     5007    21348     9224
TAB:  Iraq Confirmed .           118     3611    14268     5534       18     5534    34527    10279
TAB:  Iraq Confirmed 5/20/2020   119     3724    14268     6062       20     5007    67736    11333
TAB:  Iraq Confirmed .           120     3877    14268     6062       16     5534    55612    12387
TAB:  Iraq Confirmed 5/22/2020   121     3964    14268     6589       17     6062    69845    13441
TAB:  Iraq Confirmed .           122     4272    14268     7116       15     6589    71426    10806
TAB:  Iraq Confirmed 5/24/2020   123     4469    14268     7643       12     6589    67209     9224
TAB:  Iraq Confirmed .           124     4632    14268     8170       12     7116    34527     9751
TAB:  Iraq Confirmed 5/26/2020   125     4848    14268     8697        8     7643    47705    11333
TAB:  Iraq Confirmed .           126     5135    14268     9751        8     8170    73535    12387
TAB:  Iraq Confirmed 5/28/2020   127     5457    14268    10806        6     9224    73535    13969
TAB:  Iraq Confirmed .           128     5873    14268    12387        5    10279    36108    13969
TAB:  Iraq Confirmed 5/30/2020   129     6179    14268    13969        4    11333    50868    15550
TAB:  Iraq Confirmed .           130     6439    14268    15550        3    11333    71426    16604
TAB:  Iraq Confirmed 6/1/2020    131     6868    14268    15550        3    13441    37163    19240
TAB:  Iraq Confirmed .           132     7387    14268    20294        2    15023    28201    20821
TAB:  Iraq Confirmed 6/3/2020    133     8168    14268    17659        1    17659    36635    25566
TAB:  Iraq Confirmed .           134     8840    14268    20294        1    20294    49814    31364
TAB:  Iraq Confirmed 6/5/2020    135     9846    14268    24511        1    24511    67209    39798
TAB:  Iraq Confirmed .           136    11098    14268    30310        1    30310    81969    53504
TAB:  Iraq Confirmed 6/7/2020    137    12366    14268    38217        1    38217   103582    73008
TAB:  Iraq Confirmed .           138    13481    14268    -            1    48232   103582    76698
TAB:  Iraq Confirmed 6/9/2020    139    14268    14268    21348        1    21348   100419    67209
AAA2     1 Iraq Confirmed cc1=  .949272 cc2=  .541024 lx=  5.56577 if=  33 il=  38 2/29/2020  n=   5 now=   14268 end=        261        13         0 U=     8.09 T=   46.9 p1= -98.2 p2=  5466.7 ed=    65 3/27/2020   x1=  33. x2=  38. y1=  1.72 y2=  1.10     
GP: Confirmed Iraq 2/29/2020        38   14268      261      13        0     0    65 3/27/2020 
AAA2     1 Iraq Confirmed cc1=  .967523 cc2=  .589558 lx=  5.56577 if=  33 il=  39 3/1/2020   n=   6 now=   14268 end=        261        19         0 U=     7.97 T=   46.7 p1= -98.2 p2=  5466.7 ed=    65 3/27/2020   x1=  33. x2=  39. y1=  1.72 y2=   .96     
GP: Confirmed Iraq 3/1/2020         39   14268      261      19        0     0    65 3/27/2020 
AAA2     1 Iraq Confirmed cc1=  .952533 cc2=  .544285 lx=  5.56577 if=  34 il=  39 3/1/2020   n=   5 now=   14268 end=        261        19         0 U=     6.64 T=   45.4 p1= -98.2 p2=  5466.7 ed=    61 3/23/2020   x1=  34. x2=  39. y1=  1.72 y2=   .96     
GP: Confirmed Iraq 3/1/2020         39   14268      261      19        0     0    61 3/23/2020 
AAA1     1 Iraq Confirmed cc1=  .978022 cc2=  .624469 lx=  5.56577 if=  33 il=  40 3/2/2020   n=   7 now=   14268 end=        261        26       263 U=     7.95 T=   46.6 p1= -98.2 p2=  5466.7 ed=    65 3/27/2020   x1=  33. x2=  40. y1=  1.72 y2=   .84 BEST
AAA2     1 Iraq Confirmed cc1=  .978315 cc2=  .624469 lx=  5.46577 if=  33 il=  40 3/2/2020   n=   7 now=   14268 end=        261        26       263 U=     7.95 T=   46.6 p1= -98.2 p2=  5466.7 ed=    65 3/27/2020   x1=  33. x2=  40. y1=  1.72 y2=   .84 BEST
GP: Confirmed Iraq 3/2/2020         40   14268      261      26      263     2    65 3/27/2020 
AAA1     1 Iraq Confirmed cc1=  .969128 cc2=  .591164 lx=  5.56577 if=  34 il=  40 3/2/2020   n=   6 now=   14268 end=        261        26       263 U=     6.82 T=   45.7 p1= -98.2 p2=  5466.7 ed=    61 3/23/2020   x1=  34. x2=  40. y1=  1.72 y2=   .84 BEST
AAA2     1 Iraq Confirmed cc1=  .969689 cc2=  .591164 lx=  5.46577 if=  34 il=  40 3/2/2020   n=   6 now=   14268 end=        261        26       263 U=     6.82 T=   45.7 p1= -98.2 p2=  5466.7 ed=    61 3/23/2020   x1=  34. x2=  40. y1=  1.72 y2=   .84 BEST
GP: Confirmed Iraq 3/2/2020         40   14268      261      26      263     2    61 3/23/2020 
AAA2     1 Iraq Confirmed cc1=  .977917 cc2=  .569669 lx= 11.56577 if=  35 il=  40 3/2/2020   n=   5 now=   14268 end=     105427        26       263 U=    27.62 T=   98.5 p1= 638.9 p2=    13.5 ed=   163 7/3/2020    x1=  35. x2=  40. y1=  2.30 y2=  2.12     
GP: Confirmed Iraq 3/2/2020         40   14268    -          26      263     2   163 7/3/2020  
AAA1     1 Iraq Confirmed cc1=  .983582 cc2=  .650249 lx=  5.56577 if=  33 il=  41 3/3/2020   n=   8 now=   14268 end=        261        32       263 U=     8.21 T=   47.1 p1= -98.2 p2=  5466.7 ed=    66 3/28/2020   x1=  33. x2=  41. y1=  1.72 y2=   .74 BEST
AAA2     1 Iraq Confirmed cc1=  .983927 cc2=  .650249 lx=  5.46577 if=  33 il=  41 3/3/2020   n=   8 now=   14268 end=        261        32       263 U=     8.21 T=   47.1 p1= -98.2 p2=  5466.7 ed=    66 3/28/2020   x1=  33. x2=  41. y1=  1.72 y2=   .74 BEST
GP: Confirmed Iraq 3/3/2020         41   14268      261      32      263     3    66 3/28/2020 
AAA1     1 Iraq Confirmed cc1=  .977364 cc2=  .623811 lx=  5.56577 if=  34 il=  41 3/3/2020   n=   7 now=   14268 end=        261        32       263 U=     7.18 T=   46.3 p1= -98.2 p2=  5466.7 ed=    63 3/25/2020   x1=  34. x2=  41. y1=  1.72 y2=   .74 BEST
AAA2     1 Iraq Confirmed cc1=  .977950 cc2=  .623811 lx=  5.46577 if=  34 il=  41 3/3/2020   n=   7 now=   14268 end=        261        32       263 U=     7.18 T=   46.3 p1= -98.2 p2=  5466.7 ed=    63 3/25/2020   x1=  34. x2=  41. y1=  1.72 y2=   .74 BEST
GP: Confirmed Iraq 3/3/2020         41   14268      261      32      263     3    63 3/25/2020 
AAA2     1 Iraq Confirmed cc1=  .985269 cc2=  .607304 lx= 11.56577 if=  35 il=  41 3/3/2020   n=   6 now=   14268 end=     105427        32       263 U=    29.08 T=  101.8 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  35. x2=  41. y1=  2.30 y2=  2.09     
GP: Confirmed Iraq 3/3/2020         41   14268    -          32      263     3   170 7/10/2020 
AAA1     1 Iraq Confirmed cc1=  .984551 cc2=  .576302 lx=  5.56577 if=  36 il=  41 3/3/2020   n=   5 now=   14268 end=        261        32       263 U=     9.18 T=   47.8 p1= -98.2 p2=  5466.7 ed=    69 3/31/2020   x1=  36. x2=  41. y1=  1.29 y2=   .74 BEST
AAA2     1 Iraq Confirmed cc1=  .984636 cc2=  .576302 lx=  5.46577 if=  36 il=  41 3/3/2020   n=   5 now=   14268 end=        261        32       263 U=     9.18 T=   47.8 p1= -98.2 p2=  5466.7 ed=    69 3/31/2020   x1=  36. x2=  41. y1=  1.29 y2=   .74 BEST
GP: Confirmed Iraq 3/3/2020         41   14268      261      32      263     3    69 3/31/2020 
AAA2     1 Iraq Confirmed cc1=  .984074 cc2=  .667846 lx=  5.56577 if=  33 il=  42 3/4/2020   n=   9 now=   14268 end=        261        35         0 U=     8.84 T=   48.2 p1= -98.2 p2=  5466.7 ed=    69 3/31/2020   x1=  33. x2=  42. y1=  1.72 y2=   .70     
GP: Confirmed Iraq 3/4/2020         42   14268      261      35        0     0    69 3/31/2020 
AAA2     1 Iraq Confirmed cc1=  .978202 cc2=  .644869 lx=  5.56577 if=  34 il=  42 3/4/2020   n=   8 now=   14268 end=        261        35         0 U=     7.86 T=   47.5 p1= -98.2 p2=  5466.7 ed=    66 3/28/2020   x1=  34. x2=  42. y1=  1.72 y2=   .70     
GP: Confirmed Iraq 3/4/2020         42   14268      261      35        0     0    66 3/28/2020 
AAA2     1 Iraq Confirmed cc1=  .985974 cc2=  .632420 lx=  5.56577 if=  35 il=  42 3/4/2020   n=   7 now=   14268 end=        261        35         0 U=    10.34 T=   49.2 p1= -98.2 p2=  5466.7 ed=    73 4/4/2020    x1=  35. x2=  42. y1=  1.38 y2=   .70     
GP: Confirmed Iraq 3/4/2020         42   14268      261      35        0     0    73 4/4/2020  
AAA2     1 Iraq Confirmed cc1=  .983486 cc2=  .605521 lx=  5.56577 if=  36 il=  42 3/4/2020   n=   6 now=   14268 end=        261        35         0 U=    10.20 T=   49.1 p1= -98.2 p2=  5466.7 ed=    73 4/4/2020    x1=  36. x2=  42. y1=  1.29 y2=   .70     
GP: Confirmed Iraq 3/4/2020         42   14268      261      35        0     0    73 4/4/2020  
AAA2     1 Iraq Confirmed cc1=  .981180 cc2=  .572931 lx=  5.56577 if=  37 il=  42 3/4/2020   n=   5 now=   14268 end=        261        35         0 U=     8.50 T=   47.9 p1= -98.2 p2=  5466.7 ed=    68 3/30/2020   x1=  37. x2=  42. y1=  1.29 y2=   .70     
GP: Confirmed Iraq 3/4/2020         42   14268      261      35        0     0    68 3/30/2020 
AAA2     1 Iraq Confirmed cc1=  .977845 cc2=  .676334 lx=  5.56577 if=  33 il=  43 3/5/2020   n=  10 now=   14268 end=        261        35         0 U=     9.82 T=   49.9 p1= -98.2 p2=  5466.7 ed=    73 4/4/2020    x1=  33. x2=  43. y1=  1.72 y2=   .70     
GP: Confirmed Iraq 3/5/2020         43   14268      261      35        0     0    73 4/4/2020  
AAA2     1 Iraq Confirmed cc1=  .970356 cc2=  .654128 lx=  5.56577 if=  34 il=  43 3/5/2020   n=   9 now=   14268 end=        261        35         0 U=     8.84 T=   49.2 p1= -98.2 p2=  5466.7 ed=    70 4/1/2020    x1=  34. x2=  43. y1=  1.72 y2=   .70     
GP: Confirmed Iraq 3/5/2020         43   14268      261      35        0     0    70 4/1/2020  
AAA2     1 Iraq Confirmed cc1=  .977640 cc2=  .644306 lx=  5.56577 if=  35 il=  43 3/5/2020   n=   8 now=   14268 end=        261        35         0 U=    11.82 T=   51.3 p1= -98.2 p2=  5466.7 ed=    79 4/10/2020   x1=  35. x2=  43. y1=  1.38 y2=   .70     
GP: Confirmed Iraq 3/5/2020         43   14268      261      35        0     0    79 4/10/2020 
AAA2     1 Iraq Confirmed cc1=  .969476 cc2=  .615922 lx=  5.56577 if=  36 il=  43 3/5/2020   n=   7 now=   14268 end=        261        35         0 U=    11.90 T=   51.3 p1= -98.2 p2=  5466.7 ed=    79 4/10/2020   x1=  36. x2=  43. y1=  1.29 y2=   .70     
GP: Confirmed Iraq 3/5/2020         43   14268      261      35        0     0    79 4/10/2020 
AAA2     1 Iraq Confirmed cc1=  .956491 cc2=  .578526 lx=  5.56577 if=  37 il=  43 3/5/2020   n=   6 now=   14268 end=        261        35         0 U=    10.20 T=   50.1 p1= -98.2 p2=  5466.7 ed=    74 4/5/2020    x1=  37. x2=  43. y1=  1.29 y2=   .70     
GP: Confirmed Iraq 3/5/2020         43   14268      261      35        0     0    74 4/5/2020  
AAA2     1 Iraq Confirmed cc1=  .951448 cc2=  .543200 lx=  5.56577 if=  38 il=  43 3/5/2020   n=   5 now=   14268 end=        261        35         0 U=    12.48 T=   51.7 p1= -98.2 p2=  5466.7 ed=    81 4/12/2020   x1=  38. x2=  43. y1=  1.10 y2=   .70     
GP: Confirmed Iraq 3/5/2020         43   14268      261      35        0     0    81 4/12/2020 
AAA2     1 Iraq Confirmed cc1=  .974592 cc2=  .685917 lx=  5.56577 if=  33 il=  44 3/6/2020   n=  11 now=   14268 end=        261        40         0 U=    10.12 T=   50.4 p1= -98.2 p2=  5466.7 ed=    74 4/5/2020    x1=  33. x2=  44. y1=  1.72 y2=   .63     
GP: Confirmed Iraq 3/6/2020         44   14268      261      40        0     0    74 4/5/2020  
AAA2     1 Iraq Confirmed cc1=  .967076 cc2=  .665564 lx=  5.56577 if=  34 il=  44 3/6/2020   n=  10 now=   14268 end=        261        40         0 U=     9.20 T=   49.8 p1= -98.2 p2=  5466.7 ed=    71 4/2/2020    x1=  34. x2=  44. y1=  1.72 y2=   .63     
GP: Confirmed Iraq 3/6/2020         44   14268      261      40        0     0    71 4/2/2020  
AAA2     1 Iraq Confirmed cc1=  .975147 cc2=  .658919 lx=  5.56577 if=  35 il=  44 3/6/2020   n=   9 now=   14268 end=        261        40         0 U=    12.07 T=   51.6 p1= -98.2 p2=  5466.7 ed=    80 4/11/2020   x1=  35. x2=  44. y1=  1.38 y2=   .63     
GP: Confirmed Iraq 3/6/2020         44   14268      261      40        0     0    80 4/11/2020 
AAA2     1 Iraq Confirmed cc1=  .966005 cc2=  .632672 lx=  5.56577 if=  36 il=  44 3/6/2020   n=   8 now=   14268 end=        261        40         0 U=    12.18 T=   51.7 p1= -98.2 p2=  5466.7 ed=    80 4/11/2020   x1=  36. x2=  44. y1=  1.29 y2=   .63     
GP: Confirmed Iraq 3/6/2020         44   14268      261      40        0     0    80 4/11/2020 
AAA2     1 Iraq Confirmed cc1=  .951606 cc2=  .598053 lx=  5.56577 if=  37 il=  44 3/6/2020   n=   7 now=   14268 end=        261        40         0 U=    10.66 T=   50.7 p1= -98.2 p2=  5466.7 ed=    75 4/6/2020    x1=  37. x2=  44. y1=  1.29 y2=   .63     
GP: Confirmed Iraq 3/6/2020         44   14268      261      40        0     0    75 4/6/2020  
AAA2     1 Iraq Confirmed cc1=  .952090 cc2=  .574126 lx=  5.56577 if=  38 il=  44 3/6/2020   n=   6 now=   14268 end=        261        40         0 U=    12.79 T=   52.1 p1= -98.2 p2=  5466.7 ed=    82 4/13/2020   x1=  38. x2=  44. y1=  1.10 y2=   .63     
GP: Confirmed Iraq 3/6/2020         44   14268      261      40        0     0    82 4/13/2020 
AAA2     1 Iraq Confirmed cc1=  .946300 cc2=  .538051 lx=  5.56577 if=  39 il=  44 3/6/2020   n=   5 now=   14268 end=        261        40         0 U=    14.97 T=   53.4 p1= -98.2 p2=  5466.7 ed=    88 4/19/2020   x1=  39. x2=  44. y1=   .96 y2=   .63     
GP: Confirmed Iraq 3/6/2020         44   14268      261      40        0     0    88 4/19/2020 
AAA1     1 Iraq Confirmed cc1=  .978768 cc2=  .701417 lx=  5.56577 if=  33 il=  45 3/7/2020   n=  12 now=   14268 end=        261        54       263 U=     9.51 T=   49.3 p1= -98.2 p2=  5466.7 ed=    71 4/2/2020    x1=  33. x2=  45. y1=  1.72 y2=   .46 BEST
AAA2     1 Iraq Confirmed cc1=  .979627 cc2=  .701417 lx=  5.46577 if=  33 il=  45 3/7/2020   n=  12 now=   14268 end=        261        54       263 U=     9.51 T=   49.3 p1= -98.2 p2=  5466.7 ed=    71 4/2/2020    x1=  33. x2=  45. y1=  1.72 y2=   .46 BEST
GP: Confirmed Iraq 3/7/2020         45   14268      261      54      263     6    71 4/2/2020  
AAA1     1 Iraq Confirmed cc1=  .973294 cc2=  .684619 lx=  5.56577 if=  34 il=  45 3/7/2020   n=  11 now=   14268 end=        261        54       263 U=     8.72 T=   49.0 p1= -98.2 p2=  5466.7 ed=    69 3/31/2020   x1=  34. x2=  45. y1=  1.72 y2=   .46 BEST
AAA2     1 Iraq Confirmed cc1=  .974325 cc2=  .684619 lx=  5.46577 if=  34 il=  45 3/7/2020   n=  11 now=   14268 end=        261        54       263 U=     8.72 T=   49.0 p1= -98.2 p2=  5466.7 ed=    69 3/31/2020   x1=  34. x2=  45. y1=  1.72 y2=   .46 BEST
GP: Confirmed Iraq 3/7/2020         45   14268      261      54      263     6    69 3/31/2020 
AAA1     1 Iraq Confirmed cc1=  .981300 cc2=  .679788 lx=  5.56577 if=  35 il=  45 3/7/2020   n=  10 now=   14268 end=        261        54       263 U=    10.87 T=   50.0 p1= -98.2 p2=  5466.7 ed=    75 4/6/2020    x1=  35. x2=  45. y1=  1.38 y2=   .46 BEST
AAA2     1 Iraq Confirmed cc1=  .981665 cc2=  .679788 lx=  5.46577 if=  35 il=  45 3/7/2020   n=  10 now=   14268 end=        261        54       263 U=    10.87 T=   50.0 p1= -98.2 p2=  5466.7 ed=    75 4/6/2020    x1=  35. x2=  45. y1=  1.38 y2=   .46 BEST
GP: Confirmed Iraq 3/7/2020         45   14268      261      54      263     6    75 4/6/2020  
AAA1     1 Iraq Confirmed cc1=  .975155 cc2=  .658927 lx=  5.56577 if=  36 il=  45 3/7/2020   n=   9 now=   14268 end=        261        54       263 U=    10.83 T=   49.9 p1= -98.2 p2=  5466.7 ed=    75 4/6/2020    x1=  36. x2=  45. y1=  1.29 y2=   .46 BEST
AAA2     1 Iraq Confirmed cc1=  .975693 cc2=  .658927 lx=  5.46577 if=  36 il=  45 3/7/2020   n=   9 now=   14268 end=        261        54       263 U=    10.83 T=   49.9 p1= -98.2 p2=  5466.7 ed=    75 4/6/2020    x1=  36. x2=  45. y1=  1.29 y2=   .46 BEST
GP: Confirmed Iraq 3/7/2020         45   14268      261      54      263     6    75 4/6/2020  
AAA1     1 Iraq Confirmed cc1=  .965897 cc2=  .632564 lx=  5.56577 if=  37 il=  45 3/7/2020   n=   8 now=   14268 end=        261        54       263 U=     9.63 T=   49.4 p1= -98.2 p2=  5466.7 ed=    72 4/3/2020    x1=  37. x2=  45. y1=  1.29 y2=   .46 BEST
AAA2     1 Iraq Confirmed cc1=  .966688 cc2=  .632564 lx=  5.46577 if=  37 il=  45 3/7/2020   n=   8 now=   14268 end=        261        54       263 U=     9.63 T=   49.4 p1= -98.2 p2=  5466.7 ed=    72 4/3/2020    x1=  37. x2=  45. y1=  1.29 y2=   .46 BEST
GP: Confirmed Iraq 3/7/2020         45   14268      261      54      263     6    72 4/3/2020  
AAA1     1 Iraq Confirmed cc1=  .967614 cc2=  .614060 lx=  5.56577 if=  38 il=  45 3/7/2020   n=   7 now=   14268 end=        261        54       263 U=    10.88 T=   50.0 p1= -98.2 p2=  5466.7 ed=    75 4/6/2020    x1=  38. x2=  45. y1=  1.10 y2=   .46 BEST
