TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        6997.00000        8.85324
TAB:  US_Michigan_Macomb Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Michigan_Macomb Confirmed 2/20/2020    29        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            30        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 2/22/2020    31        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            32        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 2/24/2020    33        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            34        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 2/26/2020    35        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            36        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 2/28/2020    37        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            38        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 3/1/2020     39        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            40        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 3/3/2020     41        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            42        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 3/5/2020     43        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            44        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 3/7/2020     45        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            46        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 3/9/2020     47        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            48        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 3/11/2020    49        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            50        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 3/13/2020    51        0     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            52        1     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 3/15/2020    53        2     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            54        6     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 3/17/2020    55        8     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            56       10     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 3/19/2020    57       55     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed .            58       86     6997        0        0        0        0        0
TAB:  US_Michigan_Macomb Confirmed 3/21/2020    59      101     6997      129        1      129      129      129
TAB:  US_Michigan_Macomb Confirmed .            60      140     6997      129        2      129      646      646
TAB:  US_Michigan_Macomb Confirmed 3/23/2020    61      175     6997      243        1      243      362      279
TAB:  US_Michigan_Macomb Confirmed .            62      225     6997      334        1      334      599      444
TAB:  US_Michigan_Macomb Confirmed 3/25/2020    63      281     6997      387        2      387     3231      646
TAB:  US_Michigan_Macomb Confirmed .            64      347     6997      646        3      646     4782     3489
TAB:  US_Michigan_Macomb Confirmed 3/27/2020    65      404     6997      677        2      677     3222      841
TAB:  US_Michigan_Macomb Confirmed .            66      534     6997     1163        4     1163    26755    14088
TAB:  US_Michigan_Macomb Confirmed 3/29/2020    67      620     6997     1421        4     1163    19775    14605
TAB:  US_Michigan_Macomb Confirmed .            68      728     6997     1677        4     1480    35618    15096
TAB:  US_Michigan_Macomb Confirmed 3/31/2020    69      853     6997     1878        3     1764    19069    11783
TAB:  US_Michigan_Macomb Confirmed .            70     1088     6997     2714        4     2714    48211    30115
TAB:  US_Michigan_Macomb Confirmed 4/2/2020     71     1332     6997     3489        2     3489     4523     4006
TAB:  US_Michigan_Macomb Confirmed .            72     1560     6997     4523        2     4523     6074     5040
TAB:  US_Michigan_Macomb Confirmed 4/4/2020     73     1838     6997     6333        2     5299    16156     6333
TAB:  US_Michigan_Macomb Confirmed .            74     2003     6997     3231        1     3231    12537     6850
TAB:  US_Michigan_Macomb Confirmed 4/6/2020     75     2159     6997     2714        1     2714    27530     6850
TAB:  US_Michigan_Macomb Confirmed .            76     2414     6997     3811        2     3565    41433     8483
TAB:  US_Michigan_Macomb Confirmed 4/8/2020     77     2626     6997     4250        2     3952    26771     7382
TAB:  US_Michigan_Macomb Confirmed .            78     2783     6997     4178        2     4082    18873     6963
TAB:  US_Michigan_Macomb Confirmed 4/10/2020    79     2973     6997     4563        3     4204    13978     6576
TAB:  US_Michigan_Macomb Confirmed .            80     3164     6997     4527        2     4412    11103     6258
TAB:  US_Michigan_Macomb Confirmed 4/12/2020    81     3254     6997     4320        2     4037     8995     5690
TAB:  US_Michigan_Macomb Confirmed .            82     3418     6997     4450        2     4288     7742     5385
TAB:  US_Michigan_Macomb Confirmed 4/14/2020    83     3620     6997     5887        3     4698     7373     5404
TAB:  US_Michigan_Macomb Confirmed .            84     3792     6997     5040        6     5040    12278     6333
TAB:  US_Michigan_Macomb Confirmed 4/16/2020    85     3992     6997     6074        7     5299    32183     6591
TAB:  US_Michigan_Macomb Confirmed .            86     4145     6997     6074        7     5557    19517     6850
TAB:  US_Michigan_Macomb Confirmed 4/18/2020    87     4251     6997     5560        3     5031     9562     6149
TAB:  US_Michigan_Macomb Confirmed .            88     4360     6997     5608        3     4835     7079     5975
TAB:  US_Michigan_Macomb Confirmed 4/20/2020    89     4425     6997     6032        6     4653     6189     5719
TAB:  US_Michigan_Macomb Confirmed .            90     4544     6997     5852        5     4992     6036     5606
TAB:  US_Michigan_Macomb Confirmed 4/22/2020    91     4628     6997     5494        5     5070     6024     5671
TAB:  US_Michigan_Macomb Confirmed .            92     4862     6997     5770        5     5738     6346     6026
TAB:  US_Michigan_Macomb Confirmed 4/24/2020    93     5022     6997     6074        6     5966     7155     6326
TAB:  US_Michigan_Macomb Confirmed .            94     5139     6997     6333       12     6074    11244     7108
TAB:  US_Michigan_Macomb Confirmed 4/26/2020    95     5203     6997     6333       20     5557    19258     7367
TAB:  US_Michigan_Macomb Confirmed .            96     5245     6997     6333       20     5299    32183     7108
TAB:  US_Michigan_Macomb Confirmed 4/28/2020    97     5339     6997     6215        8     5550     7954     6573
TAB:  US_Michigan_Macomb Confirmed .            98     5430     6997     6271       13     5741     7294     6536
TAB:  US_Michigan_Macomb Confirmed 4/30/2020    99     5513     6997     6333       20     5816     7108     6591
TAB:  US_Michigan_Macomb Confirmed .           100     5623     6997     6333       21     6333     7108     6850
TAB:  US_Michigan_Macomb Confirmed 5/2/2020    101     5666     6997     6333       21     6333     6850     6591
TAB:  US_Michigan_Macomb Confirmed .           102     5701     6997     6406       14     5832     6725     6470
TAB:  US_Michigan_Macomb Confirmed 5/4/2020    103     5736     6997     6405       13     5773     6605     6205
TAB:  US_Michigan_Macomb Confirmed .           104     5789     6997     6407       11     5946     6506     6276
TAB:  US_Michigan_Macomb Confirmed 5/6/2020    105     5832     6997     6333       30     6074     6591     6333
TAB:  US_Michigan_Macomb Confirmed .           106     5876     6997     6333       38     6074     6591     6333
TAB:  US_Michigan_Macomb Confirmed 5/8/2020    107     5963     6997     6333       32     6333     6591     6591
TAB:  US_Michigan_Macomb Confirmed .           108     6019     6997     6333       22     6333     6850     6591
TAB:  US_Michigan_Macomb Confirmed 5/10/2020   109     6042     6997     6333       21     6333     9435     6850
TAB:  US_Michigan_Macomb Confirmed .           110     6064     6997     6333       21     6074     9435     6591
TAB:  US_Michigan_Macomb Confirmed 5/12/2020   111     6097     6997     6487       39     6189     7680     6487
TAB:  US_Michigan_Macomb Confirmed .           112     6137     6997     6449       20     6257     6793     6525
TAB:  US_Michigan_Macomb Confirmed 5/14/2020   113     6232     6997     6591       38     6333    13830     7108
TAB:  US_Michigan_Macomb Confirmed .           114     6274     6997     6591       28     6591    43299     7367
TAB:  US_Michigan_Macomb Confirmed 5/16/2020   115     6304     6997     6591       21     6591    16932    10210
TAB:  US_Michigan_Macomb Confirmed .           116     6345     6997     6591       20     6333    18483     7884
TAB:  US_Michigan_Macomb Confirmed 5/18/2020   117     6357     6997     6850       22     6333    10210     7625
TAB:  US_Michigan_Macomb Confirmed .           118     6367     6997     6655       14     6406     7816     7069
TAB:  US_Michigan_Macomb Confirmed 5/20/2020   119     6392     6997     6650       15     6461     7370     6840
TAB:  US_Michigan_Macomb Confirmed .           120     6420     6997     6644       17     6535     7154     6863
TAB:  US_Michigan_Macomb Confirmed 5/22/2020   121     6445     6997     6850       30     6591    11761     7108
TAB:  US_Michigan_Macomb Confirmed .           122     6482     6997     6850       33     6591     7367     7108
TAB:  US_Michigan_Macomb Confirmed 5/24/2020   123     6499     6997     6850       43     6591     7367     7108
TAB:  US_Michigan_Macomb Confirmed .           124     6516     6997     6850       52     6591    11761     7108
TAB:  US_Michigan_Macomb Confirmed 5/26/2020   125     6528     6997     6850       57     6591     9176     7108
TAB:  US_Michigan_Macomb Confirmed .           126     6558     6997     6761       44     6761     8463     7030
TAB:  US_Michigan_Macomb Confirmed 5/28/2020   127     6586     6997     6850       58     6850    13054     7625
TAB:  US_Michigan_Macomb Confirmed .           128     6616     6997     6850       54     6850    15122     8401
TAB:  US_Michigan_Macomb Confirmed 5/30/2020   129     6624     6997     6850       52     6850    13830     8659
TAB:  US_Michigan_Macomb Confirmed .           130     6695     6997     6850       36     6850     7367     7108
TAB:  US_Michigan_Macomb Confirmed 6/1/2020    131     6707     6997     6850       31     6850     7367     7108
TAB:  US_Michigan_Macomb Confirmed .           132     6720     6997     6850       30     6850     7625     7367
TAB:  US_Michigan_Macomb Confirmed 6/3/2020    133     6769     6997     6850       21     6850     7884     7367
TAB:  US_Michigan_Macomb Confirmed .           134     6790     6997     7108       20     6850    36061     7625
TAB:  US_Michigan_Macomb Confirmed 6/5/2020    135     6903     6997     7108       13     7108    13571     8142
TAB:  US_Michigan_Macomb Confirmed .           136     6940     6997     7108        6     7108    20034     8659
TAB:  US_Michigan_Macomb Confirmed 6/7/2020    137     6997     6997     7367        6     7108    50279     8659
TAB:  US_Michigan_Macomb Confirmed .           138     7007     6997     7367        5     7108    11244     8142
TAB:  US_Michigan_Macomb Confirmed 6/9/2020    139     6997     6997     7367        5     7108    11244     9176
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .954420 cc2=  .546172 lx= 10.85324 if=  52 il=  57 3/19/2020  n=   5 now=    6997 end=      51701        55         0 U=    10.85 T=   77.9 p1= 638.9 p2=    13.5 ed=   103 5/4/2020    x1=  52. x2=  57. y1=  2.38 y2=  1.92     
GP: Confirmed US_Michigan_Macomb 3/19/2020        57    6997    -          55        0     0   103 5/4/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .971221 cc2=  .593256 lx= 10.85324 if=  52 il=  58 3/20/2020  n=   6 now=    6997 end=      51701        86         0 U=    11.36 T=   79.1 p1= 638.9 p2=    13.5 ed=   105 5/6/2020    x1=  52. x2=  58. y1=  2.38 y2=  1.86     
GP: Confirmed US_Michigan_Macomb 3/20/2020        58    6997    -          86        0     0   105 5/6/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .960892 cc2=  .552644 lx= 10.85324 if=  53 il=  58 3/20/2020  n=   5 now=    6997 end=      51701        86         0 U=    10.81 T=   78.1 p1= 638.9 p2=    13.5 ed=   103 5/4/2020    x1=  53. x2=  58. y1=  2.32 y2=  1.86     
GP: Confirmed US_Michigan_Macomb 3/20/2020        58    6997    -          86        0     0   103 5/4/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .978104 cc2=  .624550 lx= 10.85324 if=  52 il=  59 3/21/2020  n=   7 now=    6997 end=      51701       101       129 U=    12.64 T=   82.1 p1= 638.9 p2=    13.5 ed=   111 5/12/2020   x1=  52. x2=  59. y1=  2.38 y2=  1.83     
GP: Confirmed US_Michigan_Macomb 3/21/2020        59    6997    -         101      129     1   111 5/12/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .969819 cc2=  .591854 lx= 10.85324 if=  53 il=  59 3/21/2020  n=   6 now=    6997 end=      51701       101       129 U=    12.30 T=   81.5 p1= 638.9 p2=    13.5 ed=   110 5/11/2020   x1=  53. x2=  59. y1=  2.32 y2=  1.83     
GP: Confirmed US_Michigan_Macomb 3/21/2020        59    6997    -         101      129     1   110 5/11/2020 
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .957653 cc2=  .549404 lx=  5.03324 if=  54 il=  59 3/21/2020  n=   5 now=    6997 end=        153       101       129 U=     2.44 T=   56.9 p1= -97.8 p2=  4573.2 ed=    62 3/24/2020   x1=  54. x2=  59. y1=  1.18 y2=  -.87 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .957653 cc2=  .549404 lx=  5.03124 if=  54 il=  59 3/21/2020  n=   5 now=    6997 end=        153       101       129 U=     2.44 T=   56.9 p1= -97.8 p2=  4573.2 ed=    62 3/24/2020   x1=  54. x2=  59. y1=  1.18 y2=  -.87 BEST
GP: Confirmed US_Michigan_Macomb 3/21/2020        59    6997      153     101      129     1    62 3/24/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .981310 cc2=  .647976 lx= 10.85324 if=  52 il=  60 3/22/2020  n=   8 now=    6997 end=      51701       140       129 U=    13.17 T=   83.4 p1= 638.9 p2=    13.5 ed=   114 5/15/2020   x1=  52. x2=  60. y1=  2.38 y2=  1.78     
GP: Confirmed US_Michigan_Macomb 3/22/2020        60    6997    -         140      129     2   114 5/15/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .976045 cc2=  .622492 lx=  6.26324 if=  53 il=  60 3/22/2020  n=   7 now=    6997 end=        524       140       129 U=     4.87 T=   61.4 p1= -92.5 p2=  1335.3 ed=    72 4/3/2020    x1=  53. x2=  60. y1=  1.72 y2=   .28     
GP: Confirmed US_Michigan_Macomb 3/22/2020        60    6997      524     140      129     2    72 4/3/2020  
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .973202 cc2=  .595238 lx=  5.46324 if=  54 il=  60 3/22/2020  n=   6 now=    6997 end=        235       140       129 U=     3.07 T=   58.0 p1= -96.6 p2=  2977.4 ed=    65 3/27/2020   x1=  54. x2=  60. y1=  1.30 y2=  -.65 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .973203 cc2=  .595238 lx=  5.45924 if=  54 il=  60 3/22/2020  n=   6 now=    6997 end=        235       140       129 U=     3.07 T=   58.0 p1= -96.6 p2=  2977.4 ed=    65 3/27/2020   x1=  54. x2=  60. y1=  1.30 y2=  -.65 BEST
GP: Confirmed US_Michigan_Macomb 3/22/2020        60    6997      235     140      129     2    65 3/27/2020 
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .982240 cc2=  .573992 lx=  5.26324 if=  55 il=  60 3/22/2020  n=   5 now=    6997 end=        193       140       129 U=     2.18 T=   57.5 p1= -97.2 p2=  3625.4 ed=    62 3/24/2020   x1=  55. x2=  60. y1=  1.16 y2= -1.13 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .982242 cc2=  .573992 lx=  5.25924 if=  55 il=  60 3/22/2020  n=   5 now=    6997 end=        193       140       129 U=     2.18 T=   57.5 p1= -97.2 p2=  3625.4 ed=    62 3/24/2020   x1=  55. x2=  60. y1=  1.16 y2= -1.13 BEST
GP: Confirmed US_Michigan_Macomb 3/22/2020        60    6997      193     140      129     2    62 3/24/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .984126 cc2=  .667898 lx=  6.58324 if=  52 il=  61 3/23/2020  n=   9 now=    6997 end=        722       175       243 U=     5.86 T=   63.0 p1= -89.7 p2=   969.1 ed=    76 4/7/2020    x1=  52. x2=  61. y1=  1.88 y2=   .35     
GP: Confirmed US_Michigan_Macomb 3/23/2020        61    6997      722     175      243     1    76 4/7/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .983108 cc2=  .649774 lx=  5.89324 if=  53 il=  61 3/23/2020  n=   8 now=    6997 end=        362       175       243 U=     4.07 T=   59.7 p1= -94.8 p2=  1932.9 ed=    69 3/31/2020   x1=  53. x2=  61. y1=  1.65 y2=  -.32     
GP: Confirmed US_Michigan_Macomb 3/23/2020        61    6997      362     175      243     1    69 3/31/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .981851 cc2=  .628298 lx=  5.63324 if=  54 il=  61 3/23/2020  n=   7 now=    6997 end=        279       175       243 U=     3.33 T=   58.5 p1= -96.0 p2=  2507.9 ed=    66 3/28/2020   x1=  54. x2=  61. y1=  1.35 y2=  -.76     
GP: Confirmed US_Michigan_Macomb 3/23/2020        61    6997      279     175      243     1    66 3/28/2020 
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .987041 cc2=  .609076 lx=  5.49324 if=  55 il=  61 3/23/2020  n=   6 now=    6997 end=        243       175       243 U=     2.56 T=   58.1 p1= -96.5 p2=  2879.4 ed=    64 3/26/2020   x1=  55. x2=  61. y1=  1.23 y2= -1.11 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .987043 cc2=  .609076 lx=  5.48824 if=  55 il=  61 3/23/2020  n=   6 now=    6997 end=        243       175       243 U=     2.56 T=   58.1 p1= -96.5 p2=  2879.4 ed=    64 3/26/2020   x1=  55. x2=  61. y1=  1.23 y2= -1.11 BEST
GP: Confirmed US_Michigan_Macomb 3/23/2020        61    6997      243     175      243     1    64 3/26/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .988064 cc2=  .686552 lx=  6.39324 if=  52 il=  62 3/24/2020  n=  10 now=    6997 end=        597       225       334 U=     5.32 T=   61.9 p1= -91.5 p2=  1172.0 ed=    74 4/5/2020    x1=  52. x2=  62. y1=  1.86 y2=  -.02     
GP: Confirmed US_Michigan_Macomb 3/24/2020        62    6997      597     225      334     1    74 4/5/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .987489 cc2=  .671261 lx=  6.10324 if=  53 il=  62 3/24/2020  n=   9 now=    6997 end=        447       225       334 U=     4.36 T=   60.4 p1= -93.6 p2=  1565.3 ed=    70 4/1/2020    x1=  53. x2=  62. y1=  1.69 y2=  -.38     
GP: Confirmed US_Michigan_Macomb 3/24/2020        62    6997      447     225      334     1    70 4/1/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .985878 cc2=  .652545 lx=  5.94324 if=  54 il=  62 3/24/2020  n=   8 now=    6997 end=        381       225       334 U=     3.88 T=   59.5 p1= -94.6 p2=  1836.5 ed=    68 3/30/2020   x1=  54. x2=  62. y1=  1.42 y2=  -.64     
GP: Confirmed US_Michigan_Macomb 3/24/2020        62    6997      381     225      334     1    68 3/30/2020 
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .987719 cc2=  .634166 lx=  5.82324 if=  55 il=  62 3/24/2020  n=   7 now=    6997 end=        338       225       334 U=     3.15 T=   59.2 p1= -95.2 p2=  2070.1 ed=    66 3/28/2020   x1=  55. x2=  62. y1=  1.32 y2=  -.90 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .987720 cc2=  .634166 lx=  5.82124 if=  55 il=  62 3/24/2020  n=   7 now=    6997 end=        338       225       334 U=     3.15 T=   59.2 p1= -95.2 p2=  2070.1 ed=    66 3/28/2020   x1=  55. x2=  62. y1=  1.32 y2=  -.90 BEST
GP: Confirmed US_Michigan_Macomb 3/24/2020        62    6997      338     225      334     1    66 3/28/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .996366 cc2=  .588118 lx=  7.51324 if=  57 il=  62 3/24/2020  n=   5 now=    6997 end=       1832       225       334 U=     9.73 T=   69.2 p1= -73.8 p2=   381.9 ed=    92 4/23/2020   x1=  57. x2=  62. y1=  1.25 y2=   .74     
GP: Confirmed US_Michigan_Macomb 3/24/2020        62    6997     1832     225      334     1    92 4/23/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .990781 cc2=  .702106 lx=  6.49324 if=  52 il=  63 3/25/2020  n=  11 now=    6997 end=        660       281       387 U=     5.43 T=   62.1 p1= -90.6 p2=  1060.2 ed=    74 4/5/2020    x1=  52. x2=  63. y1=  1.87 y2=  -.16     
GP: Confirmed US_Michigan_Macomb 3/25/2020        63    6997      660     281      387     2    74 4/5/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .990177 cc2=  .688665 lx=  6.32324 if=  53 il=  63 3/25/2020  n=  10 now=    6997 end=        557       281       387 U=     4.75 T=   61.2 p1= -92.0 p2=  1256.2 ed=    72 4/3/2020    x1=  53. x2=  63. y1=  1.73 y2=  -.38     
GP: Confirmed US_Michigan_Macomb 3/25/2020        63    6997      557     281      387     2    72 4/3/2020  
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .988501 cc2=  .672273 lx=  6.21324 if=  54 il=  63 3/25/2020  n=   9 now=    6997 end=        499       281       387 U=     4.41 T=   60.6 p1= -92.9 p2=  1402.2 ed=    70 4/1/2020    x1=  54. x2=  63. y1=  1.49 y2=  -.55 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .988501 cc2=  .672273 lx=  6.21024 if=  54 il=  63 3/25/2020  n=   9 now=    6997 end=        499       281       387 U=     4.41 T=   60.6 p1= -92.9 p2=  1402.2 ed=    70 4/1/2020    x1=  54. x2=  63. y1=  1.49 y2=  -.55 BEST
GP: Confirmed US_Michigan_Macomb 3/25/2020        63    6997      499     281      387     2    70 4/1/2020  
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .988790 cc2=  .655457 lx=  6.10324 if=  55 il=  63 3/25/2020  n=   8 now=    6997 end=        447       281       387 U=     3.71 T=   60.2 p1= -93.6 p2=  1565.3 ed=    68 3/30/2020   x1=  55. x2=  63. y1=  1.39 y2=  -.77 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .988790 cc2=  .655457 lx=  6.10024 if=  55 il=  63 3/25/2020  n=   8 now=    6997 end=        447       281       387 U=     3.71 T=   60.2 p1= -93.6 p2=  1565.3 ed=    68 3/30/2020   x1=  55. x2=  63. y1=  1.39 y2=  -.77 BEST
GP: Confirmed US_Michigan_Macomb 3/25/2020        63    6997      447     281      387     2    68 3/30/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997624 cc2=  .619659 lx=  8.07324 if=  57 il=  63 3/25/2020  n=   6 now=    6997 end=       3207       281       387 U=    11.70 T=   73.4 p1= -54.2 p2=   218.2 ed=   101 5/2/2020    x1=  57. x2=  63. y1=  1.40 y2=   .89     
GP: Confirmed US_Michigan_Macomb 3/25/2020        63    6997     3207     281      387     2   101 5/2/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997556 cc2=  .589308 lx= 10.85324 if=  58 il=  63 3/25/2020  n=   5 now=    6997 end=      51701       281       387 U=    24.44 T=  103.4 p1= 638.9 p2=    13.5 ed=   161 7/1/2020    x1=  58. x2=  63. y1=  1.86 y2=  1.65     
GP: Confirmed US_Michigan_Macomb 3/25/2020        63    6997    -         281      387     2   161 7/1/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .992552 cc2=  .715202 lx=  6.66324 if=  52 il=  64 3/26/2020  n=  12 now=    6997 end=        783       347       646 U=     5.71 T=   62.8 p1= -88.8 p2=   893.6 ed=    76 4/7/2020    x1=  52. x2=  64. y1=  1.90 y2=  -.21     
GP: Confirmed US_Michigan_Macomb 3/26/2020        64    6997      783     347      646     3    76 4/7/2020  
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .991834 cc2=  .703159 lx=  6.54324 if=  53 il=  64 3/26/2020  n=  11 now=    6997 end=        694       347       646 U=     5.16 T=   62.1 p1= -90.1 p2=  1008.2 ed=    74 4/5/2020    x1=  53. x2=  64. y1=  1.77 y2=  -.37 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .991834 cc2=  .703159 lx=  6.53924 if=  53 il=  64 3/26/2020  n=  11 now=    6997 end=        694       347       646 U=     5.16 T=   62.1 p1= -90.1 p2=  1008.2 ed=    74 4/5/2020    x1=  53. x2=  64. y1=  1.77 y2=  -.37 BEST
GP: Confirmed US_Michigan_Macomb 3/26/2020        64    6997      694     347      646     3    74 4/5/2020  
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .990164 cc2=  .688653 lx=  6.46324 if=  54 il=  64 3/26/2020  n=  10 now=    6997 end=        641       347       646 U=     4.93 T=   61.6 p1= -90.8 p2=  1091.6 ed=    73 4/4/2020    x1=  54. x2=  64. y1=  1.54 y2=  -.49 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .990164 cc2=  .688653 lx=  6.46124 if=  54 il=  64 3/26/2020  n=  10 now=    6997 end=        641       347       646 U=     4.93 T=   61.6 p1= -90.8 p2=  1091.6 ed=    73 4/4/2020    x1=  54. x2=  64. y1=  1.54 y2=  -.49 BEST
