TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       10382.00000        9.24783
TAB:  Algeria Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Algeria Confirmed .            78     1666    10382     2109        5     2109    52356     7863
TAB:  Algeria Confirmed 4/10/2020    79     1761    10382     2109        4     2109    70767     9013
TAB:  Algeria Confirmed .            80     1825    10382     2493        4     2109    63480     7095
TAB:  Algeria Confirmed 4/12/2020    81     1914    10382     2493        7     2493    60795     8630
TAB:  Algeria Confirmed .            82     1983    10382     2493        8     2493    54658     8246
TAB:  Algeria Confirmed 4/14/2020    83     2070    10382     2616        6     2616    54021     6925
TAB:  Algeria Confirmed .            84     2160    10382     2876       10     2876    35096    10548
TAB:  Algeria Confirmed 4/16/2020    85     2268    10382     2876        7     2876    23205     8630
TAB:  Algeria Confirmed .            86     2418    10382     3643        8     3260    30109    11315
TAB:  Algeria Confirmed 4/18/2020    87     2534    10382     3643       12     3643    37397    11698
TAB:  Algeria Confirmed .            88     2629    10382     4027        9     3643    47370     9780
TAB:  Algeria Confirmed 4/20/2020    89     2718    10382     4027       15     3260    33945     8630
TAB:  Algeria Confirmed .            90     2811    10382     4027       13     3260    40466     7863
TAB:  Algeria Confirmed 4/22/2020    91     2910    10382     4410       13     3643    58110     8246
TAB:  Algeria Confirmed .            92     3007    10382     4317       11     4067    20711     7446
TAB:  Algeria Confirmed 4/24/2020    93     3127    10382     4410       14     4410    15150     7863
TAB:  Algeria Confirmed .            94     3256    10382     4794       18     4794    15534     7863
TAB:  Algeria Confirmed 4/26/2020    95     3382    10382     4794       14     4794    17068     9013
TAB:  Algeria Confirmed .            96     3517    10382     5178       19     5178    20137    10548
TAB:  Algeria Confirmed 4/28/2020    97     3649    10382     5178       12     5178    41233    15150
TAB:  Algeria Confirmed .            98     3848    10382     5561       11     5561    59260    23589
TAB:  Algeria Confirmed 4/30/2020    99     4006    10382     5945       14     5945    70767    14767
TAB:  Algeria Confirmed .           100     4154    10382     6328       10     5945    55041     9397
TAB:  Algeria Confirmed 5/2/2020    101     4295    10382     6328       10     6328    65397    10931
TAB:  Algeria Confirmed .           102     4474    10382     6712       11     6712    56192    11315
TAB:  Algeria Confirmed 5/4/2020    103     4648    10382     7095       11     7095    68082    12465
TAB:  Algeria Confirmed .           104     4838    10382     7479       12     7479    67315    13616
TAB:  Algeria Confirmed 5/6/2020    105     4997    10382     8630        9     7479    76137    14767
TAB:  Algeria Confirmed .           106     5182    10382     7863        8     7863    67315    12849
TAB:  Algeria Confirmed 5/8/2020    107     5369    10382     8246       10     8246    74603    15150
TAB:  Algeria Confirmed .           108     5558    10382     8630       10     8630    63480    19370
TAB:  Algeria Confirmed 5/10/2020   109     5723    10382     9013       11     9013    64630    16301
TAB:  Algeria Confirmed .           110     5891    10382     9397       12     9013    73069    14000
TAB:  Algeria Confirmed 5/12/2020   111     6067    10382    10164       11     9397    50438    15150
TAB:  Algeria Confirmed .           112     6253    10382    10164       11     9780    59644    17452
TAB:  Algeria Confirmed 5/14/2020   113     6442    10382    10548       13    10164    76137    18602
TAB:  Algeria Confirmed .           114     6629    10382    10931       11    10164    73069    17068
TAB:  Algeria Confirmed 5/16/2020   115     6821    10382    10931       10    10548    73836    20137
TAB:  Algeria Confirmed .           116     7019    10382    11315       15    10931    74603    21287
TAB:  Algeria Confirmed 5/18/2020   117     7201    10382    11315       14    11315    76137    21671
TAB:  Algeria Confirmed .           118     7377    10382    11698       11    11315    75370    22054
TAB:  Algeria Confirmed 5/20/2020   119     7542    10382    12101       15    10294    69535    22215
TAB:  Algeria Confirmed .           120     7728    10382    12135       12    11811    64234    21843
TAB:  Algeria Confirmed 5/22/2020   121     7918    10382    12465       16    12082    58493    23972
TAB:  Algeria Confirmed .           122     8113    10382    12849       12    12465    53507    22822
TAB:  Algeria Confirmed 5/24/2020   123     8306    10382    12849       16    12849    50055    23205
TAB:  Algeria Confirmed .           124     8503    10382    13232       15    12849    64247    26274
TAB:  Algeria Confirmed 5/26/2020   125     8697    10382    13232       14    13232    62712    25890
TAB:  Algeria Confirmed .           126     8857    10382    13463       10    12475    44341    22850
TAB:  Algeria Confirmed 5/28/2020   127     8997    10382    13515        8    10312    39746    20524
TAB:  Algeria Confirmed .           128     9134    10382    13671        8    10088    37432    19140
TAB:  Algeria Confirmed 5/30/2020   129     9267    10382    13941       14    10389    35252    18381
TAB:  Algeria Confirmed .           130     9394    10382    13965       11    10620    33199    17477
TAB:  Algeria Confirmed 6/1/2020    131     9513    10382    14079       13    10738    31580    17420
TAB:  Algeria Confirmed .           132     9626    10382    14158        9    10862    29741    16556
TAB:  Algeria Confirmed 6/3/2020    133     9733    10382    14322        8    11076    27727    16438
TAB:  Algeria Confirmed .           134     9831    10382    14294       11    11073    26642    16441
TAB:  Algeria Confirmed 6/5/2020    135     9935    10382    14235       12    11171    25343    15512
TAB:  Algeria Confirmed .           136    10050    10382    14262       11    11397    24292    15825
TAB:  Algeria Confirmed 6/7/2020    137    10154    10382    14383       20    11315    31260    17068
TAB:  Algeria Confirmed .           138    10265    10382    14383       20    11698    62712    17068
TAB:  Algeria Confirmed 6/9/2020    139    10382    10382    14383       19    11698    30109    16685
AAA2     1 Algeria Confirmed cc1=  .858287 cc2=  .504734 lx= 11.24783 if=  35 il=  42 3/4/2020   n=   7 now=   10382 end=      76713        12         0 U=    28.04 T=  102.9 p1= 638.9 p2=    13.5 ed=   169 7/9/2020    x1=  35. x2=  42. y1=  2.42 y2=  2.17     
GP: Confirmed Algeria 3/4/2020         42   10382    -          12        0     0   169 7/9/2020  
AAA2     1 Algeria Confirmed cc1=  .895141 cc2=  .517176 lx= 11.24783 if=  36 il=  42 3/4/2020   n=   6 now=   10382 end=      76713        12         0 U=    24.03 T=   94.2 p1= 638.9 p2=    13.5 ed=   150 6/20/2020   x1=  36. x2=  42. y1=  2.42 y2=  2.17     
GP: Confirmed Algeria 3/4/2020         42   10382    -          12        0     0   150 6/20/2020 
AAA2     1 Algeria Confirmed cc1=  .933879 cc2=  .525630 lx= 11.24783 if=  37 il=  42 3/4/2020   n=   5 now=   10382 end=      76713        12         0 U=    20.03 T=   85.5 p1= 638.9 p2=    13.5 ed=   132 6/2/2020    x1=  37. x2=  42. y1=  2.42 y2=  2.17     
GP: Confirmed Algeria 3/4/2020         42   10382    -          12        0     0   132 6/2/2020  
AAA2     1 Algeria Confirmed cc1=  .875442 cc2=  .559214 lx= 11.24783 if=  34 il=  43 3/5/2020   n=   9 now=   10382 end=      76713        12      2876 U=    36.05 T=  121.3 p1= 638.9 p2=    13.5 ed=   206 8/15/2020   x1=  34. x2=  43. y1=  2.42 y2=  2.17     
GP: Confirmed Algeria 3/5/2020         43   10382    -          12     2876     1   206 8/15/2020 
AAA2     1 Algeria Confirmed cc1=  .902142 cc2=  .568808 lx= 11.24783 if=  35 il=  43 3/5/2020   n=   8 now=   10382 end=      76713        12      2876 U=    32.05 T=  112.6 p1= 638.9 p2=    13.5 ed=   188 7/28/2020   x1=  35. x2=  43. y1=  2.42 y2=  2.17     
GP: Confirmed Algeria 3/5/2020         43   10382    -          12     2876     1   188 7/28/2020 
AAA2     1 Algeria Confirmed cc1=  .928879 cc2=  .575325 lx= 11.24783 if=  36 il=  43 3/5/2020   n=   7 now=   10382 end=      76713        12      2876 U=    28.04 T=  103.9 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  36. x2=  43. y1=  2.42 y2=  2.17     
GP: Confirmed Algeria 3/5/2020         43   10382    -          12     2876     1   170 7/10/2020 
AAA2     1 Algeria Confirmed cc1=  .953404 cc2=  .575440 lx= 11.24783 if=  37 il=  43 3/5/2020   n=   6 now=   10382 end=      76713        12      2876 U=    24.03 T=   95.2 p1= 638.9 p2=    13.5 ed=   151 6/21/2020   x1=  37. x2=  43. y1=  2.42 y2=  2.17     
GP: Confirmed Algeria 3/5/2020         43   10382    -          12     2876     1   151 6/21/2020 
AAA1     1 Algeria Confirmed cc1=  .970577 cc2=  .562329 lx=  7.97783 if=  38 il=  43 3/5/2020   n=   5 now=   10382 end=       2915        12      2876 U=    13.40 T=   65.8 p1= -71.9 p2=   356.2 ed=    97 4/28/2020   x1=  38. x2=  43. y1=  2.08 y2=  1.70 BEST
AAA2     1 Algeria Confirmed cc1=  .970577 cc2=  .562329 lx=  7.98183 if=  38 il=  43 3/5/2020   n=   5 now=   10382 end=       2915        12      2876 U=    13.40 T=   65.8 p1= -71.9 p2=   356.2 ed=    97 4/28/2020   x1=  38. x2=  43. y1=  2.08 y2=  1.70 BEST
GP: Confirmed Algeria 3/5/2020         43   10382     2915      12     2876     1    97 4/28/2020 
AAA2     1 Algeria Confirmed cc1=  .908108 cc2=  .606597 lx= 11.24783 if=  34 il=  44 3/6/2020   n=  10 now=   10382 end=      76713        17       191 U=    34.46 T=  117.4 p1= 638.9 p2=    13.5 ed=   198 8/7/2020    x1=  34. x2=  44. y1=  2.42 y2=  2.13     
GP: Confirmed Algeria 3/6/2020         44   10382    -          17      191     2   198 8/7/2020  
AAA2     1 Algeria Confirmed cc1=  .929375 cc2=  .613147 lx= 11.24783 if=  35 il=  44 3/6/2020   n=   9 now=   10382 end=      76713        17       191 U=    31.01 T=  110.1 p1= 638.9 p2=    13.5 ed=   183 7/23/2020   x1=  35. x2=  44. y1=  2.42 y2=  2.13     
GP: Confirmed Algeria 3/6/2020         44   10382    -          17      191     2   183 7/23/2020 
AAA2     1 Algeria Confirmed cc1=  .949262 cc2=  .615928 lx= 11.24783 if=  36 il=  44 3/6/2020   n=   8 now=   10382 end=      76713        17       191 U=    27.57 T=  102.7 p1= 638.9 p2=    13.5 ed=   167 7/7/2020    x1=  36. x2=  44. y1=  2.42 y2=  2.13     
GP: Confirmed Algeria 3/6/2020         44   10382    -          17      191     2   167 7/7/2020  
AAA2     1 Algeria Confirmed cc1=  .965937 cc2=  .612383 lx=  6.19783 if=  37 il=  44 3/6/2020   n=   7 now=   10382 end=        491        17       191 U=    11.46 T=   57.9 p1= -95.3 p2=  2114.5 ed=    84 4/15/2020   x1=  37. x2=  44. y1=  1.82 y2=  1.21     
GP: Confirmed Algeria 3/6/2020         44   10382      491      17      191     2    84 4/15/2020 
AAA1     1 Algeria Confirmed cc1=  .977269 cc2=  .599305 lx=  5.24783 if=  38 il=  44 3/6/2020   n=   6 now=   10382 end=        190        17       191 U=     7.73 T=   50.8 p1= -98.2 p2=  5464.2 ed=    69 3/31/2020   x1=  38. x2=  44. y1=  1.66 y2=   .88 BEST
AAA2     1 Algeria Confirmed cc1=  .977393 cc2=  .599305 lx=  5.14783 if=  38 il=  44 3/6/2020   n=   6 now=   10382 end=        190        17       191 U=     7.73 T=   50.8 p1= -98.2 p2=  5464.2 ed=    69 3/31/2020   x1=  38. x2=  44. y1=  1.66 y2=   .88 BEST
GP: Confirmed Algeria 3/6/2020         44   10382      190      17      191     2    69 3/31/2020 
AAA1     1 Algeria Confirmed cc1=  .973953 cc2=  .565705 lx=  5.24783 if=  39 il=  44 3/6/2020   n=   5 now=   10382 end=        190        17       191 U=     6.44 T=   49.7 p1= -98.2 p2=  5464.2 ed=    64 3/26/2020   x1=  39. x2=  44. y1=  1.66 y2=   .88 BEST
AAA2     1 Algeria Confirmed cc1=  .974328 cc2=  .565705 lx=  5.14783 if=  39 il=  44 3/6/2020   n=   5 now=   10382 end=        190        17       191 U=     6.44 T=   49.7 p1= -98.2 p2=  5464.2 ed=    64 3/26/2020   x1=  39. x2=  44. y1=  1.66 y2=   .88 BEST
GP: Confirmed Algeria 3/6/2020         44   10382      190      17      191     2    64 3/26/2020 
AAA2     1 Algeria Confirmed cc1=  .926765 cc2=  .638090 lx= 11.24783 if=  34 il=  45 3/7/2020   n=  11 now=   10382 end=      76713        17       191 U=    37.90 T=  125.7 p1= 638.9 p2=    13.5 ed=   215 8/24/2020   x1=  34. x2=  45. y1=  2.42 y2=  2.13     
GP: Confirmed Algeria 3/7/2020         45   10382    -          17      191     5   215 8/24/2020 
AAA2     1 Algeria Confirmed cc1=  .942276 cc2=  .640765 lx= 11.13783 if=  35 il=  45 3/7/2020   n=  10 now=   10382 end=      68722        17       191 U=    34.07 T=  117.1 p1= 561.9 p2=    15.1 ed=   197 8/6/2020    x1=  35. x2=  45. y1=  2.41 y2=  2.12     
GP: Confirmed Algeria 3/7/2020         45   10382    -          17      191     5   197 8/6/2020  
AAA1     1 Algeria Confirmed cc1=  .956173 cc2=  .639945 lx=  5.24783 if=  36 il=  45 3/7/2020   n=   9 now=   10382 end=        190        17       191 U=    11.59 T=   55.2 p1= -98.2 p2=  5464.2 ed=    82 4/13/2020   x1=  36. x2=  45. y1=  1.66 y2=   .88 BEST
AAA2     1 Algeria Confirmed cc1=  .956178 cc2=  .639945 lx=  5.14783 if=  36 il=  45 3/7/2020   n=   9 now=   10382 end=        190        17       191 U=    11.59 T=   55.2 p1= -98.2 p2=  5464.2 ed=    82 4/13/2020   x1=  36. x2=  45. y1=  1.66 y2=   .88 BEST
GP: Confirmed Algeria 3/7/2020         45   10382      190      17      191     5    82 4/13/2020 
AAA1     1 Algeria Confirmed cc1=  .966573 cc2=  .633240 lx=  5.24783 if=  37 il=  45 3/7/2020   n=   8 now=   10382 end=        190        17       191 U=    10.31 T=   54.1 p1= -98.2 p2=  5464.2 ed=    78 4/9/2020    x1=  37. x2=  45. y1=  1.66 y2=   .88 BEST
AAA2     1 Algeria Confirmed cc1=  .966701 cc2=  .633240 lx=  5.14783 if=  37 il=  45 3/7/2020   n=   8 now=   10382 end=        190        17       191 U=    10.31 T=   54.1 p1= -98.2 p2=  5464.2 ed=    78 4/9/2020    x1=  37. x2=  45. y1=  1.66 y2=   .88 BEST
GP: Confirmed Algeria 3/7/2020         45   10382      190      17      191     5    78 4/9/2020  
AAA1     1 Algeria Confirmed cc1=  .968755 cc2=  .615202 lx=  5.24783 if=  38 il=  45 3/7/2020   n=   7 now=   10382 end=        190        17       191 U=     9.02 T=   52.9 p1= -98.2 p2=  5464.2 ed=    74 4/5/2020    x1=  38. x2=  45. y1=  1.66 y2=   .88 BEST
AAA2     1 Algeria Confirmed cc1=  .969063 cc2=  .615202 lx=  5.14783 if=  38 il=  45 3/7/2020   n=   7 now=   10382 end=        190        17       191 U=     9.02 T=   52.9 p1= -98.2 p2=  5464.2 ed=    74 4/5/2020    x1=  38. x2=  45. y1=  1.66 y2=   .88 BEST
GP: Confirmed Algeria 3/7/2020         45   10382      190      17      191     5    74 4/5/2020  
AAA1     1 Algeria Confirmed cc1=  .956778 cc2=  .578814 lx=  5.24783 if=  39 il=  45 3/7/2020   n=   6 now=   10382 end=        190        17       191 U=     7.73 T=   51.8 p1= -98.2 p2=  5464.2 ed=    70 4/1/2020    x1=  39. x2=  45. y1=  1.66 y2=   .88 BEST
AAA2     1 Algeria Confirmed cc1=  .957343 cc2=  .578814 lx=  5.14783 if=  39 il=  45 3/7/2020   n=   6 now=   10382 end=        190        17       191 U=     7.73 T=   51.8 p1= -98.2 p2=  5464.2 ed=    70 4/1/2020    x1=  39. x2=  45. y1=  1.66 y2=   .88 BEST
GP: Confirmed Algeria 3/7/2020         45   10382      190      17      191     5    70 4/1/2020  
AAA1     1 Algeria Confirmed cc1=  .942830 cc2=  .534581 lx=  5.24783 if=  40 il=  45 3/7/2020   n=   5 now=   10382 end=        190        17       191 U=     9.24 T=   53.1 p1= -98.2 p2=  5464.2 ed=    74 4/5/2020    x1=  40. x2=  45. y1=  1.42 y2=   .88 BEST
AAA2     1 Algeria Confirmed cc1=  .943266 cc2=  .534581 lx=  5.14783 if=  40 il=  45 3/7/2020   n=   5 now=   10382 end=        190        17       191 U=     9.24 T=   53.1 p1= -98.2 p2=  5464.2 ed=    74 4/5/2020    x1=  40. x2=  45. y1=  1.42 y2=   .88 BEST
GP: Confirmed Algeria 3/7/2020         45   10382      190      17      191     5    74 4/5/2020  
AAA2     1 Algeria Confirmed cc1=  .938379 cc2=  .661029 lx=  6.27783 if=  34 il=  46 3/8/2020   n=  12 now=   10382 end=        532        19       190 U=    18.96 T=   68.8 p1= -94.9 p2=  1951.5 ed=   113 5/14/2020   x1=  34. x2=  46. y1=  1.84 y2=  1.20     
GP: Confirmed Algeria 3/8/2020         46   10382      532      19      190     6   113 5/14/2020 
AAA1     1 Algeria Confirmed cc1=  .950697 cc2=  .662022 lx=  5.24783 if=  35 il=  46 3/8/2020   n=  11 now=   10382 end=        190        19       190 U=    13.36 T=   57.1 p1= -98.2 p2=  5464.2 ed=    88 4/19/2020   x1=  35. x2=  46. y1=  1.66 y2=   .83 BEST
AAA2     1 Algeria Confirmed cc1=  .950748 cc2=  .662022 lx=  5.14783 if=  35 il=  46 3/8/2020   n=  11 now=   10382 end=        190        19       190 U=    13.36 T=   57.1 p1= -98.2 p2=  5464.2 ed=    88 4/19/2020   x1=  35. x2=  46. y1=  1.66 y2=   .83 BEST
GP: Confirmed Algeria 3/8/2020         46   10382      190      19      190     6    88 4/19/2020 
AAA1     1 Algeria Confirmed cc1=  .960250 cc2=  .658738 lx=  5.24783 if=  36 il=  46 3/8/2020   n=  10 now=   10382 end=        190        19       190 U=    12.14 T=   56.1 p1= -98.2 p2=  5464.2 ed=    84 4/15/2020   x1=  36. x2=  46. y1=  1.66 y2=   .83 BEST
AAA2     1 Algeria Confirmed cc1=  .960403 cc2=  .658738 lx=  5.14783 if=  36 il=  46 3/8/2020   n=  10 now=   10382 end=        190        19       190 U=    12.14 T=   56.1 p1= -98.2 p2=  5464.2 ed=    84 4/15/2020   x1=  36. x2=  46. y1=  1.66 y2=   .83 BEST
GP: Confirmed Algeria 3/8/2020         46   10382      190      19      190     6    84 4/15/2020 
AAA1     1 Algeria Confirmed cc1=  .964849 cc2=  .648621 lx=  5.24783 if=  37 il=  46 3/8/2020   n=   9 now=   10382 end=        190        19       190 U=    10.93 T=   55.1 p1= -98.2 p2=  5464.2 ed=    80 4/11/2020   x1=  37. x2=  46. y1=  1.66 y2=   .83 BEST
AAA2     1 Algeria Confirmed cc1=  .965145 cc2=  .648621 lx=  5.14783 if=  37 il=  46 3/8/2020   n=   9 now=   10382 end=        190        19       190 U=    10.93 T=   55.1 p1= -98.2 p2=  5464.2 ed=    80 4/11/2020   x1=  37. x2=  46. y1=  1.66 y2=   .83 BEST
GP: Confirmed Algeria 3/8/2020         46   10382      190      19      190     6    80 4/11/2020 
AAA1     1 Algeria Confirmed cc1=  .961162 cc2=  .627829 lx=  5.24783 if=  38 il=  46 3/8/2020   n=   8 now=   10382 end=        190        19       190 U=     9.72 T=   54.1 p1= -98.2 p2=  5464.2 ed=    77 4/8/2020    x1=  38. x2=  46. y1=  1.66 y2=   .83 BEST
AAA2     1 Algeria Confirmed cc1=  .961660 cc2=  .627829 lx=  5.14783 if=  38 il=  46 3/8/2020   n=   8 now=   10382 end=        190        19       190 U=     9.72 T=   54.1 p1= -98.2 p2=  5464.2 ed=    77 4/8/2020    x1=  38. x2=  46. y1=  1.66 y2=   .83 BEST
GP: Confirmed Algeria 3/8/2020         46   10382      190      19      190     6    77 4/8/2020  
AAA1     1 Algeria Confirmed cc1=  .945185 cc2=  .591632 lx=  5.24783 if=  39 il=  46 3/8/2020   n=   7 now=   10382 end=        190        19       190 U=     8.50 T=   53.1 p1= -98.2 p2=  5464.2 ed=    73 4/4/2020    x1=  39. x2=  46. y1=  1.66 y2=   .83 BEST
AAA2     1 Algeria Confirmed cc1=  .945957 cc2=  .591632 lx=  5.14783 if=  39 il=  46 3/8/2020   n=   7 now=   10382 end=        190        19       190 U=     8.50 T=   53.1 p1= -98.2 p2=  5464.2 ed=    73 4/4/2020    x1=  39. x2=  46. y1=  1.66 y2=   .83 BEST
GP: Confirmed Algeria 3/8/2020         46   10382      190      19      190     6    73 4/4/2020  
AAA1     1 Algeria Confirmed cc1=  .934067 cc2=  .556103 lx=  5.24783 if=  40 il=  46 3/8/2020   n=   6 now=   10382 end=        190        19       190 U=    10.19 T=   54.5 p1= -98.2 p2=  5464.2 ed=    78 4/9/2020    x1=  40. x2=  46. y1=  1.42 y2=   .83 BEST
AAA2     1 Algeria Confirmed cc1=  .934717 cc2=  .556103 lx=  5.14783 if=  40 il=  46 3/8/2020   n=   6 now=   10382 end=        190        19       190 U=    10.19 T=   54.5 p1= -98.2 p2=  5464.2 ed=    78 4/9/2020    x1=  40. x2=  46. y1=  1.42 y2=   .83 BEST
GP: Confirmed Algeria 3/8/2020         46   10382      190      19      190     6    78 4/9/2020  
AAA2     1 Algeria Confirmed cc1=  .945973 cc2=  .678712 lx=  5.24783 if=  34 il=  47 3/9/2020   n=  13 now=   10382 end=        190        20         0 U=    15.37 T=   59.5 p1= -98.2 p2=  5464.2 ed=    95 4/26/2020   x1=  34. x2=  47. y1=  1.66 y2=   .81     
GP: Confirmed Algeria 3/9/2020         47   10382      190      20        0     0    95 4/26/2020 
AAA2     1 Algeria Confirmed cc1=  .954455 cc2=  .677105 lx=  5.24783 if=  35 il=  47 3/9/2020   n=  12 now=   10382 end=        190        20         0 U=    14.19 T=   58.5 p1= -98.2 p2=  5464.2 ed=    91 4/22/2020   x1=  35. x2=  47. y1=  1.66 y2=   .81     
GP: Confirmed Algeria 3/9/2020         47   10382      190      20        0     0    91 4/22/2020 
AAA2     1 Algeria Confirmed cc1=  .959598 cc2=  .670923 lx=  5.24783 if=  36 il=  47 3/9/2020   n=  11 now=   10382 end=        190        20         0 U=    13.00 T=   57.6 p1= -98.2 p2=  5464.2 ed=    88 4/19/2020   x1=  36. x2=  47. y1=  1.66 y2=   .81     
GP: Confirmed Algeria 3/9/2020         47   10382      190      20        0     0    88 4/19/2020 
