TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        7851.00000        8.96840
TAB:  Italy_Lazio Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999484 cc2=  .841370 lx=  9.00840 if=  85 il= 124 5/25/2020  n=  39 now=    7851 end=       8171      7643      7943 U=    21.28 T=   66.4 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  85. x2= 124. y1=  -.87 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999453 cc2=  .839325 lx=  9.00840 if=  86 il= 124 5/25/2020  n=  38 now=    7851 end=       8171      7643      7943 U=    21.50 T=   65.8 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  86. x2= 124. y1=  -.94 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999409 cc2=  .837187 lx=  9.00840 if=  87 il= 124 5/25/2020  n=  37 now=    7851 end=       8171      7643      7943 U=    21.77 T=   65.1 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  87. x2= 124. y1= -1.01 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999392 cc2=  .834993 lx=  9.00840 if=  88 il= 124 5/25/2020  n=  36 now=    7851 end=       8171      7643      7943 U=    21.72 T=   65.2 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  88. x2= 124. y1= -1.05 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999368 cc2=  .832701 lx=  9.00840 if=  89 il= 124 5/25/2020  n=  35 now=    7851 end=       8171      7643      7943 U=    21.51 T=   65.8 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  89. x2= 124. y1= -1.08 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999314 cc2=  .830283 lx=  9.00840 if=  90 il= 124 5/25/2020  n=  34 now=    7851 end=       8171      7643      7943 U=    21.44 T=   66.0 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  90. x2= 124. y1= -1.12 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999252 cc2=  .827753 lx=  9.00840 if=  91 il= 124 5/25/2020  n=  33 now=    7851 end=       8171      7643      7943 U=    21.37 T=   66.2 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  91. x2= 124. y1= -1.16 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999184 cc2=  .825106 lx=  9.00840 if=  92 il= 124 5/25/2020  n=  32 now=    7851 end=       8171      7643      7943 U=    21.32 T=   66.3 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  92. x2= 124. y1= -1.20 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999116 cc2=  .822339 lx=  9.00840 if=  93 il= 124 5/25/2020  n=  31 now=    7851 end=       8171      7643      7943 U=    21.27 T=   66.5 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  93. x2= 124. y1= -1.25 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999053 cc2=  .819448 lx=  9.00840 if=  94 il= 124 5/25/2020  n=  30 now=    7851 end=       8171      7643      7943 U=    21.36 T=   66.2 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  94. x2= 124. y1= -1.30 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998972 cc2=  .816398 lx=  9.00840 if=  95 il= 124 5/25/2020  n=  29 now=    7851 end=       8171      7643      7943 U=    21.43 T=   66.0 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  95. x2= 124. y1= -1.35 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998875 cc2=  .813179 lx=  9.00840 if=  96 il= 124 5/25/2020  n=  28 now=    7851 end=       8171      7643      7943 U=    21.52 T=   65.8 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  96. x2= 124. y1= -1.40 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998757 cc2=  .809774 lx=  9.00840 if=  97 il= 124 5/25/2020  n=  27 now=    7851 end=       8171      7643      7943 U=    21.56 T=   65.7 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  97. x2= 124. y1= -1.45 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998620 cc2=  .806170 lx=  9.00840 if=  98 il= 124 5/25/2020  n=  26 now=    7851 end=       8171      7643      7943 U=    21.67 T=   65.4 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  98. x2= 124. y1= -1.51 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998455 cc2=  .802339 lx=  9.00840 if=  99 il= 124 5/25/2020  n=  25 now=    7851 end=       8171      7643      7943 U=    21.74 T=   65.2 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  99. x2= 124. y1= -1.56 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998042 cc2=  .793918 lx=  9.00840 if= 101 il= 124 5/25/2020  n=  23 now=    7851 end=       8171      7643      7943 U=    22.00 T=   64.5 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1= 101. x2= 124. y1= -1.66 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .997801 cc2=  .789286 lx=  9.00840 if= 102 il= 124 5/25/2020  n=  22 now=    7851 end=       8171      7643      7943 U=    21.92 T=   64.7 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1= 102. x2= 124. y1= -1.70 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .997499 cc2=  .784298 lx=  9.00840 if= 103 il= 124 5/25/2020  n=  21 now=    7851 end=       8171      7643      7943 U=    21.59 T=   65.6 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1= 103. x2= 124. y1= -1.73 y2= -2.71     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8171    7643     7943    23   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .997157 cc2=  .778939 lx=  9.01840 if= 104 il= 124 5/25/2020  n=  20 now=    7851 end=       8253      7643      7943 U=    23.96 T=   62.5 p1=   5.1 p2=    95.1 ed=   119 5/20/2020   x1= 104. x2= 124. y1= -1.73 y2= -2.57     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8253    7643     7943    23   119 5/20/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .996725 cc2=  .773119 lx=  9.01840 if= 105 il= 124 5/25/2020  n=  19 now=    7851 end=       8253      7643      7943 U=    24.78 T=   60.4 p1=   5.1 p2=    95.1 ed=   118 5/19/2020   x1= 105. x2= 124. y1= -1.80 y2= -2.57     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     8253    7643     7943    23   118 5/19/2020 
AAA1     1 Italy_Lazio Confirmed cc1=  .996210 cc2=  .753674 lx=  8.97840 if= 108 il= 124 5/25/2020  n=  16 now=    7851 end=       7929      7643      7943 U=    15.16 T=   74.0 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1= 108. x2= 124. y1= -2.25 y2= -3.30 BEST
AAA2     1 Italy_Lazio Confirmed cc1= 1.000000 cc2=  .753674 lx=  8.88040 if= 108 il= 124 5/25/2020  n=  16 now=    7851 end=       7929      7643      7943 U=    15.16 T=   74.0 p1=   1.0 p2=    99.0 ed=   109 5/10/2020   x1= 108. x2= 124. y1= -2.25 y2= -3.30 BEST
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7929    7643     7943    23   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .997083 cc2=  .747083 lx=  8.96840 if= 109 il= 124 5/25/2020  n=  15 now=    7851 end=       7850      7643      7943 U=    12.24 T=   79.7 p1=    .0 p2=   100.0 ed=   108 5/9/2020    x1= 109. x2= 124. y1= -2.39 y2= -3.62     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7850    7643     7943    23   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .998237 cc2=  .740038 lx=  8.96840 if= 110 il= 124 5/25/2020  n=  14 now=    7851 end=       7850      7643      7943 U=    11.80 T=   81.3 p1=    .0 p2=   100.0 ed=   109 5/10/2020   x1= 110. x2= 124. y1= -2.43 y2= -3.62     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7850    7643     7943    23   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998960 cc2=  .731699 lx=  8.95840 if= 111 il= 124 5/25/2020  n=  13 now=    7851 end=       7772      7643      7943 U=     8.71 T=   88.4 p1=  -1.0 p2=   101.0 ed=   108 5/9/2020    x1= 111. x2= 124. y1= -2.59 y2= -4.08     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7772    7643     7943    23   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999133 cc2=  .721783 lx=  8.95840 if= 112 il= 124 5/25/2020  n=  12 now=    7851 end=       7772      7643      7943 U=     8.46 T=   89.5 p1=  -1.0 p2=   101.0 ed=   109 5/10/2020   x1= 112. x2= 124. y1= -2.66 y2= -4.08     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7772    7643     7943    23   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998920 cc2=  .710244 lx=  8.95840 if= 113 il= 124 5/25/2020  n=  11 now=    7851 end=       7772      7643      7943 U=     8.24 T=   90.3 p1=  -1.0 p2=   101.0 ed=   109 5/10/2020   x1= 113. x2= 124. y1= -2.75 y2= -4.08     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7772    7643     7943    23   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998907 cc2=  .697396 lx=  8.96840 if= 114 il= 124 5/25/2020  n=  10 now=    7851 end=       7850      7643      7943 U=    11.51 T=   82.4 p1=    .0 p2=   100.0 ed=   109 5/10/2020   x1= 114. x2= 124. y1= -2.75 y2= -3.62     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7850    7643     7943    23   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998681 cc2=  .682453 lx=  8.95840 if= 115 il= 124 5/25/2020  n=   9 now=    7851 end=       7772      7643      7943 U=     8.32 T=   90.0 p1=  -1.0 p2=   101.0 ed=   109 5/10/2020   x1= 115. x2= 124. y1= -3.00 y2= -4.08     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7772    7643     7943    23   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998872 cc2=  .665539 lx=  8.96840 if= 116 il= 124 5/25/2020  n=   8 now=    7851 end=       7850      7643      7943 U=    11.78 T=   81.4 p1=    .0 p2=   100.0 ed=   109 5/10/2020   x1= 116. x2= 124. y1= -2.94 y2= -3.62     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7850    7643     7943    23   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998390 cc2=  .644836 lx=  8.96840 if= 117 il= 124 5/25/2020  n=   7 now=    7851 end=       7850      7643      7943 U=    12.16 T=   80.0 p1=    .0 p2=   100.0 ed=   108 5/9/2020    x1= 117. x2= 124. y1= -3.04 y2= -3.62     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7850    7643     7943    23   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999215 cc2=  .621250 lx=  8.95840 if= 118 il= 124 5/25/2020  n=   6 now=    7851 end=       7772      7643      7943 U=     8.19 T=   90.6 p1=  -1.0 p2=   101.0 ed=   109 5/10/2020   x1= 118. x2= 124. y1= -3.35 y2= -4.08     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7772    7643     7943    23   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998933 cc2=  .590685 lx=  8.95840 if= 119 il= 124 5/25/2020  n=   5 now=    7851 end=       7772      7643      7943 U=     8.05 T=   91.1 p1=  -1.0 p2=   101.0 ed=   110 5/11/2020   x1= 119. x2= 124. y1= -3.46 y2= -4.08     
GP: Confirmed Italy_Lazio 5/25/2020       124    7851     7772    7643     7943    23   110 5/11/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999101 cc2=  .895406 lx=  8.97840 if=  33 il= 125 5/26/2020  n=  92 now=    7851 end=       7929      7661      8109 U=    16.94 T=   68.0 p1=   1.0 p2=    99.0 ed=   107 5/8/2020    x1=  33. x2= 125. y1=  2.06 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   107 5/8/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999132 cc2=  .894874 lx=  8.97840 if=  34 il= 125 5/26/2020  n=  91 now=    7851 end=       7929      7661      8109 U=    16.76 T=   68.6 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  34. x2= 125. y1=  2.06 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999131 cc2=  .894303 lx=  8.97840 if=  35 il= 125 5/26/2020  n=  90 now=    7851 end=       7929      7661      8109 U=    16.57 T=   69.2 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  35. x2= 125. y1=  2.06 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999110 cc2=  .893700 lx=  8.97840 if=  36 il= 125 5/26/2020  n=  89 now=    7851 end=       7929      7661      8109 U=    16.39 T=   69.8 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  36. x2= 125. y1=  2.06 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999079 cc2=  .893079 lx=  8.97840 if=  37 il= 125 5/26/2020  n=  88 now=    7851 end=       7929      7661      8109 U=    16.20 T=   70.4 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  37. x2= 125. y1=  2.06 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999057 cc2=  .892457 lx=  8.97840 if=  38 il= 125 5/26/2020  n=  87 now=    7851 end=       7929      7661      8109 U=    16.29 T=   70.1 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  38. x2= 125. y1=  1.97 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999027 cc2=  .891816 lx=  8.97840 if=  39 il= 125 5/26/2020  n=  86 now=    7851 end=       7929      7661      8109 U=    16.11 T=   70.8 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  39. x2= 125. y1=  1.97 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999018 cc2=  .891185 lx=  8.97840 if=  40 il= 125 5/26/2020  n=  85 now=    7851 end=       7929      7661      8109 U=    15.99 T=   71.2 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  40. x2= 125. y1=  1.95 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999037 cc2=  .890572 lx=  8.97840 if=  41 il= 125 5/26/2020  n=  84 now=    7851 end=       7929      7661      8109 U=    16.11 T=   70.8 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  41. x2= 125. y1=  1.85 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999033 cc2=  .889924 lx=  8.97840 if=  42 il= 125 5/26/2020  n=  83 now=    7851 end=       7929      7661      8109 U=    16.32 T=   70.1 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  42. x2= 125. y1=  1.72 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999002 cc2=  .889238 lx=  8.97840 if=  43 il= 125 5/26/2020  n=  82 now=    7851 end=       7929      7661      8109 U=    16.35 T=   69.9 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  43. x2= 125. y1=  1.65 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .998968 cc2=  .888536 lx=  8.97840 if=  44 il= 125 5/26/2020  n=  81 now=    7851 end=       7929      7661      8109 U=    16.28 T=   70.2 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  44. x2= 125. y1=  1.61 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .998938 cc2=  .887827 lx=  8.97840 if=  45 il= 125 5/26/2020  n=  80 now=    7851 end=       7929      7661      8109 U=    16.32 T=   70.1 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  45. x2= 125. y1=  1.54 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .998904 cc2=  .887101 lx=  8.97840 if=  46 il= 125 5/26/2020  n=  79 now=    7851 end=       7929      7661      8109 U=    16.21 T=   70.4 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  46. x2= 125. y1=  1.51 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .998883 cc2=  .886374 lx=  8.97840 if=  47 il= 125 5/26/2020  n=  78 now=    7851 end=       7929      7661      8109 U=    16.12 T=   70.7 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  47. x2= 125. y1=  1.47 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .998880 cc2=  .885652 lx=  8.97840 if=  48 il= 125 5/26/2020  n=  77 now=    7851 end=       7929      7661      8109 U=    16.02 T=   71.1 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  48. x2= 125. y1=  1.44 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .998912 cc2=  .884951 lx=  8.97840 if=  49 il= 125 5/26/2020  n=  76 now=    7851 end=       7929      7661      8109 U=    16.02 T=   71.1 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  49. x2= 125. y1=  1.38 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .998953 cc2=  .884245 lx=  8.97840 if=  50 il= 125 5/26/2020  n=  75 now=    7851 end=       7929      7661      8109 U=    16.06 T=   70.9 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  50. x2= 125. y1=  1.30 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .998991 cc2=  .883521 lx=  8.97840 if=  51 il= 125 5/26/2020  n=  74 now=    7851 end=       7929      7661      8109 U=    16.17 T=   70.6 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  51. x2= 125. y1=  1.21 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999005 cc2=  .882757 lx=  8.97840 if=  52 il= 125 5/26/2020  n=  73 now=    7851 end=       7929      7661      8109 U=    16.23 T=   70.4 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  52. x2= 125. y1=  1.13 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999008 cc2=  .881967 lx=  8.97840 if=  53 il= 125 5/26/2020  n=  72 now=    7851 end=       7929      7661      8109 U=    16.25 T=   70.3 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  53. x2= 125. y1=  1.06 y2= -3.37     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     7929    7661     8109    31   108 5/9/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999024 cc2=  .881173 lx=  8.98840 if=  54 il= 125 5/26/2020  n=  71 now=    7851 end=       8009      7661      8109 U=    17.25 T=   71.3 p1=   2.0 p2=    98.0 ed=   112 5/13/2020   x1=  54. x2= 125. y1=  1.00 y2= -3.11     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     8009    7661     8109    31   112 5/13/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999091 cc2=  .880412 lx=  8.98840 if=  55 il= 125 5/26/2020  n=  70 now=    7851 end=       8009      7661      8109 U=    17.24 T=   71.3 p1=   2.0 p2=    98.0 ed=   112 5/13/2020   x1=  55. x2= 125. y1=   .95 y2= -3.11     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     8009    7661     8109    31   112 5/13/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999179 cc2=  .879656 lx=  8.98840 if=  56 il= 125 5/26/2020  n=  69 now=    7851 end=       8009      7661      8109 U=    17.30 T=   71.2 p1=   2.0 p2=    98.0 ed=   111 5/12/2020   x1=  56. x2= 125. y1=   .88 y2= -3.11     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     8009    7661     8109    31   111 5/12/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999267 cc2=  .878881 lx=  8.98840 if=  57 il= 125 5/26/2020  n=  68 now=    7851 end=       8009      7661      8109 U=    17.28 T=   71.2 p1=   2.0 p2=    98.0 ed=   111 5/12/2020   x1=  57. x2= 125. y1=   .82 y2= -3.11     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     8009    7661     8109    31   111 5/12/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999384 cc2=  .878116 lx=  8.98840 if=  58 il= 125 5/26/2020  n=  67 now=    7851 end=       8009      7661      8109 U=    17.44 T=   70.7 p1=   2.0 p2=    98.0 ed=   111 5/12/2020   x1=  58. x2= 125. y1=   .73 y2= -3.11     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     8009    7661     8109    31   111 5/12/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999460 cc2=  .877290 lx=  8.98840 if=  59 il= 125 5/26/2020  n=  66 now=    7851 end=       8009      7661      8109 U=    17.56 T=   70.3 p1=   2.0 p2=    98.0 ed=   111 5/12/2020   x1=  59. x2= 125. y1=   .65 y2= -3.11     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     8009    7661     8109    31   111 5/12/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999511 cc2=  .876419 lx=  8.98840 if=  60 il= 125 5/26/2020  n=  65 now=    7851 end=       8009      7661      8109 U=    17.68 T=   70.0 p1=   2.0 p2=    98.0 ed=   111 5/12/2020   x1=  60. x2= 125. y1=   .56 y2= -3.11     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     8009    7661     8109    31   111 5/12/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999539 cc2=  .875504 lx=  8.98840 if=  61 il= 125 5/26/2020  n=  64 now=    7851 end=       8009      7661      8109 U=    17.72 T=   69.9 p1=   2.0 p2=    98.0 ed=   111 5/12/2020   x1=  61. x2= 125. y1=   .50 y2= -3.11     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     8009    7661     8109    31   111 5/12/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999567 cc2=  .874567 lx=  8.98840 if=  62 il= 125 5/26/2020  n=  63 now=    7851 end=       8009      7661      8109 U=    17.80 T=   69.6 p1=   2.0 p2=    98.0 ed=   111 5/12/2020   x1=  62. x2= 125. y1=   .43 y2= -3.11     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     8009    7661     8109    31   111 5/12/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999584 cc2=  .873596 lx=  8.98840 if=  63 il= 125 5/26/2020  n=  62 now=    7851 end=       8009      7661      8109 U=    17.84 T=   69.5 p1=   2.0 p2=    98.0 ed=   111 5/12/2020   x1=  63. x2= 125. y1=   .36 y2= -3.11     
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     8009    7661     8109    31   111 5/12/2020 
AAA1     1 Italy_Lazio Confirmed cc1=  .999621 cc2=  .872621 lx=  8.99840 if=  64 il= 125 5/26/2020  n=  61 now=    7851 end=       8090      7661      8109 U=    19.00 T=   69.7 p1=   3.0 p2=    97.0 ed=   114 5/15/2020   x1=  64. x2= 125. y1=   .30 y2= -2.91 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999672 cc2=  .872621 lx=  8.99340 if=  64 il= 125 5/26/2020  n=  61 now=    7851 end=       8090      7661      8109 U=    19.00 T=   69.7 p1=   3.0 p2=    97.0 ed=   114 5/15/2020   x1=  64. x2= 125. y1=   .30 y2= -2.91 BEST
GP: Confirmed Italy_Lazio 5/26/2020       125    7851     8090    7661     8109    31   114 5/15/2020 
