TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       18198.00000        9.80907
TAB:  Oman Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Oman Confirmed 3/5/2020     43       16    18198      336        1      336      336      336
TAB:  Oman Confirmed .            44       16    18198      336        3      336   105891   105891
TAB:  Oman Confirmed 3/7/2020     45       16    18198      336        4      336    10421     2353
TAB:  Oman Confirmed .            46       16    18198      336        5      336      336      336
TAB:  Oman Confirmed 3/9/2020     47       16    18198        0        0        0        0        0
TAB:  Oman Confirmed .            48       18    18198        0        0        0        0        0
TAB:  Oman Confirmed 3/11/2020    49       18    18198      336        8      336      336      336
TAB:  Oman Confirmed .            50       18    18198      336        8      336      336      336
TAB:  Oman Confirmed 3/13/2020    51       19    18198      336       12      336      336      336
TAB:  Oman Confirmed .            52       19    18198      336       12      336      336      336
TAB:  Oman Confirmed 3/15/2020    53       22    18198      336        9      336      336      336
TAB:  Oman Confirmed .            54       22    18198      336        9      336      336      336
TAB:  Oman Confirmed 3/17/2020    55       24    18198      336        9      336      336      336
TAB:  Oman Confirmed .            56       39    18198      336        8      336      336      336
TAB:  Oman Confirmed 3/19/2020    57       48    18198      336        2      336    13110     1680
TAB:  Oman Confirmed .            58       48    18198      336        3      336    68241     3025
TAB:  Oman Confirmed 3/21/2020    59       52    18198      336        3      336     4370     3697
TAB:  Oman Confirmed .            60       55    18198      336        3      336     5042     3697
TAB:  Oman Confirmed 3/23/2020    61       66    18198      336        5      336    15799     9748
TAB:  Oman Confirmed .            62       84    18198      336        3      336   117993     4370
TAB:  Oman Confirmed 3/25/2020    63       99    18198      336        2      336    68241    12438
TAB:  Oman Confirmed .            64      109    18198     1008        2     1008    98496    11765
TAB:  Oman Confirmed 3/27/2020    65      131    18198      336        1      336    99841     2353
TAB:  Oman Confirmed .            66      152    18198     1008        2     1008    48743     7731
TAB:  Oman Confirmed 3/29/2020    67      167    18198      336        2      336    25884     5714
TAB:  Oman Confirmed .            68      179    18198      336        5      336    47399     4370
TAB:  Oman Confirmed 3/31/2020    69      192    18198      336        6      336    13110     3697
TAB:  Oman Confirmed .            70      210    18198      336        8      336    21178     2353
TAB:  Oman Confirmed 4/2/2020     71      231    18198      336        8      336    62190     3025
TAB:  Oman Confirmed .            72      252    18198      336        7      336    17144     2353
TAB:  Oman Confirmed 4/4/2020     73      277    18198     1008        7      336    54794     3697
TAB:  Oman Confirmed .            74      298    18198     1008        9      336    19833     3025
TAB:  Oman Confirmed 4/6/2020     75      331    18198     1008        7     1008    66224     5042
TAB:  Oman Confirmed .            76      371    18198     1680        5     1008    44709     5714
TAB:  Oman Confirmed 4/8/2020     77      419    18198     2353        4     1680    48743     4370
TAB:  Oman Confirmed .            78      457    18198     3025        4     3025    48743     6387
TAB:  Oman Confirmed 4/10/2020    79      484    18198     3697        5     1008   125389     6387
TAB:  Oman Confirmed .            80      546    18198     5042        4     2353    48071     8404
TAB:  Oman Confirmed 4/12/2020    81      599    18198     6387        4     5714   130768    13110
TAB:  Oman Confirmed .            82      727    18198    27901        2    12438   112615    23867
TAB:  Oman Confirmed 4/14/2020    83      813    18198    37314        2    25212   124044    56139
TAB:  Oman Confirmed .            84      910    18198    51433        1    51433   114632    73620
TAB:  Oman Confirmed 4/16/2020    85     1019    18198    -            2     3697   106564   105891
TAB:  Oman Confirmed .            86     1069    18198     1680        2     1680    95807     3025
TAB:  Oman Confirmed 4/18/2020    87     1180    18198     2353        3     1680     6387     2353
TAB:  Oman Confirmed .            88     1266    18198     2353        4     1680    14455     3697
TAB:  Oman Confirmed 4/20/2020    89     1410    18198     3025        2     3025    16472     7059
TAB:  Oman Confirmed .            90     1508    18198     3697        3     3697    64207     9748
TAB:  Oman Confirmed 4/22/2020    91     1614    18198     3697        3     3697    64207     8404
TAB:  Oman Confirmed .            92     1716    18198     3025        2     3025    64207     7059
TAB:  Oman Confirmed 4/24/2020    93     1790    18198     3697        4     2353    52777     5714
TAB:  Oman Confirmed .            94     1905    18198     3697        5     3025   129423     9748
TAB:  Oman Confirmed 4/26/2020    95     1998    18198     4370        6     3025   101858     7731
TAB:  Oman Confirmed .            96     2049    18198     3025        7     3025   120683    14455
TAB:  Oman Confirmed 4/28/2020    97     2131    18198     3025        9     2353   132112    32608
TAB:  Oman Confirmed .            98     2274    18198     3697       11     3697   129423    70258
TAB:  Oman Confirmed 4/30/2020    99     2348    18198     3697       11     3697   105891    53450
TAB:  Oman Confirmed .           100     2447    18198     3697       10     3697   109925    38658
TAB:  Oman Confirmed 5/2/2020    101     2483    18198     3697       12     3025   109925    28574
TAB:  Oman Confirmed .           102     2568    18198     3697       13     3025   111270    21178
TAB:  Oman Confirmed 5/4/2020    103     2637    18198     3697       18     3025   113287    16472
TAB:  Oman Confirmed .           104     2735    18198     3697       14     3697   116649    14455
TAB:  Oman Confirmed 5/6/2020    105     2903    18198     4370       14     4370   124044    15799
TAB:  Oman Confirmed .           106     2958    18198     4370       12     4370   129423    14455
TAB:  Oman Confirmed 5/8/2020    107     3112    18198     5042       10     4370   105891    14455
TAB:  Oman Confirmed .           108     3224    18198     5042       11     5042   111270    14455
TAB:  Oman Confirmed 5/10/2020   109     3399    18198     5714        8     5042   126734    15127
TAB:  Oman Confirmed .           110     3573    18198     5714        7     5714   128078    18489
TAB:  Oman Confirmed 5/12/2020   111     3721    18198     6387        9     6387   126734    21178
TAB:  Oman Confirmed .           112     4019    18198     7731        7     7059   106564    18489
TAB:  Oman Confirmed 5/14/2020   113     4341    18198     9076        8     8404    95807    21178
TAB:  Oman Confirmed .           114     4625    18198    10421        5    10421    88411    24540
TAB:  Oman Confirmed 5/16/2020   115     5029    18198    15799        6    13110    86394    29918
TAB:  Oman Confirmed .           116     5186    18198    17816        7     9076    83032    25884
TAB:  Oman Confirmed 5/18/2020   117     5379    18198    19833        7     6387    81015    27901
TAB:  Oman Confirmed .           118     5671    18198    21178        9     7059    89083    30591
TAB:  Oman Confirmed 5/20/2020   119     6043    18198    23867        9    10421    78998    33952
TAB:  Oman Confirmed .           120     6370    18198    26557       10    13110    86394    35969
TAB:  Oman Confirmed 5/22/2020   121     6794    18198    29246        7    23195   129423    46054
TAB:  Oman Confirmed .           122     7257    18198    35969        6    31935   111270    54122
TAB:  Oman Confirmed 5/24/2020   123     7770    18198    42692        6    35969   107908    49416
TAB:  Oman Confirmed .           124     7944    18198    47399        5    15799   103874    50760
TAB:  Oman Confirmed 5/26/2020   125     8118    18198    45382        5     8404   133457    54122
TAB:  Oman Confirmed .           126     8373    18198    47399        4     9076   126734    54122
TAB:  Oman Confirmed 5/28/2020   127     9009    18198    50760        4    15127   120683    59501
TAB:  Oman Confirmed .           128     9820    18198    -            3    51433   115976    71603
TAB:  Oman Confirmed 5/30/2020   129    10423    18198    -            2    57484   117993    83032
TAB:  Oman Confirmed .           130    11437    18198    -            3    66896   132112    91773
TAB:  Oman Confirmed 6/1/2020    131    12223    18198    -            3    78326   133457    98496
TAB:  Oman Confirmed .           132    12799    18198    -            2    23195   130768   100513
TAB:  Oman Confirmed 6/3/2020    133    13537    18198    -            2    19833   129423   107908
TAB:  Oman Confirmed .           134    14316    18198    -            2    21178   132112   116649
TAB:  Oman Confirmed 6/5/2020    135    15086    18198    -            2    25212   133457    48743
TAB:  Oman Confirmed .           136    16016    18198    35297        1    35297    56811    37986
TAB:  Oman Confirmed 6/7/2020    137    16882    18198    42692        1    42692    62862    49416
TAB:  Oman Confirmed .           138    17486    18198    42692        2    31263   107908    42692
TAB:  Oman Confirmed 6/9/2020    139    18198    18198    37986        2    23867    73620    38658
AAA2     1 Oman Confirmed cc1=  .924061 cc2=  .515813 lx=  5.80907 if=  33 il=  38 2/29/2020  n=   5 now=   18198 end=        333         6         0 U=    20.68 T=   66.8 p1= -98.2 p2=  5464.9 ed=   115 5/16/2020   x1=  33. x2=  38. y1=  1.63 y2=  1.39     
GP: Confirmed Oman 2/29/2020        38   18198      333       6        0     0   115 5/16/2020 
AAA2     1 Oman Confirmed cc1=  .936556 cc2=  .558592 lx=  5.80907 if=  33 il=  39 3/1/2020   n=   6 now=   18198 end=        333         6         0 U=    24.82 T=   73.5 p1= -98.2 p2=  5464.9 ed=   132 6/2/2020    x1=  33. x2=  39. y1=  1.63 y2=  1.39     
GP: Confirmed Oman 3/1/2020         39   18198      333       6        0     0   132 6/2/2020  
AAA2     1 Oman Confirmed cc1=  .929191 cc2=  .575638 lx=  5.80907 if=  33 il=  40 3/2/2020   n=   7 now=   18198 end=        333         6         0 U=    28.96 T=   80.3 p1= -98.2 p2=  5464.9 ed=   148 6/18/2020   x1=  33. x2=  40. y1=  1.63 y2=  1.39     
GP: Confirmed Oman 3/2/2020         40   18198      333       6        0     0   148 6/18/2020 
AAA2     1 Oman Confirmed cc1=  .893035 cc2=  .515070 lx=  5.80907 if=  34 il=  40 3/2/2020   n=   6 now=   18198 end=        333         6         0 U=    24.82 T=   74.5 p1= -98.2 p2=  5464.9 ed=   133 6/3/2020    x1=  34. x2=  40. y1=  1.63 y2=  1.39     
GP: Confirmed Oman 3/2/2020         40   18198      333       6        0     0   133 6/3/2020  
AAA2     1 Oman Confirmed cc1=  .939934 cc2=  .606601 lx= 11.80907 if=  33 il=  41 3/3/2020   n=   8 now=   18198 end=     134466        12         0 U=    45.51 T=  142.6 p1= 638.9 p2=    13.5 ed=   250 9/28/2020   x1=  33. x2=  41. y1=  2.41 y2=  2.23     
GP: Confirmed Oman 3/3/2020         41   18198    -          12        0     0   250 9/28/2020 
AAA2     1 Oman Confirmed cc1=  .917260 cc2=  .563706 lx= 11.80907 if=  34 il=  41 3/3/2020   n=   7 now=   18198 end=     134466        12         0 U=    39.82 T=  129.9 p1= 638.9 p2=    13.5 ed=   223 9/1/2020    x1=  34. x2=  41. y1=  2.41 y2=  2.23     
GP: Confirmed Oman 3/3/2020         41   18198    -          12        0     0   223 9/1/2020  
AAA2     1 Oman Confirmed cc1=  .954312 cc2=  .638085 lx= 11.80907 if=  33 il=  42 3/4/2020   n=   9 now=   18198 end=     134466        15         0 U=    45.00 T=  141.4 p1= 638.9 p2=    13.5 ed=   247 9/25/2020   x1=  33. x2=  42. y1=  2.41 y2=  2.21     
GP: Confirmed Oman 3/4/2020         42   18198    -          15        0     0   247 9/25/2020 
AAA2     1 Oman Confirmed cc1=  .941061 cc2=  .607727 lx= 11.80907 if=  34 il=  42 3/4/2020   n=   8 now=   18198 end=     134466        15         0 U=    40.00 T=  130.3 p1= 638.9 p2=    13.5 ed=   224 9/2/2020    x1=  34. x2=  42. y1=  2.41 y2=  2.21     
GP: Confirmed Oman 3/4/2020         42   18198    -          15        0     0   224 9/2/2020  
AAA2     1 Oman Confirmed cc1=  .915166 cc2=  .561612 lx= 11.80907 if=  35 il=  42 3/4/2020   n=   7 now=   18198 end=     134466        15         0 U=    51.62 T=  156.0 p1= 638.9 p2=    13.5 ed=   277 10/25/2020  x1=  35. x2=  42. y1=  2.34 y2=  2.21     
GP: Confirmed Oman 3/4/2020         42   18198    -          15        0     0   277 10/25/2020
AAA2     1 Oman Confirmed cc1=  .929669 cc2=  .551705 lx= 11.80907 if=  36 il=  42 3/4/2020   n=   6 now=   18198 end=     134466        15         0 U=    44.25 T=  139.7 p1= 638.9 p2=    13.5 ed=   244 9/22/2020   x1=  36. x2=  42. y1=  2.34 y2=  2.21     
GP: Confirmed Oman 3/4/2020         42   18198    -          15        0     0   244 9/22/2020 
AAA2     1 Oman Confirmed cc1=  .929525 cc2=  .521276 lx= 11.80907 if=  37 il=  42 3/4/2020   n=   5 now=   18198 end=     134466        15         0 U=    36.87 T=  123.4 p1= 638.9 p2=    13.5 ed=   210 8/19/2020   x1=  37. x2=  42. y1=  2.34 y2=  2.21     
GP: Confirmed Oman 3/4/2020         42   18198    -          15        0     0   210 8/19/2020 
AAA2     1 Oman Confirmed cc1=  .965780 cc2=  .664269 lx= 11.80907 if=  33 il=  43 3/5/2020   n=  10 now=   18198 end=     134466        16       336 U=    48.28 T=  149.3 p1= 638.9 p2=    13.5 ed=   263 10/11/2020  x1=  33. x2=  43. y1=  2.41 y2=  2.20     
GP: Confirmed Oman 3/5/2020         43   18198    -          16      336     1   263 10/11/2020
AAA2     1 Oman Confirmed cc1=  .956925 cc2=  .640697 lx= 11.80907 if=  34 il=  43 3/5/2020   n=   9 now=   18198 end=     134466        16       336 U=    43.46 T=  138.7 p1= 638.9 p2=    13.5 ed=   241 9/19/2020   x1=  34. x2=  43. y1=  2.41 y2=  2.20     
GP: Confirmed Oman 3/5/2020         43   18198    -          16      336     1   241 9/19/2020 
AAA2     1 Oman Confirmed cc1=  .940921 cc2=  .607588 lx= 11.80907 if=  35 il=  43 3/5/2020   n=   8 now=   18198 end=     134466        16       336 U=    56.05 T=  166.4 p1= 638.9 p2=    13.5 ed=   298 11/15/2020  x1=  35. x2=  43. y1=  2.34 y2=  2.20     
GP: Confirmed Oman 3/5/2020         43   18198    -          16      336     1   298 11/15/2020
AAA2     1 Oman Confirmed cc1=  .951600 cc2=  .598047 lx= 11.80907 if=  36 il=  43 3/5/2020   n=   7 now=   18198 end=     134466        16       336 U=    49.05 T=  151.0 p1= 638.9 p2=    13.5 ed=   266 10/14/2020  x1=  36. x2=  43. y1=  2.34 y2=  2.20     
GP: Confirmed Oman 3/5/2020         43   18198    -          16      336     1   266 10/14/2020
AAA2     1 Oman Confirmed cc1=  .950545 cc2=  .572581 lx= 11.80907 if=  37 il=  43 3/5/2020   n=   6 now=   18198 end=     134466        16       336 U=    42.04 T=  135.5 p1= 638.9 p2=    13.5 ed=   234 9/12/2020   x1=  37. x2=  43. y1=  2.34 y2=  2.20     
GP: Confirmed Oman 3/5/2020         43   18198    -          16      336     1   234 9/12/2020 
AAA1     1 Oman Confirmed cc1=  .927829 cc2=  .519580 lx=  5.80907 if=  38 il=  43 3/5/2020   n=   5 now=   18198 end=        333        16       336 U=    17.86 T=   62.8 p1= -98.2 p2=  5464.9 ed=   104 5/5/2020    x1=  38. x2=  43. y1=  1.39 y2=  1.11 BEST
AAA2     1 Oman Confirmed cc1=  .927919 cc2=  .519580 lx=  5.70907 if=  38 il=  43 3/5/2020   n=   5 now=   18198 end=        333        16       336 U=    17.86 T=   62.8 p1= -98.2 p2=  5464.9 ed=   104 5/5/2020    x1=  38. x2=  43. y1=  1.39 y2=  1.11 BEST
GP: Confirmed Oman 3/5/2020         43   18198      333      16      336     1   104 5/5/2020  
AAA2     1 Oman Confirmed cc1=  .970178 cc2=  .681503 lx= 11.80907 if=  33 il=  44 3/6/2020   n=  11 now=   18198 end=     134466        16       336 U=    53.11 T=  160.9 p1= 638.9 p2=    13.5 ed=   286 11/3/2020   x1=  33. x2=  44. y1=  2.41 y2=  2.20     
GP: Confirmed Oman 3/6/2020         44   18198    -          16      336     3   286 11/3/2020 
AAA2     1 Oman Confirmed cc1=  .962434 cc2=  .660923 lx= 11.56907 if=  34 il=  44 3/6/2020   n=  10 now=   18198 end=     105774        16       336 U=    47.13 T=  146.5 p1= 481.2 p2=    17.2 ed=   257 10/5/2020   x1=  34. x2=  44. y1=  2.39 y2=  2.17     
GP: Confirmed Oman 3/6/2020         44   18198    -          16      336     3   257 10/5/2020 
AAA2     1 Oman Confirmed cc1=  .950945 cc2=  .634717 lx= 11.80907 if=  35 il=  44 3/6/2020   n=   9 now=   18198 end=     134466        16       336 U=    63.06 T=  182.8 p1= 638.9 p2=    13.5 ed=   331 12/18/2020  x1=  35. x2=  44. y1=  2.34 y2=  2.20     
GP: Confirmed Oman 3/6/2020         44   18198    -          16      336     3   331 12/18/2020
AAA2     1 Oman Confirmed cc1=  .955528 cc2=  .622195 lx= 11.80907 if=  36 il=  44 3/6/2020   n=   8 now=   18198 end=     134466        16       336 U=    56.05 T=  167.4 p1= 638.9 p2=    13.5 ed=   299 11/16/2020  x1=  36. x2=  44. y1=  2.34 y2=  2.20     
GP: Confirmed Oman 3/6/2020         44   18198    -          16      336     3   299 11/16/2020
AAA1     1 Oman Confirmed cc1=  .949645 cc2=  .596092 lx=  5.80907 if=  37 il=  44 3/6/2020   n=   7 now=   18198 end=        333        16       336 U=    18.61 T=   64.7 p1= -98.2 p2=  5464.9 ed=   108 5/9/2020    x1=  37. x2=  44. y1=  1.49 y2=  1.11 BEST
AAA2     1 Oman Confirmed cc1=  .949671 cc2=  .596092 lx=  5.70907 if=  37 il=  44 3/6/2020   n=   7 now=   18198 end=        333        16       336 U=    18.61 T=   64.7 p1= -98.2 p2=  5464.9 ed=   108 5/9/2020    x1=  37. x2=  44. y1=  1.49 y2=  1.11 BEST
GP: Confirmed Oman 3/6/2020         44   18198      333      16      336     3   108 5/9/2020  
AAA1     1 Oman Confirmed cc1=  .926592 cc2=  .548627 lx=  5.80907 if=  38 il=  44 3/6/2020   n=   6 now=   18198 end=        333        16       336 U=    21.44 T=   67.8 p1= -98.2 p2=  5464.9 ed=   118 5/19/2020   x1=  38. x2=  44. y1=  1.39 y2=  1.11 BEST
AAA2     1 Oman Confirmed cc1=  .926717 cc2=  .548627 lx=  5.70907 if=  38 il=  44 3/6/2020   n=   6 now=   18198 end=        333        16       336 U=    21.44 T=   67.8 p1= -98.2 p2=  5464.9 ed=   118 5/19/2020   x1=  38. x2=  44. y1=  1.39 y2=  1.11 BEST
GP: Confirmed Oman 3/6/2020         44   18198      333      16      336     3   118 5/19/2020 
AAA1     1 Oman Confirmed cc1=  .918752 cc2=  .510503 lx=  5.80907 if=  39 il=  44 3/6/2020   n=   5 now=   18198 end=        333        16       336 U=    17.86 T=   63.8 p1= -98.2 p2=  5464.9 ed=   105 5/6/2020    x1=  39. x2=  44. y1=  1.39 y2=  1.11 BEST
AAA2     1 Oman Confirmed cc1=  .918954 cc2=  .510503 lx=  5.70907 if=  39 il=  44 3/6/2020   n=   5 now=   18198 end=        333        16       336 U=    17.86 T=   63.8 p1= -98.2 p2=  5464.9 ed=   105 5/6/2020    x1=  39. x2=  44. y1=  1.39 y2=  1.11 BEST
GP: Confirmed Oman 3/6/2020         44   18198      333      16      336     3   105 5/6/2020  
AAA2     1 Oman Confirmed cc1=  .968735 cc2=  .691385 lx=  9.24907 if=  33 il=  45 3/7/2020   n=  12 now=   18198 end=      10394        16       336 U=    43.10 T=  125.5 p1= -42.9 p2=   175.1 ed=   227 9/5/2020    x1=  33. x2=  45. y1=  2.15 y2=  1.87     
GP: Confirmed Oman 3/7/2020         45   18198    10394      16      336     4   227 9/5/2020  
AAA1     1 Oman Confirmed cc1=  .961050 cc2=  .672375 lx=  6.31907 if=  34 il=  45 3/7/2020   n=  11 now=   18198 end=        555        16       336 U=    23.84 T=   75.2 p1= -97.0 p2=  3278.9 ed=   131 6/1/2020    x1=  34. x2=  45. y1=  1.73 y2=  1.27 BEST
AAA2     1 Oman Confirmed cc1=  .961050 cc2=  .672375 lx=  6.32107 if=  34 il=  45 3/7/2020   n=  11 now=   18198 end=        555        16       336 U=    23.84 T=   75.2 p1= -97.0 p2=  3278.9 ed=   131 6/1/2020    x1=  34. x2=  45. y1=  1.73 y2=  1.27 BEST
GP: Confirmed Oman 3/7/2020         45   18198      555      16      336     4   131 6/1/2020  
AAA2     1 Oman Confirmed cc1=  .950637 cc2=  .649125 lx= 11.80907 if=  35 il=  45 3/7/2020   n=  10 now=   18198 end=     134466        16       336 U=    70.07 T=  199.2 p1= 638.9 p2=    13.5 ed=   364 1/20/2021   x1=  35. x2=  45. y1=  2.34 y2=  2.20     
GP: Confirmed Oman 3/7/2020         45   18198    -          16      336     4   364 1/20/2021 
AAA2     1 Oman Confirmed cc1=  .949146 cc2=  .632919 lx=  7.62907 if=  36 il=  45 3/7/2020   n=   9 now=   18198 end=       2057        16       336 U=    35.84 T=  101.6 p1= -88.7 p2=   884.7 ed=   186 7/26/2020   x1=  36. x2=  45. y1=  1.83 y2=  1.58     
GP: Confirmed Oman 3/7/2020         45   18198     2057      16      336     4   186 7/26/2020 
AAA1     1 Oman Confirmed cc1=  .938316 cc2=  .604982 lx=  5.80907 if=  37 il=  45 3/7/2020   n=   8 now=   18198 end=        333        16       336 U=    21.27 T=   68.6 p1= -98.2 p2=  5464.9 ed=   118 5/19/2020   x1=  37. x2=  45. y1=  1.49 y2=  1.11 BEST
AAA2     1 Oman Confirmed cc1=  .938389 cc2=  .604982 lx=  5.70907 if=  37 il=  45 3/7/2020   n=   8 now=   18198 end=        333        16       336 U=    21.27 T=   68.6 p1= -98.2 p2=  5464.9 ed=   118 5/19/2020   x1=  37. x2=  45. y1=  1.49 y2=  1.11 BEST
GP: Confirmed Oman 3/7/2020         45   18198      333      16      336     4   118 5/19/2020 
AAA1     1 Oman Confirmed cc1=  .911308 cc2=  .557754 lx=  5.80907 if=  38 il=  45 3/7/2020   n=   7 now=   18198 end=        333        16       336 U=    25.01 T=   72.8 p1= -98.2 p2=  5464.9 ed=   131 6/1/2020    x1=  38. x2=  45. y1=  1.39 y2=  1.11 BEST
AAA2     1 Oman Confirmed cc1=  .911453 cc2=  .557754 lx=  5.70907 if=  38 il=  45 3/7/2020   n=   7 now=   18198 end=        333        16       336 U=    25.01 T=   72.8 p1= -98.2 p2=  5464.9 ed=   131 6/1/2020    x1=  38. x2=  45. y1=  1.39 y2=  1.11 BEST
GP: Confirmed Oman 3/7/2020         45   18198      333      16      336     4   131 6/1/2020  
AAA1     1 Oman Confirmed cc1=  .886312 cc2=  .508347 lx=  5.80907 if=  39 il=  45 3/7/2020   n=   6 now=   18198 end=        333        16       336 U=    21.44 T=   68.8 p1= -98.2 p2=  5464.9 ed=   119 5/20/2020   x1=  39. x2=  45. y1=  1.39 y2=  1.11 BEST
AAA2     1 Oman Confirmed cc1=  .886532 cc2=  .508347 lx=  5.70907 if=  39 il=  45 3/7/2020   n=   6 now=   18198 end=        333        16       336 U=    21.44 T=   68.8 p1= -98.2 p2=  5464.9 ed=   119 5/20/2020   x1=  39. x2=  45. y1=  1.39 y2=  1.11 BEST
GP: Confirmed Oman 3/7/2020         45   18198      333      16      336     4   119 5/20/2020 
AAA1     1 Oman Confirmed cc1=  .963904 cc2=  .696643 lx=  5.83907 if=  33 il=  46 3/8/2020   n=  13 now=   18198 end=        343        16       336 U=    25.11 T=   74.1 p1= -98.1 p2=  5305.5 ed=   133 6/3/2020    x1=  33. x2=  46. y1=  1.64 y2=  1.12 BEST
AAA2     1 Oman Confirmed cc1=  .963904 cc2=  .696643 lx=  5.83907 if=  33 il=  46 3/8/2020   n=  13 now=   18198 end=        343        16       336 U=    25.11 T=   74.1 p1= -98.1 p2=  5305.5 ed=   133 6/3/2020    x1=  33. x2=  46. y1=  1.64 y2=  1.12 BEST
GP: Confirmed Oman 3/8/2020         46   18198      343      16      336     5   133 6/3/2020  
AAA1     1 Oman Confirmed cc1=  .955453 cc2=  .678103 lx=  5.80907 if=  34 il=  46 3/8/2020   n=  12 now=   18198 end=        333        16       336 U=    23.00 T=   71.6 p1= -98.2 p2=  5464.9 ed=   125 5/26/2020   x1=  34. x2=  46. y1=  1.63 y2=  1.11 BEST
AAA2     1 Oman Confirmed cc1=  .955492 cc2=  .678103 lx=  5.70907 if=  34 il=  46 3/8/2020   n=  12 now=   18198 end=        333        16       336 U=    23.00 T=   71.6 p1= -98.2 p2=  5464.9 ed=   125 5/26/2020   x1=  34. x2=  46. y1=  1.63 y2=  1.11 BEST
GP: Confirmed Oman 3/8/2020         46   18198      333      16      336     5   125 5/26/2020 
AAA2     1 Oman Confirmed cc1=  .944130 cc2=  .655455 lx= 11.80907 if=  35 il=  46 3/8/2020   n=  11 now=   18198 end=     134466        16       336 U=    77.07 T=  215.7 p1= 638.9 p2=    13.5 ed=   397 2/22/2021   x1=  35. x2=  46. y1=  2.34 y2=  2.20     
GP: Confirmed Oman 3/8/2020         46   18198    -          16      336     5   397 2/22/2021 
AAA1     1 Oman Confirmed cc1=  .938038 cc2=  .636527 lx=  5.80907 if=  36 il=  46 3/8/2020   n=  10 now=   18198 end=        333        16       336 U=    26.59 T=   75.5 p1= -98.2 p2=  5464.9 ed=   138 6/8/2020    x1=  36. x2=  46. y1=  1.49 y2=  1.11 BEST
