TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4023.00000        8.29978
TAB:  US_Louisiana_East_Baton_Rouge Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           106     2256     4023     2452        1     2452     3938     3046
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/8/2020    107     2284     4023     2452        3     2452     3938     3195
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           108     2348     4023     3641        2     2601    17464     3641
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/10/2020   109     2374     4023     2749        2     2749    14640     3492
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           110     2398     4023     2749        4     2749    20585     3938
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/12/2020   111     2445     4023     3195        3     2749    27422     5127
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           112     2487     4023     3938        4     2898    23855     5424
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/14/2020   113     2898     4023     6911        1     6911     6911     6911
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           114     2953     4023    10032        1    10032    10032    10032
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/16/2020   115     3009     4023     3046        1     3046     3046     3046
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           116     3034     4023     3046        2     3046    16274    16274
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/18/2020   117     3056     4023     3046        3     3046    17909    17909
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           118     3145     4023    -            1    19990    19990    19990
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/20/2020   119     3213     4023    -            1    22071    22071    22071
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           120     3319     4023    -            1    25341    25341    25341
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/22/2020   121     3370     4023    -            1    27422    27422    27422
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           122     3370     4023     3492        1     3492    26827     4384
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/24/2020   123     3386     4023     3344        2     3344    25044     3641
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           124     3438     4023     3641        4     3641    23409    23409
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/26/2020   125     3462     4023     3641        5     3492    21179     3641
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           126     3491     4023     3641        9     3641    19098     8992
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/28/2020   127     3526     4023     3641       10     3641    25787     8843
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           128     3526     4023     3641       12     3641    21625     8397
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 5/30/2020   129     3591     4023     3790        6     3641    18504     8248
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           130     3618     4023     3790        7     3790    16126     7951
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 6/1/2020    131     3666     4023     3938        5     3790    24598     7654
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           132     3730     4023     3938        2     3938    19396     7505
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 6/3/2020    133     3773     4023     4533        3     4087    28611    11667
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           134     3820     4023     4087        2     4087    18950     9438
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 6/5/2020    135     3874     4023     5276        3     4235    14491     8992
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           136     3911     4023     4384        3     4384    19990     7357
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 6/7/2020    137     3949     4023     4384        3     4384    10032     6614
TAB:  US_Louisiana_East_Baton_Rouge Confirmed .           138     3963     4023     4384        3     4087    19098     6019
TAB:  US_Louisiana_East_Baton_Rouge Confirmed 6/9/2020    139     4023     4023     4533        4     4533    22071     6614
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .982321 cc2=  .574073 lx=  7.54978 if=  55 il=  60 3/22/2020  n=   5 now=    4023 end=       1900        18         0 U=    10.36 T=   75.9 p1= -52.8 p2=   211.7 ed=   100 5/1/2020    x1=  55. x2=  60. y1=  2.02 y2=  1.54     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/22/2020        60    4023     1900      18        0     0   100 5/1/2020  
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .988489 cc2=  .610525 lx= 10.29978 if=  55 il=  61 3/23/2020  n=   6 now=    4023 end=      29726        43         0 U=    13.20 T=   85.8 p1= 638.9 p2=    13.5 ed=   116 5/17/2020   x1=  55. x2=  61. y1=  2.33 y2=  1.88     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/23/2020        61    4023    -          43        0     0   116 5/17/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .981524 cc2=  .573275 lx= 10.29978 if=  56 il=  61 3/23/2020  n=   5 now=    4023 end=      29726        43         0 U=    13.00 T=   85.4 p1= 638.9 p2=    13.5 ed=   116 5/17/2020   x1=  56. x2=  61. y1=  2.26 y2=  1.88     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/23/2020        61    4023    -          43        0     0   116 5/17/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .991882 cc2=  .638329 lx=  9.06978 if=  55 il=  62 3/24/2020  n=   7 now=    4023 end=       8688        58      7059 U=    11.79 T=   81.0 p1= 116.0 p2=    46.3 ed=   108 5/9/2020    x1=  55. x2=  62. y1=  2.20 y2=  1.61     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/24/2020        62    4023     8688      58     7059     1   108 5/9/2020  
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .987804 cc2=  .609840 lx=  8.86978 if=  56 il=  62 3/24/2020  n=   6 now=    4023 end=       7113        58      7059 U=    11.31 T=   79.8 p1=  76.8 p2=    56.6 ed=   106 5/7/2020    x1=  56. x2=  62. y1=  2.10 y2=  1.57 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .987804 cc2=  .609840 lx=  8.87478 if=  56 il=  62 3/24/2020  n=   6 now=    4023 end=       7113        58      7059 U=    11.31 T=   79.8 p1=  76.8 p2=    56.6 ed=   106 5/7/2020    x1=  56. x2=  62. y1=  2.10 y2=  1.57 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/24/2020        62    4023     7113      58     7059     1   106 5/7/2020  
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .980820 cc2=  .572572 lx= 10.29978 if=  57 il=  62 3/24/2020  n=   5 now=    4023 end=      29726        58      7059 U=    15.09 T=   89.6 p1= 638.9 p2=    13.5 ed=   125 5/26/2020   x1=  57. x2=  62. y1=  2.16 y2=  1.83     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/24/2020        62    4023    -          58     7059     1   125 5/26/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .993431 cc2=  .660098 lx=  7.26978 if=  55 il=  63 3/25/2020  n=   8 now=    4023 end=       1436        75       183 U=     8.88 T=   72.6 p1= -64.3 p2=   280.2 ed=    93 4/24/2020   x1=  55. x2=  63. y1=  1.98 y2=  1.08     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/25/2020        63    4023     1436      75      183     1    93 4/24/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .990784 cc2=  .637231 lx=  6.79978 if=  56 il=  63 3/25/2020  n=   7 now=    4023 end=        897        75       183 U=     7.78 T=   70.1 p1= -77.7 p2=   448.5 ed=    88 4/19/2020   x1=  56. x2=  63. y1=  1.81 y2=   .91     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/25/2020        63    4023      897      75      183     1    88 4/19/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .986164 cc2=  .608200 lx=  6.60978 if=  57 il=  63 3/25/2020  n=   6 now=    4023 end=        742        75       183 U=     7.69 T=   69.4 p1= -81.6 p2=   542.2 ed=    87 4/18/2020   x1=  57. x2=  63. y1=  1.61 y2=   .83     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/25/2020        63    4023      742      75      183     1    87 4/18/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .983840 cc2=  .575592 lx=  5.22978 if=  58 il=  63 3/25/2020  n=   5 now=    4023 end=        186        75       183 U=     3.90 T=   62.6 p1= -95.4 p2=  2162.9 ed=    71 4/2/2020    x1=  58. x2=  63. y1=  1.19 y2=  -.09 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .983840 cc2=  .575592 lx=  5.22578 if=  58 il=  63 3/25/2020  n=   5 now=    4023 end=        186        75       183 U=     3.90 T=   62.6 p1= -95.4 p2=  2162.9 ed=    71 4/2/2020    x1=  58. x2=  63. y1=  1.19 y2=  -.09 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/25/2020        63    4023      186      75      183     1    71 4/2/2020  
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995174 cc2=  .678946 lx=  6.95978 if=  55 il=  64 3/26/2020  n=   9 now=    4023 end=       1053       105       308 U=     8.15 T=   70.8 p1= -73.8 p2=   382.1 ed=    90 4/21/2020   x1=  55. x2=  64. y1=  1.94 y2=   .84     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/26/2020        64    4023     1053     105      308     1    90 4/21/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .993546 cc2=  .660213 lx=  6.65978 if=  56 il=  64 3/26/2020  n=   8 now=    4023 end=        780       105       308 U=     7.34 T=   69.1 p1= -80.6 p2=   515.8 ed=    86 4/17/2020   x1=  56. x2=  64. y1=  1.79 y2=   .70     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/26/2020        64    4023      780     105      308     1    86 4/17/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .990796 cc2=  .637242 lx=  6.53978 if=  57 il=  64 3/26/2020  n=   7 now=    4023 end=        692       105       308 U=     7.28 T=   68.6 p1= -82.8 p2=   581.4 ed=    85 4/16/2020   x1=  57. x2=  64. y1=  1.60 y2=   .63     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/26/2020        64    4023      692     105      308     1    85 4/16/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .989224 cc2=  .611259 lx=  5.83978 if=  58 il=  64 3/26/2020  n=   6 now=    4023 end=        343       105       308 U=     5.05 T=   64.9 p1= -91.5 p2=  1172.9 ed=    76 4/7/2020    x1=  58. x2=  64. y1=  1.36 y2=   .17     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/26/2020        64    4023      343     105      308     1    76 4/7/2020  
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .982781 cc2=  .574533 lx=  5.73978 if=  59 il=  64 3/26/2020  n=   5 now=    4023 end=        310       105       308 U=     5.18 T=   64.4 p1= -92.3 p2=  1297.7 ed=    76 4/7/2020    x1=  59. x2=  64. y1=  1.05 y2=   .08 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .982781 cc2=  .574533 lx=  5.74278 if=  59 il=  64 3/26/2020  n=   5 now=    4023 end=        310       105       308 U=     5.18 T=   64.4 p1= -92.3 p2=  1297.7 ed=    76 4/7/2020    x1=  59. x2=  64. y1=  1.05 y2=   .08 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/26/2020        64    4023      310     105      308     1    76 4/7/2020  
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995990 cc2=  .694478 lx=  6.46978 if=  55 il=  65 3/27/2020  n=  10 now=    4023 end=        645       124       275 U=     7.32 T=   68.7 p1= -84.0 p2=   623.7 ed=    85 4/16/2020   x1=  55. x2=  65. y1=  1.87 y2=   .50     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/27/2020        65    4023      645     124      275     1    85 4/16/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994965 cc2=  .678737 lx=  6.23978 if=  56 il=  65 3/27/2020  n=   9 now=    4023 end=        512       124       275 U=     6.60 T=   67.3 p1= -87.3 p2=   785.7 ed=    82 4/13/2020   x1=  56. x2=  65. y1=  1.71 y2=   .35     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/27/2020        65    4023      512     124      275     1    82 4/13/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .993210 cc2=  .659876 lx=  6.08978 if=  57 il=  65 3/27/2020  n=   8 now=    4023 end=        441       124       275 U=     6.34 T=   66.5 p1= -89.0 p2=   912.2 ed=    81 4/12/2020   x1=  57. x2=  65. y1=  1.50 y2=   .24     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/27/2020        65    4023      441     124      275     1    81 4/12/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .992735 cc2=  .639181 lx=  5.70978 if=  58 il=  65 3/27/2020  n=   7 now=    4023 end=        301       124       275 U=     4.85 T=   64.4 p1= -92.5 p2=  1336.5 ed=    75 4/6/2020    x1=  58. x2=  65. y1=  1.33 y2=  -.12     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/27/2020        65    4023      301     124      275     1    75 4/6/2020  
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .989202 cc2=  .611237 lx=  5.61978 if=  59 il=  65 3/27/2020  n=   6 now=    4023 end=        275       124       275 U=     4.89 T=   63.9 p1= -93.2 p2=  1462.9 ed=    75 4/6/2020    x1=  59. x2=  65. y1=  1.00 y2=  -.22 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .989202 cc2=  .611237 lx=  5.62478 if=  59 il=  65 3/27/2020  n=   6 now=    4023 end=        275       124       275 U=     4.89 T=   63.9 p1= -93.2 p2=  1462.9 ed=    75 4/6/2020    x1=  59. x2=  65. y1=  1.00 y2=  -.22 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/27/2020        65    4023      275     124      275     1    75 4/6/2020  
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996849 cc2=  .708174 lx=  6.31978 if=  55 il=  66 3/28/2020  n=  11 now=    4023 end=        555       153       336 U=     6.92 T=   67.8 p1= -86.2 p2=   724.9 ed=    84 4/15/2020   x1=  55. x2=  66. y1=  1.84 y2=   .25     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/28/2020        66    4023      555     153      336     1    84 4/15/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996206 cc2=  .694695 lx=  6.16978 if=  56 il=  66 3/28/2020  n=  10 now=    4023 end=        478       153       336 U=     6.37 T=   66.8 p1= -88.1 p2=   841.6 ed=    81 4/12/2020   x1=  56. x2=  66. y1=  1.70 y2=   .13     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/28/2020        66    4023      478     153      336     1    81 4/12/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995065 cc2=  .678837 lx=  6.06978 if=  57 il=  66 3/28/2020  n=   9 now=    4023 end=        432       153       336 U=     6.18 T=   66.2 p1= -89.3 p2=   931.2 ed=    80 4/11/2020   x1=  57. x2=  66. y1=  1.50 y2=   .04     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/28/2020        66    4023      432     153      336     1    80 4/11/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994808 cc2=  .661475 lx=  5.83978 if=  58 il=  66 3/28/2020  n=   8 now=    4023 end=        343       153       336 U=     5.09 T=   64.9 p1= -91.5 p2=  1172.9 ed=    76 4/7/2020    x1=  58. x2=  66. y1=  1.36 y2=  -.21     
GP: Confirmed US_Louisiana_East_Baton_Rouge 3/28/2020        66    4023      343     153      336     1    76 4/7/2020  
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .992584 cc2=  .639031 lx=  5.81978 if=  59 il=  66 3/28/2020  n=   7 now=    4023 end=        336       153       336 U=     5.34 T=   64.7 p1= -91.6 p2=  1197.3 ed=    77 4/8/2020    x1=  59. x2=  66. y1=  1.07 y2=  -.24 BEST
