TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3662.00000        8.20576
TAB:  Haiti Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Haiti Confirmed 5/8/2020    107      146     3662      879        3      338    16843     1420
TAB:  Haiti Confirmed .           108      151     3662      473        2      202    24690     1420
TAB:  Haiti Confirmed 5/10/2020   109      182     3662     1014        1     1014    17790     4126
TAB:  Haiti Confirmed .           110      209     3662    -            1    11161    21714    15896
TAB:  Haiti Confirmed 5/12/2020   111      209     3662      879        1      879    26043    26043
TAB:  Haiti Confirmed .           112      234     3662      608        2      338     2908      608
TAB:  Haiti Confirmed 5/14/2020   113      273     3662     1285        1     1285     2232     2232
TAB:  Haiti Confirmed .           114      310     3662    -            1    19684    19684    19684
TAB:  Haiti Confirmed 5/16/2020   115      358     3662        0        0        0        0        0
TAB:  Haiti Confirmed .           116      456     3662        0        0        0        0        0
TAB:  Haiti Confirmed 5/18/2020   117      533     3662        0        0        0        0        0
TAB:  Haiti Confirmed .           118      564     3662     5479        1     5479     5479     5479
TAB:  Haiti Confirmed 5/20/2020   119      596     3662      608        1      608    21714     1285
TAB:  Haiti Confirmed .           120      734     3662     6561        1     6561     6561     6561
TAB:  Haiti Confirmed 5/22/2020   121      812     3662     4126        1     4126    23472     6561
TAB:  Haiti Confirmed .           122      865     3662     2773        1     2773     6832     3720
TAB:  Haiti Confirmed 5/24/2020   123      911     3662     1014        1     1014     8996     2367
TAB:  Haiti Confirmed .           124      958     3662     1014        1     1014    24284     1826
TAB:  Haiti Confirmed 5/26/2020   125     1174     3662     4126        1     4126    21037     5208
TAB:  Haiti Confirmed .           126     1320     3662     8455        1     8455    18872     9808
TAB:  Haiti Confirmed 5/28/2020   127     1452     3662    -            1    13326    15084    14678
TAB:  Haiti Confirmed .           128     1584     3662     2638        1     2638    19414    18872
TAB:  Haiti Confirmed 5/30/2020   129     1865     3662        0        0        0        0        0
TAB:  Haiti Confirmed .           130     2124     3662        0        0        0        0        0
TAB:  Haiti Confirmed 6/1/2020    131     2226     3662        0        0        0        0        0
TAB:  Haiti Confirmed .           132     2226     3662     2367        1     2367     7102     3044
TAB:  Haiti Confirmed 6/3/2020    133     2507     3662     3449        1     3449    10484     5614
TAB:  Haiti Confirmed .           134     2640     3662     3449        1     3449     6696     4938
TAB:  Haiti Confirmed 6/5/2020    135     2740     3662     3314        1     3314     5208     3991
TAB:  Haiti Confirmed .           136     3072     3662     5885        2     5749    24013     6832
TAB:  Haiti Confirmed 6/7/2020    137     3334     3662     8996        2     7643    24961     9132
TAB:  Haiti Confirmed .           138     3538     3662     8861        1     8861    23743    11837
TAB:  Haiti Confirmed 6/9/2020    139     3662     3662     4532        1     4532    26855    19278
AAA2     1 Haiti Confirmed cc1=  .921944 cc2=  .513696 lx=  4.20576 if=  58 il=  63 3/25/2020  n=   5 now=    3662 end=         67         8         0 U=     9.96 T=   70.5 p1= -98.2 p2=  5465.7 ed=    94 4/25/2020   x1=  58. x2=  63. y1=  1.26 y2=   .75     
GP: Confirmed Haiti 3/25/2020        63    3662       67       8        0     0    94 4/25/2020 
AAA2     1 Haiti Confirmed cc1=  .921894 cc2=  .543930 lx=  4.20576 if=  58 il=  64 3/26/2020  n=   6 now=    3662 end=         67         8         0 U=    11.95 T=   73.0 p1= -98.2 p2=  5465.7 ed=   101 5/2/2020    x1=  58. x2=  64. y1=  1.26 y2=   .75     
GP: Confirmed Haiti 3/26/2020        64    3662       67       8        0     0   101 5/2/2020  
AAA2     1 Haiti Confirmed cc1=  .910577 cc2=  .502329 lx=  4.20576 if=  59 il=  64 3/26/2020  n=   5 now=    3662 end=         67         8         0 U=     9.96 T=   71.5 p1= -98.2 p2=  5465.7 ed=    95 4/26/2020   x1=  59. x2=  64. y1=  1.26 y2=   .75     
GP: Confirmed Haiti 3/26/2020        64    3662       67       8        0     0    95 4/26/2020 
AAA2     1 Haiti Confirmed cc1=  .907313 cc2=  .553759 lx=  4.20576 if=  58 il=  65 3/27/2020  n=   7 now=    3662 end=         67         8         0 U=    13.95 T=   75.5 p1= -98.2 p2=  5465.7 ed=   108 5/9/2020    x1=  58. x2=  65. y1=  1.26 y2=   .75     
GP: Confirmed Haiti 3/27/2020        65    3662       67       8        0     0   108 5/9/2020  
AAA2     1 Haiti Confirmed cc1=  .879683 cc2=  .501719 lx=  4.20576 if=  59 il=  65 3/27/2020  n=   6 now=    3662 end=         67         8         0 U=    11.95 T=   74.0 p1= -98.2 p2=  5465.7 ed=   102 5/3/2020    x1=  59. x2=  65. y1=  1.26 y2=   .75     
GP: Confirmed Haiti 3/27/2020        65    3662       67       8        0     0   102 5/3/2020  
AAA2     1 Haiti Confirmed cc1=  .886992 cc2=  .553659 lx=  4.20576 if=  58 il=  66 3/28/2020  n=   8 now=    3662 end=         67         8         0 U=    15.94 T=   78.0 p1= -98.2 p2=  5465.7 ed=   115 5/16/2020   x1=  58. x2=  66. y1=  1.26 y2=   .75     
GP: Confirmed Haiti 3/28/2020        66    3662       67       8        0     0   115 5/16/2020 
AAA2     1 Haiti Confirmed cc1=  .918341 cc2=  .602113 lx=  4.20576 if=  58 il=  67 3/29/2020  n=   9 now=    3662 end=         67        15         0 U=    10.56 T=   71.3 p1= -98.2 p2=  5465.7 ed=    96 4/27/2020   x1=  58. x2=  67. y1=  1.26 y2=   .40     
GP: Confirmed Haiti 3/29/2020        67    3662       67      15        0     0    96 4/27/2020 
AAA2     1 Haiti Confirmed cc1=  .895985 cc2=  .562652 lx=  4.20576 if=  59 il=  67 3/29/2020  n=   8 now=    3662 end=         67        15         0 U=     9.39 T=   70.8 p1= -98.2 p2=  5465.7 ed=    92 4/23/2020   x1=  59. x2=  67. y1=  1.26 y2=   .40     
GP: Confirmed Haiti 3/29/2020        67    3662       67      15        0     0    92 4/23/2020 
AAA1     1 Haiti Confirmed cc1=  .937622 cc2=  .636110 lx=  4.20576 if=  58 il=  68 3/30/2020  n=  10 now=    3662 end=         67        15        67 U=    11.73 T=   72.7 p1= -98.2 p2=  5465.7 ed=   100 5/1/2020    x1=  58. x2=  68. y1=  1.26 y2=   .40 BEST
AAA2     1 Haiti Confirmed cc1=  .937835 cc2=  .636110 lx=  4.10576 if=  58 il=  68 3/30/2020  n=  10 now=    3662 end=         67        15        67 U=    11.73 T=   72.7 p1= -98.2 p2=  5465.7 ed=   100 5/1/2020    x1=  58. x2=  68. y1=  1.26 y2=   .40 BEST
GP: Confirmed Haiti 3/30/2020        68    3662       67      15       67     3   100 5/1/2020  
AAA1     1 Haiti Confirmed cc1=  .921772 cc2=  .605545 lx=  4.20576 if=  59 il=  68 3/30/2020  n=   9 now=    3662 end=         67        15        67 U=    10.56 T=   72.3 p1= -98.2 p2=  5465.7 ed=    97 4/28/2020   x1=  59. x2=  68. y1=  1.26 y2=   .40 BEST
AAA2     1 Haiti Confirmed cc1=  .922281 cc2=  .605545 lx=  4.10576 if=  59 il=  68 3/30/2020  n=   9 now=    3662 end=         67        15        67 U=    10.56 T=   72.3 p1= -98.2 p2=  5465.7 ed=    97 4/28/2020   x1=  59. x2=  68. y1=  1.26 y2=   .40 BEST
GP: Confirmed Haiti 3/30/2020        68    3662       67      15       67     3    97 4/28/2020 
AAA1     1 Haiti Confirmed cc1=  .890842 cc2=  .557508 lx=  4.20576 if=  60 il=  68 3/30/2020  n=   8 now=    3662 end=         67        15        67 U=     9.39 T=   71.8 p1= -98.2 p2=  5465.7 ed=    93 4/24/2020   x1=  60. x2=  68. y1=  1.26 y2=   .40 BEST
AAA2     1 Haiti Confirmed cc1=  .891632 cc2=  .557508 lx=  4.10576 if=  60 il=  68 3/30/2020  n=   8 now=    3662 end=         67        15        67 U=     9.39 T=   71.8 p1= -98.2 p2=  5465.7 ed=    93 4/24/2020   x1=  60. x2=  68. y1=  1.26 y2=   .40 BEST
GP: Confirmed Haiti 3/30/2020        68    3662       67      15       67     3    93 4/24/2020 
AAA2     1 Haiti Confirmed cc1=  .876062 cc2=  .522508 lx= 10.20576 if=  61 il=  68 3/30/2020  n=   7 now=    3662 end=      27058        15        67 U=    60.71 T=  190.3 p1= 638.9 p2=    13.5 ed=   333 12/20/2020  x1=  61. x2=  68. y1=  2.13 y2=  2.01     
GP: Confirmed Haiti 3/30/2020        68    3662    -          15       67     3   333 12/20/2020
AAA1     1 Haiti Confirmed cc1=  .945913 cc2=  .657238 lx=  4.20576 if=  58 il=  69 3/31/2020  n=  11 now=    3662 end=         67        15        67 U=    12.90 T=   74.2 p1= -98.2 p2=  5465.7 ed=   104 5/5/2020    x1=  58. x2=  69. y1=  1.26 y2=   .40 BEST
AAA2     1 Haiti Confirmed cc1=  .946356 cc2=  .657238 lx=  4.10576 if=  58 il=  69 3/31/2020  n=  11 now=    3662 end=         67        15        67 U=    12.90 T=   74.2 p1= -98.2 p2=  5465.7 ed=   104 5/5/2020    x1=  58. x2=  69. y1=  1.26 y2=   .40 BEST
GP: Confirmed Haiti 3/31/2020        69    3662       67      15       67     3   104 5/5/2020  
AAA1     1 Haiti Confirmed cc1=  .932189 cc2=  .630677 lx=  4.20576 if=  59 il=  69 3/31/2020  n=  10 now=    3662 end=         67        15        67 U=    11.73 T=   73.7 p1= -98.2 p2=  5465.7 ed=   101 5/2/2020    x1=  59. x2=  69. y1=  1.26 y2=   .40 BEST
AAA2     1 Haiti Confirmed cc1=  .932931 cc2=  .630677 lx=  4.10576 if=  59 il=  69 3/31/2020  n=  10 now=    3662 end=         67        15        67 U=    11.73 T=   73.7 p1= -98.2 p2=  5465.7 ed=   101 5/2/2020    x1=  59. x2=  69. y1=  1.26 y2=   .40 BEST
GP: Confirmed Haiti 3/31/2020        69    3662       67      15       67     3   101 5/2/2020  
AAA1     1 Haiti Confirmed cc1=  .908510 cc2=  .592282 lx=  4.20576 if=  60 il=  69 3/31/2020  n=   9 now=    3662 end=         67        15        67 U=    10.56 T=   73.3 p1= -98.2 p2=  5465.7 ed=    98 4/29/2020   x1=  60. x2=  69. y1=  1.26 y2=   .40 BEST
AAA2     1 Haiti Confirmed cc1=  .909498 cc2=  .592282 lx=  4.10576 if=  60 il=  69 3/31/2020  n=   9 now=    3662 end=         67        15        67 U=    10.56 T=   73.3 p1= -98.2 p2=  5465.7 ed=    98 4/29/2020   x1=  60. x2=  69. y1=  1.26 y2=   .40 BEST
GP: Confirmed Haiti 3/31/2020        69    3662       67      15       67     3    98 4/29/2020 
AAA2     1 Haiti Confirmed cc1=  .906542 cc2=  .573209 lx= 10.20576 if=  61 il=  69 3/31/2020  n=   8 now=    3662 end=      27058        15        67 U=    69.38 T=  208.8 p1= 638.9 p2=    13.5 ed=   372 1/28/2021   x1=  61. x2=  69. y1=  2.13 y2=  2.01     
GP: Confirmed Haiti 3/31/2020        69    3662    -          15       67     3   372 1/28/2021 
AAA2     1 Haiti Confirmed cc1=  .881910 cc2=  .528357 lx= 10.20576 if=  62 il=  69 3/31/2020  n=   7 now=    3662 end=      27058        15        67 U=    72.31 T=  214.7 p1= 638.9 p2=    13.5 ed=   385 2/10/2021   x1=  62. x2=  69. y1=  2.11 y2=  2.01     
GP: Confirmed Haiti 3/31/2020        69    3662    -          15       67     3   385 2/10/2021 
AAA1     1 Haiti Confirmed cc1=  .951263 cc2=  .673913 lx=  4.20576 if=  58 il=  70 4/1/2020   n=  12 now=    3662 end=         67        16        67 U=    13.39 T=   74.8 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  58. x2=  70. y1=  1.26 y2=   .36 BEST
AAA2     1 Haiti Confirmed cc1=  .951919 cc2=  .673913 lx=  4.10576 if=  58 il=  70 4/1/2020   n=  12 now=    3662 end=         67        16        67 U=    13.39 T=   74.8 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  58. x2=  70. y1=  1.26 y2=   .36 BEST
GP: Confirmed Haiti 4/1/2020         70    3662       67      16       67     5   106 5/7/2020  
AAA1     1 Haiti Confirmed cc1=  .939073 cc2=  .650398 lx=  4.20576 if=  59 il=  70 4/1/2020   n=  11 now=    3662 end=         67        16        67 U=    12.27 T=   74.4 p1= -98.2 p2=  5465.7 ed=   103 5/4/2020    x1=  59. x2=  70. y1=  1.26 y2=   .36 BEST
AAA2     1 Haiti Confirmed cc1=  .940030 cc2=  .650398 lx=  4.10576 if=  59 il=  70 4/1/2020   n=  11 now=    3662 end=         67        16        67 U=    12.27 T=   74.4 p1= -98.2 p2=  5465.7 ed=   103 5/4/2020    x1=  59. x2=  70. y1=  1.26 y2=   .36 BEST
GP: Confirmed Haiti 4/1/2020         70    3662       67      16       67     5   103 5/4/2020  
AAA1     1 Haiti Confirmed cc1=  .920495 cc2=  .618983 lx=  4.20576 if=  60 il=  70 4/1/2020   n=  10 now=    3662 end=         67        16        67 U=    11.15 T=   74.0 p1= -98.2 p2=  5465.7 ed=   100 5/1/2020    x1=  60. x2=  70. y1=  1.26 y2=   .36 BEST
AAA2     1 Haiti Confirmed cc1=  .921669 cc2=  .618983 lx=  4.10576 if=  60 il=  70 4/1/2020   n=  10 now=    3662 end=         67        16        67 U=    11.15 T=   74.0 p1= -98.2 p2=  5465.7 ed=   100 5/1/2020    x1=  60. x2=  70. y1=  1.26 y2=   .36 BEST
GP: Confirmed Haiti 4/1/2020         70    3662       67      16       67     5   100 5/1/2020  
AAA2     1 Haiti Confirmed cc1=  .924671 cc2=  .608443 lx= 10.20576 if=  61 il=  70 4/1/2020   n=   9 now=    3662 end=      27058        16        67 U=    72.61 T=  215.7 p1= 638.9 p2=    13.5 ed=   387 2/12/2021   x1=  61. x2=  70. y1=  2.13 y2=  2.01     
GP: Confirmed Haiti 4/1/2020         70    3662    -          16       67     5   387 2/12/2021 
AAA2     1 Haiti Confirmed cc1=  .904573 cc2=  .571240 lx= 10.20576 if=  62 il=  70 4/1/2020   n=   8 now=    3662 end=      27058        16        67 U=    75.86 T=  222.2 p1= 638.9 p2=    13.5 ed=   401 2/26/2021   x1=  62. x2=  70. y1=  2.11 y2=  2.01     
GP: Confirmed Haiti 4/1/2020         70    3662    -          16       67     5   401 2/26/2021 
AAA1     1 Haiti Confirmed cc1=  .890340 cc2=  .536786 lx=  4.20576 if=  63 il=  70 4/1/2020   n=   7 now=    3662 end=         67        16        67 U=    17.74 T=   76.4 p1= -98.2 p2=  5465.7 ed=   118 5/19/2020   x1=  63. x2=  70. y1=   .75 y2=   .36 BEST
AAA2     1 Haiti Confirmed cc1=  .890525 cc2=  .536786 lx=  4.10576 if=  63 il=  70 4/1/2020   n=   7 now=    3662 end=         67        16        67 U=    17.74 T=   76.4 p1= -98.2 p2=  5465.7 ed=   118 5/19/2020   x1=  63. x2=  70. y1=   .75 y2=   .36 BEST
GP: Confirmed Haiti 4/1/2020         70    3662       67      16       67     5   118 5/19/2020 
AAA1     1 Haiti Confirmed cc1=  .889524 cc2=  .511559 lx=  4.20576 if=  64 il=  70 4/1/2020   n=   6 now=    3662 end=         67        16        67 U=    15.21 T=   75.5 p1= -98.2 p2=  5465.7 ed=   111 5/12/2020   x1=  64. x2=  70. y1=   .75 y2=   .36 BEST
AAA2     1 Haiti Confirmed cc1=  .889778 cc2=  .511559 lx=  4.10576 if=  64 il=  70 4/1/2020   n=   6 now=    3662 end=         67        16        67 U=    15.21 T=   75.5 p1= -98.2 p2=  5465.7 ed=   111 5/12/2020   x1=  64. x2=  70. y1=   .75 y2=   .36 BEST
GP: Confirmed Haiti 4/1/2020         70    3662       67      16       67     5   111 5/12/2020 
AAA1     1 Haiti Confirmed cc1=  .950829 cc2=  .683568 lx=  4.20576 if=  58 il=  71 4/2/2020   n=  13 now=    3662 end=         67        16        67 U=    14.50 T=   76.2 p1= -98.2 p2=  5465.7 ed=   110 5/11/2020   x1=  58. x2=  71. y1=  1.26 y2=   .36 BEST
AAA2     1 Haiti Confirmed cc1=  .951667 cc2=  .683568 lx=  4.10576 if=  58 il=  71 4/2/2020   n=  13 now=    3662 end=         67        16        67 U=    14.50 T=   76.2 p1= -98.2 p2=  5465.7 ed=   110 5/11/2020   x1=  58. x2=  71. y1=  1.26 y2=   .36 BEST
GP: Confirmed Haiti 4/2/2020         71    3662       67      16       67     6   110 5/11/2020 
AAA1     1 Haiti Confirmed cc1=  .938776 cc2=  .661426 lx=  4.20576 if=  59 il=  71 4/2/2020   n=  12 now=    3662 end=         67        16        67 U=    13.39 T=   75.8 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  59. x2=  71. y1=  1.26 y2=   .36 BEST
AAA2     1 Haiti Confirmed cc1=  .939906 cc2=  .661426 lx=  4.10576 if=  59 il=  71 4/2/2020   n=  12 now=    3662 end=         67        16        67 U=    13.39 T=   75.8 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  59. x2=  71. y1=  1.26 y2=   .36 BEST
GP: Confirmed Haiti 4/2/2020         71    3662       67      16       67     6   107 5/8/2020  
AAA1     1 Haiti Confirmed cc1=  .922575 cc2=  .633900 lx=  4.20576 if=  60 il=  71 4/2/2020   n=  11 now=    3662 end=         67        16        67 U=    12.27 T=   75.4 p1= -98.2 p2=  5465.7 ed=   104 5/5/2020    x1=  60. x2=  71. y1=  1.26 y2=   .36 BEST
AAA2     1 Haiti Confirmed cc1=  .923890 cc2=  .633900 lx=  4.10576 if=  60 il=  71 4/2/2020   n=  11 now=    3662 end=         67        16        67 U=    12.27 T=   75.4 p1= -98.2 p2=  5465.7 ed=   104 5/5/2020    x1=  60. x2=  71. y1=  1.26 y2=   .36 BEST
GP: Confirmed Haiti 4/2/2020         71    3662       67      16       67     6   104 5/5/2020  
AAA2     1 Haiti Confirmed cc1=  .929514 cc2=  .628002 lx= 10.20576 if=  61 il=  71 4/2/2020   n=  10 now=    3662 end=      27058        16        67 U=    80.68 T=  232.8 p1= 638.9 p2=    13.5 ed=   423 3/20/2021   x1=  61. x2=  71. y1=  2.13 y2=  2.01     
GP: Confirmed Haiti 4/2/2020         71    3662    -          16       67     6   423 3/20/2021 
AAA1     1 Haiti Confirmed cc1=  .910248 cc2=  .594020 lx=  4.20576 if=  62 il=  71 4/2/2020   n=   9 now=    3662 end=         67        16        67 U=    19.76 T=   78.1 p1= -98.2 p2=  5465.7 ed=   124 5/25/2020   x1=  62. x2=  71. y1=   .82 y2=   .36 BEST
AAA2     1 Haiti Confirmed cc1=  .910306 cc2=  .594020 lx=  4.10576 if=  62 il=  71 4/2/2020   n=   9 now=    3662 end=         67        16        67 U=    19.76 T=   78.1 p1= -98.2 p2=  5465.7 ed=   124 5/25/2020   x1=  62. x2=  71. y1=   .82 y2=   .36 BEST
GP: Confirmed Haiti 4/2/2020         71    3662       67      16       67     6   124 5/25/2020 
AAA1     1 Haiti Confirmed cc1=  .893668 cc2=  .560334 lx=  4.20576 if=  63 il=  71 4/2/2020   n=   8 now=    3662 end=         67        16        67 U=    20.28 T=   78.3 p1= -98.2 p2=  5465.7 ed=   126 5/27/2020   x1=  63. x2=  71. y1=   .75 y2=   .36 BEST
AAA2     1 Haiti Confirmed cc1=  .893960 cc2=  .560334 lx=  4.10576 if=  63 il=  71 4/2/2020   n=   8 now=    3662 end=         67        16        67 U=    20.28 T=   78.3 p1= -98.2 p2=  5465.7 ed=   126 5/27/2020   x1=  63. x2=  71. y1=   .75 y2=   .36 BEST
GP: Confirmed Haiti 4/2/2020         71    3662       67      16       67     6   126 5/27/2020 
AAA1     1 Haiti Confirmed cc1=  .881579 cc2=  .528026 lx=  4.20576 if=  64 il=  71 4/2/2020   n=   7 now=    3662 end=         67        16        67 U=    17.74 T=   77.4 p1= -98.2 p2=  5465.7 ed=   119 5/20/2020   x1=  64. x2=  71. y1=   .75 y2=   .36 BEST
