TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       36829.00000       10.51404
TAB:  Egypt Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Egypt Confirmed cc1=  .736036 cc2=  .517818 lx= 12.51404 if=  23 il=  43 3/5/2020   n=  20 now=   36829 end=     272131         3       680 U=   217.66 T=  573.0 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  23. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   999 undefine  
AAA2     1 Egypt Confirmed cc1=  .749360 cc2=  .525753 lx= 12.51404 if=  24 il=  43 3/5/2020   n=  19 now=   36829 end=     272131         3       680 U=   206.78 T=  546.5 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  24. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   999 undefine  
AAA2     1 Egypt Confirmed cc1=  .763289 cc2=  .533873 lx= 12.51404 if=  25 il=  43 3/5/2020   n=  18 now=   36829 end=     272131         3       680 U=   195.90 T=  520.0 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  25. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   999 undefine  
AAA2     1 Egypt Confirmed cc1=  .777837 cc2=  .542135 lx= 12.51404 if=  26 il=  43 3/5/2020   n=  17 now=   36829 end=     272131         3       680 U=   185.01 T=  493.5 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  26. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   999 undefine  
AAA2     1 Egypt Confirmed cc1=  .793005 cc2=  .550470 lx= 12.51404 if=  27 il=  43 3/5/2020   n=  16 now=   36829 end=     272131         3       680 U=   174.13 T=  467.0 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  27. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   999 undefine  
AAA2     1 Egypt Confirmed cc1=  .808769 cc2=  .558769 lx= 12.51404 if=  28 il=  43 3/5/2020   n=  15 now=   36829 end=     272131         3       680 U=   163.25 T=  440.5 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  28. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   999 undefine  
AAA2     1 Egypt Confirmed cc1=  .825068 cc2=  .566869 lx= 12.51404 if=  29 il=  43 3/5/2020   n=  14 now=   36829 end=     272131         3       680 U=   152.36 T=  414.0 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  29. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   999 undefine  
AAA2     1 Egypt Confirmed cc1=  .841774 cc2=  .574513 lx= 12.51404 if=  30 il=  43 3/5/2020   n=  13 now=   36829 end=     272131         3       680 U=   141.48 T=  387.5 p1= 638.9 p2=    13.5 ed=   721 1/12/2022   x1=  30. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   721 1/12/2022 
AAA2     1 Egypt Confirmed cc1=  .858654 cc2=  .581304 lx= 12.51404 if=  31 il=  43 3/5/2020   n=  12 now=   36829 end=     272131         3       680 U=   130.60 T=  361.0 p1= 638.9 p2=    13.5 ed=   669 11/21/2021  x1=  31. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   669 11/21/2021
AAA2     1 Egypt Confirmed cc1=  .875290 cc2=  .586615 lx= 12.51404 if=  32 il=  43 3/5/2020   n=  11 now=   36829 end=     272131         3       680 U=   119.71 T=  334.5 p1= 638.9 p2=    13.5 ed=   617 9/30/2021   x1=  32. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   617 9/30/2021 
AAA2     1 Egypt Confirmed cc1=  .890940 cc2=  .589429 lx= 12.51404 if=  33 il=  43 3/5/2020   n=  10 now=   36829 end=     272131         3       680 U=   108.83 T=  308.0 p1= 638.9 p2=    13.5 ed=   564 8/8/2021    x1=  33. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   564 8/8/2021  
AAA2     1 Egypt Confirmed cc1=  .904279 cc2=  .588051 lx= 12.51404 if=  34 il=  43 3/5/2020   n=   9 now=   36829 end=     272131         3       680 U=    97.95 T=  281.5 p1= 638.9 p2=    13.5 ed=   512 6/17/2021   x1=  34. x2=  43. y1=  2.53 y2=  2.43     
GP: Confirmed Egypt 3/5/2020         43   36829    -           3      680     2   512 6/17/2021 
AAA2     1 Egypt Confirmed cc1=  .912871 cc2=  .579538 lx=  8.88404 if=  35 il=  43 3/5/2020   n=   8 now=   36829 end=       7215         3       680 U=    60.61 T=  167.4 p1= -80.4 p2=   510.5 ed=   310 11/27/2020  x1=  35. x2=  43. y1=  2.18 y2=  2.05     
GP: Confirmed Egypt 3/5/2020         43   36829     7215       3      680     2   310 11/27/2020
AAA1     1 Egypt Confirmed cc1=  .912407 cc2=  .558853 lx=  6.51404 if=  36 il=  43 3/5/2020   n=   7 now=   36829 end=        674         3       680 U=    37.90 T=  107.0 p1= -98.2 p2=  5464.2 ed=   196 8/5/2020    x1=  36. x2=  43. y1=  1.87 y2=  1.69 BEST
AAA2     1 Egypt Confirmed cc1=  .912420 cc2=  .558853 lx=  6.41404 if=  36 il=  43 3/5/2020   n=   7 now=   36829 end=        674         3       680 U=    37.90 T=  107.0 p1= -98.2 p2=  5464.2 ed=   196 8/5/2020    x1=  36. x2=  43. y1=  1.87 y2=  1.69 BEST
GP: Confirmed Egypt 3/5/2020         43   36829      674       3      680     2   196 8/5/2020  
AAA1     1 Egypt Confirmed cc1=  .892914 cc2=  .514950 lx=  6.51404 if=  37 il=  43 3/5/2020   n=   6 now=   36829 end=        674         3       680 U=    32.48 T=   97.9 p1= -98.2 p2=  5464.2 ed=   174 7/14/2020   x1=  37. x2=  43. y1=  1.87 y2=  1.69 BEST
AAA2     1 Egypt Confirmed cc1=  .892954 cc2=  .514950 lx=  6.41404 if=  37 il=  43 3/5/2020   n=   6 now=   36829 end=        674         3       680 U=    32.48 T=   97.9 p1= -98.2 p2=  5464.2 ed=   174 7/14/2020   x1=  37. x2=  43. y1=  1.87 y2=  1.69 BEST
GP: Confirmed Egypt 3/5/2020         43   36829      674       3      680     2   174 7/14/2020 
AAA2     1 Egypt Confirmed cc1=  .777540 cc2=  .500190 lx= 12.51404 if=  32 il=  44 3/6/2020   n=  12 now=   36829 end=     272131        15         0 U=    49.21 T=  156.3 p1= 638.9 p2=    13.5 ed=   272 10/20/2020  x1=  32. x2=  44. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/6/2020         44   36829    -          15        0     0   272 10/20/2020
AAA2     1 Egypt Confirmed cc1=  .792418 cc2=  .503743 lx= 12.51404 if=  33 il=  44 3/6/2020   n=  11 now=   36829 end=     272131        15         0 U=    45.11 T=  147.0 p1= 638.9 p2=    13.5 ed=   253 10/1/2020   x1=  33. x2=  44. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/6/2020         44   36829    -          15        0     0   253 10/1/2020 
AAA2     1 Egypt Confirmed cc1=  .806338 cc2=  .504826 lx= 12.51404 if=  34 il=  44 3/6/2020   n=  10 now=   36829 end=     272131        15         0 U=    41.01 T=  137.6 p1= 638.9 p2=    13.5 ed=   234 9/12/2020   x1=  34. x2=  44. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/6/2020         44   36829    -          15        0     0   234 9/12/2020 
AAA2     1 Egypt Confirmed cc1=  .818063 cc2=  .501835 lx= 12.51404 if=  35 il=  44 3/6/2020   n=   9 now=   36829 end=     272131        15         0 U=    36.91 T=  128.3 p1= 638.9 p2=    13.5 ed=   215 8/24/2020   x1=  35. x2=  44. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/6/2020         44   36829    -          15        0     0   215 8/24/2020 
AAA2     1 Egypt Confirmed cc1=  .721789 cc2=  .503572 lx= 12.51404 if=  25 il=  45 3/7/2020   n=  20 now=   36829 end=     272131        15         0 U=    82.02 T=  232.2 p1= 638.9 p2=    13.5 ed=   425 3/22/2021   x1=  25. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   425 3/22/2021 
AAA2     1 Egypt Confirmed cc1=  .734564 cc2=  .510957 lx= 12.51404 if=  26 il=  45 3/7/2020   n=  19 now=   36829 end=     272131        15         0 U=    77.91 T=  222.9 p1= 638.9 p2=    13.5 ed=   406 3/3/2021    x1=  26. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   406 3/3/2021  
AAA2     1 Egypt Confirmed cc1=  .747880 cc2=  .518464 lx= 12.51404 if=  27 il=  45 3/7/2020   n=  18 now=   36829 end=     272131        15         0 U=    73.81 T=  213.5 p1= 638.9 p2=    13.5 ed=   387 2/12/2021   x1=  27. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   387 2/12/2021 
AAA2     1 Egypt Confirmed cc1=  .761738 cc2=  .526036 lx= 12.51404 if=  28 il=  45 3/7/2020   n=  17 now=   36829 end=     272131        15         0 U=    69.71 T=  204.2 p1= 638.9 p2=    13.5 ed=   368 1/24/2021   x1=  28. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   368 1/24/2021 
AAA2     1 Egypt Confirmed cc1=  .776124 cc2=  .533588 lx= 12.51404 if=  29 il=  45 3/7/2020   n=  16 now=   36829 end=     272131        15         0 U=    65.61 T=  194.8 p1= 638.9 p2=    13.5 ed=   349 1/5/2021    x1=  29. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   349 1/5/2021  
AAA2     1 Egypt Confirmed cc1=  .790990 cc2=  .540990 lx= 12.51404 if=  30 il=  45 3/7/2020   n=  15 now=   36829 end=     272131        15         0 U=    61.51 T=  185.4 p1= 638.9 p2=    13.5 ed=   330 12/17/2020  x1=  30. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   330 12/17/2020
AAA2     1 Egypt Confirmed cc1=  .806247 cc2=  .548048 lx= 12.51404 if=  31 il=  45 3/7/2020   n=  14 now=   36829 end=     272131        15         0 U=    57.41 T=  176.1 p1= 638.9 p2=    13.5 ed=   311 11/28/2020  x1=  31. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   311 11/28/2020
AAA2     1 Egypt Confirmed cc1=  .821726 cc2=  .554464 lx= 12.51404 if=  32 il=  45 3/7/2020   n=  13 now=   36829 end=     272131        15         0 U=    53.31 T=  166.7 p1= 638.9 p2=    13.5 ed=   292 11/9/2020   x1=  32. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   292 11/9/2020 
AAA2     1 Egypt Confirmed cc1=  .837134 cc2=  .559784 lx= 12.51404 if=  33 il=  45 3/7/2020   n=  12 now=   36829 end=     272131        15         0 U=    49.21 T=  157.3 p1= 638.9 p2=    13.5 ed=   273 10/21/2020  x1=  33. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   273 10/21/2020
AAA2     1 Egypt Confirmed cc1=  .851968 cc2=  .563293 lx= 12.51404 if=  34 il=  45 3/7/2020   n=  11 now=   36829 end=     272131        15         0 U=    45.11 T=  148.0 p1= 638.9 p2=    13.5 ed=   254 10/2/2020   x1=  34. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   254 10/2/2020 
AAA2     1 Egypt Confirmed cc1=  .865350 cc2=  .563839 lx= 12.51404 if=  35 il=  45 3/7/2020   n=  10 now=   36829 end=     272131        15         0 U=    41.01 T=  138.6 p1= 638.9 p2=    13.5 ed=   235 9/13/2020   x1=  35. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   235 9/13/2020 
AAA2     1 Egypt Confirmed cc1=  .875728 cc2=  .559500 lx= 12.51404 if=  36 il=  45 3/7/2020   n=   9 now=   36829 end=     272131        15         0 U=    36.91 T=  129.3 p1= 638.9 p2=    13.5 ed=   216 8/25/2020   x1=  36. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   216 8/25/2020 
AAA2     1 Egypt Confirmed cc1=  .880248 cc2=  .546915 lx= 12.51404 if=  37 il=  45 3/7/2020   n=   8 now=   36829 end=     272131        15         0 U=    32.81 T=  119.9 p1= 638.9 p2=    13.5 ed=   197 8/6/2020    x1=  37. x2=  45. y1=  2.53 y2=  2.28     
GP: Confirmed Egypt 3/7/2020         45   36829    -          15        0     0   197 8/6/2020  
