TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        6427.00000        8.76826
TAB:  Sudan Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Sudan Confirmed .            86       33     6427      118        2      118    28137     7954
TAB:  Sudan Confirmed 4/18/2020    87       66     6427        0        0        0        0        0
TAB:  Sudan Confirmed .            88       66     6427        0        0        0        0        0
TAB:  Sudan Confirmed 4/20/2020    89      107     6427        0        0        0        0        0
TAB:  Sudan Confirmed .            90      107     6427      356        1      356    10803    10803
TAB:  Sudan Confirmed 4/22/2020    91      140     6427      118        1      118     1068      356
TAB:  Sudan Confirmed .            92      174     6427     1543        2      356     1543      593
TAB:  Sudan Confirmed 4/24/2020    93      174     6427      356        4      356     1543      593
TAB:  Sudan Confirmed .            94      213     6427      356        3      356    11041      831
TAB:  Sudan Confirmed 4/26/2020    95      237     6427      356        4      356    39297      831
TAB:  Sudan Confirmed .            96      275     6427      593        5      593    22913     1543
TAB:  Sudan Confirmed 4/28/2020    97      318     6427      831        3      593     6292     2493
TAB:  Sudan Confirmed .            98      375     6427     1068        2     1068     8191     2493
TAB:  Sudan Confirmed 4/30/2020    99      442     6427     1780        2     1780    13653     4630
TAB:  Sudan Confirmed .           100      533     6427     3442        2     3442    42621    17214
TAB:  Sudan Confirmed 5/2/2020    101      592     6427     4392        1     4392    42621    10091
TAB:  Sudan Confirmed .           102      635     6427     4392        2      831    41196     9379
TAB:  Sudan Confirmed 5/4/2020    103      678     6427      831        2      831    46183     5342
TAB:  Sudan Confirmed .           104      778     6427     4155        2     1543    33361    10803
TAB:  Sudan Confirmed 5/6/2020    105      852     6427     4392        2     1780    40484     9379
TAB:  Sudan Confirmed .           106      930     6427     9853        2     2018    36685     6529
TAB:  Sudan Confirmed 5/8/2020    107     1111     6427     7004        2     6292    40959    13415
TAB:  Sudan Confirmed .           108     1164     6427     7004        2     6529    34073    14840
TAB:  Sudan Confirmed 5/10/2020   109     1365     6427    18639        3     8666    44283    18639
TAB:  Sudan Confirmed .           110     1526     6427    -            2    11278    44758    28137
TAB:  Sudan Confirmed 5/12/2020   111     1661     6427    -            2     4867    47132    25525
TAB:  Sudan Confirmed .           112     1818     6427     4630        1     4630    44758    19589
TAB:  Sudan Confirmed 5/14/2020   113     1891     6427    -            2     2255    46183    23625
TAB:  Sudan Confirmed .           114     1964     6427     2255        2     2255    47132    22201
TAB:  Sudan Confirmed 5/16/2020   115     2289     6427    -            2     6529    46183    26237
TAB:  Sudan Confirmed .           116     2440     6427    -            2     7954    43808    26237
TAB:  Sudan Confirmed 5/18/2020   117     2591     6427    -            2     7716    40484    24100
TAB:  Sudan Confirmed .           118     2728     6427    -            2     3205    46657    20301
TAB:  Sudan Confirmed 5/20/2020   119     2728     6427    14602        2     2968    37635    16027
TAB:  Sudan Confirmed .           120     3138     6427    15552        3     7954    45233    19351
TAB:  Sudan Confirmed 5/22/2020   121     3378     6427    17927        4    10803    42621    20301
TAB:  Sudan Confirmed .           122     3628     6427    -            2    13890    41196    20301
TAB:  Sudan Confirmed 5/24/2020   123     3820     6427    15552        2     5342    39297    21013
TAB:  Sudan Confirmed .           124     3976     6427    -            3     4392    43333    20538
TAB:  Sudan Confirmed 5/26/2020   125     4161     6427    18639        3     4867    40009    19114
TAB:  Sudan Confirmed .           126     4346     6427    17214        3     5105    43333    18401
TAB:  Sudan Confirmed 5/28/2020   127     4433     6427    16502        6     5105    45708    16264
TAB:  Sudan Confirmed .           128     4521     6427     5105        5     4867    39772    15790
TAB:  Sudan Confirmed 5/30/2020   129     4800     6427    10803        3     5817    41671    15315
TAB:  Sudan Confirmed .           130     5026     6427    10803        3     6767    43333    15077
TAB:  Sudan Confirmed 6/1/2020    131     5173     6427    10566        3     7242    44758    14127
TAB:  Sudan Confirmed .           132     5310     6427    14127        4     6292    45708    13653
TAB:  Sudan Confirmed 6/3/2020    133     5499     6427    10091        4     6292    46657    13178
TAB:  Sudan Confirmed .           134     5714     6427    10091        5     7716    41196    13653
TAB:  Sudan Confirmed 6/5/2020    135     5865     6427    10091        4     8191    42146    13653
TAB:  Sudan Confirmed .           136     6081     6427    10328        4     9141    47132    14127
TAB:  Sudan Confirmed 6/7/2020    137     6161     6427    10328        7     7242    42146    13415
TAB:  Sudan Confirmed .           138     6242     6427    10091        8     6529    41671    12703
TAB:  Sudan Confirmed 6/9/2020    139     6427     6427    10091        8     7479    41671    12940
AAA2     1 Sudan Confirmed cc1=  .866025 cc2=  .532692 lx= 10.21826 if=  51 il=  59 3/21/2020  n=   8 now=    6427 end=      27399         2         0 U=   113.89 T=  315.7 p1= 326.3 p2=    23.5 ed=   584 8/28/2021   x1=  51. x2=  59. y1=  2.32 y2=  2.25     
GP: Confirmed Sudan 3/21/2020        59    6427    -           2        0     0   584 8/28/2021 
AAA2     1 Sudan Confirmed cc1=  .872872 cc2=  .519318 lx= 10.33826 if=  52 il=  59 3/21/2020  n=   7 now=    6427 end=      30892         2         0 U=   100.86 T=  287.6 p1= 380.7 p2=    20.8 ed=   525 6/30/2021   x1=  52. x2=  59. y1=  2.34 y2=  2.27     
GP: Confirmed Sudan 3/21/2020        59    6427    -           2        0     0   525 6/30/2021 
AAA2     1 Sudan Confirmed cc1=  .870388 cc2=  .554161 lx= 10.54826 if=  51 il=  60 3/22/2020  n=   9 now=    6427 end=      38111         2     27916 U=   132.41 T=  363.0 p1= 493.0 p2=    16.9 ed=   675 11/27/2021  x1=  51. x2=  60. y1=  2.36 y2=  2.29     
GP: Confirmed Sudan 3/22/2020        60    6427    -           2    -         1   675 11/27/2021
AAA1     1 Sudan Confirmed cc1=  .866025 cc2=  .532692 lx= 10.23826 if=  52 il=  60 3/22/2020  n=   8 now=    6427 end=      27952         2     27916 U=   114.12 T=  317.5 p1= 334.9 p2=    23.0 ed=   586 8/30/2021   x1=  52. x2=  60. y1=  2.33 y2=  2.26 BEST
AAA2     1 Sudan Confirmed cc1=  .866025 cc2=  .532692 lx= 10.27226 if=  52 il=  60 3/22/2020  n=   8 now=    6427 end=      27952         2     27916 U=   114.12 T=  317.5 p1= 334.9 p2=    23.0 ed=   586 8/30/2021   x1=  52. x2=  60. y1=  2.33 y2=  2.26 BEST
GP: Confirmed Sudan 3/22/2020        60    6427    -           2    -         1   586 8/30/2021 
AAA2     1 Sudan Confirmed cc1=  .866025 cc2=  .564514 lx= 10.54826 if=  51 il=  61 3/23/2020  n=  10 now=    6427 end=      38111         2     29440 U=   147.12 T=  397.6 p1= 493.0 p2=    16.9 ed=   999 undefine    x1=  51. x2=  61. y1=  2.36 y2=  2.29     
GP: Confirmed Sudan 3/23/2020        61    6427    -           2    -         1   999 undefine  
AAA1     1 Sudan Confirmed cc1=  .852803 cc2=  .536575 lx= 10.28826 if=  52 il=  61 3/23/2020  n=   9 now=    6427 end=      29385         2     29440 U=   129.03 T=  352.8 p1= 357.2 p2=    21.9 ed=   657 11/9/2021   x1=  52. x2=  61. y1=  2.33 y2=  2.26 BEST
AAA2     1 Sudan Confirmed cc1=  .852803 cc2=  .536575 lx= 10.36026 if=  52 il=  61 3/23/2020  n=   9 now=    6427 end=      29385         2     29440 U=   129.03 T=  352.8 p1= 357.2 p2=    21.9 ed=   657 11/9/2021   x1=  52. x2=  61. y1=  2.33 y2=  2.26 BEST
GP: Confirmed Sudan 3/23/2020        61    6427    -           2    -         1   657 11/9/2021 
AAA2     1 Sudan Confirmed cc1=  .898717 cc2=  .610042 lx=  7.10826 if=  51 il=  62 3/24/2020  n=  11 now=    6427 end=       1222         3       119 U=    65.52 T=  179.5 p1= -81.0 p2=   525.9 ed=   334 12/21/2020  x1=  51. x2=  62. y1=  1.96 y2=  1.79     
GP: Confirmed Sudan 3/24/2020        62    6427     1222       3      119     2   334 12/21/2020
AAA1     1 Sudan Confirmed cc1=  .891795 cc2=  .590284 lx=  4.76826 if=  52 il=  62 3/24/2020  n=  10 now=    6427 end=        117         3       119 U=    38.18 T=  111.6 p1= -98.2 p2=  5493.2 ed=   201 8/10/2020   x1=  52. x2=  62. y1=  1.56 y2=  1.30 BEST
AAA2     1 Sudan Confirmed cc1=  .891807 cc2=  .590284 lx=  4.66826 if=  52 il=  62 3/24/2020  n=  10 now=    6427 end=        117         3       119 U=    38.18 T=  111.6 p1= -98.2 p2=  5493.2 ed=   201 8/10/2020   x1=  52. x2=  62. y1=  1.56 y2=  1.30 BEST
GP: Confirmed Sudan 3/24/2020        62    6427      117       3      119     2   201 8/10/2020 
AAA1     1 Sudan Confirmed cc1=  .872796 cc2=  .556569 lx=  4.76826 if=  53 il=  62 3/24/2020  n=   9 now=    6427 end=        117         3       119 U=    34.37 T=  106.7 p1= -98.2 p2=  5493.2 ed=   187 7/27/2020   x1=  53. x2=  62. y1=  1.56 y2=  1.30 BEST
AAA2     1 Sudan Confirmed cc1=  .872839 cc2=  .556569 lx=  4.66826 if=  53 il=  62 3/24/2020  n=   9 now=    6427 end=        117         3       119 U=    34.37 T=  106.7 p1= -98.2 p2=  5493.2 ed=   187 7/27/2020   x1=  53. x2=  62. y1=  1.56 y2=  1.30 BEST
GP: Confirmed Sudan 3/24/2020        62    6427      117       3      119     2   187 7/27/2020 
AAA2     1 Sudan Confirmed cc1=  .919556 cc2=  .642206 lx=  4.76826 if=  51 il=  63 3/25/2020  n=  12 now=    6427 end=        117         3         0 U=    45.82 T=  122.6 p1= -98.2 p2=  5493.2 ed=   230 9/8/2020    x1=  51. x2=  63. y1=  1.56 y2=  1.30     
GP: Confirmed Sudan 3/25/2020        63    6427      117       3        0     0   230 9/8/2020  
AAA2     1 Sudan Confirmed cc1=  .914489 cc2=  .625814 lx=  4.76826 if=  52 il=  63 3/25/2020  n=  11 now=    6427 end=        117         3         0 U=    42.00 T=  117.6 p1= -98.2 p2=  5493.2 ed=   216 8/25/2020   x1=  52. x2=  63. y1=  1.56 y2=  1.30     
GP: Confirmed Sudan 3/25/2020        63    6427      117       3        0     0   216 8/25/2020 
AAA2     1 Sudan Confirmed cc1=  .900023 cc2=  .598512 lx=  4.76826 if=  53 il=  63 3/25/2020  n=  10 now=    6427 end=        117         3         0 U=    38.18 T=  112.6 p1= -98.2 p2=  5493.2 ed=   202 8/11/2020   x1=  53. x2=  63. y1=  1.56 y2=  1.30     
GP: Confirmed Sudan 3/25/2020        63    6427      117       3        0     0   202 8/11/2020 
AAA2     1 Sudan Confirmed cc1=  .870426 cc2=  .554198 lx=  4.76826 if=  54 il=  63 3/25/2020  n=   9 now=    6427 end=        117         3         0 U=    34.37 T=  107.7 p1= -98.2 p2=  5493.2 ed=   188 7/28/2020   x1=  54. x2=  63. y1=  1.56 y2=  1.30     
GP: Confirmed Sudan 3/25/2020        63    6427      117       3        0     0   188 7/28/2020 
AAA2     1 Sudan Confirmed cc1=  .931078 cc2=  .663817 lx=  4.76826 if=  51 il=  64 3/26/2020  n=  13 now=    6427 end=        117         3         0 U=    49.64 T=  128.5 p1= -98.2 p2=  5493.2 ed=   245 9/23/2020   x1=  51. x2=  64. y1=  1.56 y2=  1.30     
GP: Confirmed Sudan 3/26/2020        64    6427      117       3        0     0   245 9/23/2020 
AAA2     1 Sudan Confirmed cc1=  .925842 cc2=  .648492 lx=  4.76826 if=  52 il=  64 3/26/2020  n=  12 now=    6427 end=        117         3         0 U=    45.82 T=  123.6 p1= -98.2 p2=  5493.2 ed=   231 9/9/2020    x1=  52. x2=  64. y1=  1.56 y2=  1.30     
GP: Confirmed Sudan 3/26/2020        64    6427      117       3        0     0   231 9/9/2020  
AAA2     1 Sudan Confirmed cc1=  .912716 cc2=  .624041 lx=  4.76826 if=  53 il=  64 3/26/2020  n=  11 now=    6427 end=        117         3         0 U=    42.00 T=  118.6 p1= -98.2 p2=  5493.2 ed=   217 8/26/2020   x1=  53. x2=  64. y1=  1.56 y2=  1.30     
GP: Confirmed Sudan 3/26/2020        64    6427      117       3        0     0   217 8/26/2020 
AAA2     1 Sudan Confirmed cc1=  .887844 cc2=  .586333 lx=  4.76826 if=  54 il=  64 3/26/2020  n=  10 now=    6427 end=        117         3         0 U=    38.18 T=  113.6 p1= -98.2 p2=  5493.2 ed=   203 8/12/2020   x1=  54. x2=  64. y1=  1.56 y2=  1.30     
GP: Confirmed Sudan 3/26/2020        64    6427      117       3        0     0   203 8/12/2020 
AAA2     1 Sudan Confirmed cc1=  .847282 cc2=  .531054 lx=  4.76826 if=  55 il=  64 3/26/2020  n=   9 now=    6427 end=        117         3         0 U=    34.37 T=  108.7 p1= -98.2 p2=  5493.2 ed=   189 7/29/2020   x1=  55. x2=  64. y1=  1.56 y2=  1.30     
GP: Confirmed Sudan 3/26/2020        64    6427      117       3        0     0   189 7/29/2020 
AAA1     1 Sudan Confirmed cc1=  .935974 cc2=  .677776 lx=  4.76826 if=  51 il=  65 3/27/2020  n=  14 now=    6427 end=        117         3       110 U=    53.46 T=  134.5 p1= -98.2 p2=  5493.2 ed=   260 10/8/2020   x1=  51. x2=  65. y1=  1.56 y2=  1.30 BEST
AAA2     1 Sudan Confirmed cc1=  .936059 cc2=  .677776 lx=  4.66826 if=  51 il=  65 3/27/2020  n=  14 now=    6427 end=        117         3       110 U=    53.46 T=  134.5 p1= -98.2 p2=  5493.2 ed=   260 10/8/2020   x1=  51. x2=  65. y1=  1.56 y2=  1.30 BEST
GP: Confirmed Sudan 3/27/2020        65    6427      117       3      110     5   260 10/8/2020 
AAA1     1 Sudan Confirmed cc1=  .929709 cc2=  .662447 lx=  4.76826 if=  52 il=  65 3/27/2020  n=  13 now=    6427 end=        117         3       110 U=    49.64 T=  129.5 p1= -98.2 p2=  5493.2 ed=   246 9/24/2020   x1=  52. x2=  65. y1=  1.56 y2=  1.30 BEST
AAA2     1 Sudan Confirmed cc1=  .929830 cc2=  .662447 lx=  4.66826 if=  52 il=  65 3/27/2020  n=  13 now=    6427 end=        117         3       110 U=    49.64 T=  129.5 p1= -98.2 p2=  5493.2 ed=   246 9/24/2020   x1=  52. x2=  65. y1=  1.56 y2=  1.30 BEST
GP: Confirmed Sudan 3/27/2020        65    6427      117       3      110     5   246 9/24/2020 
AAA1     1 Sudan Confirmed cc1=  .916480 cc2=  .639130 lx=  4.76826 if=  53 il=  65 3/27/2020  n=  12 now=    6427 end=        117         3       110 U=    45.82 T=  124.6 p1= -98.2 p2=  5493.2 ed=   232 9/10/2020   x1=  53. x2=  65. y1=  1.56 y2=  1.30 BEST
AAA2     1 Sudan Confirmed cc1=  .916650 cc2=  .639130 lx=  4.66826 if=  53 il=  65 3/27/2020  n=  12 now=    6427 end=        117         3       110 U=    45.82 T=  124.6 p1= -98.2 p2=  5493.2 ed=   232 9/10/2020   x1=  53. x2=  65. y1=  1.56 y2=  1.30 BEST
GP: Confirmed Sudan 3/27/2020        65    6427      117       3      110     5   232 9/10/2020 
AAA1     1 Sudan Confirmed cc1=  .893615 cc2=  .604940 lx=  4.76826 if=  54 il=  65 3/27/2020  n=  11 now=    6427 end=        117         3       110 U=    42.00 T=  119.6 p1= -98.2 p2=  5493.2 ed=   218 8/27/2020   x1=  54. x2=  65. y1=  1.56 y2=  1.30 BEST
AAA2     1 Sudan Confirmed cc1=  .893848 cc2=  .604940 lx=  4.66826 if=  54 il=  65 3/27/2020  n=  11 now=    6427 end=        117         3       110 U=    42.00 T=  119.6 p1= -98.2 p2=  5493.2 ed=   218 8/27/2020   x1=  54. x2=  65. y1=  1.56 y2=  1.30 BEST
GP: Confirmed Sudan 3/27/2020        65    6427      117       3      110     5   218 8/27/2020 
AAA1     1 Sudan Confirmed cc1=  .860071 cc2=  .558560 lx=  4.76826 if=  55 il=  65 3/27/2020  n=  10 now=    6427 end=        117         3       110 U=    38.18 T=  114.6 p1= -98.2 p2=  5493.2 ed=   204 8/13/2020   x1=  55. x2=  65. y1=  1.56 y2=  1.30 BEST
AAA2     1 Sudan Confirmed cc1=  .860369 cc2=  .558560 lx=  4.66826 if=  55 il=  65 3/27/2020  n=  10 now=    6427 end=        117         3       110 U=    38.18 T=  114.6 p1= -98.2 p2=  5493.2 ed=   204 8/13/2020   x1=  55. x2=  65. y1=  1.56 y2=  1.30 BEST
GP: Confirmed Sudan 3/27/2020        65    6427      117       3      110     5   204 8/13/2020 
AAA2     1 Sudan Confirmed cc1=  .852803 cc2=  .536575 lx= 10.69826 if=  56 il=  65 3/27/2020  n=   9 now=    6427 end=      44278         3       110 U=   217.55 T=  557.0 p1= 588.9 p2=    14.5 ed=   999 undefine    x1=  56. x2=  65. y1=  2.30 y2=  2.26     
GP: Confirmed Sudan 3/27/2020        65    6427    -           3      110     5   999 undefine  
AAA2     1 Sudan Confirmed cc1=  .866025 cc2=  .532692 lx= 10.50826 if=  57 il=  65 3/27/2020  n=   8 now=    6427 end=      36616         3       110 U=   189.63 T=  490.1 p1= 469.7 p2=    17.6 ed=   999 undefine    x1=  57. x2=  65. y1=  2.28 y2=  2.24     
GP: Confirmed Sudan 3/27/2020        65    6427    -           3      110     5   999 undefine  
AAA2     1 Sudan Confirmed cc1=  .872872 cc2=  .519318 lx=  9.80826 if=  58 il=  65 3/27/2020  n=   7 now=    6427 end=      18183         3       110 U=   153.84 T=  398.0 p1= 182.9 p2=    35.3 ed=   999 undefine    x1=  58. x2=  65. y1=  2.21 y2=  2.16     
GP: Confirmed Sudan 3/27/2020        65    6427    18183       3      110     5   999 undefine  
AAA2     1 Sudan Confirmed cc1=  .940991 cc2=  .690991 lx= 10.76826 if=  51 il=  66 3/28/2020  n=  15 now=    6427 end=      47489         5       593 U=    92.66 T=  271.2 p1= 638.9 p2=    13.5 ed=   489 5/25/2021   x1=  51. x2=  66. y1=  2.38 y2=  2.21     
GP: Confirmed Sudan 3/28/2020        66    6427    -           5      593     2   489 5/25/2021 
AAA2     1 Sudan Confirmed cc1=  .936646 cc2=  .678447 lx= 10.76826 if=  52 il=  66 3/28/2020  n=  14 now=    6427 end=      47489         5       593 U=    86.48 T=  257.5 p1= 638.9 p2=    13.5 ed=   461 4/27/2021   x1=  52. x2=  66. y1=  2.38 y2=  2.21     
GP: Confirmed Sudan 3/28/2020        66    6427    -           5      593     2   461 4/27/2021 
AAA2     1 Sudan Confirmed cc1=  .926800 cc2=  .659539 lx=  8.40826 if=  53 il=  66 3/28/2020  n=  13 now=    6427 end=       4483         5       593 U=    61.19 T=  183.3 p1= -30.2 p2=   143.4 ed=   327 12/14/2020  x1=  53. x2=  66. y1=  2.13 y2=  1.92     
GP: Confirmed Sudan 3/28/2020        66    6427     4483       5      593     2   327 12/14/2020
AAA1     1 Sudan Confirmed cc1=  .909739 cc2=  .632389 lx=  6.20826 if=  54 il=  66 3/28/2020  n=  12 now=    6427 end=        496         5       593 U=    39.99 T=  127.0 p1= -92.3 p2=  1295.8 ed=   221 8/30/2020   x1=  54. x2=  66. y1=  1.83 y2=  1.53 BEST
AAA2     1 Sudan Confirmed cc1=  .909739 cc2=  .632389 lx=  6.21026 if=  54 il=  66 3/28/2020  n=  12 now=    6427 end=        496         5       593 U=    39.99 T=  127.0 p1= -92.3 p2=  1295.8 ed=   221 8/30/2020   x1=  54. x2=  66. y1=  1.83 y2=  1.53 BEST
GP: Confirmed Sudan 3/28/2020        66    6427      496       5      593     2   221 8/30/2020 
AAA1     1 Sudan Confirmed cc1=  .883524 cc2=  .594849 lx=  6.16826 if=  55 il=  66 3/28/2020  n=  11 now=    6427 end=        477         5       593 U=    36.38 T=  121.2 p1= -92.6 p2=  1347.4 ed=   207 8/16/2020   x1=  55. x2=  66. y1=  1.82 y2=  1.52 BEST
AAA2     1 Sudan Confirmed cc1=  .883524 cc2=  .594849 lx=  6.17126 if=  55 il=  66 3/28/2020  n=  11 now=    6427 end=        477         5       593 U=    36.38 T=  121.2 p1= -92.6 p2=  1347.4 ed=   207 8/16/2020   x1=  55. x2=  66. y1=  1.82 y2=  1.52 BEST
GP: Confirmed Sudan 3/28/2020        66    6427      477       5      593     2   207 8/16/2020 
AAA2     1 Sudan Confirmed cc1=  .858687 cc2=  .557175 lx= 10.76826 if=  56 il=  66 3/28/2020  n=  10 now=    6427 end=      47489         5       593 U=   104.88 T=  298.3 p1= 638.9 p2=    13.5 ed=   545 7/20/2021   x1=  56. x2=  66. y1=  2.31 y2=  2.21     
GP: Confirmed Sudan 3/28/2020        66    6427    -           5      593     2   545 7/20/2021 
AAA2     1 Sudan Confirmed cc1=  .874530 cc2=  .558302 lx= 10.76826 if=  57 il=  66 3/28/2020  n=   9 now=    6427 end=      47489         5       593 U=    94.39 T=  275.0 p1= 638.9 p2=    13.5 ed=   497 6/2/2021    x1=  57. x2=  66. y1=  2.31 y2=  2.21     
GP: Confirmed Sudan 3/28/2020        66    6427    -           5      593     2   497 6/2/2021  
AAA2     1 Sudan Confirmed cc1=  .887066 cc2=  .553733 lx= 10.76826 if=  58 il=  66 3/28/2020  n=   8 now=    6427 end=      47489         5       593 U=    83.90 T=  251.8 p1= 638.9 p2=    13.5 ed=   449 4/15/2021   x1=  58. x2=  66. y1=  2.31 y2=  2.21     
GP: Confirmed Sudan 3/28/2020        66    6427    -           5      593     2   449 4/15/2021 
