TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4005.00000        8.29530
TAB:  US_Indiana_Lake Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     6537    3494     5002     7   202 8/11/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999060 cc2=  .810078 lx=  8.83530 if= 100 il= 127 5/28/2020  n=  27 now=    4005 end=       6872      3494      5002 U=    42.84 T=  110.3 p1=  71.6 p2=    58.3 ed=   211 8/20/2020   x1= 100. x2= 127. y1=   .24 y2=  -.39     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     6872    3494     5002     7   211 8/20/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998958 cc2=  .806508 lx=  8.85530 if= 101 il= 127 5/28/2020  n=  26 now=    4005 end=       7011      3494      5002 U=    43.98 T=  111.1 p1=  75.1 p2=    57.1 ed=   214 8/23/2020   x1= 101. x2= 127. y1=   .23 y2=  -.36     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     7011    3494     5002     7   214 8/23/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998833 cc2=  .802717 lx=  8.85530 if= 102 il= 127 5/28/2020  n=  25 now=    4005 end=       7011      3494      5002 U=    43.55 T=  111.2 p1=  75.1 p2=    57.1 ed=   214 8/23/2020   x1= 102. x2= 127. y1=   .21 y2=  -.36     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     7011    3494     5002     7   214 8/23/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998720 cc2=  .798720 lx=  8.90530 if= 103 il= 127 5/28/2020  n=  24 now=    4005 end=       7370      3494      5002 U=    46.09 T=  113.5 p1=  84.0 p2=    54.3 ed=   222 8/31/2020   x1= 103. x2= 127. y1=   .23 y2=  -.29     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     7370    3494     5002     7   222 8/31/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998584 cc2=  .794460 lx=  8.95530 if= 104 il= 127 5/28/2020  n=  23 now=    4005 end=       7748      3494      5002 U=    48.73 T=  115.9 p1=  93.5 p2=    51.7 ed=   230 9/8/2020    x1= 104. x2= 127. y1=   .24 y2=  -.23     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     7748    3494     5002     7   230 9/8/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998412 cc2=  .789897 lx=  9.00530 if= 105 il= 127 5/28/2020  n=  22 now=    4005 end=       8146      3494      5002 U=    51.82 T=  118.4 p1= 103.4 p2=    49.2 ed=   240 9/18/2020   x1= 105. x2= 127. y1=   .26 y2=  -.17     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     8146    3494     5002     7   240 9/18/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998189 cc2=  .784988 lx=  8.98530 if= 106 il= 127 5/28/2020  n=  21 now=    4005 end=       7984      3494      5002 U=    50.77 T=  117.3 p1=  99.4 p2=    50.2 ed=   237 9/15/2020   x1= 106. x2= 127. y1=   .22 y2=  -.19     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     7984    3494     5002     7   237 9/15/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997928 cc2=  .779710 lx=  8.94530 if= 107 il= 127 5/28/2020  n=  20 now=    4005 end=       7671      3494      5002 U=    49.37 T=  115.1 p1=  91.5 p2=    52.2 ed=   231 9/9/2020    x1= 107. x2= 127. y1=   .16 y2=  -.24     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     7671    3494     5002     7   231 9/9/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997795 cc2=  .774189 lx=  8.82530 if= 108 il= 127 5/28/2020  n=  19 now=    4005 end=       6804      3494      5002 U=    42.21 T=  109.9 p1=  69.9 p2=    58.9 ed=   209 8/18/2020   x1= 108. x2= 127. y1=   .04 y2=  -.41     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     6804    3494     5002     7   209 8/18/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997467 cc2=  .768051 lx=  8.77530 if= 109 il= 127 5/28/2020  n=  18 now=    4005 end=       6472      3494      5002 U=    39.40 T=  107.9 p1=  61.6 p2=    61.9 ed=   200 8/9/2020    x1= 109. x2= 127. y1=  -.03 y2=  -.48     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     6472    3494     5002     7   200 8/9/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997059 cc2=  .761357 lx=  8.73530 if= 110 il= 127 5/28/2020  n=  17 now=    4005 end=       6218      3494      5002 U=    36.88 T=  106.7 p1=  55.3 p2=    64.4 ed=   193 8/2/2020    x1= 110. x2= 127. y1=  -.09 y2=  -.55     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     6218    3494     5002     7   193 8/2/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .996511 cc2=  .753975 lx=  8.72530 if= 111 il= 127 5/28/2020  n=  16 now=    4005 end=       6156      3494      5002 U=    35.62 T=  106.8 p1=  53.7 p2=    65.1 ed=   190 7/30/2020   x1= 111. x2= 127. y1=  -.12 y2=  -.57     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     6156    3494     5002     7   190 7/30/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .995960 cc2=  .745960 lx=  8.82530 if= 112 il= 127 5/28/2020  n=  15 now=    4005 end=       6804      3494      5002 U=    40.34 T=  110.6 p1=  69.9 p2=    58.9 ed=   205 8/14/2020   x1= 112. x2= 127. y1=  -.03 y2=  -.41     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005     6804    3494     5002     7   205 8/14/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .995892 cc2=  .737693 lx=  9.61530 if= 113 il= 127 5/28/2020  n=  14 now=    4005 end=      14992      3494      5002 U=    84.12 T=  158.6 p1= 274.3 p2=    26.7 ed=   357 1/13/2021   x1= 113. x2= 127. y1=   .54 y2=   .38     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005    -        3494     5002     7   357 1/13/2021 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .994994 cc2=  .727733 lx= 10.16530 if= 114 il= 127 5/28/2020  n=  13 now=    4005 end=      25985      3494      5002 U=   114.82 T=  207.0 p1= 548.8 p2=    15.4 ed=   477 5/13/2021   x1= 114. x2= 127. y1=   .81 y2=   .70     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005    -        3494     5002     7   477 5/13/2021 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .993739 cc2=  .716389 lx= 10.07530 if= 115 il= 127 5/28/2020  n=  12 now=    4005 end=      23749      3494      5002 U=   111.80 T=  199.7 p1= 493.0 p2=    16.9 ed=   463 4/29/2021   x1= 115. x2= 127. y1=   .76 y2=   .65     
GP: Confirmed US_Indiana_Lake 5/28/2020       127    4005    -        3494     5002     7   463 4/29/2021 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997431 cc2=  .881183 lx=  8.32530 if=  55 il= 128 5/29/2020  n=  73 now=    4005 end=       4126      3538      5252 U=    18.70 T=   93.0 p1=   3.0 p2=    97.1 ed=   137 6/7/2020    x1=  55. x2= 128. y1=  2.03 y2= -1.87     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4126    3538     5252     8   137 6/7/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997362 cc2=  .880320 lx=  8.33530 if=  56 il= 128 5/29/2020  n=  72 now=    4005 end=       4168      3538      5252 U=    19.01 T=   93.6 p1=   4.1 p2=    96.1 ed=   138 6/8/2020    x1=  56. x2= 128. y1=  1.98 y2= -1.81     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4168    3538     5252     8   138 6/8/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997294 cc2=  .879443 lx=  8.33530 if=  57 il= 128 5/29/2020  n=  71 now=    4005 end=       4168      3538      5252 U=    18.95 T=   93.7 p1=   4.1 p2=    96.1 ed=   138 6/8/2020    x1=  57. x2= 128. y1=  1.94 y2= -1.81     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4168    3538     5252     8   138 6/8/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997242 cc2=  .878564 lx=  8.33530 if=  58 il= 128 5/29/2020  n=  70 now=    4005 end=       4168      3538      5252 U=    18.99 T=   93.7 p1=   4.1 p2=    96.1 ed=   138 6/8/2020    x1=  58. x2= 128. y1=  1.88 y2= -1.81     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4168    3538     5252     8   138 6/8/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997180 cc2=  .877657 lx=  8.33530 if=  59 il= 128 5/29/2020  n=  69 now=    4005 end=       4168      3538      5252 U=    18.84 T=   93.9 p1=   4.1 p2=    96.1 ed=   138 6/8/2020    x1=  59. x2= 128. y1=  1.85 y2= -1.81     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4168    3538     5252     8   138 6/8/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997179 cc2=  .876793 lx=  8.34530 if=  60 il= 128 5/29/2020  n=  68 now=    4005 end=       4210      3538      5252 U=    19.17 T=   94.5 p1=   5.1 p2=    95.1 ed=   139 6/9/2020    x1=  60. x2= 128. y1=  1.80 y2= -1.75     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4210    3538     5252     8   139 6/9/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997187 cc2=  .875919 lx=  8.34530 if=  61 il= 128 5/29/2020  n=  67 now=    4005 end=       4210      3538      5252 U=    18.89 T=   95.0 p1=   5.1 p2=    95.1 ed=   139 6/9/2020    x1=  61. x2= 128. y1=  1.80 y2= -1.75     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4210    3538     5252     8   139 6/9/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997379 cc2=  .875210 lx=  8.35530 if=  62 il= 128 5/29/2020  n=  66 now=    4005 end=       4252      3538      5252 U=    19.40 T=   95.2 p1=   6.2 p2=    94.2 ed=   140 6/10/2020   x1=  62. x2= 128. y1=  1.71 y2= -1.69     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4252    3538     5252     8   140 6/10/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998264 cc2=  .872275 lx=  8.39530 if=  66 il= 128 5/29/2020  n=  62 now=    4005 end=       4426      3538      5252 U=    21.19 T=   96.3 p1=  10.5 p2=    90.5 ed=   146 6/16/2020   x1=  66. x2= 128. y1=  1.43 y2= -1.50     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4426    3538     5252     8   146 6/16/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998380 cc2=  .871380 lx=  8.40530 if=  67 il= 128 5/29/2020  n=  61 now=    4005 end=       4470      3538      5252 U=    21.56 T=   96.7 p1=  11.6 p2=    89.6 ed=   147 6/17/2020   x1=  67. x2= 128. y1=  1.38 y2= -1.45     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4470    3538     5252     8   147 6/17/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998799 cc2=  .869699 lx=  8.42530 if=  69 il= 128 5/29/2020  n=  59 now=    4005 end=       4561      3538      5252 U=    22.64 T=   97.0 p1=  13.9 p2=    87.8 ed=   150 6/20/2020   x1=  69. x2= 128. y1=  1.24 y2= -1.37     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4561    3538     5252     8   150 6/20/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998880 cc2=  .868691 lx=  8.43530 if=  70 il= 128 5/29/2020  n=  58 now=    4005 end=       4606      3538      5252 U=    23.12 T=   97.2 p1=  15.0 p2=    87.0 ed=   151 6/21/2020   x1=  70. x2= 128. y1=  1.18 y2= -1.33     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4606    3538     5252     8   151 6/21/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998937 cc2=  .867631 lx=  8.44530 if=  71 il= 128 5/29/2020  n=  57 now=    4005 end=       4653      3538      5252 U=    23.57 T=   97.5 p1=  16.2 p2=    86.1 ed=   153 6/23/2020   x1=  71. x2= 128. y1=  1.12 y2= -1.29     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4653    3538     5252     8   153 6/23/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998983 cc2=  .866530 lx=  8.45530 if=  72 il= 128 5/29/2020  n=  56 now=    4005 end=       4699      3538      5252 U=    23.90 T=   97.9 p1=  17.3 p2=    85.2 ed=   154 6/24/2020   x1=  72. x2= 128. y1=  1.08 y2= -1.26     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4699    3538     5252     8   154 6/24/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999062 cc2=  .865432 lx=  8.46530 if=  73 il= 128 5/29/2020  n=  55 now=    4005 end=       4747      3538      5252 U=    24.72 T=   97.7 p1=  18.5 p2=    84.4 ed=   156 6/26/2020   x1=  73. x2= 128. y1=  1.00 y2= -1.22     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4747    3538     5252     8   156 6/26/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999042 cc2=  .864202 lx=  8.46530 if=  74 il= 128 5/29/2020  n=  54 now=    4005 end=       4747      3538      5252 U=    24.55 T=   97.9 p1=  18.5 p2=    84.4 ed=   155 6/25/2020   x1=  74. x2= 128. y1=   .98 y2= -1.22     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4747    3538     5252     8   155 6/25/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999065 cc2=  .862982 lx=  8.47530 if=  75 il= 128 5/29/2020  n=  53 now=    4005 end=       4794      3538      5252 U=    24.85 T=   98.4 p1=  19.7 p2=    83.5 ed=   157 6/27/2020   x1=  75. x2= 128. y1=   .94 y2= -1.19     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4794    3538     5252     8   157 6/27/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999125 cc2=  .861764 lx=  8.48530 if=  76 il= 128 5/29/2020  n=  52 now=    4005 end=       4843      3538      5252 U=    25.31 T=   98.7 p1=  20.9 p2=    82.7 ed=   158 6/28/2020   x1=  76. x2= 128. y1=   .90 y2= -1.16     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4843    3538     5252     8   158 6/28/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999182 cc2=  .860507 lx=  8.49530 if=  77 il= 128 5/29/2020  n=  51 now=    4005 end=       4891      3538      5252 U=    25.67 T=   99.1 p1=  22.1 p2=    81.9 ed=   159 6/29/2020   x1=  77. x2= 128. y1=   .86 y2= -1.13     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4891    3538     5252     8   159 6/29/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999271 cc2=  .859243 lx=  8.51530 if=  78 il= 128 5/29/2020  n=  50 now=    4005 end=       4990      3538      5252 U=    26.61 T=   99.6 p1=  24.6 p2=    80.3 ed=   162 7/2/2020    x1=  78. x2= 128. y1=   .81 y2= -1.07     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     4990    3538     5252     8   162 7/2/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999329 cc2=  .857907 lx=  8.52530 if=  79 il= 128 5/29/2020  n=  49 now=    4005 end=       5040      3538      5252 U=    27.03 T=   99.9 p1=  25.8 p2=    79.5 ed=   163 7/3/2020    x1=  79. x2= 128. y1=   .77 y2= -1.04     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5040    3538     5252     8   163 7/3/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999403 cc2=  .856546 lx=  8.53530 if=  80 il= 128 5/29/2020  n=  48 now=    4005 end=       5091      3538      5252 U=    28.02 T=   99.7 p1=  27.1 p2=    78.7 ed=   165 7/5/2020    x1=  80. x2= 128. y1=   .70 y2= -1.01     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5091    3538     5252     8   165 7/5/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999377 cc2=  .855039 lx=  8.54530 if=  81 il= 128 5/29/2020  n=  47 now=    4005 end=       5142      3538      5252 U=    28.61 T=   99.9 p1=  28.4 p2=    77.9 ed=   167 7/7/2020    x1=  81. x2= 128. y1=   .66 y2=  -.98     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5142    3538     5252     8   167 7/7/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999337 cc2=  .853472 lx=  8.54530 if=  82 il= 128 5/29/2020  n=  46 now=    4005 end=       5142      3538      5252 U=    28.62 T=   99.8 p1=  28.4 p2=    77.9 ed=   167 7/7/2020    x1=  82. x2= 128. y1=   .62 y2=  -.98     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5142    3538     5252     8   167 7/7/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999293 cc2=  .851851 lx=  8.54530 if=  83 il= 128 5/29/2020  n=  45 now=    4005 end=       5142      3538      5252 U=    28.27 T=  100.2 p1=  28.4 p2=    77.9 ed=   166 7/6/2020    x1=  83. x2= 128. y1=   .61 y2=  -.98     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5142    3538     5252     8   166 7/6/2020  
AAA1     1 US_Indiana_Lake Confirmed cc1=  .999275 cc2=  .850204 lx=  8.55530 if=  84 il= 128 5/29/2020  n=  44 now=    4005 end=       5194      3538      5252 U=    28.69 T=  100.5 p1=  29.7 p2=    77.1 ed=   168 7/8/2020    x1=  84. x2= 128. y1=   .58 y2=  -.96 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999275 cc2=  .850204 lx=  8.55230 if=  84 il= 128 5/29/2020  n=  44 now=    4005 end=       5194      3538      5252 U=    28.69 T=  100.5 p1=  29.7 p2=    77.1 ed=   168 7/8/2020    x1=  84. x2= 128. y1=   .58 y2=  -.96 BEST
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5194    3538     5252     8   168 7/8/2020  
AAA1     1 US_Indiana_Lake Confirmed cc1=  .999259 cc2=  .848503 lx=  8.56530 if=  85 il= 128 5/29/2020  n=  43 now=    4005 end=       5246      3538      5252 U=    29.65 T=  100.4 p1=  31.0 p2=    76.3 ed=   170 7/10/2020   x1=  85. x2= 128. y1=   .52 y2=  -.93 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999259 cc2=  .848503 lx=  8.56130 if=  85 il= 128 5/29/2020  n=  43 now=    4005 end=       5246      3538      5252 U=    29.65 T=  100.4 p1=  31.0 p2=    76.3 ed=   170 7/10/2020   x1=  85. x2= 128. y1=   .52 y2=  -.93 BEST
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5246    3538     5252     8   170 7/10/2020 
AAA1     1 US_Indiana_Lake Confirmed cc1=  .999208 cc2=  .846709 lx=  8.55530 if=  86 il= 128 5/29/2020  n=  42 now=    4005 end=       5194      3538      5252 U=    29.15 T=  100.1 p1=  29.7 p2=    77.1 ed=   168 7/8/2020    x1=  86. x2= 128. y1=   .48 y2=  -.96 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999208 cc2=  .846709 lx=  8.55930 if=  86 il= 128 5/29/2020  n=  42 now=    4005 end=       5194      3538      5252 U=    29.15 T=  100.1 p1=  29.7 p2=    77.1 ed=   168 7/8/2020    x1=  86. x2= 128. y1=   .48 y2=  -.96 BEST
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5194    3538     5252     8   168 7/8/2020  
AAA1     1 US_Indiana_Lake Confirmed cc1=  .999150 cc2=  .844847 lx=  8.55530 if=  87 il= 128 5/29/2020  n=  41 now=    4005 end=       5194      3538      5252 U=    29.29 T=  100.0 p1=  29.7 p2=    77.1 ed=   169 7/9/2020    x1=  87. x2= 128. y1=   .44 y2=  -.96 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999150 cc2=  .844847 lx=  8.55930 if=  87 il= 128 5/29/2020  n=  41 now=    4005 end=       5194      3538      5252 U=    29.29 T=  100.0 p1=  29.7 p2=    77.1 ed=   169 7/9/2020    x1=  87. x2= 128. y1=   .44 y2=  -.96 BEST
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5194    3538     5252     8   169 7/9/2020  
AAA1     1 US_Indiana_Lake Confirmed cc1=  .999095 cc2=  .842921 lx=  8.55530 if=  88 il= 128 5/29/2020  n=  40 now=    4005 end=       5194      3538      5252 U=    28.70 T=  100.5 p1=  29.7 p2=    77.1 ed=   168 7/8/2020    x1=  88. x2= 128. y1=   .44 y2=  -.96 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999095 cc2=  .842921 lx=  8.55530 if=  88 il= 128 5/29/2020  n=  40 now=    4005 end=       5194      3538      5252 U=    28.70 T=  100.5 p1=  29.7 p2=    77.1 ed=   168 7/8/2020    x1=  88. x2= 128. y1=   .44 y2=  -.96 BEST
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5194    3538     5252     8   168 7/8/2020  
AAA1     1 US_Indiana_Lake Confirmed cc1=  .999053 cc2=  .840939 lx=  8.56530 if=  89 il= 128 5/29/2020  n=  39 now=    4005 end=       5246      3538      5252 U=    29.31 T=  100.7 p1=  31.0 p2=    76.3 ed=   169 7/9/2020    x1=  89. x2= 128. y1=   .40 y2=  -.93 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999053 cc2=  .840939 lx=  8.56330 if=  89 il= 128 5/29/2020  n=  39 now=    4005 end=       5246      3538      5252 U=    29.31 T=  100.7 p1=  31.0 p2=    76.3 ed=   169 7/9/2020    x1=  89. x2= 128. y1=   .40 y2=  -.93 BEST
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5246    3538     5252     8   169 7/9/2020  
AAA1     1 US_Indiana_Lake Confirmed cc1=  .998987 cc2=  .838859 lx=  8.56530 if=  90 il= 128 5/29/2020  n=  38 now=    4005 end=       5246      3538      5252 U=    29.12 T=  100.9 p1=  31.0 p2=    76.3 ed=   169 7/9/2020    x1=  90. x2= 128. y1=   .37 y2=  -.93 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998987 cc2=  .838859 lx=  8.56830 if=  90 il= 128 5/29/2020  n=  38 now=    4005 end=       5246      3538      5252 U=    29.12 T=  100.9 p1=  31.0 p2=    76.3 ed=   169 7/9/2020    x1=  90. x2= 128. y1=   .37 y2=  -.93 BEST
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5246    3538     5252     8   169 7/9/2020  
AAA1     1 US_Indiana_Lake Confirmed cc1=  .998946 cc2=  .836725 lx=  8.57530 if=  91 il= 128 5/29/2020  n=  37 now=    4005 end=       5299      3538      5252 U=    29.58 T=  101.2 p1=  32.3 p2=    75.6 ed=   170 7/10/2020   x1=  91. x2= 128. y1=   .34 y2=  -.91 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998947 cc2=  .836725 lx=  8.57930 if=  91 il= 128 5/29/2020  n=  37 now=    4005 end=       5299      3538      5252 U=    29.58 T=  101.2 p1=  32.3 p2=    75.6 ed=   170 7/10/2020   x1=  91. x2= 128. y1=   .34 y2=  -.91 BEST
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5299    3538     5252     8   170 7/10/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998907 cc2=  .834508 lx=  8.59530 if=  92 il= 128 5/29/2020  n=  36 now=    4005 end=       5406      3538      5252 U=    30.31 T=  102.0 p1=  35.0 p2=    74.1 ed=   173 7/13/2020   x1=  92. x2= 128. y1=   .33 y2=  -.86     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5406    3538     5252     8   173 7/13/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998916 cc2=  .832249 lx=  8.61530 if=  93 il= 128 5/29/2020  n=  35 now=    4005 end=       5515      3538      5252 U=    31.70 T=  102.3 p1=  37.7 p2=    72.6 ed=   177 7/17/2020   x1=  93. x2= 128. y1=   .29 y2=  -.81     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5515    3538     5252     8   177 7/17/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998837 cc2=  .829806 lx=  8.62530 if=  94 il= 128 5/29/2020  n=  34 now=    4005 end=       5570      3538      5252 U=    32.27 T=  102.5 p1=  39.1 p2=    71.9 ed=   178 7/18/2020   x1=  94. x2= 128. y1=   .26 y2=  -.79     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5570    3538     5252     8   178 7/18/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998739 cc2=  .827241 lx=  8.63530 if=  95 il= 128 5/29/2020  n=  33 now=    4005 end=       5626      3538      5252 U=    32.02 T=  103.4 p1=  40.5 p2=    71.2 ed=   178 7/18/2020   x1=  95. x2= 128. y1=   .26 y2=  -.77     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5626    3538     5252     8   178 7/18/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998821 cc2=  .824743 lx=  8.67530 if=  96 il= 128 5/29/2020  n=  32 now=    4005 end=       5856      3538      5252 U=    33.60 T=  105.0 p1=  46.2 p2=    68.4 ed=   184 7/24/2020   x1=  96. x2= 128. y1=   .27 y2=  -.69     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     5856    3538     5252     8   184 7/24/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999158 cc2=  .822381 lx=  8.75530 if=  97 il= 128 5/29/2020  n=  31 now=    4005 end=       6344      3538      5252 U=    38.44 T=  107.3 p1=  58.4 p2=    63.1 ed=   198 8/7/2020    x1=  97. x2= 128. y1=   .27 y2=  -.54     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     6344    3538     5252     8   198 8/7/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999151 cc2=  .819546 lx=  8.79530 if=  98 il= 128 5/29/2020  n=  30 now=    4005 end=       6603      3538      5252 U=    40.55 T=  108.9 p1=  64.9 p2=    60.7 ed=   204 8/13/2020   x1=  98. x2= 128. y1=   .27 y2=  -.47     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     6603    3538     5252     8   204 8/13/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999121 cc2=  .816547 lx=  8.83530 if=  99 il= 128 5/29/2020  n=  29 now=    4005 end=       6872      3538      5252 U=    42.46 T=  110.6 p1=  71.6 p2=    58.3 ed=   210 8/19/2020   x1=  99. x2= 128. y1=   .27 y2=  -.41     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     6872    3538     5252     8   210 8/19/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .999111 cc2=  .813416 lx=  8.89530 if= 100 il= 128 5/29/2020  n=  28 now=    4005 end=       7297      3538      5252 U=    46.01 T=  113.1 p1=  82.2 p2=    54.9 ed=   221 8/30/2020   x1= 100. x2= 128. y1=   .29 y2=  -.32     
GP: Confirmed US_Indiana_Lake 5/29/2020       128    4005     7297    3538     5252     8   221 8/30/2020 
