TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3985.00000        8.29029
TAB:  US_California_Alameda Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_California_Alameda 3/10/2020        48    3985      120       3        0     0   132 6/2/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .924511 cc2=  .516262 lx=  4.29029 if=  43 il=  48 3/10/2020  n=   5 now=    3985 end=         72         3         0 U=    16.90 T=   67.6 p1= -98.2 p2=  5534.7 ed=   107 5/8/2020    x1=  43. x2=  48. y1=  1.46 y2=  1.16     
GP: Confirmed US_California_Alameda 3/10/2020        48    3985       72       3        0     0   107 5/8/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .925605 cc2=  .592272 lx= 10.29029 if=  41 il=  49 3/11/2020  n=   8 now=    3985 end=      29445         5         0 U=    47.04 T=  150.7 p1= 638.9 p2=    13.5 ed=   261 10/9/2020   x1=  41. x2=  49. y1=  2.33 y2=  2.16     
GP: Confirmed US_California_Alameda 3/11/2020        49    3985    -           5        0     0   261 10/9/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .940181 cc2=  .586627 lx= 10.29029 if=  42 il=  49 3/11/2020  n=   7 now=    3985 end=      29445         5         0 U=    41.16 T=  137.9 p1= 638.9 p2=    13.5 ed=   235 9/13/2020   x1=  42. x2=  49. y1=  2.33 y2=  2.16     
GP: Confirmed US_California_Alameda 3/11/2020        49    3985    -           5        0     0   235 9/13/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .945223 cc2=  .567259 lx= 10.29029 if=  43 il=  49 3/11/2020  n=   6 now=    3985 end=      29445         5         0 U=    35.28 T=  125.2 p1= 638.9 p2=    13.5 ed=   208 8/17/2020   x1=  43. x2=  49. y1=  2.33 y2=  2.16     
GP: Confirmed US_California_Alameda 3/11/2020        49    3985    -           5        0     0   208 8/17/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .929168 cc2=  .520920 lx= 10.29029 if=  44 il=  49 3/11/2020  n=   5 now=    3985 end=      29445         5         0 U=    29.40 T=  112.5 p1= 638.9 p2=    13.5 ed=   181 7/21/2020   x1=  44. x2=  49. y1=  2.33 y2=  2.16     
GP: Confirmed US_California_Alameda 3/11/2020        49    3985    -           5        0     0   181 7/21/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .946356 cc2=  .630128 lx= 10.29029 if=  41 il=  50 3/12/2020  n=   9 now=    3985 end=      29445         5       662 U=    52.92 T=  164.4 p1= 638.9 p2=    13.5 ed=   289 11/6/2020   x1=  41. x2=  50. y1=  2.33 y2=  2.16     
GP: Confirmed US_California_Alameda 3/12/2020        50    3985    -           5      662     1   289 11/6/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .957653 cc2=  .624319 lx= 10.29029 if=  42 il=  50 3/12/2020  n=   8 now=    3985 end=      29445         5       662 U=    47.04 T=  151.7 p1= 638.9 p2=    13.5 ed=   262 10/10/2020  x1=  42. x2=  50. y1=  2.33 y2=  2.16     
GP: Confirmed US_California_Alameda 3/12/2020        50    3985    -           5      662     1   262 10/10/2020
AAA2     1 US_California_Alameda Confirmed cc1=  .960964 cc2=  .607411 lx= 10.29029 if=  43 il=  50 3/12/2020  n=   7 now=    3985 end=      29445         5       662 U=    41.16 T=  138.9 p1= 638.9 p2=    13.5 ed=   236 9/14/2020   x1=  43. x2=  50. y1=  2.33 y2=  2.16     
GP: Confirmed US_California_Alameda 3/12/2020        50    3985    -           5      662     1   236 9/14/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .949582 cc2=  .571618 lx=  6.40029 if=  44 il=  50 3/12/2020  n=   6 now=    3985 end=        602         5       662 U=    20.72 T=   82.5 p1= -84.9 p2=   662.0 ed=   131 6/1/2020    x1=  44. x2=  50. y1=  1.86 y2=  1.57 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .949582 cc2=  .571618 lx=  6.39629 if=  44 il=  50 3/12/2020  n=   6 now=    3985 end=        602         5       662 U=    20.72 T=   82.5 p1= -84.9 p2=   662.0 ed=   131 6/1/2020    x1=  44. x2=  50. y1=  1.86 y2=  1.57 BEST
GP: Confirmed US_California_Alameda 3/12/2020        50    3985      602       5      662     1   131 6/1/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .919517 cc2=  .511269 lx= 10.29029 if=  45 il=  50 3/12/2020  n=   5 now=    3985 end=      29445         5       662 U=    49.83 T=  157.7 p1= 638.9 p2=    13.5 ed=   275 10/23/2020  x1=  45. x2=  50. y1=  2.26 y2=  2.16     
GP: Confirmed US_California_Alameda 3/12/2020        50    3985    -           5      662     1   275 10/23/2020
AAA2     1 US_California_Alameda Confirmed cc1=  .959110 cc2=  .657598 lx= 10.29029 if=  41 il=  51 3/13/2020  n=  10 now=    3985 end=      29445         7        73 U=    47.71 T=  152.2 p1= 638.9 p2=    13.5 ed=   264 10/12/2020  x1=  41. x2=  51. y1=  2.33 y2=  2.12     
GP: Confirmed US_California_Alameda 3/13/2020        51    3985    -           7       73     1   264 10/12/2020
AAA2     1 US_California_Alameda Confirmed cc1=  .969072 cc2=  .652845 lx= 10.29029 if=  42 il=  51 3/13/2020  n=   9 now=    3985 end=      29445         7        73 U=    42.94 T=  142.1 p1= 638.9 p2=    13.5 ed=   243 9/21/2020   x1=  42. x2=  51. y1=  2.33 y2=  2.12     
GP: Confirmed US_California_Alameda 3/13/2020        51    3985    -           7       73     1   243 9/21/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .972834 cc2=  .639500 lx= 10.29029 if=  43 il=  51 3/13/2020  n=   8 now=    3985 end=      29445         7        73 U=    38.17 T=  132.0 p1= 638.9 p2=    13.5 ed=   222 8/31/2020   x1=  43. x2=  51. y1=  2.33 y2=  2.12     
GP: Confirmed US_California_Alameda 3/13/2020        51    3985    -           7       73     1   222 8/31/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .966679 cc2=  .613125 lx=  6.23029 if=  44 il=  51 3/13/2020  n=   7 now=    3985 end=        507         7        73 U=    18.69 T=   78.2 p1= -87.3 p2=   786.0 ed=   122 5/23/2020   x1=  44. x2=  51. y1=  1.83 y2=  1.45     
GP: Confirmed US_California_Alameda 3/13/2020        51    3985      507       7       73     1   122 5/23/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .950490 cc2=  .572525 lx= 10.29029 if=  45 il=  51 3/13/2020  n=   6 now=    3985 end=      29445         7        73 U=    42.89 T=  142.0 p1= 638.9 p2=    13.5 ed=   243 9/21/2020   x1=  45. x2=  51. y1=  2.26 y2=  2.12     
GP: Confirmed US_California_Alameda 3/13/2020        51    3985    -           7       73     1   243 9/21/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .969092 cc2=  .560844 lx=  4.90029 if=  46 il=  51 3/13/2020  n=   5 now=    3985 end=        134         7        73 U=    14.14 T=   66.3 p1= -96.6 p2=  2973.9 ed=    99 4/30/2020   x1=  46. x2=  51. y1=  1.44 y2=  1.08 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .969092 cc2=  .560844 lx=  4.90429 if=  46 il=  51 3/13/2020  n=   5 now=    3985 end=        134         7        73 U=    14.14 T=   66.3 p1= -96.6 p2=  2973.9 ed=    99 4/30/2020   x1=  46. x2=  51. y1=  1.44 y2=  1.08 BEST
GP: Confirmed US_California_Alameda 3/13/2020        51    3985      134       7       73     1    99 4/30/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .962869 cc2=  .674194 lx= 10.29029 if=  41 il=  52 3/14/2020  n=  11 now=    3985 end=      29445        11         0 U=    41.46 T=  137.7 p1= 638.9 p2=    13.5 ed=   235 9/13/2020   x1=  41. x2=  52. y1=  2.33 y2=  2.07     
GP: Confirmed US_California_Alameda 3/14/2020        52    3985    -          11        0     0   235 9/13/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .972232 cc2=  .670721 lx= 10.29029 if=  42 il=  52 3/14/2020  n=  10 now=    3985 end=      29445        11         0 U=    37.69 T=  129.9 p1= 638.9 p2=    13.5 ed=   218 8/27/2020   x1=  42. x2=  52. y1=  2.33 y2=  2.07     
GP: Confirmed US_California_Alameda 3/14/2020        52    3985    -          11        0     0   218 8/27/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .976732 cc2=  .660504 lx= 10.29029 if=  43 il=  52 3/14/2020  n=   9 now=    3985 end=      29445        11         0 U=    33.92 T=  122.1 p1= 638.9 p2=    13.5 ed=   202 8/11/2020   x1=  43. x2=  52. y1=  2.33 y2=  2.07     
GP: Confirmed US_California_Alameda 3/14/2020        52    3985    -          11        0     0   202 8/11/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .973608 cc2=  .640275 lx= 10.29029 if=  44 il=  52 3/14/2020  n=   8 now=    3985 end=      29445        11         0 U=    30.15 T=  114.3 p1= 638.9 p2=    13.5 ed=   185 7/25/2020   x1=  44. x2=  52. y1=  2.33 y2=  2.07     
GP: Confirmed US_California_Alameda 3/14/2020        52    3985    -          11        0     0   185 7/25/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .962098 cc2=  .608544 lx= 10.29029 if=  45 il=  52 3/14/2020  n=   7 now=    3985 end=      29445        11         0 U=    35.79 T=  125.9 p1= 638.9 p2=    13.5 ed=   210 8/19/2020   x1=  45. x2=  52. y1=  2.26 y2=  2.07     
GP: Confirmed US_California_Alameda 3/14/2020        52    3985    -          11        0     0   210 8/19/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .977719 cc2=  .599754 lx= 10.29029 if=  46 il=  52 3/14/2020  n=   6 now=    3985 end=      29445        11         0 U=    30.68 T=  115.4 p1= 638.9 p2=    13.5 ed=   187 7/27/2020   x1=  46. x2=  52. y1=  2.26 y2=  2.07     
GP: Confirmed US_California_Alameda 3/14/2020        52    3985    -          11        0     0   187 7/27/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .980669 cc2=  .572421 lx= 10.29029 if=  47 il=  52 3/14/2020  n=   5 now=    3985 end=      29445        11         0 U=    25.57 T=  104.8 p1= 638.9 p2=    13.5 ed=   165 7/5/2020    x1=  47. x2=  52. y1=  2.26 y2=  2.07     
GP: Confirmed US_California_Alameda 3/14/2020        52    3985    -          11        0     0   165 7/5/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .970945 cc2=  .693595 lx= 10.29029 if=  41 il=  53 3/15/2020  n=  12 now=    3985 end=      29445        11       220 U=    45.23 T=  146.4 p1= 638.9 p2=    13.5 ed=   253 10/1/2020   x1=  41. x2=  53. y1=  2.33 y2=  2.07     
GP: Confirmed US_California_Alameda 3/15/2020        53    3985    -          11      220     1   253 10/1/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .978573 cc2=  .689898 lx= 10.29029 if=  42 il=  53 3/15/2020  n=  11 now=    3985 end=      29445        11       220 U=    41.46 T=  138.7 p1= 638.9 p2=    13.5 ed=   236 9/14/2020   x1=  42. x2=  53. y1=  2.33 y2=  2.07     
GP: Confirmed US_California_Alameda 3/15/2020        53    3985    -          11      220     1   236 9/14/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .982017 cc2=  .680506 lx= 10.29029 if=  43 il=  53 3/15/2020  n=  10 now=    3985 end=      29445        11       220 U=    37.69 T=  130.9 p1= 638.9 p2=    13.5 ed=   219 8/28/2020   x1=  43. x2=  53. y1=  2.33 y2=  2.07     
GP: Confirmed US_California_Alameda 3/15/2020        53    3985    -          11      220     1   219 8/28/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .979521 cc2=  .663294 lx= 10.29029 if=  44 il=  53 3/15/2020  n=   9 now=    3985 end=      29445        11       220 U=    33.92 T=  123.1 p1= 638.9 p2=    13.5 ed=   203 8/12/2020   x1=  44. x2=  53. y1=  2.33 y2=  2.07     
GP: Confirmed US_California_Alameda 3/15/2020        53    3985    -          11      220     1   203 8/12/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .971901 cc2=  .638567 lx= 10.29029 if=  45 il=  53 3/15/2020  n=   8 now=    3985 end=      29445        11       220 U=    40.91 T=  137.5 p1= 638.9 p2=    13.5 ed=   234 9/12/2020   x1=  45. x2=  53. y1=  2.26 y2=  2.07     
GP: Confirmed US_California_Alameda 3/15/2020        53    3985    -          11      220     1   234 9/12/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .981007 cc2=  .627454 lx= 10.29029 if=  46 il=  53 3/15/2020  n=   7 now=    3985 end=      29445        11       220 U=    35.79 T=  126.9 p1= 638.9 p2=    13.5 ed=   211 8/20/2020   x1=  46. x2=  53. y1=  2.26 y2=  2.07     
GP: Confirmed US_California_Alameda 3/15/2020        53    3985    -          11      220     1   211 8/20/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .980430 cc2=  .602466 lx=  5.01029 if=  47 il=  53 3/15/2020  n=   6 now=    3985 end=        149        11       220 U=    11.94 T=   64.5 p1= -96.3 p2=  2674.5 ed=    92 4/23/2020   x1=  47. x2=  53. y1=  1.46 y2=   .96 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .980430 cc2=  .602466 lx=  5.00729 if=  47 il=  53 3/15/2020  n=   6 now=    3985 end=        149        11       220 U=    11.94 T=   64.5 p1= -96.3 p2=  2674.5 ed=    92 4/23/2020   x1=  47. x2=  53. y1=  1.46 y2=   .96 BEST
GP: Confirmed US_California_Alameda 3/15/2020        53    3985      149      11      220     1    92 4/23/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .968956 cc2=  .560708 lx=  6.85029 if=  48 il=  53 3/15/2020  n=   5 now=    3985 end=        944        11       220 U=    19.53 T=   82.2 p1= -76.3 p2=   422.1 ed=   128 5/29/2020   x1=  48. x2=  53. y1=  1.75 y2=  1.49     
GP: Confirmed US_California_Alameda 3/15/2020        53    3985      944      11      220     1   128 5/29/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .973700 cc2=  .706439 lx= 10.29029 if=  41 il=  54 3/16/2020  n=  13 now=    3985 end=      29445        18         0 U=    39.43 T=  132.9 p1= 638.9 p2=    13.5 ed=   225 9/3/2020    x1=  41. x2=  54. y1=  2.33 y2=  2.00     
GP: Confirmed US_California_Alameda 3/16/2020        54    3985    -          18        0     0   225 9/3/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .980750 cc2=  .703400 lx= 10.29029 if=  42 il=  54 3/16/2020  n=  12 now=    3985 end=      29445        18         0 U=    36.39 T=  126.8 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  42. x2=  54. y1=  2.33 y2=  2.00     
GP: Confirmed US_California_Alameda 3/16/2020        54    3985    -          18        0     0   212 8/21/2020 
