TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3985.00000        8.29029
TAB:  US_California_Alameda Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     6636    3725     4784     7   205 8/14/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .995466 cc2=  .875080 lx=  8.84029 if=  67 il= 135 6/5/2020   n=  68 now=    3985 end=       6907      3725      4784 U=    41.01 T=  115.2 p1=  73.3 p2=    57.7 ed=   212 8/21/2020   x1=  67. x2= 135. y1=  1.18 y2=  -.48     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     6907    3725     4784     7   212 8/21/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .995507 cc2=  .874240 lx=  8.86029 if=  68 il= 135 6/5/2020   n=  67 now=    3985 end=       7046      3725      4784 U=    41.41 T=  116.4 p1=  76.8 p2=    56.6 ed=   214 8/23/2020   x1=  68. x2= 135. y1=  1.17 y2=  -.45     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     7046    3725     4784     7   214 8/23/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .995695 cc2=  .873526 lx=  8.90029 if=  69 il= 135 6/5/2020   n=  66 now=    3985 end=       7334      3725      4784 U=    42.91 T=  118.3 p1=  84.0 p2=    54.3 ed=   219 8/28/2020   x1=  69. x2= 135. y1=  1.15 y2=  -.39     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     7334    3725     4784     7   219 8/28/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .995930 cc2=  .872839 lx=  8.95029 if=  70 il= 135 6/5/2020   n=  65 now=    3985 end=       7710      3725      4784 U=    43.84 T=  121.1 p1=  93.5 p2=    51.7 ed=   224 9/2/2020    x1=  70. x2= 135. y1=  1.16 y2=  -.32     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     7710    3725     4784     7   224 9/2/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .996640 cc2=  .872605 lx=  9.04029 if=  71 il= 135 6/5/2020   n=  64 now=    3985 end=       8436      3725      4784 U=    47.37 T=  125.5 p1= 111.7 p2=    47.2 ed=   237 9/15/2020   x1=  71. x2= 135. y1=  1.15 y2=  -.20     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     8436    3725     4784     7   237 9/15/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .997382 cc2=  .872382 lx=  9.15029 if=  72 il= 135 6/5/2020   n=  63 now=    3985 end=       9417      3725      4784 U=    52.82 T=  131.0 p1= 136.3 p2=    42.3 ed=   255 10/3/2020   x1=  72. x2= 135. y1=  1.12 y2=  -.08     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     9417    3725     4784     7   255 10/3/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .997714 cc2=  .871726 lx=  9.23029 if=  73 il= 135 6/5/2020   n=  62 now=    3985 end=      10201      3725      4784 U=    56.69 T=  135.4 p1= 156.0 p2=    39.1 ed=   269 10/17/2020  x1=  73. x2= 135. y1=  1.10 y2=   .01     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    10201    3725     4784     7   269 10/17/2020
AAA2     1 US_California_Alameda Confirmed cc1=  .997897 cc2=  .870897 lx=  9.31029 if=  74 il= 135 6/5/2020   n=  61 now=    3985 end=      11051      3725      4784 U=    60.68 T=  140.1 p1= 177.3 p2=    36.1 ed=   283 10/31/2020  x1=  74. x2= 135. y1=  1.09 y2=   .08     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    11051    3725     4784     7   283 10/31/2020
AAA2     1 US_California_Alameda Confirmed cc1=  .997944 cc2=  .869907 lx=  9.36029 if=  75 il= 135 6/5/2020   n=  60 now=    3985 end=      11617      3725      4784 U=    62.22 T=  143.0 p1= 191.5 p2=    34.3 ed=   289 11/6/2020   x1=  75. x2= 135. y1=  1.09 y2=   .13     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    11617    3725     4784     7   289 11/6/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998083 cc2=  .868984 lx=  9.45029 if=  76 il= 135 6/5/2020   n=  59 now=    3985 end=      12711      3725      4784 U=    66.06 T=  148.5 p1= 219.0 p2=    31.4 ed=   304 11/21/2020  x1=  76. x2= 135. y1=  1.10 y2=   .20     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   304 11/21/2020
AAA2     1 US_California_Alameda Confirmed cc1=  .998192 cc2=  .868003 lx=  9.54029 if=  77 il= 135 6/5/2020   n=  58 now=    3985 end=      13909      3725      4784 U=    69.72 T=  154.2 p1= 249.0 p2=    28.7 ed=   318 12/5/2020   x1=  77. x2= 135. y1=  1.11 y2=   .28     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   318 12/5/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998306 cc2=  .866999 lx=  9.64029 if=  78 il= 135 6/5/2020   n=  57 now=    3985 end=      15371      3725      4784 U=    74.04 T=  160.8 p1= 285.7 p2=    25.9 ed=   335 12/22/2020  x1=  78. x2= 135. y1=  1.12 y2=   .35     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   335 12/22/2020
AAA2     1 US_California_Alameda Confirmed cc1=  .998394 cc2=  .865941 lx=  9.74029 if=  79 il= 135 6/5/2020   n=  56 now=    3985 end=      16988      3725      4784 U=    78.42 T=  167.7 p1= 326.3 p2=    23.5 ed=   352 1/8/2021    x1=  79. x2= 135. y1=  1.13 y2=   .42     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   352 1/8/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998454 cc2=  .864824 lx=  9.85029 if=  80 il= 135 6/5/2020   n=  55 now=    3985 end=      18963      3725      4784 U=    82.96 T=  175.4 p1= 375.9 p2=    21.0 ed=   371 1/27/2021   x1=  80. x2= 135. y1=  1.15 y2=   .49     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   371 1/27/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998518 cc2=  .863678 lx=  9.98029 if=  81 il= 135 6/5/2020   n=  54 now=    3985 end=      21596      3725      4784 U=    88.24 T=  184.8 p1= 441.9 p2=    18.5 ed=   392 2/17/2021   x1=  81. x2= 135. y1=  1.18 y2=   .56     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   392 2/17/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998593 cc2=  .862510 lx= 10.14029 if=  82 il= 135 6/5/2020   n=  53 now=    3985 end=      25343      3725      4784 U=    94.92 T=  196.8 p1= 536.0 p2=    15.7 ed=   420 3/17/2021   x1=  82. x2= 135. y1=  1.21 y2=   .65     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   420 3/17/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998663 cc2=  .861303 lx= 10.29029 if=  83 il= 135 6/5/2020   n=  52 now=    3985 end=      29445      3725      4784 U=   101.02 T=  208.4 p1= 638.9 p2=    13.5 ed=   446 4/12/2021   x1=  83. x2= 135. y1=  1.24 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   446 4/12/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998738 cc2=  .860063 lx= 10.29029 if=  84 il= 135 6/5/2020   n=  51 now=    3985 end=      29445      3725      4784 U=   101.38 T=  208.6 p1= 638.9 p2=    13.5 ed=   447 4/13/2021   x1=  84. x2= 135. y1=  1.23 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   447 4/13/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998812 cc2=  .858784 lx= 10.29029 if=  85 il= 135 6/5/2020   n=  50 now=    3985 end=      29445      3725      4784 U=   101.99 T=  209.1 p1= 638.9 p2=    13.5 ed=   449 4/15/2021   x1=  85. x2= 135. y1=  1.22 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   449 4/15/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998861 cc2=  .857439 lx= 10.29029 if=  86 il= 135 6/5/2020   n=  49 now=    3985 end=      29445      3725      4784 U=   103.36 T=  210.1 p1= 638.9 p2=    13.5 ed=   454 4/20/2021   x1=  86. x2= 135. y1=  1.20 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   454 4/20/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998838 cc2=  .855981 lx= 10.29029 if=  87 il= 135 6/5/2020   n=  48 now=    3985 end=      29445      3725      4784 U=   104.38 T=  210.8 p1= 638.9 p2=    13.5 ed=   457 4/23/2021   x1=  87. x2= 135. y1=  1.19 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   457 4/23/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998778 cc2=  .854440 lx= 10.29029 if=  88 il= 135 6/5/2020   n=  47 now=    3985 end=      29445      3725      4784 U=   105.29 T=  211.5 p1= 638.9 p2=    13.5 ed=   459 4/25/2021   x1=  88. x2= 135. y1=  1.17 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   459 4/25/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998698 cc2=  .852833 lx= 10.29029 if=  89 il= 135 6/5/2020   n=  46 now=    3985 end=      29445      3725      4784 U=   104.85 T=  211.2 p1= 638.9 p2=    13.5 ed=   458 4/24/2021   x1=  89. x2= 135. y1=  1.17 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   458 4/24/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998616 cc2=  .851174 lx= 10.29029 if=  90 il= 135 6/5/2020   n=  45 now=    3985 end=      29445      3725      4784 U=   105.55 T=  211.7 p1= 638.9 p2=    13.5 ed=   460 4/26/2021   x1=  90. x2= 135. y1=  1.15 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   460 4/26/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998522 cc2=  .849451 lx= 10.29029 if=  91 il= 135 6/5/2020   n=  44 now=    3985 end=      29445      3725      4784 U=   103.27 T=  210.0 p1= 638.9 p2=    13.5 ed=   453 4/19/2021   x1=  91. x2= 135. y1=  1.15 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   453 4/19/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998485 cc2=  .847730 lx= 10.29029 if=  92 il= 135 6/5/2020   n=  43 now=    3985 end=      29445      3725      4784 U=   107.79 T=  213.3 p1= 638.9 p2=    13.5 ed=   467 5/3/2021    x1=  92. x2= 135. y1=  1.13 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   467 5/3/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998446 cc2=  .845947 lx= 10.29029 if=  93 il= 135 6/5/2020   n=  42 now=    3985 end=      29445      3725      4784 U=   108.58 T=  213.9 p1= 638.9 p2=    13.5 ed=   470 5/6/2021    x1=  93. x2= 135. y1=  1.11 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   470 5/6/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998481 cc2=  .844178 lx= 10.29029 if=  94 il= 135 6/5/2020   n=  41 now=    3985 end=      29445      3725      4784 U=   108.33 T=  213.7 p1= 638.9 p2=    13.5 ed=   469 5/5/2021    x1=  94. x2= 135. y1=  1.10 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   469 5/5/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998531 cc2=  .842357 lx= 10.29029 if=  95 il= 135 6/5/2020   n=  40 now=    3985 end=      29445      3725      4784 U=   107.71 T=  213.2 p1= 638.9 p2=    13.5 ed=   467 5/3/2021    x1=  95. x2= 135. y1=  1.10 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   467 5/3/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998562 cc2=  .840448 lx= 10.29029 if=  96 il= 135 6/5/2020   n=  39 now=    3985 end=      29445      3725      4784 U=   106.96 T=  212.7 p1= 638.9 p2=    13.5 ed=   465 5/1/2021    x1=  96. x2= 135. y1=  1.09 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   465 5/1/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998563 cc2=  .838435 lx= 10.29029 if=  97 il= 135 6/5/2020   n=  38 now=    3985 end=      29445      3725      4784 U=   106.36 T=  212.3 p1= 638.9 p2=    13.5 ed=   463 4/29/2021   x1=  97. x2= 135. y1=  1.08 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   463 4/29/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998543 cc2=  .836321 lx= 10.29029 if=  98 il= 135 6/5/2020   n=  37 now=    3985 end=      29445      3725      4784 U=   105.83 T=  211.9 p1= 638.9 p2=    13.5 ed=   461 4/27/2021   x1=  98. x2= 135. y1=  1.08 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   461 4/27/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998503 cc2=  .834104 lx= 10.29029 if=  99 il= 135 6/5/2020   n=  36 now=    3985 end=      29445      3725      4784 U=   105.25 T=  211.4 p1= 638.9 p2=    13.5 ed=   459 4/25/2021   x1=  99. x2= 135. y1=  1.07 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   459 4/25/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998337 cc2=  .829306 lx= 10.29029 if= 101 il= 135 6/5/2020   n=  34 now=    3985 end=      29445      3725      4784 U=   106.11 T=  212.1 p1= 638.9 p2=    13.5 ed=   462 4/28/2021   x1= 101. x2= 135. y1=  1.05 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   462 4/28/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998377 cc2=  .826878 lx= 10.29029 if= 102 il= 135 6/5/2020   n=  33 now=    3985 end=      29445      3725      4784 U=   105.89 T=  211.9 p1= 638.9 p2=    13.5 ed=   461 4/27/2021   x1= 102. x2= 135. y1=  1.04 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   461 4/27/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998446 cc2=  .824368 lx= 10.29029 if= 103 il= 135 6/5/2020   n=  32 now=    3985 end=      29445      3725      4784 U=   104.50 T=  210.9 p1= 638.9 p2=    13.5 ed=   457 4/23/2021   x1= 103. x2= 135. y1=  1.03 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   457 4/23/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998419 cc2=  .821642 lx= 10.29029 if= 104 il= 135 6/5/2020   n=  31 now=    3985 end=      29445      3725      4784 U=   103.46 T=  210.1 p1= 638.9 p2=    13.5 ed=   454 4/20/2021   x1= 104. x2= 135. y1=  1.03 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   454 4/20/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998329 cc2=  .818724 lx= 10.29029 if= 105 il= 135 6/5/2020   n=  30 now=    3985 end=      29445      3725      4784 U=   103.79 T=  210.4 p1= 638.9 p2=    13.5 ed=   455 4/21/2021   x1= 105. x2= 135. y1=  1.02 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   455 4/21/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998281 cc2=  .815707 lx= 10.29029 if= 106 il= 135 6/5/2020   n=  29 now=    3985 end=      29445      3725      4784 U=   104.08 T=  210.6 p1= 638.9 p2=    13.5 ed=   456 4/22/2021   x1= 106. x2= 135. y1=  1.00 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   456 4/22/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998303 cc2=  .812608 lx= 10.29029 if= 107 il= 135 6/5/2020   n=  28 now=    3985 end=      29445      3725      4784 U=   103.59 T=  210.2 p1= 638.9 p2=    13.5 ed=   454 4/20/2021   x1= 107. x2= 135. y1=  1.00 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   454 4/20/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998323 cc2=  .809341 lx= 10.29029 if= 108 il= 135 6/5/2020   n=  27 now=    3985 end=      29445      3725      4784 U=   104.36 T=  210.8 p1= 638.9 p2=    13.5 ed=   457 4/23/2021   x1= 108. x2= 135. y1=   .99 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   457 4/23/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998547 cc2=  .806097 lx= 10.29029 if= 109 il= 135 6/5/2020   n=  26 now=    3985 end=      29445      3725      4784 U=   103.50 T=  210.2 p1= 638.9 p2=    13.5 ed=   454 4/20/2021   x1= 109. x2= 135. y1=   .98 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   454 4/20/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998763 cc2=  .802647 lx= 10.29029 if= 110 il= 135 6/5/2020   n=  25 now=    3985 end=      29445      3725      4784 U=   102.25 T=  209.3 p1= 638.9 p2=    13.5 ed=   450 4/16/2021   x1= 110. x2= 135. y1=   .97 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   450 4/16/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998897 cc2=  .798897 lx= 10.29029 if= 111 il= 135 6/5/2020   n=  24 now=    3985 end=      29445      3725      4784 U=   100.52 T=  208.0 p1= 638.9 p2=    13.5 ed=   445 4/11/2021   x1= 111. x2= 135. y1=   .97 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   445 4/11/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998878 cc2=  .794754 lx= 10.29029 if= 112 il= 135 6/5/2020   n=  23 now=    3985 end=      29445      3725      4784 U=    99.67 T=  207.4 p1= 638.9 p2=    13.5 ed=   442 4/8/2021    x1= 112. x2= 135. y1=   .96 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   442 4/8/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998800 cc2=  .790285 lx= 10.29029 if= 113 il= 135 6/5/2020   n=  22 now=    3985 end=      29445      3725      4784 U=    99.56 T=  207.3 p1= 638.9 p2=    13.5 ed=   442 4/8/2021    x1= 113. x2= 135. y1=   .95 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   442 4/8/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998724 cc2=  .785523 lx= 10.29029 if= 114 il= 135 6/5/2020   n=  21 now=    3985 end=      29445      3725      4784 U=    99.53 T=  207.3 p1= 638.9 p2=    13.5 ed=   442 4/8/2021    x1= 114. x2= 135. y1=   .94 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   442 4/8/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998668 cc2=  .780450 lx= 10.29029 if= 115 il= 135 6/5/2020   n=  20 now=    3985 end=      29445      3725      4784 U=    99.51 T=  207.3 p1= 638.9 p2=    13.5 ed=   442 4/8/2021    x1= 115. x2= 135. y1=   .93 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   442 4/8/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998651 cc2=  .775044 lx= 10.29029 if= 116 il= 135 6/5/2020   n=  19 now=    3985 end=      29445      3725      4784 U=    97.88 T=  206.1 p1= 638.9 p2=    13.5 ed=   437 4/3/2021    x1= 116. x2= 135. y1=   .92 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   437 4/3/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998475 cc2=  .769059 lx= 10.29029 if= 117 il= 135 6/5/2020   n=  18 now=    3985 end=      29445      3725      4784 U=    98.16 T=  206.3 p1= 638.9 p2=    13.5 ed=   437 4/3/2021    x1= 117. x2= 135. y1=   .91 y2=   .73     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   437 4/3/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998326 cc2=  .762624 lx=  9.82029 if= 118 il= 135 6/5/2020   n=  17 now=    3985 end=      18403      3725      4784 U=    77.82 T=  171.5 p1= 361.8 p2=    21.7 ed=   355 1/11/2021   x1= 118. x2= 135. y1=   .69 y2=   .47     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    -        3725     4784     7   355 1/11/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998331 cc2=  .755795 lx=  9.29029 if= 119 il= 135 6/5/2020   n=  16 now=    3985 end=      10832      3725      4784 U=    53.14 T=  138.5 p1= 171.8 p2=    36.8 ed=   263 10/11/2020  x1= 119. x2= 135. y1=   .37 y2=   .07     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985    10832    3725     4784     7   263 10/11/2020
AAA2     1 US_California_Alameda Confirmed cc1=  .998070 cc2=  .748070 lx=  9.12029 if= 120 il= 135 6/5/2020   n=  15 now=    3985 end=       9138      3725      4784 U=    44.89 T=  130.1 p1= 129.3 p2=    43.6 ed=   236 9/14/2020   x1= 120. x2= 135. y1=   .23 y2=  -.11     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     9138    3725     4784     7   236 9/14/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .997661 cc2=  .739463 lx=  9.17029 if= 121 il= 135 6/5/2020   n=  14 now=    3985 end=       9607      3725      4784 U=    48.26 T=  132.4 p1= 141.1 p2=    41.5 ed=   246 9/24/2020   x1= 121. x2= 135. y1=   .24 y2=  -.05     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     9607    3725     4784     7   246 9/24/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .997443 cc2=  .730182 lx=  8.87029 if= 122 il= 135 6/5/2020   n=  13 now=    3985 end=       7117      3725      4784 U=    34.16 T=  120.2 p1=  78.6 p2=    56.0 ed=   200 8/9/2020    x1= 122. x2= 135. y1=  -.05 y2=  -.43     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     7117    3725     4784     7   200 8/9/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .996958 cc2=  .719608 lx=  8.74029 if= 123 il= 135 6/5/2020   n=  12 now=    3985 end=       6249      3725      4784 U=    28.68 T=  116.1 p1=  56.8 p2=    63.8 ed=   183 7/23/2020   x1= 123. x2= 135. y1=  -.24 y2=  -.66     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     6249    3725     4784     7   183 7/23/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .996212 cc2=  .694701 lx=  8.57029 if= 125 il= 135 6/5/2020   n=  10 now=    3985 end=       5272      3725      4784 U=    20.30 T=  113.5 p1=  32.3 p2=    75.6 ed=   161 7/1/2020    x1= 125. x2= 135. y1=  -.56 y2= -1.06     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     5272    3725     4784     7   161 7/1/2020  
AAA1     1 US_California_Alameda Confirmed cc1=  .995801 cc2=  .679573 lx=  8.47029 if= 126 il= 135 6/5/2020   n=   9 now=    3985 end=       4770      3725      4784 U=    15.18 T=  113.8 p1=  19.7 p2=    83.5 ed=   149 6/19/2020   x1= 126. x2= 135. y1=  -.80 y2= -1.40 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .995801 cc2=  .679573 lx=  8.47329 if= 126 il= 135 6/5/2020   n=   9 now=    3985 end=       4770      3725      4784 U=    15.18 T=  113.8 p1=  19.7 p2=    83.5 ed=   149 6/19/2020   x1= 126. x2= 135. y1=  -.80 y2= -1.40 BEST
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     4770    3725     4784     7   149 6/19/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .994867 cc2=  .661533 lx=  8.42029 if= 127 il= 135 6/5/2020   n=   8 now=    3985 end=       4538      3725      4784 U=    12.12 T=  115.3 p1=  13.9 p2=    87.8 ed=   143 6/13/2020   x1= 127. x2= 135. y1=  -.96 y2= -1.62     
GP: Confirmed US_California_Alameda 6/5/2020        135    3985     4538    3725     4784     7   143 6/13/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .992988 cc2=  .890926 lx=  8.47029 if=  41 il= 136 6/6/2020   n=  95 now=    3985 end=       4770      3805      4784 U=    26.22 T=   97.0 p1=  19.7 p2=    83.5 ed=   158 6/28/2020   x1=  41. x2= 136. y1=  2.14 y2= -1.49 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .992988 cc2=  .890926 lx=  8.47229 if=  41 il= 136 6/6/2020   n=  95 now=    3985 end=       4770      3805      4784 U=    26.22 T=   97.0 p1=  19.7 p2=    83.5 ed=   158 6/28/2020   x1=  41. x2= 136. y1=  2.14 y2= -1.49 BEST
GP: Confirmed US_California_Alameda 6/6/2020        136    3985     4770    3805     4784     5   158 6/28/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .992768 cc2=  .890170 lx=  8.47029 if=  42 il= 136 6/6/2020   n=  94 now=    3985 end=       4770      3805      4784 U=    25.95 T=   97.4 p1=  19.7 p2=    83.5 ed=   158 6/28/2020   x1=  42. x2= 136. y1=  2.14 y2= -1.49 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .992769 cc2=  .890170 lx=  8.47329 if=  42 il= 136 6/6/2020   n=  94 now=    3985 end=       4770      3805      4784 U=    25.95 T=   97.4 p1=  19.7 p2=    83.5 ed=   158 6/28/2020   x1=  42. x2= 136. y1=  2.14 y2= -1.49 BEST
GP: Confirmed US_California_Alameda 6/6/2020        136    3985     4770    3805     4784     5   158 6/28/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .992560 cc2=  .889418 lx=  8.47029 if=  43 il= 136 6/6/2020   n=  93 now=    3985 end=       4770      3805      4784 U=    25.67 T=   97.8 p1=  19.7 p2=    83.5 ed=   158 6/28/2020   x1=  43. x2= 136. y1=  2.14 y2= -1.49 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .992563 cc2=  .889418 lx=  8.47529 if=  43 il= 136 6/6/2020   n=  93 now=    3985 end=       4770      3805      4784 U=    25.67 T=   97.8 p1=  19.7 p2=    83.5 ed=   158 6/28/2020   x1=  43. x2= 136. y1=  2.14 y2= -1.49 BEST
GP: Confirmed US_California_Alameda 6/6/2020        136    3985     4770    3805     4784     5   158 6/28/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .992393 cc2=  .888698 lx=  8.48029 if=  44 il= 136 6/6/2020   n=  92 now=    3985 end=       4818      3805      4784 U=    25.69 T=   98.9 p1=  20.9 p2=    82.7 ed=   159 6/29/2020   x1=  44. x2= 136. y1=  2.14 y2= -1.44 BEST
