TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        8437.00000        9.04038
TAB:  Morocco Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Morocco Confirmed 3/19/2020    57       63     8437      155        3      155      779      467
TAB:  Morocco Confirmed .            58       77     8437      155        3      155     3272      779
TAB:  Morocco Confirmed 3/21/2020    59       96     8437      155        2      155    26027     1714
TAB:  Morocco Confirmed .            60      115     8437      467        4      467     6078     1402
TAB:  Morocco Confirmed 3/23/2020    61      143     8437      467        3      467    38183     4519
TAB:  Morocco Confirmed .            62      170     8437      779        4      779    15117     4208
TAB:  Morocco Confirmed 3/25/2020    63      225     8437     1402        2     1402    21040     2961
TAB:  Morocco Confirmed .            64      275     8437     2649        2     2337    26962     4519
TAB:  Morocco Confirmed 3/27/2020    65      345     8437     5143        3     4519    40989     7636
TAB:  Morocco Confirmed .            66      402     8437     6701        3     6078    43171     8260
TAB:  Morocco Confirmed 3/29/2020    67      479     8437     8260        2     1714    44729    11065
TAB:  Morocco Confirmed .            68      556     8437     9507        3     2026    45664    10442
TAB:  Morocco Confirmed 3/31/2020    69      617     8437     9195        3     1402    33508     9818
TAB:  Morocco Confirmed .            70      654     8437     1090        3      779    47223     8571
TAB:  Morocco Confirmed 4/2/2020     71      708     8437     1090        4      779    51587     6078
TAB:  Morocco Confirmed .            72      791     8437     1402        5     1090    31014     5454
TAB:  Morocco Confirmed 4/4/2020     73      919     8437     2026        4     2026    40677     5454
TAB:  Morocco Confirmed .            74     1021     8437     5143        4     2649    54704     6078
TAB:  Morocco Confirmed 4/6/2020     75     1120     8437     5143        4     2961    37560     5766
TAB:  Morocco Confirmed .            76     1184     8437     4831        5     1714    26339     5143
TAB:  Morocco Confirmed 4/8/2020     77     1275     8437     4831        4     1714    19793     5143
TAB:  Morocco Confirmed .            78     1374     8437     3097        2     1999    11723     4508
TAB:  Morocco Confirmed 4/10/2020    79     1448     8437     3082        3     2129    10011     3845
TAB:  Morocco Confirmed .            80     1545     8437     3110        3     2383    10706     4242
TAB:  Morocco Confirmed 4/12/2020    81     1661     8437     4208        7     2961    25715     5454
TAB:  Morocco Confirmed .            82     1763     8437     3584        7     3272    32884     5143
TAB:  Morocco Confirmed 4/14/2020    83     1888     8437     3896        7     3584    50963     5766
TAB:  Morocco Confirmed .            84     2024     8437     4208        7     3896    16676     5454
TAB:  Morocco Confirmed 4/16/2020    85     2283     8437     5143       12     4831    26339     7636
TAB:  Morocco Confirmed .            86     2564     8437     6389        9     5766    57509     8571
TAB:  Morocco Confirmed 4/18/2020    87     2685     8437     7013        7     6389    31949     8883
TAB:  Morocco Confirmed .            88     2855     8437     7636        7     3896    39430     8571
TAB:  Morocco Confirmed 4/20/2020    89     3046     8437     8260        6     3896    45664     9195
TAB:  Morocco Confirmed .            90     3209     8437     7636        4     4208    47223     9507
TAB:  Morocco Confirmed 4/22/2020    91     3446     8437     8260        4     5454    50963    10130
TAB:  Morocco Confirmed .            92     3568     8437     8571        4     5143    46288    10130
TAB:  Morocco Confirmed 4/24/2020    93     3758     8437     8571        3     5454    41300    10442
TAB:  Morocco Confirmed .            94     3897     8437    10130        5     5454    58756    11065
TAB:  Morocco Confirmed 4/26/2020    95     4065     8437     9195        5     5766    56886    12000
TAB:  Morocco Confirmed .            96     4120     8437     8953        5     4820    32566    10527
TAB:  Morocco Confirmed 4/28/2020    97     4252     8437    10046        4     4824    21626    10046
TAB:  Morocco Confirmed .            98     4321     8437     5349        3     4730    17019     9327
TAB:  Morocco Confirmed 4/30/2020    99     4423     8437     5030        4     4885    14368     9229
TAB:  Morocco Confirmed .           100     4569     8437     5454       11     5454    12624     9195
TAB:  Morocco Confirmed 5/2/2020    101     4729     8437     9195       10     5766    16987     8883
TAB:  Morocco Confirmed .           102     4903     8437     9195       11     6078    12312     8571
TAB:  Morocco Confirmed 5/4/2020    103     5053     8437     9195       11     6389    26650     8883
TAB:  Morocco Confirmed .           104     5219     8437     9195       11     6701    25715     8883
TAB:  Morocco Confirmed 5/6/2020    105     5408     8437     9195       11     7325    14494     9195
TAB:  Morocco Confirmed .           106     5548     8437     9195       15     7636    23845     9818
TAB:  Morocco Confirmed 5/8/2020    107     5711     8437     9195       14     7948    21040    10130
TAB:  Morocco Confirmed .           108     5910     8437     9507       13     8571    33819    11377
TAB:  Morocco Confirmed 5/10/2020   109     6063     8437     9195       12     8883    34443    14182
TAB:  Morocco Confirmed .           110     6281     8437     9507       12     9195    50028    13247
TAB:  Morocco Confirmed 5/12/2020   111     6418     8437     9818       14     9507    54704    15117
TAB:  Morocco Confirmed .           112     6512     8437    10130       13     7325    43171    13559
TAB:  Morocco Confirmed 5/14/2020   113     6607     8437    10130       15     7013    44729    11065
TAB:  Morocco Confirmed .           114     6652     8437    10130       15     6701    49405    10753
TAB:  Morocco Confirmed 5/16/2020   115     6741     8437     9755        8     6930    24154    10294
TAB:  Morocco Confirmed .           116     6870     8437     9836        7     7323    17029    10009
TAB:  Morocco Confirmed 5/18/2020   117     6952     8437     9818       21     7636    14182    10442
TAB:  Morocco Confirmed .           118     7023     8437     9818       21     7636    12312    10130
TAB:  Morocco Confirmed 5/20/2020   119     7133     8437     9818       21     7636    11688     9818
TAB:  Morocco Confirmed .           120     7211     8437     9818       22     7948    31638     9507
TAB:  Morocco Confirmed 5/22/2020   121     7332     8437     9818       23     8260    21040     9818
TAB:  Morocco Confirmed .           122     7406     8437     9818       24     8260    18546     9818
TAB:  Morocco Confirmed 5/24/2020   123     7433     8437     9696       14     7621    15108     9335
TAB:  Morocco Confirmed .           124     7532     8437     9726       13     8121    11523     9405
TAB:  Morocco Confirmed 5/26/2020   125     7577     8437     9497       16     8040    10121     9028
TAB:  Morocco Confirmed .           126     7601     8437     9631       13     7884     9631     8757
TAB:  Morocco Confirmed 5/28/2020   127     7643     8437     9535       15     7806     9535     8671
TAB:  Morocco Confirmed .           128     7714     8437     9440       13     8013     9440     8774
TAB:  Morocco Confirmed 5/30/2020   129     7780     8437     9195       25     8260    17611     9195
TAB:  Morocco Confirmed .           130     7807     8437     9195       25     8260    10130     9195
TAB:  Morocco Confirmed 6/1/2020    131     7833     8437     9195       34     7948     9507     8883
TAB:  Morocco Confirmed .           132     7866     8437     9254       24     7948     9254     8601
TAB:  Morocco Confirmed 6/3/2020    133     7922     8437     9254       23     8275     9254     8787
TAB:  Morocco Confirmed .           134     8003     8437     9195       31     8571    15429     9818
TAB:  Morocco Confirmed 6/5/2020    135     8071     8437     9195       31     8571    31949     9195
TAB:  Morocco Confirmed .           136     8151     8437     9195       39     8571    10130     9195
TAB:  Morocco Confirmed 6/7/2020    137     8224     8437     9195       41     8883    12000     9818
TAB:  Morocco Confirmed .           138     8302     8437     9195       56     8883    27897    10442
TAB:  Morocco Confirmed 6/9/2020    139     8437     8437     9195       64     9195    20104    10442
AAA2     1 Morocco Confirmed cc1=  .893744 cc2=  .560411 lx=  5.04038 if=  40 il=  48 3/10/2020  n=   8 now=    8437 end=        154         3         0 U=    32.54 T=   92.6 p1= -98.2 p2=  5478.6 ed=   169 7/9/2020    x1=  40. x2=  48. y1=  1.62 y2=  1.37     
GP: Confirmed Morocco 3/10/2020        48    8437      154       3        0     0   169 7/9/2020  
AAA2     1 Morocco Confirmed cc1=  .862391 cc2=  .508837 lx=  5.04038 if=  41 il=  48 3/10/2020  n=   7 now=    8437 end=        154         3         0 U=    28.47 T=   87.1 p1= -98.2 p2=  5478.6 ed=   154 6/24/2020   x1=  41. x2=  48. y1=  1.62 y2=  1.37     
GP: Confirmed Morocco 3/10/2020        48    8437      154       3        0     0   154 6/24/2020 
AAA2     1 Morocco Confirmed cc1=  .910148 cc2=  .593921 lx= 11.04038 if=  40 il=  49 3/11/2020  n=   9 now=    8437 end=      62341         5         0 U=    57.12 T=  177.2 p1= 638.9 p2=    13.5 ed=   311 11/28/2020  x1=  40. x2=  49. y1=  2.40 y2=  2.24     
GP: Confirmed Morocco 3/11/2020        49    8437    -           5        0     0   311 11/28/2020
AAA2     1 Morocco Confirmed cc1=  .894180 cc2=  .560847 lx= 11.04038 if=  41 il=  49 3/11/2020  n=   8 now=    8437 end=      62341         5         0 U=    50.77 T=  162.9 p1= 638.9 p2=    13.5 ed=   282 10/30/2020  x1=  41. x2=  49. y1=  2.40 y2=  2.24     
GP: Confirmed Morocco 3/11/2020        49    8437    -           5        0     0   282 10/30/2020
AAA2     1 Morocco Confirmed cc1=  .854886 cc2=  .501332 lx= 11.04038 if=  42 il=  49 3/11/2020  n=   7 now=    8437 end=      62341         5         0 U=    44.43 T=  148.7 p1= 638.9 p2=    13.5 ed=   253 10/1/2020   x1=  42. x2=  49. y1=  2.40 y2=  2.24     
GP: Confirmed Morocco 3/11/2020        49    8437    -           5        0     0   253 10/1/2020 
AAA2     1 Morocco Confirmed cc1=  .930379 cc2=  .628868 lx= 11.04038 if=  40 il=  50 3/12/2020  n=  10 now=    8437 end=      62341         6         0 U=    56.47 T=  175.6 p1= 638.9 p2=    13.5 ed=   308 11/25/2020  x1=  40. x2=  50. y1=  2.40 y2=  2.22     
GP: Confirmed Morocco 3/12/2020        50    8437    -           6        0     0   308 11/25/2020
AAA2     1 Morocco Confirmed cc1=  .922527 cc2=  .606299 lx= 11.04038 if=  41 il=  50 3/12/2020  n=   9 now=    8437 end=      62341         6         0 U=    50.82 T=  163.1 p1= 638.9 p2=    13.5 ed=   282 10/30/2020  x1=  41. x2=  50. y1=  2.40 y2=  2.22     
GP: Confirmed Morocco 3/12/2020        50    8437    -           6        0     0   282 10/30/2020
AAA2     1 Morocco Confirmed cc1=  .900141 cc2=  .566807 lx= 11.04038 if=  42 il=  50 3/12/2020  n=   8 now=    8437 end=      62341         6         0 U=    45.18 T=  150.5 p1= 638.9 p2=    13.5 ed=   257 10/5/2020   x1=  42. x2=  50. y1=  2.40 y2=  2.22     
GP: Confirmed Morocco 3/12/2020        50    8437    -           6        0     0   257 10/5/2020 
AAA2     1 Morocco Confirmed cc1=  .854194 cc2=  .500640 lx= 11.04038 if=  43 il=  50 3/12/2020  n=   7 now=    8437 end=      62341         6         0 U=    62.36 T=  188.7 p1= 638.9 p2=    13.5 ed=   335 12/22/2020  x1=  43. x2=  50. y1=  2.34 y2=  2.22     
GP: Confirmed Morocco 3/12/2020        50    8437    -           6        0     0   335 12/22/2020
AAA2     1 Morocco Confirmed cc1=  .890788 cc2=  .512823 lx= 11.04038 if=  44 il=  50 3/12/2020  n=   6 now=    8437 end=      62341         6         0 U=    53.45 T=  168.9 p1= 638.9 p2=    13.5 ed=   295 11/12/2020  x1=  44. x2=  50. y1=  2.34 y2=  2.22     
GP: Confirmed Morocco 3/12/2020        50    8437    -           6        0     0   295 11/12/2020
AAA2     1 Morocco Confirmed cc1=  .929184 cc2=  .520936 lx= 11.04038 if=  45 il=  50 3/12/2020  n=   5 now=    8437 end=      62341         6         0 U=    44.55 T=  149.1 p1= 638.9 p2=    13.5 ed=   254 10/2/2020   x1=  45. x2=  50. y1=  2.34 y2=  2.22     
GP: Confirmed Morocco 3/12/2020        50    8437    -           6        0     0   254 10/2/2020 
AAA2     1 Morocco Confirmed cc1=  .946354 cc2=  .657679 lx= 11.04038 if=  40 il=  51 3/13/2020  n=  11 now=    8437 end=      62341         7       155 U=    56.73 T=  176.2 p1= 638.9 p2=    13.5 ed=   310 11/27/2020  x1=  40. x2=  51. y1=  2.40 y2=  2.21     
GP: Confirmed Morocco 3/13/2020        51    8437    -           7      155     1   310 11/27/2020
AAA2     1 Morocco Confirmed cc1=  .942372 cc2=  .640860 lx= 11.04038 if=  41 il=  51 3/13/2020  n=  10 now=    8437 end=      62341         7       155 U=    51.58 T=  164.9 p1= 638.9 p2=    13.5 ed=   286 11/3/2020   x1=  41. x2=  51. y1=  2.40 y2=  2.21     
GP: Confirmed Morocco 3/13/2020        51    8437    -           7      155     1   286 11/3/2020 
AAA2     1 Morocco Confirmed cc1=  .928437 cc2=  .612210 lx= 11.04038 if=  42 il=  51 3/13/2020  n=   9 now=    8437 end=      62341         7       155 U=    46.42 T=  153.5 p1= 638.9 p2=    13.5 ed=   263 10/11/2020  x1=  42. x2=  51. y1=  2.40 y2=  2.21     
GP: Confirmed Morocco 3/13/2020        51    8437    -           7      155     1   263 10/11/2020
AAA2     1 Morocco Confirmed cc1=  .900372 cc2=  .567038 lx= 11.04038 if=  43 il=  51 3/13/2020  n=   8 now=    8437 end=      62341         7       155 U=    61.99 T=  187.9 p1= 638.9 p2=    13.5 ed=   334 12/21/2020  x1=  43. x2=  51. y1=  2.34 y2=  2.21     
GP: Confirmed Morocco 3/13/2020        51    8437    -           7      155     1   334 12/21/2020
AAA2     1 Morocco Confirmed cc1=  .928041 cc2=  .574487 lx= 11.04038 if=  44 il=  51 3/13/2020  n=   7 now=    8437 end=      62341         7       155 U=    54.24 T=  170.7 p1= 638.9 p2=    13.5 ed=   298 11/15/2020  x1=  44. x2=  51. y1=  2.34 y2=  2.21     
GP: Confirmed Morocco 3/13/2020        51    8437    -           7      155     1   298 11/15/2020
AAA2     1 Morocco Confirmed cc1=  .954047 cc2=  .576082 lx= 11.04038 if=  45 il=  51 3/13/2020  n=   6 now=    8437 end=      62341         7       155 U=    46.49 T=  153.6 p1= 638.9 p2=    13.5 ed=   263 10/11/2020  x1=  45. x2=  51. y1=  2.34 y2=  2.21     
GP: Confirmed Morocco 3/13/2020        51    8437    -           7      155     1   263 10/11/2020
AAA1     1 Morocco Confirmed cc1=  .975035 cc2=  .566787 lx=  5.04038 if=  46 il=  51 3/13/2020  n=   5 now=    8437 end=        154         7       155 U=    14.71 T=   67.6 p1= -98.2 p2=  5478.6 ed=   102 5/3/2020    x1=  46. x2=  51. y1=  1.47 y2=  1.13 BEST
AAA2     1 Morocco Confirmed cc1=  .975094 cc2=  .566787 lx=  4.94038 if=  46 il=  51 3/13/2020  n=   5 now=    8437 end=        154         7       155 U=    14.71 T=   67.6 p1= -98.2 p2=  5478.6 ed=   102 5/3/2020    x1=  46. x2=  51. y1=  1.47 y2=  1.13 BEST
GP: Confirmed Morocco 3/13/2020        51    8437      154       7      155     1   102 5/3/2020  
AAA2     1 Morocco Confirmed cc1=  .928618 cc2=  .651268 lx= 11.04038 if=  40 il=  52 3/14/2020  n=  12 now=    8437 end=      62341        17         0 U=    40.47 T=  137.2 p1= 638.9 p2=    13.5 ed=   232 9/10/2020   x1=  40. x2=  52. y1=  2.40 y2=  2.11     
GP: Confirmed Morocco 3/14/2020        52    8437    -          17        0     0   232 9/10/2020 
AAA2     1 Morocco Confirmed cc1=  .927290 cc2=  .638615 lx= 11.04038 if=  41 il=  52 3/14/2020  n=  11 now=    8437 end=      62341        17         0 U=    37.09 T=  130.1 p1= 638.9 p2=    13.5 ed=   217 8/26/2020   x1=  41. x2=  52. y1=  2.40 y2=  2.11     
GP: Confirmed Morocco 3/14/2020        52    8437    -          17        0     0   217 8/26/2020 
AAA2     1 Morocco Confirmed cc1=  .918065 cc2=  .616553 lx= 11.04038 if=  42 il=  52 3/14/2020  n=  10 now=    8437 end=      62341        17         0 U=    33.72 T=  123.0 p1= 638.9 p2=    13.5 ed=   202 8/11/2020   x1=  42. x2=  52. y1=  2.40 y2=  2.11     
GP: Confirmed Morocco 3/14/2020        52    8437    -          17        0     0   202 8/11/2020 
AAA2     1 Morocco Confirmed cc1=  .896207 cc2=  .579980 lx= 11.04038 if=  43 il=  52 3/14/2020  n=   9 now=    8437 end=      62341        17         0 U=    38.84 T=  133.8 p1= 638.9 p2=    13.5 ed=   225 9/3/2020    x1=  43. x2=  52. y1=  2.34 y2=  2.11     
GP: Confirmed Morocco 3/14/2020        52    8437    -          17        0     0   225 9/3/2020  
AAA2     1 Morocco Confirmed cc1=  .920185 cc2=  .586851 lx= 11.04038 if=  44 il=  52 3/14/2020  n=   8 now=    8437 end=      62341        17         0 U=    34.53 T=  124.7 p1= 638.9 p2=    13.5 ed=   206 8/15/2020   x1=  44. x2=  52. y1=  2.34 y2=  2.11     
GP: Confirmed Morocco 3/14/2020        52    8437    -          17        0     0   206 8/15/2020 
AAA2     1 Morocco Confirmed cc1=  .942665 cc2=  .589111 lx= 11.04038 if=  45 il=  52 3/14/2020  n=   7 now=    8437 end=      62341        17         0 U=    30.21 T=  115.6 p1= 638.9 p2=    13.5 ed=   186 7/26/2020   x1=  45. x2=  52. y1=  2.34 y2=  2.11     
GP: Confirmed Morocco 3/14/2020        52    8437    -          17        0     0   186 7/26/2020 
AAA2     1 Morocco Confirmed cc1=  .960319 cc2=  .582355 lx= 11.04038 if=  46 il=  52 3/14/2020  n=   6 now=    8437 end=      62341        17         0 U=    25.89 T=  106.5 p1= 638.9 p2=    13.5 ed=   167 7/7/2020    x1=  46. x2=  52. y1=  2.34 y2=  2.11     
GP: Confirmed Morocco 3/14/2020        52    8437    -          17        0     0   167 7/7/2020  
AAA2     1 Morocco Confirmed cc1=  .965804 cc2=  .557556 lx= 11.04038 if=  47 il=  52 3/14/2020  n=   5 now=    8437 end=      62341        17         0 U=    21.58 T=   97.4 p1= 638.9 p2=    13.5 ed=   148 6/18/2020   x1=  47. x2=  52. y1=  2.34 y2=  2.11     
GP: Confirmed Morocco 3/14/2020        52    8437    -          17        0     0   148 6/18/2020 
AAA2     1 Morocco Confirmed cc1=  .924565 cc2=  .657303 lx= 11.04038 if=  40 il=  53 3/15/2020  n=  13 now=    8437 end=      62341        28         0 U=    36.18 T=  126.9 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  40. x2=  53. y1=  2.40 y2=  2.04     
GP: Confirmed Morocco 3/15/2020        53    8437    -          28        0     0   212 8/21/2020 
AAA2     1 Morocco Confirmed cc1=  .925942 cc2=  .648592 lx= 11.04038 if=  41 il=  53 3/15/2020  n=  12 now=    8437 end=      62341        28         0 U=    33.40 T=  121.2 p1= 638.9 p2=    13.5 ed=   200 8/9/2020    x1=  41. x2=  53. y1=  2.40 y2=  2.04     
GP: Confirmed Morocco 3/15/2020        53    8437    -          28        0     0   200 8/9/2020  
AAA2     1 Morocco Confirmed cc1=  .921551 cc2=  .632876 lx= 11.04038 if=  42 il=  53 3/15/2020  n=  11 now=    8437 end=      62341        28         0 U=    30.62 T=  115.5 p1= 638.9 p2=    13.5 ed=   187 7/27/2020   x1=  42. x2=  53. y1=  2.40 y2=  2.04     
GP: Confirmed Morocco 3/15/2020        53    8437    -          28        0     0   187 7/27/2020 
AAA2     1 Morocco Confirmed cc1=  .908103 cc2=  .606592 lx= 11.04038 if=  43 il=  53 3/15/2020  n=  10 now=    8437 end=      62341        28         0 U=    33.96 T=  122.4 p1= 638.9 p2=    13.5 ed=   202 8/11/2020   x1=  43. x2=  53. y1=  2.34 y2=  2.04     
GP: Confirmed Morocco 3/15/2020        53    8437    -          28        0     0   202 8/11/2020 
AAA2     1 Morocco Confirmed cc1=  .929333 cc2=  .613105 lx= 11.04038 if=  44 il=  53 3/15/2020  n=   9 now=    8437 end=      62341        28         0 U=    30.57 T=  115.4 p1= 638.9 p2=    13.5 ed=   187 7/27/2020   x1=  44. x2=  53. y1=  2.34 y2=  2.04     
GP: Confirmed Morocco 3/15/2020        53    8437    -          28        0     0   187 7/27/2020 
AAA2     1 Morocco Confirmed cc1=  .949167 cc2=  .615833 lx= 11.04038 if=  45 il=  53 3/15/2020  n=   8 now=    8437 end=      62341        28         0 U=    27.17 T=  108.5 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  45. x2=  53. y1=  2.34 y2=  2.04     
GP: Confirmed Morocco 3/15/2020        53    8437    -          28        0     0   172 7/12/2020 
AAA2     1 Morocco Confirmed cc1=  .965228 cc2=  .611675 lx= 11.04038 if=  46 il=  53 3/15/2020  n=   7 now=    8437 end=      62341        28         0 U=    23.77 T=  101.6 p1= 638.9 p2=    13.5 ed=   157 6/27/2020   x1=  46. x2=  53. y1=  2.34 y2=  2.04     
GP: Confirmed Morocco 3/15/2020        53    8437    -          28        0     0   157 6/27/2020 
AAA2     1 Morocco Confirmed cc1=  .972833 cc2=  .594868 lx= 11.04038 if=  47 il=  53 3/15/2020  n=   6 now=    8437 end=      62341        28         0 U=    20.38 T=   94.6 p1= 638.9 p2=    13.5 ed=   142 6/12/2020   x1=  47. x2=  53. y1=  2.34 y2=  2.04     
GP: Confirmed Morocco 3/15/2020        53    8437    -          28        0     0   142 6/12/2020 
AAA2     1 Morocco Confirmed cc1=  .963528 cc2=  .555280 lx= 11.04038 if=  48 il=  53 3/15/2020  n=   5 now=    8437 end=      62341        28         0 U=    19.65 T=   93.1 p1= 638.9 p2=    13.5 ed=   139 6/9/2020    x1=  48. x2=  53. y1=  2.30 y2=  2.04     
GP: Confirmed Morocco 3/15/2020        53    8437    -          28        0     0   139 6/9/2020  
AAA2     1 Morocco Confirmed cc1=  .937132 cc2=  .678933 lx= 11.04038 if=  40 il=  54 3/16/2020  n=  14 now=    8437 end=      62341        29         0 U=    38.48 T=  132.4 p1= 638.9 p2=    13.5 ed=   223 9/1/2020    x1=  40. x2=  54. y1=  2.40 y2=  2.04     
GP: Confirmed Morocco 3/16/2020        54    8437    -          29        0     0   223 9/1/2020  
AAA2     1 Morocco Confirmed cc1=  .939851 cc2=  .672590 lx= 11.04038 if=  41 il=  54 3/16/2020  n=  13 now=    8437 end=      62341        29         0 U=    35.73 T=  126.8 p1= 638.9 p2=    13.5 ed=   211 8/20/2020   x1=  41. x2=  54. y1=  2.40 y2=  2.04     
GP: Confirmed Morocco 3/16/2020        54    8437    -          29        0     0   211 8/20/2020 
AAA2     1 Morocco Confirmed cc1=  .938153 cc2=  .660803 lx= 11.04038 if=  42 il=  54 3/16/2020  n=  12 now=    8437 end=      62341        29         0 U=    32.98 T=  121.2 p1= 638.9 p2=    13.5 ed=   199 8/8/2020    x1=  42. x2=  54. y1=  2.40 y2=  2.04     
GP: Confirmed Morocco 3/16/2020        54    8437    -          29        0     0   199 8/8/2020  
AAA2     1 Morocco Confirmed cc1=  .929820 cc2=  .641145 lx= 11.04038 if=  43 il=  54 3/16/2020  n=  11 now=    8437 end=      62341        29         0 U=    36.79 T=  129.0 p1= 638.9 p2=    13.5 ed=   215 8/24/2020   x1=  43. x2=  54. y1=  2.34 y2=  2.04     
GP: Confirmed Morocco 3/16/2020        54    8437    -          29        0     0   215 8/24/2020 
AAA2     1 Morocco Confirmed cc1=  .947455 cc2=  .645943 lx= 11.04038 if=  44 il=  54 3/16/2020  n=  10 now=    8437 end=      62341        29         0 U=    33.44 T=  122.2 p1= 638.9 p2=    13.5 ed=   201 8/10/2020   x1=  44. x2=  54. y1=  2.34 y2=  2.04     
GP: Confirmed Morocco 3/16/2020        54    8437    -          29        0     0   201 8/10/2020 
AAA2     1 Morocco Confirmed cc1=  .963240 cc2=  .647012 lx= 11.04038 if=  45 il=  54 3/16/2020  n=   9 now=    8437 end=      62341        29         0 U=    30.10 T=  115.3 p1= 638.9 p2=    13.5 ed=   186 7/26/2020   x1=  45. x2=  54. y1=  2.34 y2=  2.04     
GP: Confirmed Morocco 3/16/2020        54    8437    -          29        0     0   186 7/26/2020 
