TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       16636.00000        9.71932
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            16        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 2/8/2020     17        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            18        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 2/10/2020    19        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            20        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 2/12/2020    21        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            22        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 2/14/2020    23        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            24        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 2/16/2020    25        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            26        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 2/18/2020    27        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            28        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 2/20/2020    29        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            30        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 2/22/2020    31        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            32        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 2/24/2020    33        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            34        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 2/26/2020    35        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            36        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 2/28/2020    37        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            38        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/1/2020     39        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            40        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/3/2020     41        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            42        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/5/2020     43        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            44        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/7/2020     45        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            46        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/9/2020     47        0    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            48        3    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/11/2020    49        3    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            50        4    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/13/2020    51        6    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            52        7    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/15/2020    53        7    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            54       10    16636      302        1      302      302      302
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/17/2020    55       14    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            56       20    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/19/2020    57       23    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            58       31    16636      307        1      307      307      307
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/21/2020    59       36    16636      307        2      307      921      921
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            60       40    16636      307        4      307    62383     2765
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/23/2020    61       47    16636      307        6      307     3380      921
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            62       63    16636      307        3      307     8297     2151
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/25/2020    63       76    16636      921        3      921    15058     9526
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            64      101    16636     3995        1     3995    41486    12599
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/27/2020    65      148    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            66      196    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/29/2020    67      247    16636        0        0        0        0        0
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            68      294    16636      921        1      921     6453     6453
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 3/31/2020    69      341    16636      307        1      307     4609     1536
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            70      403    16636      921        3      921    10141     2151
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/2/2020     71      473    16636      921        2      921    47018     3380
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            72      563    16636     1536        2     1536    19975     3380
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/4/2020     73      653    16636     2151        2     2151    66071     5224
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            74      785    16636     3995        2     3380    46403     6453
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/6/2020     75      916    16636     5224        1     5224    40257     8297
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            76     1020    16636     5838        3     5838    64842    13214
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/8/2020     77     1310    16636    14443        2    13828   117085    26121
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            78     1476    16636    19360        1    19360    67300    23048
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/10/2020    79     1716    16636    26121        1    26121    80822    31652
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            80     1923    16636     5224        1     5224    80207    34111
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/12/2020    81     2035    16636    28579        2     2765    85124    28579
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            82     2205    16636     2765        3     2765    90041    23048
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/14/2020    83     2356    16636     3380        3     2765    97417    20589
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            84     2516    16636     3380        4     3380    87583    15058
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/16/2020    85     2722    16636     3995        3     3995   106021    13214
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            86     2966    16636    10755        4     4609    90041    13828
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/18/2020    87     3160    16636     5224        3     5224    86354    14443
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            88     3345    16636     5838        5     5838    68530    14443
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/20/2020    89     3583    16636     6453        5     6453    93114    16902
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            90     3734    16636     6556        4     5813    37481    11256
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/22/2020    91     3875    16636     6377        3     5026    25284     8928
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            92     4141    16636     8291        3     6772    21837     9937
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/24/2020    93     4403    16636     7682        7     7068   109095    12599
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            94     4795    16636     9526        8     8297    55623    14443
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/26/2020    95     4987    16636     9526       10     8911    71603    15058
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            96     5263    16636    10141       10     8911    82666    15058
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/28/2020    97     5496    16636    10755        8     7068    58696    15672
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .            98     5738    16636    10755       13     7682    90041    16902
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 4/30/2020    99     6043    16636    11370       14     9526    64227    16902
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           100     6735    16636    13214        9    12599   118314    16287
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/2/2020    101     7041    16636    14443        7    13214    39028    16287
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           102     7333    16636    14443        6    14443    67915    18131
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/4/2020    103     7598    16636    15058        7     8297    68530    18131
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           104     7831    16636    15058        5     8297   107865    18745
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/6/2020    105     8135    16636    15672        7     9526   119543    24277
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           106     8516    16636    16287        7    10755   106636    24277
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/8/2020    107     8901    16636    16902        6    12599   113397    29809
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           108     9205    16636    16902        7    13828    75290    28579
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/10/2020   109     9496    16636    17516        7    13828    78364    24277
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           110     9687    16636    17581        5    10791    47166    20006
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/12/2020   111     9892    16636    18105        4    10740    40610    19537
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           112    10072    16636    17520        4    10895    32862    18741
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/14/2020   113    10449    16636    18131        9    12599    31652    19975
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           114    10791    16636    18131       14    15058    29809    22433
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/16/2020   115    11031    16636    18131       14    15058    27965    20589
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           116    11316    16636    18131       15    15672    29809    21819
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/18/2020   117    11608    16636    18131       10    14443    35340    21204
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           118    12240    16636    18745       10    18745    93114    24892
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/20/2020   119    12446    16636    19360       13    19360    51935    24892
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           120    12830    16636    19360        8    19360    75290    24892
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/22/2020   121    13077    16636    19975       13    14443    72832    24892
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           122    13324    16636    19975       10    14443    77749    24892
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/24/2020   123    13521    16636    20589       11    14443    67300    24892
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           124    13726    16636    20589       16    14443   101719    24277
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/26/2020   125    13819    16636    20302       10    14447    35600    22191
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           126    14100    16636    20365        8    15257    26414    21978
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/28/2020   127    14508    16636    20545       10    17023    25894    22241
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           128    14773    16636    22433       13    18131    45789    23048
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 5/30/2020   129    15022    16636    22433       14    19360    85739    23048
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           130    15220    16636    21204       18    16287    61154    22433
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 6/1/2020    131    15353    16636    22433       17    15672    40257    21819
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           132    15553    16636    22041       12    16273    27809    21217
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 6/3/2020    133    15738    16636    22052       11    16771    24050    21338
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           134    15940    16636    21819       20    17516    23662    20589
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 6/5/2020    135    16169    16636    21819       22    18131    97417    21204
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           136    16316    16636    21819       23    18131    36569    21819
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 6/7/2020    137    16434    16636    21082       14    17331    23183    20932
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed .           138    16523    16636    21133       15    16780    22737    19873
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed 6/9/2020    139    16636    16636    21150       21    16954    22510    19902
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .957263 cc2=  .549015 lx=  5.71932 if=  48 il=  53 3/15/2020  n=   5 now=   16636 end=        304         7         0 U=    24.68 T=   85.8 p1= -98.2 p2=  5472.4 ed=   144 6/14/2020   x1=  48. x2=  53. y1=  1.53 y2=  1.33     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/15/2020        53   16636      304       7        0     0   144 6/14/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .973311 cc2=  .595346 lx=  7.02932 if=  48 il=  54 3/16/2020  n=   6 now=   16636 end=       1129        10       302 U=    26.44 T=   95.1 p1= -93.2 p2=  1473.5 ed=   157 6/27/2020   x1=  48. x2=  54. y1=  1.78 y2=  1.55     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/16/2020        54   16636     1129      10      302     1   157 6/27/2020 
AAA1     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .971451 cc2=  .563203 lx=  5.71932 if=  49 il=  54 3/16/2020  n=   5 now=   16636 end=        304        10       302 U=    16.56 T=   74.4 p1= -98.2 p2=  5472.4 ed=   113 5/14/2020   x1=  49. x2=  54. y1=  1.53 y2=  1.23 BEST
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .971513 cc2=  .563203 lx=  5.61932 if=  49 il=  54 3/16/2020  n=   5 now=   16636 end=        304        10       302 U=    16.56 T=   74.4 p1= -98.2 p2=  5472.4 ed=   113 5/14/2020   x1=  49. x2=  54. y1=  1.53 y2=  1.23 BEST
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/16/2020        54   16636      304      10      302     1   113 5/14/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .979600 cc2=  .626047 lx= 11.71932 if=  48 il=  55 3/17/2020  n=   7 now=   16636 end=     122924        14         0 U=    44.67 T=  153.5 p1= 638.9 p2=    13.5 ed=   258 10/6/2020   x1=  48. x2=  55. y1=  2.36 y2=  2.21     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/17/2020        55   16636    -          14        0     0   258 10/6/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .979672 cc2=  .601707 lx= 11.71932 if=  49 il=  55 3/17/2020  n=   6 now=   16636 end=     122924        14         0 U=    38.29 T=  139.5 p1= 638.9 p2=    13.5 ed=   229 9/7/2020    x1=  49. x2=  55. y1=  2.36 y2=  2.21     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/17/2020        55   16636    -          14        0     0   229 9/7/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .967620 cc2=  .559372 lx= 11.71932 if=  50 il=  55 3/17/2020  n=   5 now=   16636 end=     122924        14         0 U=    38.69 T=  140.3 p1= 638.9 p2=    13.5 ed=   231 9/9/2020    x1=  50. x2=  55. y1=  2.34 y2=  2.21     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/17/2020        55   16636    -          14        0     0   231 9/9/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .980830 cc2=  .647497 lx= 11.71932 if=  48 il=  56 3/18/2020  n=   8 now=   16636 end=     122924        20         0 U=    40.66 T=  144.1 p1= 638.9 p2=    13.5 ed=   240 9/18/2020   x1=  48. x2=  56. y1=  2.36 y2=  2.17     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/18/2020        56   16636    -          20        0     0   240 9/18/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .982645 cc2=  .629091 lx= 11.71932 if=  49 il=  56 3/18/2020  n=   7 now=   16636 end=     122924        20         0 U=    35.57 T=  133.1 p1= 638.9 p2=    13.5 ed=   217 8/26/2020   x1=  49. x2=  56. y1=  2.36 y2=  2.17     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/18/2020        56   16636    -          20        0     0   217 8/26/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .974076 cc2=  .596112 lx= 11.71932 if=  50 il=  56 3/18/2020  n=   6 now=   16636 end=     122924        20         0 U=    35.44 T=  132.8 p1= 638.9 p2=    13.5 ed=   216 8/25/2020   x1=  50. x2=  56. y1=  2.34 y2=  2.17     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/18/2020        56   16636    -          20        0     0   216 8/25/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .959445 cc2=  .551197 lx= 11.71932 if=  51 il=  56 3/18/2020  n=   5 now=   16636 end=     122924        20         0 U=    38.67 T=  139.8 p1= 638.9 p2=    13.5 ed=   231 9/9/2020    x1=  51. x2=  56. y1=  2.30 y2=  2.17     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/18/2020        56   16636    -          20        0     0   231 9/9/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .985948 cc2=  .669720 lx= 11.71932 if=  48 il=  57 3/19/2020  n=   9 now=   16636 end=     122924        23         0 U=    42.27 T=  147.9 p1= 638.9 p2=    13.5 ed=   247 9/25/2020   x1=  48. x2=  57. y1=  2.36 y2=  2.15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/19/2020        57   16636    -          23        0     0   247 9/25/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .987883 cc2=  .654550 lx= 11.71932 if=  49 il=  57 3/19/2020  n=   8 now=   16636 end=     122924        23         0 U=    37.57 T=  137.8 p1= 638.9 p2=    13.5 ed=   226 9/4/2020    x1=  49. x2=  57. y1=  2.36 y2=  2.15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/19/2020        57   16636    -          23        0     0   226 9/4/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .982784 cc2=  .629230 lx= 11.71932 if=  50 il=  57 3/19/2020  n=   7 now=   16636 end=     122924        23         0 U=    37.74 T=  138.1 p1= 638.9 p2=    13.5 ed=   227 9/5/2020    x1=  50. x2=  57. y1=  2.34 y2=  2.15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/19/2020        57   16636    -          23        0     0   227 9/5/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .974721 cc2=  .596757 lx= 11.71932 if=  51 il=  57 3/19/2020  n=   6 now=   16636 end=     122924        23         0 U=    41.26 T=  145.7 p1= 638.9 p2=    13.5 ed=   243 9/21/2020   x1=  51. x2=  57. y1=  2.30 y2=  2.15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/19/2020        57   16636    -          23        0     0   243 9/21/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .980597 cc2=  .572349 lx= 11.71932 if=  52 il=  57 3/19/2020  n=   5 now=   16636 end=     122924        23         0 U=    38.53 T=  139.8 p1= 638.9 p2=    13.5 ed=   230 9/8/2020    x1=  52. x2=  57. y1=  2.28 y2=  2.15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/19/2020        57   16636    -          23        0     0   230 9/8/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .988714 cc2=  .687203 lx= 11.71932 if=  48 il=  58 3/20/2020  n=  10 now=   16636 end=     122924        31       307 U=    40.27 T=  143.2 p1= 638.9 p2=    13.5 ed=   238 9/16/2020   x1=  48. x2=  58. y1=  2.36 y2=  2.11     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/20/2020        58   16636    -          31      307     1   238 9/16/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .990821 cc2=  .674594 lx= 11.71932 if=  49 il=  58 3/20/2020  n=   9 now=   16636 end=     122924        31       307 U=    36.24 T=  134.6 p1= 638.9 p2=    13.5 ed=   220 8/29/2020   x1=  49. x2=  58. y1=  2.36 y2=  2.11     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/20/2020        58   16636    -          31      307     1   220 8/29/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .987582 cc2=  .654249 lx= 11.71932 if=  50 il=  58 3/20/2020  n=   8 now=   16636 end=     122924        31       307 U=    36.22 T=  134.6 p1= 638.9 p2=    13.5 ed=   220 8/29/2020   x1=  50. x2=  58. y1=  2.34 y2=  2.11     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/20/2020        58   16636    -          31      307     1   220 8/29/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .982908 cc2=  .629355 lx= 11.71932 if=  51 il=  58 3/20/2020  n=   7 now=   16636 end=     122924        31       307 U=    38.71 T=  139.9 p1= 638.9 p2=    13.5 ed=   231 9/9/2020    x1=  51. x2=  58. y1=  2.30 y2=  2.11     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/20/2020        58   16636    -          31      307     1   231 9/9/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .987915 cc2=  .609950 lx= 11.71932 if=  52 il=  58 3/20/2020  n=   6 now=   16636 end=     122924        31       307 U=    36.32 T=  134.8 p1= 638.9 p2=    13.5 ed=   220 8/29/2020   x1=  52. x2=  58. y1=  2.28 y2=  2.11     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/20/2020        58   16636    -          31      307     1   220 8/29/2020 
AAA1     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .996768 cc2=  .588520 lx=  5.71932 if=  53 il=  58 3/20/2020  n=   5 now=   16636 end=        304        31       307 U=     9.97 T=   66.2 p1= -98.2 p2=  5472.4 ed=    89 4/20/2020   x1=  53. x2=  58. y1=  1.33 y2=   .83 BEST
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .996801 cc2=  .588520 lx=  5.61932 if=  53 il=  58 3/20/2020  n=   5 now=   16636 end=        304        31       307 U=     9.97 T=   66.2 p1= -98.2 p2=  5472.4 ed=    89 4/20/2020   x1=  53. x2=  58. y1=  1.33 y2=   .83 BEST
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/20/2020        58   16636      304      31      307     1    89 4/20/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .991328 cc2=  .702653 lx= 11.71932 if=  48 il=  59 3/21/2020  n=  11 now=   16636 end=     122924        36       307 U=    41.27 T=  145.5 p1= 638.9 p2=    13.5 ed=   242 9/20/2020   x1=  48. x2=  59. y1=  2.36 y2=  2.10     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/21/2020        59   16636    -          36      307     2   242 9/20/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .993065 cc2=  .691553 lx= 11.71932 if=  49 il=  59 3/21/2020  n=  10 now=   16636 end=     122924        36       307 U=    37.52 T=  137.7 p1= 638.9 p2=    13.5 ed=   226 9/4/2020    x1=  49. x2=  59. y1=  2.36 y2=  2.10     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 3/21/2020        59   16636    -          36      307     2   226 9/4/2020  
