TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       16492.00000        9.71063
TAB:  US_New_Jersey_Passaic Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_New_Jersey_Passaic 3/21/2020        59   16492     6638      67      304     3   113 5/14/2020 
AAA1     1 US_New_Jersey_Passaic Confirmed cc1=  .989129 cc2=  .635576 lx=  6.29063 if=  52 il=  59 3/21/2020  n=   7 now=   16492 end=        539        67       304 U=     7.09 T=   64.2 p1= -96.7 p2=  3059.7 ed=    80 4/11/2020   x1=  52. x2=  59. y1=  1.72 y2=   .74 BEST
AAA2     1 US_New_Jersey_Passaic Confirmed cc1=  .989129 cc2=  .635576 lx=  6.28863 if=  52 il=  59 3/21/2020  n=   7 now=   16492 end=        539        67       304 U=     7.09 T=   64.2 p1= -96.7 p2=  3059.7 ed=    80 4/11/2020   x1=  52. x2=  59. y1=  1.72 y2=   .74 BEST
GP: Confirmed US_New_Jersey_Passaic 3/21/2020        59   16492      539      67      304     3    80 4/11/2020 
AAA1     1 US_New_Jersey_Passaic Confirmed cc1=  .991864 cc2=  .613899 lx=  5.71063 if=  53 il=  59 3/21/2020  n=   6 now=   16492 end=        302        67       304 U=     4.99 T=   61.0 p1= -98.2 p2=  5460.9 ed=    72 4/3/2020    x1=  53. x2=  59. y1=  1.61 y2=   .41 BEST
AAA2     1 US_New_Jersey_Passaic Confirmed cc1=  .992020 cc2=  .613899 lx=  5.61063 if=  53 il=  59 3/21/2020  n=   6 now=   16492 end=        302        67       304 U=     4.99 T=   61.0 p1= -98.2 p2=  5460.9 ed=    72 4/3/2020    x1=  53. x2=  59. y1=  1.61 y2=   .41 BEST
GP: Confirmed US_New_Jersey_Passaic 3/21/2020        59   16492      302      67      304     3    72 4/3/2020  
AAA1     1 US_New_Jersey_Passaic Confirmed cc1=  .988278 cc2=  .580030 lx=  6.13063 if=  54 il=  59 3/21/2020  n=   5 now=   16492 end=        459        67       304 U=     6.72 T=   63.4 p1= -97.2 p2=  3593.0 ed=    79 4/10/2020   x1=  54. x2=  59. y1=  1.40 y2=   .66 BEST
AAA2     1 US_New_Jersey_Passaic Confirmed cc1=  .988278 cc2=  .580030 lx=  6.13463 if=  54 il=  59 3/21/2020  n=   5 now=   16492 end=        459        67       304 U=     6.72 T=   63.4 p1= -97.2 p2=  3593.0 ed=    79 4/10/2020   x1=  54. x2=  59. y1=  1.40 y2=   .66 BEST
GP: Confirmed US_New_Jersey_Passaic 3/21/2020        59   16492      459      67      304     3    79 4/10/2020 
AAA2     1 US_New_Jersey_Passaic Confirmed cc1=  .973981 cc2=  .696631 lx= 11.71063 if=  48 il=  60 3/22/2020  n=  12 now=   16492 end=     121860        95       304 U=    24.37 T=  108.0 p1= 638.9 p2=    13.5 ed=   165 7/5/2020    x1=  48. x2=  60. y1=  2.46 y2=  1.97     
