TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3058.00000        8.02552
TAB:  Greece Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Greece Confirmed 5/2/2020    101     2620     3058     2824       21     2680     2855     2792
TAB:  Greece Confirmed .           102     2626     3058     2815       19     2658     2815     2744
TAB:  Greece Confirmed 5/4/2020    103     2632     3058     2687        6     2659     2800     2716
TAB:  Greece Confirmed .           104     2642     3058     2687       11     2687     2800     2716
TAB:  Greece Confirmed 5/6/2020    105     2663     3058     2800       12     2716     2800     2772
TAB:  Greece Confirmed .           106     2678     3058     2767       33     2767     2880     2880
TAB:  Greece Confirmed 5/8/2020    107     2691     3058     2767       36     2767     2993     2880
TAB:  Greece Confirmed .           108     2710     3058     2767       34     2767     3106     2880
TAB:  Greece Confirmed 5/10/2020   109     2716     3058     2767       34     2767     3106     2993
TAB:  Greece Confirmed .           110     2726     3058     2767       35     2767     3332     3106
TAB:  Greece Confirmed 5/12/2020   111     2744     3058     2880       40     2767     3671     3219
TAB:  Greece Confirmed .           112     2760     3058     2880       40     2880     4801     3332
TAB:  Greece Confirmed 5/14/2020   113     2770     3058     2880       41     2880     5253     3445
TAB:  Greece Confirmed .           114     2810     3058     2880       22     2880     7625     3219
TAB:  Greece Confirmed 5/16/2020   115     2819     3058     2880       22     2880    11353     3332
TAB:  Greece Confirmed .           116     2834     3058     2880       15     2880     3558     3332
TAB:  Greece Confirmed 5/18/2020   117     2836     3058     2993       17     2880     3558     3106
TAB:  Greece Confirmed .           118     2840     3058     2993       26     2880    19601     3445
TAB:  Greece Confirmed 5/20/2020   119     2850     3058     2993       25     2880    14291     5140
TAB:  Greece Confirmed .           120     2853     3058     2993       26     2880     7851     3897
TAB:  Greece Confirmed 5/22/2020   121     2874     3058     2993       28     2993     9433     4123
TAB:  Greece Confirmed .           122     2876     3058     2993       34     2993     7512     4010
TAB:  Greece Confirmed 5/24/2020   123     2878     3058     2993       35     2880     4236     3445
TAB:  Greece Confirmed .           124     2882     3058     2993       37     2880     3558     3219
TAB:  Greece Confirmed 5/26/2020   125     2892     3058     2965       27     2931     3336     3083
TAB:  Greece Confirmed .           126     2903     3058     2993       43     2993     3784     3219
TAB:  Greece Confirmed 5/28/2020   127     2906     3058     2993       47     2993     3897     3219
TAB:  Greece Confirmed .           128     2909     3058     2993       53     2993     3219     3106
TAB:  Greece Confirmed 5/30/2020   129     2915     3058     2993       55     2993     3106     3106
TAB:  Greece Confirmed .           130     2917     3058     2970       33     2939     3095     3033
TAB:  Greece Confirmed 6/1/2020    131     2918     3058     2972       34     2941     3049     3003
TAB:  Greece Confirmed .           132     2937     3058     2993       58     2993     3219     3106
TAB:  Greece Confirmed 6/3/2020    133     2937     3058     2993       58     2993     4801     3219
TAB:  Greece Confirmed .           134     2952     3058     2993       42     2993     6722     3445
TAB:  Greece Confirmed 6/5/2020    135     2967     3058     3106       35     2993     5366     3219
TAB:  Greece Confirmed .           136     2980     3058     3106       32     2993     3445     3219
TAB:  Greece Confirmed 6/7/2020    137     2997     3058     2993       17     2993     4236     3332
TAB:  Greece Confirmed .           138     3049     3058     3558        5     3219     4123     3445
TAB:  Greece Confirmed 6/9/2020    139     3058     3058     3897        5     3332     7173     3671
AAA2     1 Greece Confirmed cc1=  .941073 cc2=  .532825 lx=  4.02552 if=  35 il=  40 3/2/2020   n=   5 now=    3058 end=         56         7         0 U=     7.57 T=   45.5 p1= -98.2 p2=  5460.7 ed=    63 3/25/2020   x1=  35. x2=  40. y1=  1.39 y2=   .73     
GP: Confirmed Greece 3/2/2020         40    3058       56       7        0     0    63 3/25/2020 
AAA1     1 Greece Confirmed cc1=  .921923 cc2=  .543959 lx=  4.02552 if=  35 il=  41 3/3/2020   n=   6 now=    3058 end=         56         7        56 U=     9.08 T=   47.7 p1= -98.2 p2=  5460.7 ed=    69 3/31/2020   x1=  35. x2=  41. y1=  1.39 y2=   .73 BEST
AAA2     1 Greece Confirmed cc1=  .922827 cc2=  .543959 lx=  3.92552 if=  35 il=  41 3/3/2020   n=   6 now=    3058 end=         56         7        56 U=     9.08 T=   47.7 p1= -98.2 p2=  5460.7 ed=    69 3/31/2020   x1=  35. x2=  41. y1=  1.39 y2=   .73 BEST
GP: Confirmed Greece 3/3/2020         41    3058       56       7       56     1    69 3/31/2020 
AAA2     1 Greece Confirmed cc1=  .924736 cc2=  .516488 lx= 10.02552 if=  36 il=  41 3/3/2020   n=   5 now=    3058 end=      22595         7        56 U=    50.14 T=  145.8 p1= 638.9 p2=    13.5 ed=   264 10/12/2020  x1=  36. x2=  41. y1=  2.19 y2=  2.09     
GP: Confirmed Greece 3/3/2020         41    3058    -           7       56     1   264 10/12/2020
AAA2     1 Greece Confirmed cc1=  .936024 cc2=  .582470 lx=  4.02552 if=  35 il=  42 3/4/2020   n=   7 now=    3058 end=         56         9         0 U=     8.87 T=   47.4 p1= -98.2 p2=  5460.7 ed=    68 3/30/2020   x1=  35. x2=  42. y1=  1.39 y2=   .60     
GP: Confirmed Greece 3/4/2020         42    3058       56       9        0     0    68 3/30/2020 
AAA2     1 Greece Confirmed cc1=  .949801 cc2=  .571837 lx=  4.02552 if=  36 il=  42 3/4/2020   n=   6 now=    3058 end=         56         9         0 U=    12.75 T=   49.7 p1= -98.2 p2=  5460.7 ed=    79 4/10/2020   x1=  36. x2=  42. y1=  1.07 y2=   .60     
GP: Confirmed Greece 3/4/2020         42    3058       56       9        0     0    79 4/10/2020 
AAA2     1 Greece Confirmed cc1=  .919089 cc2=  .510840 lx=  4.02552 if=  37 il=  42 3/4/2020   n=   5 now=    3058 end=         56         9         0 U=    13.62 T=   50.2 p1= -98.2 p2=  5460.7 ed=    82 4/13/2020   x1=  37. x2=  42. y1=   .97 y2=   .60     
GP: Confirmed Greece 3/4/2020         42    3058       56       9        0     0    82 4/13/2020 
AAA2     1 Greece Confirmed cc1=  .914878 cc2=  .581545 lx= 10.02552 if=  35 il=  43 3/5/2020   n=   8 now=    3058 end=      22595        31         0 U=    19.08 T=   79.0 p1= 638.9 p2=    13.5 ed=   123 5/24/2020   x1=  35. x2=  43. y1=  2.31 y2=  1.89     
GP: Confirmed Greece 3/5/2020         43    3058    -          31        0     0   123 5/24/2020 
AAA2     1 Greece Confirmed cc1=  .877380 cc2=  .523826 lx= 10.02552 if=  36 il=  43 3/5/2020   n=   7 now=    3058 end=      22595        31         0 U=    23.08 T=   86.5 p1= 638.9 p2=    13.5 ed=   140 6/10/2020   x1=  36. x2=  43. y1=  2.19 y2=  1.89     
GP: Confirmed Greece 3/5/2020         43    3058    -          31        0     0   140 6/10/2020 
AAA2     1 Greece Confirmed cc1=  .933011 cc2=  .616783 lx= 10.02552 if=  35 il=  44 3/6/2020   n=   9 now=    3058 end=      22595        45         0 U=    18.85 T=   78.4 p1= 638.9 p2=    13.5 ed=   122 5/23/2020   x1=  35. x2=  44. y1=  2.31 y2=  1.83     
GP: Confirmed Greece 3/6/2020         44    3058    -          45        0     0   122 5/23/2020 
AAA2     1 Greece Confirmed cc1=  .906648 cc2=  .573315 lx= 10.02552 if=  36 il=  44 3/6/2020   n=   8 now=    3058 end=      22595        45         0 U=    22.13 T=   84.4 p1= 638.9 p2=    13.5 ed=   136 6/6/2020    x1=  36. x2=  44. y1=  2.19 y2=  1.83     
GP: Confirmed Greece 3/6/2020         44    3058    -          45        0     0   136 6/6/2020  
AAA2     1 Greece Confirmed cc1=  .899157 cc2=  .545603 lx= 10.02552 if=  37 il=  44 3/6/2020   n=   7 now=    3058 end=      22595        45         0 U=    21.29 T=   82.9 p1= 638.9 p2=    13.5 ed=   133 6/3/2020    x1=  37. x2=  44. y1=  2.16 y2=  1.83     
GP: Confirmed Greece 3/6/2020         44    3058    -          45        0     0   133 6/3/2020  
AAA2     1 Greece Confirmed cc1=  .902483 cc2=  .524518 lx= 10.02552 if=  38 il=  44 3/6/2020   n=   6 now=    3058 end=      22595        45         0 U=    18.25 T=   77.4 p1= 638.9 p2=    13.5 ed=   120 5/21/2020   x1=  38. x2=  44. y1=  2.16 y2=  1.83     
GP: Confirmed Greece 3/6/2020         44    3058    -          45        0     0   120 5/21/2020 
AAA2     1 Greece Confirmed cc1=  .950015 cc2=  .648504 lx= 10.02552 if=  35 il=  45 3/7/2020   n=  10 now=    3058 end=      22595        46        56 U=    20.79 T=   82.9 p1= 638.9 p2=    13.5 ed=   131 6/1/2020    x1=  35. x2=  45. y1=  2.31 y2=  1.82     
GP: Confirmed Greece 3/7/2020         45    3058    -          46       56     1   131 6/1/2020  
AAA2     1 Greece Confirmed cc1=  .932760 cc2=  .616532 lx= 10.02552 if=  36 il=  45 3/7/2020   n=   9 now=    3058 end=      22595        46        56 U=    24.66 T=   90.0 p1= 638.9 p2=    13.5 ed=   148 6/18/2020   x1=  36. x2=  45. y1=  2.19 y2=  1.82     
GP: Confirmed Greece 3/7/2020         45    3058    -          46       56     1   148 6/18/2020 
AAA2     1 Greece Confirmed cc1=  .929062 cc2=  .595729 lx= 10.02552 if=  37 il=  45 3/7/2020   n=   8 now=    3058 end=      22595        46        56 U=    24.08 T=   88.9 p1= 638.9 p2=    13.5 ed=   145 6/15/2020   x1=  37. x2=  45. y1=  2.16 y2=  1.82     
GP: Confirmed Greece 3/7/2020         45    3058    -          46       56     1   145 6/15/2020 
AAA2     1 Greece Confirmed cc1=  .931817 cc2=  .578264 lx= 10.02552 if=  38 il=  45 3/7/2020   n=   7 now=    3058 end=      22595        46        56 U=    21.07 T=   83.4 p1= 638.9 p2=    13.5 ed=   133 6/3/2020    x1=  38. x2=  45. y1=  2.16 y2=  1.82     
GP: Confirmed Greece 3/7/2020         45    3058    -          46       56     1   133 6/3/2020  
AAA2     1 Greece Confirmed cc1=  .917801 cc2=  .539837 lx= 10.02552 if=  39 il=  45 3/7/2020   n=   6 now=    3058 end=      22595        46        56 U=    22.62 T=   86.3 p1= 638.9 p2=    13.5 ed=   139 6/9/2020    x1=  39. x2=  45. y1=  2.09 y2=  1.82     
GP: Confirmed Greece 3/7/2020         45    3058    -          46       56     1   139 6/9/2020  
AAA1     1 Greece Confirmed cc1=  .942424 cc2=  .534176 lx=  4.20552 if=  40 il=  45 3/7/2020   n=   5 now=    3058 end=         67        46        56 U=     2.79 T=   42.3 p1= -97.8 p2=  4564.2 ed=    48 3/10/2020   x1=  40. x2=  45. y1=   .82 y2=  -.98 BEST
AAA2     1 Greece Confirmed cc1=  .942424 cc2=  .534176 lx=  4.20852 if=  40 il=  45 3/7/2020   n=   5 now=    3058 end=         67        46        56 U=     2.79 T=   42.3 p1= -97.8 p2=  4564.2 ed=    48 3/10/2020   x1=  40. x2=  45. y1=   .82 y2=  -.98 BEST
GP: Confirmed Greece 3/7/2020         45    3058       67      46       56     1    48 3/10/2020 
AAA2     1 Greece Confirmed cc1=  .961354 cc2=  .672679 lx= 10.02552 if=  35 il=  46 3/8/2020   n=  11 now=    3058 end=      22595        73       169 U=    19.69 T=   80.4 p1= 638.9 p2=    13.5 ed=   126 5/27/2020   x1=  35. x2=  46. y1=  2.31 y2=  1.75     
GP: Confirmed Greece 3/8/2020         46    3058    -          73      169     2   126 5/27/2020 
AAA2     1 Greece Confirmed cc1=  .949493 cc2=  .647982 lx= 10.02552 if=  36 il=  46 3/8/2020   n=  10 now=    3058 end=      22595        73       169 U=    22.60 T=   85.5 p1= 638.9 p2=    13.5 ed=   138 6/8/2020    x1=  36. x2=  46. y1=  2.19 y2=  1.75     
GP: Confirmed Greece 3/8/2020         46    3058    -          73      169     2   138 6/8/2020  
AAA2     1 Greece Confirmed cc1=  .948865 cc2=  .632638 lx= 10.02552 if=  37 il=  46 3/8/2020   n=   9 now=    3058 end=      22595        73       169 U=    21.97 T=   84.4 p1= 638.9 p2=    13.5 ed=   136 6/6/2020    x1=  37. x2=  46. y1=  2.16 y2=  1.75     
GP: Confirmed Greece 3/8/2020         46    3058    -          73      169     2   136 6/6/2020  
AAA2     1 Greece Confirmed cc1=  .952685 cc2=  .619352 lx= 10.02552 if=  38 il=  46 3/8/2020   n=   8 now=    3058 end=      22595        73       169 U=    19.53 T=   80.1 p1= 638.9 p2=    13.5 ed=   126 5/27/2020   x1=  38. x2=  46. y1=  2.16 y2=  1.75     
GP: Confirmed Greece 3/8/2020         46    3058    -          73      169     2   126 5/27/2020 
AAA2     1 Greece Confirmed cc1=  .945572 cc2=  .592019 lx=  6.45552 if=  39 il=  46 3/8/2020   n=   7 now=    3058 end=        636        73       169 U=     9.54 T=   53.4 p1= -79.2 p2=   480.8 ed=    75 4/6/2020    x1=  39. x2=  46. y1=  1.51 y2=   .77     
GP: Confirmed Greece 3/8/2020         46    3058      636      73      169     2    75 4/6/2020  
AAA1     1 Greece Confirmed cc1=  .963230 cc2=  .585265 lx=  5.34552 if=  40 il=  46 3/8/2020   n=   6 now=    3058 end=        209        73       169 U=     5.13 T=   46.3 p1= -93.2 p2=  1463.2 ed=    58 3/20/2020   x1=  40. x2=  46. y1=  1.22 y2=   .05 BEST
AAA2     1 Greece Confirmed cc1=  .963230 cc2=  .585265 lx=  5.34452 if=  40 il=  46 3/8/2020   n=   6 now=    3058 end=        209        73       169 U=     5.13 T=   46.3 p1= -93.2 p2=  1463.2 ed=    58 3/20/2020   x1=  40. x2=  46. y1=  1.22 y2=   .05 BEST
GP: Confirmed Greece 3/8/2020         46    3058      209      73      169     2    58 3/20/2020 
AAA1     1 Greece Confirmed cc1=  .972474 cc2=  .564225 lx=  4.91552 if=  41 il=  46 3/8/2020   n=   5 now=    3058 end=        136        73       169 U=     3.21 T=   44.5 p1= -95.6 p2=  2248.5 ed=    52 3/14/2020   x1=  41. x2=  46. y1=  1.09 y2=  -.47 BEST
AAA2     1 Greece Confirmed cc1=  .972474 cc2=  .564225 lx=  4.91252 if=  41 il=  46 3/8/2020   n=   5 now=    3058 end=        136        73       169 U=     3.21 T=   44.5 p1= -95.6 p2=  2248.5 ed=    52 3/14/2020   x1=  41. x2=  46. y1=  1.09 y2=  -.47 BEST
GP: Confirmed Greece 3/8/2020         46    3058      136      73      169     2    52 3/14/2020 
AAA2     1 Greece Confirmed cc1=  .968663 cc2=  .691313 lx= 10.02552 if=  35 il=  47 3/9/2020   n=  12 now=    3058 end=      22595        73        56 U=    21.48 T=   84.5 p1= 638.9 p2=    13.5 ed=   135 6/5/2020    x1=  35. x2=  47. y1=  2.31 y2=  1.75     
GP: Confirmed Greece 3/9/2020         47    3058    -          73       56     2   135 6/5/2020  
AAA2     1 Greece Confirmed cc1=  .959939 cc2=  .671264 lx= 10.02552 if=  36 il=  47 3/9/2020   n=  11 now=    3058 end=      22595        73        56 U=    24.86 T=   90.4 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  36. x2=  47. y1=  2.19 y2=  1.75     
GP: Confirmed Greece 3/9/2020         47    3058    -          73       56     2   149 6/19/2020 
AAA2     1 Greece Confirmed cc1=  .959019 cc2=  .657508 lx= 10.02552 if=  37 il=  47 3/9/2020   n=  10 now=    3058 end=      22595        73        56 U=    24.41 T=   89.6 p1= 638.9 p2=    13.5 ed=   147 6/17/2020   x1=  37. x2=  47. y1=  2.16 y2=  1.75     
GP: Confirmed Greece 3/9/2020         47    3058    -          73       56     2   147 6/17/2020 
AAA2     1 Greece Confirmed cc1=  .960518 cc2=  .644290 lx= 10.02552 if=  38 il=  47 3/9/2020   n=   9 now=    3058 end=      22595        73        56 U=    21.97 T=   85.4 p1= 638.9 p2=    13.5 ed=   137 6/7/2020    x1=  38. x2=  47. y1=  2.16 y2=  1.75     
GP: Confirmed Greece 3/9/2020         47    3058    -          73       56     2   137 6/7/2020  
AAA2     1 Greece Confirmed cc1=  .957631 cc2=  .624298 lx=  5.20552 if=  39 il=  47 3/9/2020   n=   8 now=    3058 end=        182        73        56 U=     6.30 T=   46.4 p1= -94.0 p2=  1680.2 ed=    61 3/23/2020   x1=  39. x2=  47. y1=  1.18 y2=  -.09     
GP: Confirmed Greece 3/9/2020         47    3058      182      73       56     2    61 3/23/2020 
AAA2     1 Greece Confirmed cc1=  .969812 cc2=  .616259 lx=  4.86552 if=  40 il=  47 3/9/2020   n=   7 now=    3058 end=        129        73        56 U=     4.31 T=   44.6 p1= -95.8 p2=  2370.5 ed=    54 3/16/2020   x1=  40. x2=  47. y1=  1.07 y2=  -.55     
GP: Confirmed Greece 3/9/2020         47    3058      129      73       56     2    54 3/16/2020 
AAA1     1 Greece Confirmed cc1=  .974577 cc2=  .596612 lx=  4.66552 if=  41 il=  47 3/9/2020   n=   6 now=    3058 end=        106        73        56 U=     3.03 T=   44.0 p1= -96.5 p2=  2884.9 ed=    51 3/13/2020   x1=  41. x2=  47. y1=  1.00 y2=  -.98 BEST
AAA2     1 Greece Confirmed cc1=  .974578 cc2=  .596612 lx=  4.66052 if=  41 il=  47 3/9/2020   n=   6 now=    3058 end=        106        73        56 U=     3.03 T=   44.0 p1= -96.5 p2=  2884.9 ed=    51 3/13/2020   x1=  41. x2=  47. y1=  1.00 y2=  -.98 BEST
GP: Confirmed Greece 3/9/2020         47    3058      106      73       56     2    51 3/13/2020 
AAA1     1 Greece Confirmed cc1=  .964831 cc2=  .556583 lx=  4.54552 if=  42 il=  47 3/9/2020   n=   5 now=    3058 end=         94        73        56 U=     2.25 T=   43.9 p1= -96.9 p2=  3253.2 ed=    49 3/11/2020   x1=  42. x2=  47. y1=   .85 y2= -1.37 BEST
AAA2     1 Greece Confirmed cc1=  .964834 cc2=  .556583 lx=  4.54952 if=  42 il=  47 3/9/2020   n=   5 now=    3058 end=         94        73        56 U=     2.25 T=   43.9 p1= -96.9 p2=  3253.2 ed=    49 3/11/2020   x1=  42. x2=  47. y1=   .85 y2= -1.37 BEST
GP: Confirmed Greece 3/9/2020         47    3058       94      73       56     2    49 3/11/2020 
AAA2     1 Greece Confirmed cc1=  .973852 cc2=  .706591 lx= 10.02552 if=  35 il=  48 3/10/2020  n=  13 now=    3058 end=      22595        89       169 U=    21.90 T=   85.5 p1= 638.9 p2=    13.5 ed=   137 6/7/2020    x1=  35. x2=  48. y1=  2.31 y2=  1.71     
GP: Confirmed Greece 3/10/2020        48    3058    -          89      169     4   137 6/7/2020  
AAA2     1 Greece Confirmed cc1=  .967240 cc2=  .689890 lx= 10.02552 if=  36 il=  48 3/10/2020  n=  12 now=    3058 end=      22595        89       169 U=    25.12 T=   91.0 p1= 638.9 p2=    13.5 ed=   150 6/20/2020   x1=  36. x2=  48. y1=  2.19 y2=  1.71     
GP: Confirmed Greece 3/10/2020        48    3058    -          89      169     4   150 6/20/2020 
AAA2     1 Greece Confirmed cc1=  .966033 cc2=  .677358 lx= 10.02552 if=  37 il=  48 3/10/2020  n=  11 now=    3058 end=      22595        89       169 U=    24.73 T=   90.3 p1= 638.9 p2=    13.5 ed=   148 6/18/2020   x1=  37. x2=  48. y1=  2.16 y2=  1.71     
GP: Confirmed Greece 3/10/2020        48    3058    -          89      169     4   148 6/18/2020 
AAA2     1 Greece Confirmed cc1=  .968748 cc2=  .667237 lx=  5.59552 if=  38 il=  48 3/10/2020  n=  10 now=    3058 end=        269        89       169 U=     7.49 T=   48.8 p1= -91.2 p2=  1136.8 ed=    66 3/28/2020   x1=  38. x2=  48. y1=  1.44 y2=   .10     
GP: Confirmed Greece 3/10/2020        48    3058      269      89      169     4    66 3/28/2020 
AAA1     1 Greece Confirmed cc1=  .969196 cc2=  .652968 lx=  5.04552 if=  39 il=  48 3/10/2020  n=   9 now=    3058 end=        155        89       169 U=     5.24 T=   44.9 p1= -94.9 p2=  1972.9 ed=    57 3/19/2020   x1=  39. x2=  48. y1=  1.13 y2=  -.59 BEST
