TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       43917.00000       10.69006
TAB:  Ecuador Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Ecuador Confirmed .            50       34    43917      811        4      811      811      811
TAB:  Ecuador Confirmed 3/13/2020    51       34    43917      811        5      811      811      811
TAB:  Ecuador Confirmed .            52       56    43917     2433        1     2433     4056     4056
TAB:  Ecuador Confirmed 3/15/2020    53       56    43917     4056        1     4056     5678     5678
TAB:  Ecuador Confirmed .            54       75    43917        0        0        0        0        0
TAB:  Ecuador Confirmed 3/17/2020    55      117    43917        0        0        0        0        0
TAB:  Ecuador Confirmed .            56      225    43917        0        0        0        0        0
TAB:  Ecuador Confirmed 3/19/2020    57      404    43917        0        0        0        0        0
TAB:  Ecuador Confirmed .            58      745    43917        0        0        0        0        0
TAB:  Ecuador Confirmed 3/21/2020    59     1027    43917        0        0        0        0        0
TAB:  Ecuador Confirmed .            60     1602    43917    20281        1    20281   185779   185779
TAB:  Ecuador Confirmed 3/23/2020    61     1992    43917     7301        1     7301    20281     8923
TAB:  Ecuador Confirmed .            62     2198    43917     4056        2     2433    17036     7301
TAB:  Ecuador Confirmed 3/25/2020    63     2383    43917     2433        3     2433   263660     5678
TAB:  Ecuador Confirmed .            64     2850    43917     4056        2     4056   211739     7301
TAB:  Ecuador Confirmed 3/27/2020    65     3240    43917     4056        2     4056   163063     8923
TAB:  Ecuador Confirmed .            66     3703    43917     5678        3     5678   167931    10546
TAB:  Ecuador Confirmed 3/29/2020    67     3908    43917     5678        4     5678   128990    12168
TAB:  Ecuador Confirmed .            68     3985    43917     5678        6     4056    98162     8923
TAB:  Ecuador Confirmed 3/31/2020    69     4550    43917     5678        4     5678    81937    12168
TAB:  Ecuador Confirmed .            70     5582    43917     8923        2     8923   103030    13791
TAB:  Ecuador Confirmed 4/2/2020     71     6425    43917    12168        2    10546   153328    20281
TAB:  Ecuador Confirmed .            72     6842    43917    12168        2    12168   247435    20281
TAB:  Ecuador Confirmed 4/4/2020     73     7039    43917    12168        2     7301    73824    18659
TAB:  Ecuador Confirmed .            74     7407    43917    12168        4     7301   159818    20281
TAB:  Ecuador Confirmed 4/6/2020     75     7612    43917    12168        3     7301   106275    20281
TAB:  Ecuador Confirmed .            76     7612    43917     8315        2     7742    50179    14623
TAB:  Ecuador Confirmed 4/8/2020     77     9040    43917    12347        2    12347    37043    17867
TAB:  Ecuador Confirmed .            78    10086    43917    14284        1    14284    41023    19540
TAB:  Ecuador Confirmed 4/10/2020    79    14548    43917    41410        1    41410    65440    54283
TAB:  Ecuador Confirmed .            80    14743    43917    42996        1    42996    93295    62467
TAB:  Ecuador Confirmed 4/12/2020    81    15167    43917    15413        1    15413    91672    55977
TAB:  Ecuador Confirmed .            82    15295    43917    15413        3    15413    81937    54354
TAB:  Ecuador Confirmed 4/14/2020    83    15445    43917    15413        3    15413    73824    46241
TAB:  Ecuador Confirmed .            84    15964    43917    17036        2    17036    65712    44619
TAB:  Ecuador Confirmed 4/16/2020    85    16709    43917    17036        2    17036    60844    42996
TAB:  Ecuador Confirmed .            86    17166    43917    18659        2    18659    55977    39751
TAB:  Ecuador Confirmed 4/18/2020    87    18328    43917    20281        2    20281   231209    39751
TAB:  Ecuador Confirmed .            88    19234    43917    33261        2    21904   128990    38129
TAB:  Ecuador Confirmed 4/20/2020    89    20575    43917    25149        2    25149    94917    39751
TAB:  Ecuador Confirmed .            90    21124    43917    33261        3    26771    73824    39751
TAB:  Ecuador Confirmed 4/22/2020    91    22042    43917    28394        3    26771    64089    39751
TAB:  Ecuador Confirmed .            92    22719    43917    33261        4    26771    57599    38129
TAB:  Ecuador Confirmed 4/24/2020    93    22719    43917    33261        4    23526    51109    36506
TAB:  Ecuador Confirmed .            94    22719    43917    33261        6    23526    44619    34884
TAB:  Ecuador Confirmed 4/26/2020    95    22719    43917    32156        2    22850    40635    32570
TAB:  Ecuador Confirmed .            96    23240    43917    31607        4    23781    38631    31808
TAB:  Ecuador Confirmed 4/28/2020    97    24258    43917    27510        3    26835    38987    31898
TAB:  Ecuador Confirmed .            98    24675    43917    28394        8    26771    42996    33261
TAB:  Ecuador Confirmed 4/30/2020    99    24934    43917    28394       11    26771   140348    34884
TAB:  Ecuador Confirmed .           100    26336    43917    31639        8    30016    36506    33261
TAB:  Ecuador Confirmed 5/2/2020    101    27464    43917    33261       14    33261    42996    38129
TAB:  Ecuador Confirmed .           102    29538    43917    36506        9    36506    90050    47864
TAB:  Ecuador Confirmed 5/4/2020    103    31881    43917    39751        6    39751    47864    42996
TAB:  Ecuador Confirmed .           104    31881    43917    41374        5    41374    86805    47864
TAB:  Ecuador Confirmed 5/6/2020    105    31881    43917    42996        5    38129    90050    44619
TAB:  Ecuador Confirmed .           106    30298    43917    41374        5    30016    81937    44619
TAB:  Ecuador Confirmed 5/8/2020    107    28818    43917    41374        5    28394    47864    41374
TAB:  Ecuador Confirmed .           108    29071    43917    29494        7    29494    46282    41385
TAB:  Ecuador Confirmed 5/10/2020   109    29290    43917    29528        8    29528    42199    40841
TAB:  Ecuador Confirmed .           110    29509    43917    30052        3    30052    41807    40476
TAB:  Ecuador Confirmed 5/12/2020   111    30419    43917    39240        3    39240    40979    40110
TAB:  Ecuador Confirmed .           112    30486    43917    38889        3    38889    40594    39742
TAB:  Ecuador Confirmed 5/14/2020   113    30502    43917    39751        6    31639    41374    39751
TAB:  Ecuador Confirmed .           114    31467    43917    38129        5    38129    41374    39751
TAB:  Ecuador Confirmed 5/16/2020   115    32763    43917    38129        5    38129    39751    39751
TAB:  Ecuador Confirmed .           116    33182    43917    38129        6    38129    39751    39751
TAB:  Ecuador Confirmed 5/18/2020   117    33582    43917    38129        6    34884    39751    38129
TAB:  Ecuador Confirmed .           118    34151    43917    39751        6    34884    39751    38129
TAB:  Ecuador Confirmed 5/20/2020   119    34854    43917    39751       10    38129   273395    46241
TAB:  Ecuador Confirmed .           120    35306    43917    39751       12    36506    62467    41374
TAB:  Ecuador Confirmed 5/22/2020   121    35828    43917    39751       11    38129   213362    44619
TAB:  Ecuador Confirmed .           122    36258    43917    39751       12    38129    70579    46241
TAB:  Ecuador Confirmed 5/24/2020   123    36756    43917    40461        8    40461    69623    46294
TAB:  Ecuador Confirmed .           124    37355    43917    41374       11    41374    98162    52732
TAB:  Ecuador Confirmed 5/26/2020   125    37729    43917    41374       10    41374   104652    52732
TAB:  Ecuador Confirmed .           126    38103    43917    41691        7    41691    56352    48106
TAB:  Ecuador Confirmed 5/28/2020   127    38471    43917    42151        9    41023    55967    46098
TAB:  Ecuador Confirmed .           128    38571    43917    42290        7    39219    54851    45361
TAB:  Ecuador Confirmed 5/30/2020   129    38571    43917    42665        9    38873    53772    44833
TAB:  Ecuador Confirmed .           130    39098    43917    42509        9    40632    53237    45191
TAB:  Ecuador Confirmed 6/1/2020    131    39756    43917    44619       14    42996    54354    49487
TAB:  Ecuador Confirmed .           132    40414    43917    46241        9    42996    62467    51109
TAB:  Ecuador Confirmed 6/3/2020    133    40966    43917    44619       10    44619   236077    52732
TAB:  Ecuador Confirmed .           134    41270    43917    44619       11    44619   122500    54354
TAB:  Ecuador Confirmed 6/5/2020    135    41575    43917    44619       10    42996   112765    54354
TAB:  Ecuador Confirmed .           136    42728    43917    46241        9    46241   106275    57599
TAB:  Ecuador Confirmed 6/7/2020    137    43120    43917    46241        9    46241   206871    60844
TAB:  Ecuador Confirmed .           138    43378    43917    62467        7    46241   245812    59222
TAB:  Ecuador Confirmed 6/9/2020    139    43917    43917    47864       10    46241   166308    60844
AAA2     1 Ecuador Confirmed cc1=  .958228 cc2=  .549980 lx= 12.69006 if=  39 il=  44 3/6/2020   n=   5 now=   43917 end=     324505        26         0 U=    63.46 T=  186.4 p1= 638.9 p2=    13.5 ed=   336 12/23/2020  x1=  39. x2=  44. y1=  2.32 y2=  2.24     
GP: Confirmed Ecuador 3/6/2020         44   43917    -          26        0     0   336 12/23/2020
AAA2     1 Ecuador Confirmed cc1=  .944563 cc2=  .566598 lx=  6.69006 if=  39 il=  45 3/7/2020   n=   6 now=   43917 end=        804        26         0 U=    29.53 T=   81.4 p1= -98.2 p2=  5462.3 ed=   151 6/21/2020   x1=  39. x2=  45. y1=  1.44 y2=  1.23     
GP: Confirmed Ecuador 3/7/2020         45   43917      804      26        0     0   151 6/21/2020 
AAA2     1 Ecuador Confirmed cc1=  .930610 cc2=  .522362 lx=  6.69006 if=  40 il=  45 3/7/2020   n=   5 now=   43917 end=        804        26         0 U=    24.61 T=   75.3 p1= -98.2 p2=  5462.3 ed=   133 6/3/2020    x1=  40. x2=  45. y1=  1.44 y2=  1.23     
GP: Confirmed Ecuador 3/7/2020         45   43917      804      26        0     0   133 6/3/2020  
AAA2     1 Ecuador Confirmed cc1=  .940472 cc2=  .586918 lx=  6.69006 if=  39 il=  46 3/8/2020   n=   7 now=   43917 end=        804        28         0 U=    31.11 T=   83.7 p1= -98.2 p2=  5462.3 ed=   157 6/27/2020   x1=  39. x2=  46. y1=  1.44 y2=  1.21     
GP: Confirmed Ecuador 3/8/2020         46   43917      804      28        0     0   157 6/27/2020 
AAA2     1 Ecuador Confirmed cc1=  .918751 cc2=  .540786 lx=  6.69006 if=  40 il=  46 3/8/2020   n=   6 now=   43917 end=        804        28         0 U=    26.67 T=   78.3 p1= -98.2 p2=  5462.3 ed=   141 6/11/2020   x1=  40. x2=  46. y1=  1.44 y2=  1.21     
GP: Confirmed Ecuador 3/8/2020         46   43917      804      28        0     0   141 6/11/2020 
AAA2     1 Ecuador Confirmed cc1=  .940546 cc2=  .607212 lx=  6.69006 if=  39 il=  47 3/9/2020   n=   8 now=   43917 end=        804        30         0 U=    32.55 T=   85.8 p1= -98.2 p2=  5462.3 ed=   162 7/2/2020    x1=  39. x2=  47. y1=  1.44 y2=  1.19     
GP: Confirmed Ecuador 3/9/2020         47   43917      804      30        0     0   162 7/2/2020  
AAA2     1 Ecuador Confirmed cc1=  .917677 cc2=  .564124 lx=  6.69006 if=  40 il=  47 3/9/2020   n=   7 now=   43917 end=        804        30         0 U=    28.48 T=   80.9 p1= -98.2 p2=  5462.3 ed=   148 6/18/2020   x1=  40. x2=  47. y1=  1.44 y2=  1.19     
GP: Confirmed Ecuador 3/9/2020         47   43917      804      30        0     0   148 6/18/2020 
AAA2     1 Ecuador Confirmed cc1=  .878420 cc2=  .500456 lx=  6.69006 if=  41 il=  47 3/9/2020   n=   6 now=   43917 end=        804        30         0 U=    28.79 T=   81.3 p1= -98.2 p2=  5462.3 ed=   149 6/19/2020   x1=  41. x2=  47. y1=  1.40 y2=  1.19     
GP: Confirmed Ecuador 3/9/2020         47   43917      804      30        0     0   149 6/19/2020 
AAA1     1 Ecuador Confirmed cc1=  .931392 cc2=  .615164 lx=  6.69006 if=  39 il=  48 3/10/2020  n=   9 now=   43917 end=        804        30       811 U=    36.62 T=   91.6 p1= -98.2 p2=  5462.3 ed=   178 7/18/2020   x1=  39. x2=  48. y1=  1.44 y2=  1.19 BEST
AAA2     1 Ecuador Confirmed cc1=  .931567 cc2=  .615164 lx=  6.59006 if=  39 il=  48 3/10/2020  n=   9 now=   43917 end=        804        30       811 U=    36.62 T=   91.6 p1= -98.2 p2=  5462.3 ed=   178 7/18/2020   x1=  39. x2=  48. y1=  1.44 y2=  1.19 BEST
GP: Confirmed Ecuador 3/10/2020        48   43917      804      30      811     4   178 7/18/2020 
AAA1     1 Ecuador Confirmed cc1=  .905616 cc2=  .572283 lx=  6.69006 if=  40 il=  48 3/10/2020  n=   8 now=   43917 end=        804        30       811 U=    32.55 T=   86.8 p1= -98.2 p2=  5462.3 ed=   163 7/3/2020    x1=  40. x2=  48. y1=  1.44 y2=  1.19 BEST
AAA2     1 Ecuador Confirmed cc1=  .905871 cc2=  .572283 lx=  6.59006 if=  40 il=  48 3/10/2020  n=   8 now=   43917 end=        804        30       811 U=    32.55 T=   86.8 p1= -98.2 p2=  5462.3 ed=   163 7/3/2020    x1=  40. x2=  48. y1=  1.44 y2=  1.19 BEST
GP: Confirmed Ecuador 3/10/2020        48   43917      804      30      811     4   163 7/3/2020  
AAA1     1 Ecuador Confirmed cc1=  .870415 cc2=  .516861 lx=  6.69006 if=  41 il=  48 3/10/2020  n=   7 now=   43917 end=        804        30       811 U=    33.59 T=   88.0 p1= -98.2 p2=  5462.3 ed=   167 7/7/2020    x1=  41. x2=  48. y1=  1.40 y2=  1.19 BEST
AAA2     1 Ecuador Confirmed cc1=  .870747 cc2=  .516861 lx=  6.59006 if=  41 il=  48 3/10/2020  n=   7 now=   43917 end=        804        30       811 U=    33.59 T=   88.0 p1= -98.2 p2=  5462.3 ed=   167 7/7/2020    x1=  41. x2=  48. y1=  1.40 y2=  1.19 BEST
GP: Confirmed Ecuador 3/10/2020        48   43917      804      30      811     4   167 7/7/2020  
AAA1     1 Ecuador Confirmed cc1=  .889722 cc2=  .511757 lx=  6.69006 if=  42 il=  48 3/10/2020  n=   6 now=   43917 end=        804        30       811 U=    51.61 T=  109.4 p1= -98.2 p2=  5462.3 ed=   231 9/9/2020    x1=  42. x2=  48. y1=  1.31 y2=  1.19 BEST
AAA2     1 Ecuador Confirmed cc1=  .889921 cc2=  .511757 lx=  6.59006 if=  42 il=  48 3/10/2020  n=   6 now=   43917 end=        804        30       811 U=    51.61 T=  109.4 p1= -98.2 p2=  5462.3 ed=   231 9/9/2020    x1=  42. x2=  48. y1=  1.31 y2=  1.19 BEST
GP: Confirmed Ecuador 3/10/2020        48   43917      804      30      811     4   231 9/9/2020  
AAA2     1 Ecuador Confirmed cc1=  .924859 cc2=  .516611 lx= 12.69006 if=  43 il=  48 3/10/2020  n=   5 now=   43917 end=     324505        30       811 U=   327.05 T=  776.9 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  43. x2=  48. y1=  2.24 y2=  2.23     
GP: Confirmed Ecuador 3/10/2020        48   43917    -          30      811     4   999 undefine  
AAA1     1 Ecuador Confirmed cc1=  .938354 cc2=  .636843 lx=  6.69006 if=  39 il=  49 3/11/2020  n=  10 now=   43917 end=        804        34       811 U=    35.14 T=   89.5 p1= -98.2 p2=  5462.3 ed=   172 7/12/2020   x1=  39. x2=  49. y1=  1.44 y2=  1.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .938588 cc2=  .636843 lx=  6.59006 if=  39 il=  49 3/11/2020  n=  10 now=   43917 end=        804        34       811 U=    35.14 T=   89.5 p1= -98.2 p2=  5462.3 ed=   172 7/12/2020   x1=  39. x2=  49. y1=  1.44 y2=  1.15 BEST
GP: Confirmed Ecuador 3/11/2020        49   43917      804      34      811     4   172 7/12/2020 
AAA1     1 Ecuador Confirmed cc1=  .917087 cc2=  .600859 lx=  6.69006 if=  40 il=  49 3/11/2020  n=   9 now=   43917 end=        804        34       811 U=    31.63 T=   85.4 p1= -98.2 p2=  5462.3 ed=   160 6/30/2020   x1=  40. x2=  49. y1=  1.44 y2=  1.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .917410 cc2=  .600859 lx=  6.59006 if=  40 il=  49 3/11/2020  n=   9 now=   43917 end=        804        34       811 U=    31.63 T=   85.4 p1= -98.2 p2=  5462.3 ed=   160 6/30/2020   x1=  40. x2=  49. y1=  1.44 y2=  1.15 BEST
GP: Confirmed Ecuador 3/11/2020        49   43917      804      34      811     4   160 6/30/2020 
AAA1     1 Ecuador Confirmed cc1=  .895613 cc2=  .562279 lx=  6.69006 if=  41 il=  49 3/11/2020  n=   8 now=   43917 end=        804        34       811 U=    32.36 T=   86.3 p1= -98.2 p2=  5462.3 ed=   162 7/2/2020    x1=  41. x2=  49. y1=  1.40 y2=  1.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .896000 cc2=  .562279 lx=  6.59006 if=  41 il=  49 3/11/2020  n=   8 now=   43917 end=        804        34       811 U=    32.36 T=   86.3 p1= -98.2 p2=  5462.3 ed=   162 7/2/2020    x1=  41. x2=  49. y1=  1.40 y2=  1.15 BEST
GP: Confirmed Ecuador 3/11/2020        49   43917      804      34      811     4   162 7/2/2020  
AAA1     1 Ecuador Confirmed cc1=  .927396 cc2=  .573842 lx=  6.69006 if=  42 il=  49 3/11/2020  n=   7 now=   43917 end=        804        34       811 U=    45.14 T=  101.0 p1= -98.2 p2=  5462.3 ed=   207 8/16/2020   x1=  42. x2=  49. y1=  1.31 y2=  1.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .927549 cc2=  .573842 lx=  6.59006 if=  42 il=  49 3/11/2020  n=   7 now=   43917 end=        804        34       811 U=    45.14 T=  101.0 p1= -98.2 p2=  5462.3 ed=   207 8/16/2020   x1=  42. x2=  49. y1=  1.31 y2=  1.15 BEST
GP: Confirmed Ecuador 3/11/2020        49   43917      804      34      811     4   207 8/16/2020 
AAA2     1 Ecuador Confirmed cc1=  .936035 cc2=  .558071 lx= 12.69006 if=  43 il=  49 3/11/2020  n=   6 now=   43917 end=     324505        34       811 U=   207.94 T=  509.6 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  43. x2=  49. y1=  2.24 y2=  2.22     
GP: Confirmed Ecuador 3/11/2020        49   43917    -          34      811     4   999 undefine  
AAA2     1 Ecuador Confirmed cc1=  .958345 cc2=  .550097 lx= 12.69006 if=  44 il=  49 3/11/2020  n=   5 now=   43917 end=     324505        34       811 U=   173.28 T=  432.9 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  44. x2=  49. y1=  2.24 y2=  2.22     
GP: Confirmed Ecuador 3/11/2020        49   43917    -          34      811     4   999 undefine  
AAA1     1 Ecuador Confirmed cc1=  .936999 cc2=  .648324 lx=  6.69006 if=  39 il=  50 3/12/2020  n=  11 now=   43917 end=        804        34       811 U=    38.65 T=   94.5 p1= -98.2 p2=  5462.3 ed=   185 7/25/2020   x1=  39. x2=  50. y1=  1.44 y2=  1.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .937279 cc2=  .648324 lx=  6.59006 if=  39 il=  50 3/12/2020  n=  11 now=   43917 end=        804        34       811 U=    38.65 T=   94.5 p1= -98.2 p2=  5462.3 ed=   185 7/25/2020   x1=  39. x2=  50. y1=  1.44 y2=  1.15 BEST
GP: Confirmed Ecuador 3/12/2020        50   43917      804      34      811     4   185 7/25/2020 
AAA1     1 Ecuador Confirmed cc1=  .917264 cc2=  .615752 lx=  6.69006 if=  40 il=  50 3/12/2020  n=  10 now=   43917 end=        804        34       811 U=    35.14 T=   90.5 p1= -98.2 p2=  5462.3 ed=   173 7/13/2020   x1=  40. x2=  50. y1=  1.44 y2=  1.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .917634 cc2=  .615752 lx=  6.59006 if=  40 il=  50 3/12/2020  n=  10 now=   43917 end=        804        34       811 U=    35.14 T=   90.5 p1= -98.2 p2=  5462.3 ed=   173 7/13/2020   x1=  40. x2=  50. y1=  1.44 y2=  1.15 BEST
GP: Confirmed Ecuador 3/12/2020        50   43917      804      34      811     4   173 7/13/2020 
AAA1     1 Ecuador Confirmed cc1=  .902519 cc2=  .586292 lx=  6.69006 if=  41 il=  50 3/12/2020  n=   9 now=   43917 end=        804        34       811 U=    36.40 T=   91.9 p1= -98.2 p2=  5462.3 ed=   177 7/17/2020   x1=  41. x2=  50. y1=  1.40 y2=  1.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .902942 cc2=  .586292 lx=  6.59006 if=  41 il=  50 3/12/2020  n=   9 now=   43917 end=        804        34       811 U=    36.40 T=   91.9 p1= -98.2 p2=  5462.3 ed=   177 7/17/2020   x1=  41. x2=  50. y1=  1.40 y2=  1.15 BEST
GP: Confirmed Ecuador 3/12/2020        50   43917      804      34      811     4   177 7/17/2020 
AAA1     1 Ecuador Confirmed cc1=  .941572 cc2=  .608239 lx=  6.69006 if=  42 il=  50 3/12/2020  n=   8 now=   43917 end=        804        34       811 U=    51.59 T=  109.4 p1= -98.2 p2=  5462.3 ed=   231 9/9/2020    x1=  42. x2=  50. y1=  1.31 y2=  1.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .941735 cc2=  .608239 lx=  6.59006 if=  42 il=  50 3/12/2020  n=   8 now=   43917 end=        804        34       811 U=    51.59 T=  109.4 p1= -98.2 p2=  5462.3 ed=   231 9/9/2020    x1=  42. x2=  50. y1=  1.31 y2=  1.15 BEST
GP: Confirmed Ecuador 3/12/2020        50   43917      804      34      811     4   231 9/9/2020  
AAA2     1 Ecuador Confirmed cc1=  .956406 cc2=  .602853 lx= 12.69006 if=  43 il=  50 3/12/2020  n=   7 now=   43917 end=     324505        34       811 U=   242.60 T=  587.4 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  43. x2=  50. y1=  2.24 y2=  2.22     
GP: Confirmed Ecuador 3/12/2020        50   43917    -          34      811     4   999 undefine  
AAA2     1 Ecuador Confirmed cc1=  .969827 cc2=  .591863 lx= 12.69006 if=  44 il=  50 3/12/2020  n=   6 now=   43917 end=     324505        34       811 U=   207.94 T=  510.6 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  44. x2=  50. y1=  2.24 y2=  2.22     
GP: Confirmed Ecuador 3/12/2020        50   43917    -          34      811     4   999 undefine  
AAA2     1 Ecuador Confirmed cc1=  .968789 cc2=  .560541 lx= 12.69006 if=  45 il=  50 3/12/2020  n=   5 now=   43917 end=     324505        34       811 U=   173.28 T=  433.9 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  45. x2=  50. y1=  2.24 y2=  2.22     
GP: Confirmed Ecuador 3/12/2020        50   43917    -          34      811     4   999 undefine  
AAA1     1 Ecuador Confirmed cc1=  .930613 cc2=  .653263 lx=  6.69006 if=  39 il=  51 3/13/2020  n=  12 now=   43917 end=        804        34       811 U=    42.17 T=   99.6 p1= -98.2 p2=  5462.3 ed=   199 8/8/2020    x1=  39. x2=  51. y1=  1.44 y2=  1.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .930926 cc2=  .653263 lx=  6.59006 if=  39 il=  51 3/13/2020  n=  12 now=   43917 end=        804        34       811 U=    42.17 T=   99.6 p1= -98.2 p2=  5462.3 ed=   199 8/8/2020    x1=  39. x2=  51. y1=  1.44 y2=  1.15 BEST
GP: Confirmed Ecuador 3/13/2020        51   43917      804      34      811     5   199 8/8/2020  
AAA1     1 Ecuador Confirmed cc1=  .911044 cc2=  .622369 lx=  6.69006 if=  40 il=  51 3/13/2020  n=  11 now=   43917 end=        804        34       811 U=    38.65 T=   95.5 p1= -98.2 p2=  5462.3 ed=   186 7/26/2020   x1=  40. x2=  51. y1=  1.44 y2=  1.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .911447 cc2=  .622369 lx=  6.59006 if=  40 il=  51 3/13/2020  n=  11 now=   43917 end=        804        34       811 U=    38.65 T=   95.5 p1= -98.2 p2=  5462.3 ed=   186 7/26/2020   x1=  40. x2=  51. y1=  1.44 y2=  1.15 BEST
GP: Confirmed Ecuador 3/13/2020        51   43917      804      34      811     5   186 7/26/2020 
AAA1     1 Ecuador Confirmed cc1=  .899644 cc2=  .598133 lx=  6.69006 if=  41 il=  51 3/13/2020  n=  10 now=   43917 end=        804        34       811 U=    40.45 T=   97.6 p1= -98.2 p2=  5462.3 ed=   193 8/2/2020    x1=  41. x2=  51. y1=  1.40 y2=  1.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .900089 cc2=  .598133 lx=  6.59006 if=  41 il=  51 3/13/2020  n=  10 now=   43917 end=        804        34       811 U=    40.45 T=   97.6 p1= -98.2 p2=  5462.3 ed=   193 8/2/2020    x1=  41. x2=  51. y1=  1.40 y2=  1.15 BEST
GP: Confirmed Ecuador 3/13/2020        51   43917      804      34      811     5   193 8/2/2020  
