TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       28479.00000       10.25692
TAB:  Ukraine Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Ukraine Confirmed .            66      356    28479    66812        1    66812   122576   122576
TAB:  Ukraine Confirmed 3/29/2020    67      475    28479     2630        1     2630   163610    74177
TAB:  Ukraine Confirmed .            68      548    28479     1578        2     1578   184654    64707
TAB:  Ukraine Confirmed 3/31/2020    69      645    28479     1578        4     1578   198332    35247
TAB:  Ukraine Confirmed .            70      794    28479     2630        4     2630   162558    52081
TAB:  Ukraine Confirmed 4/2/2020     71      897    28479     2630        5     2630   113107    23673
TAB:  Ukraine Confirmed .            72     1072    28479     6839        3     2630   163610    17360
TAB:  Ukraine Confirmed 4/4/2020     73     1225    28479     3682        3     3682    91011    14204
TAB:  Ukraine Confirmed .            74     1308    28479     3682        6     2630   107846    11047
TAB:  Ukraine Confirmed 4/6/2020     75     1319    28479     2630        6     1578   113107     8943
TAB:  Ukraine Confirmed .            76     1462    28479     2630        7     1578   120472     8943
TAB:  Ukraine Confirmed 4/8/2020     77     1668    28479     2630        8     2630   134150     9995
TAB:  Ukraine Confirmed .            78     1892    28479     3682        8     3682   156245    11047
TAB:  Ukraine Confirmed 4/10/2020    79     2203    28479     4734        7     4734   198332    12099
TAB:  Ukraine Confirmed .            80     2511    28479     6839        7     5786   112055    14204
TAB:  Ukraine Confirmed 4/12/2020    81     2777    28479     7891       10     7891   149932    21569
TAB:  Ukraine Confirmed .            82     3102    28479     8943        8     8943   146776    21569
TAB:  Ukraine Confirmed 4/14/2020    83     3372    28479     9995        9     5786   170976    18412
TAB:  Ukraine Confirmed .            84     3764    28479    12099        9     9995    61551    21569
TAB:  Ukraine Confirmed 4/16/2020    85     4161    28479    13152        6    12099    79438    25777
TAB:  Ukraine Confirmed .            86     4662    28479    15256        6    14204   114159    26830
TAB:  Ukraine Confirmed 4/18/2020    87     5106    28479    16308        8    16308   146776    33143
TAB:  Ukraine Confirmed .            88     5449    28479    17360        7    11047   143619    37351
TAB:  Ukraine Confirmed 4/20/2020    89     5710    28479    18412        7     6839   113107    24725
TAB:  Ukraine Confirmed .            90     6125    28479    18412       11     7891   174132    25777
TAB:  Ukraine Confirmed 4/22/2020    91     6592    28479    19464        8    11047   204645    27882
TAB:  Ukraine Confirmed .            92     7170    28479    20517        7    16308   189914    34195
TAB:  Ukraine Confirmed 4/24/2020    93     7647    28479    21569        7    20517   132046    35247
TAB:  Ukraine Confirmed .            94     8125    28479    24725        6    21569    98376    38403
TAB:  Ukraine Confirmed 4/26/2020    95     8617    28479    22621        7    16308    79438    37351
TAB:  Ukraine Confirmed .            96     9009    28479    25777        7    13152   139411    33143
TAB:  Ukraine Confirmed 4/28/2020    97     9410    28479    22957        4    12939    54680    27966
TAB:  Ukraine Confirmed .            98     9866    28479    23569        4    14438    48497    27518
TAB:  Ukraine Confirmed 4/30/2020    99    10406    28479    23673       10    17360    45768    29986
TAB:  Ukraine Confirmed .           100    10861    28479    24725       12    19464    42612    29986
TAB:  Ukraine Confirmed 5/2/2020    101    11411    28479    24725       14    22621    63655    33143
TAB:  Ukraine Confirmed .           102    11913    28479    25777       15    24725    74177    34195
TAB:  Ukraine Confirmed 5/4/2020    103    12331    28479    26111       11    19876    82233    32347
TAB:  Ukraine Confirmed .           104    12697    28479    25717        7    16039    35574    28226
TAB:  Ukraine Confirmed 5/6/2020    105    13184    28479    25479       12    18000    34523    27566
TAB:  Ukraine Confirmed .           106    13691    28479    25836       16    22092    34074    28083
TAB:  Ukraine Confirmed 5/8/2020    107    14195    28479    26830       15    25777    35247    29986
TAB:  Ukraine Confirmed .           108    14710    28479    26830       11    25777    52081    32090
TAB:  Ukraine Confirmed 5/10/2020   109    15232    28479    27882       13    26830    73125    34195
TAB:  Ukraine Confirmed .           110    15648    28479    27882       15    24725    93116    33143
TAB:  Ukraine Confirmed 5/12/2020   111    16023    28479    27614        5    19650    49962    30182
TAB:  Ukraine Confirmed .           112    16425    28479    27914        6    19739    33131    29305
TAB:  Ukraine Confirmed 5/14/2020   113    16847    28479    27895        6    21537    31551    28531
TAB:  Ukraine Confirmed .           114    17330    28479    27882       16    24725    36299    29986
TAB:  Ukraine Confirmed 5/16/2020   115    17858    28479    28934       17    27882    40508    32090
TAB:  Ukraine Confirmed .           116    18291    28479    28934       16    27882    49977    33143
TAB:  Ukraine Confirmed 5/18/2020   117    18616    28479    31038       17    23673    63655    32090
TAB:  Ukraine Confirmed .           118    18876    28479    29702        7    20060    32802    29358
TAB:  Ukraine Confirmed 5/20/2020   119    19230    28479    29991       10    21110    30926    28433
TAB:  Ukraine Confirmed .           120    19706    28479    29986       25    24725    31038    27882
TAB:  Ukraine Confirmed 5/22/2020   121    20148    28479    28934       25    28934    42612    31038
TAB:  Ukraine Confirmed .           122    20580    28479    31038       28    28934   117315    33143
TAB:  Ukraine Confirmed 5/24/2020   123    20986    28479    31038       21    28934    71020    35247
TAB:  Ukraine Confirmed .           124    21245    28479    31038       21    23673    74177    34195
TAB:  Ukraine Confirmed 5/26/2020   125    21584    28479    30778       14    23536    76817    31813
TAB:  Ukraine Confirmed .           126    21905    28479    30145        9    24781    36153    30789
TAB:  Ukraine Confirmed 5/28/2020   127    22382    28479    31038       28    28934    57342    34195
TAB:  Ukraine Confirmed .           128    22811    28479    31038       28    29986    60499    36299
TAB:  Ukraine Confirmed 5/30/2020   129    23204    28479    31038       29    29986   112055    39456
TAB:  Ukraine Confirmed .           130    23672    28479    31038       22    29986   103637    40508
TAB:  Ukraine Confirmed 6/1/2020    131    24562    28479    31038       17    31038   162558    41560
TAB:  Ukraine Confirmed .           132    24895    28479    33143       17    31038   145724    42612
TAB:  Ukraine Confirmed 6/3/2020    133    25385    28479    32090       17    32090   138359    43664
TAB:  Ukraine Confirmed .           134    25981    28479    34195       15    32090   160454    45768
TAB:  Ukraine Confirmed 6/5/2020    135    26542    28479    33143       16    33143   177288    46821
TAB:  Ukraine Confirmed .           136    27101    28479    36299       14    33143   160454    46821
TAB:  Ukraine Confirmed 6/7/2020    137    27599    28479    34195       13    34195   202540    49977
TAB:  Ukraine Confirmed .           138    28077    28479    35247       14    34195   192019    49977
TAB:  Ukraine Confirmed 6/9/2020    139    28479    28479    35247       14    33143   157297    49977
AAA2     1 Ukraine Confirmed cc1=  .777541 cc2=  .510280 lx= 12.25692 if=  41 il=  54 3/16/2020  n=  13 now=   28479 end=     210432         7         0 U=    75.20 T=  229.5 p1= 638.9 p2=    13.5 ed=   406 3/3/2021    x1=  41. x2=  54. y1=  2.51 y2=  2.33     
GP: Confirmed Ukraine 3/16/2020        54   28479    -           7        0     0   406 3/3/2021  
AAA2     1 Ukraine Confirmed cc1=  .797658 cc2=  .520308 lx= 12.25692 if=  42 il=  54 3/16/2020  n=  12 now=   28479 end=     210432         7         0 U=    69.41 T=  216.0 p1= 638.9 p2=    13.5 ed=   379 2/4/2021    x1=  42. x2=  54. y1=  2.51 y2=  2.33     
GP: Confirmed Ukraine 3/16/2020        54   28479    -           7        0     0   379 2/4/2021  
AAA2     1 Ukraine Confirmed cc1=  .818889 cc2=  .530213 lx= 12.25692 if=  43 il=  54 3/16/2020  n=  11 now=   28479 end=     210432         7         0 U=    63.63 T=  202.5 p1= 638.9 p2=    13.5 ed=   352 1/8/2021    x1=  43. x2=  54. y1=  2.51 y2=  2.33     
GP: Confirmed Ukraine 3/16/2020        54   28479    -           7        0     0   352 1/8/2021  
AAA2     1 Ukraine Confirmed cc1=  .841107 cc2=  .539596 lx= 12.25692 if=  44 il=  54 3/16/2020  n=  10 now=   28479 end=     210432         7         0 U=    57.84 T=  189.0 p1= 638.9 p2=    13.5 ed=   325 12/12/2020  x1=  44. x2=  54. y1=  2.51 y2=  2.33     
GP: Confirmed Ukraine 3/16/2020        54   28479    -           7        0     0   325 12/12/2020
AAA2     1 Ukraine Confirmed cc1=  .863982 cc2=  .547755 lx= 12.25692 if=  45 il=  54 3/16/2020  n=   9 now=   28479 end=     210432         7         0 U=    52.06 T=  175.5 p1= 638.9 p2=    13.5 ed=   298 11/15/2020  x1=  45. x2=  54. y1=  2.51 y2=  2.33     
GP: Confirmed Ukraine 3/16/2020        54   28479    -           7        0     0   298 11/15/2020
AAA2     1 Ukraine Confirmed cc1=  .886763 cc2=  .553430 lx= 12.25692 if=  46 il=  54 3/16/2020  n=   8 now=   28479 end=     210432         7         0 U=    46.28 T=  162.0 p1= 638.9 p2=    13.5 ed=   271 10/19/2020  x1=  46. x2=  54. y1=  2.51 y2=  2.33     
GP: Confirmed Ukraine 3/16/2020        54   28479    -           7        0     0   271 10/19/2020
AAA2     1 Ukraine Confirmed cc1=  .907825 cc2=  .554272 lx= 12.25692 if=  47 il=  54 3/16/2020  n=   7 now=   28479 end=     210432         7         0 U=    40.49 T=  148.5 p1= 638.9 p2=    13.5 ed=   244 9/22/2020   x1=  47. x2=  54. y1=  2.51 y2=  2.33     
GP: Confirmed Ukraine 3/16/2020        54   28479    -           7        0     0   244 9/22/2020 
AAA2     1 Ukraine Confirmed cc1=  .923588 cc2=  .545623 lx= 12.25692 if=  48 il=  54 3/16/2020  n=   6 now=   28479 end=     210432         7         0 U=    34.71 T=  135.0 p1= 638.9 p2=    13.5 ed=   216 8/25/2020   x1=  48. x2=  54. y1=  2.51 y2=  2.33     
GP: Confirmed Ukraine 3/16/2020        54   28479    -           7        0     0   216 8/25/2020 
AAA2     1 Ukraine Confirmed cc1=  .925690 cc2=  .517441 lx= 12.25692 if=  49 il=  54 3/16/2020  n=   5 now=   28479 end=     210432         7         0 U=    28.92 T=  121.5 p1= 638.9 p2=    13.5 ed=   189 7/29/2020   x1=  49. x2=  54. y1=  2.51 y2=  2.33     
GP: Confirmed Ukraine 3/16/2020        54   28479    -           7        0     0   189 7/29/2020 
AAA2     1 Ukraine Confirmed cc1=  .802253 cc2=  .544054 lx= 12.25692 if=  41 il=  55 3/17/2020  n=  14 now=   28479 end=     210432        14         0 U=    57.74 T=  185.7 p1= 638.9 p2=    13.5 ed=   321 12/8/2020   x1=  41. x2=  55. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/17/2020        55   28479    -          14        0     0   321 12/8/2020 
AAA2     1 Ukraine Confirmed cc1=  .821251 cc2=  .553990 lx= 12.25692 if=  42 il=  55 3/17/2020  n=  13 now=   28479 end=     210432        14         0 U=    53.62 T=  176.4 p1= 638.9 p2=    13.5 ed=   302 11/19/2020  x1=  42. x2=  55. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/17/2020        55   28479    -          14        0     0   302 11/19/2020
AAA2     1 Ukraine Confirmed cc1=  .841168 cc2=  .563818 lx= 12.25692 if=  43 il=  55 3/17/2020  n=  12 now=   28479 end=     210432        14         0 U=    49.49 T=  167.0 p1= 638.9 p2=    13.5 ed=   283 10/31/2020  x1=  43. x2=  55. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/17/2020        55   28479    -          14        0     0   283 10/31/2020
AAA2     1 Ukraine Confirmed cc1=  .861882 cc2=  .573207 lx= 12.25692 if=  44 il=  55 3/17/2020  n=  11 now=   28479 end=     210432        14         0 U=    45.37 T=  157.7 p1= 638.9 p2=    13.5 ed=   264 10/12/2020  x1=  44. x2=  55. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/17/2020        55   28479    -          14        0     0   264 10/12/2020
AAA2     1 Ukraine Confirmed cc1=  .883114 cc2=  .581603 lx= 12.25692 if=  45 il=  55 3/17/2020  n=  10 now=   28479 end=     210432        14         0 U=    41.24 T=  148.4 p1= 638.9 p2=    13.5 ed=   245 9/23/2020   x1=  45. x2=  55. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/17/2020        55   28479    -          14        0     0   245 9/23/2020 
AAA2     1 Ukraine Confirmed cc1=  .904281 cc2=  .588054 lx= 12.25692 if=  46 il=  55 3/17/2020  n=   9 now=   28479 end=     210432        14         0 U=    37.12 T=  139.0 p1= 638.9 p2=    13.5 ed=   226 9/4/2020    x1=  46. x2=  55. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/17/2020        55   28479    -          14        0     0   226 9/4/2020  
AAA2     1 Ukraine Confirmed cc1=  .924222 cc2=  .590888 lx= 12.25692 if=  47 il=  55 3/17/2020  n=   8 now=   28479 end=     210432        14         0 U=    32.99 T=  129.7 p1= 638.9 p2=    13.5 ed=   207 8/16/2020   x1=  47. x2=  55. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/17/2020        55   28479    -          14        0     0   207 8/16/2020 
AAA2     1 Ukraine Confirmed cc1=  .940590 cc2=  .587036 lx= 12.25692 if=  48 il=  55 3/17/2020  n=   7 now=   28479 end=     210432        14         0 U=    28.87 T=  120.4 p1= 638.9 p2=    13.5 ed=   188 7/28/2020   x1=  48. x2=  55. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/17/2020        55   28479    -          14        0     0   188 7/28/2020 
AAA2     1 Ukraine Confirmed cc1=  .948504 cc2=  .570540 lx= 12.25692 if=  49 il=  55 3/17/2020  n=   6 now=   28479 end=     210432        14         0 U=    24.75 T=  111.0 p1= 638.9 p2=    13.5 ed=   169 7/9/2020    x1=  49. x2=  55. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/17/2020        55   28479    -          14        0     0   169 7/9/2020  
AAA2     1 Ukraine Confirmed cc1=  .937354 cc2=  .529106 lx= 12.25692 if=  50 il=  55 3/17/2020  n=   5 now=   28479 end=     210432        14         0 U=    20.62 T=  101.7 p1= 638.9 p2=    13.5 ed=   150 6/20/2020   x1=  50. x2=  55. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/17/2020        55   28479    -          14        0     0   150 6/20/2020 
AAA2     1 Ukraine Confirmed cc1=  .839032 cc2=  .589032 lx= 12.25692 if=  41 il=  56 3/18/2020  n=  15 now=   28479 end=     210432        14      6839 U=    61.86 T=  196.0 p1= 638.9 p2=    13.5 ed=   342 12/29/2020  x1=  41. x2=  56. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/18/2020        56   28479    -          14     6839     1   342 12/29/2020
AAA2     1 Ukraine Confirmed cc1=  .856469 cc2=  .598270 lx= 12.25692 if=  42 il=  56 3/18/2020  n=  14 now=   28479 end=     210432        14      6839 U=    57.74 T=  186.7 p1= 638.9 p2=    13.5 ed=   322 12/9/2020   x1=  42. x2=  56. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/18/2020        56   28479    -          14     6839     1   322 12/9/2020 
AAA2     1 Ukraine Confirmed cc1=  .874475 cc2=  .607214 lx= 12.25692 if=  43 il=  56 3/18/2020  n=  13 now=   28479 end=     210432        14      6839 U=    53.62 T=  177.4 p1= 638.9 p2=    13.5 ed=   303 11/20/2020  x1=  43. x2=  56. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/18/2020        56   28479    -          14     6839     1   303 11/20/2020
AAA2     1 Ukraine Confirmed cc1=  .892864 cc2=  .615513 lx= 12.25692 if=  44 il=  56 3/18/2020  n=  12 now=   28479 end=     210432        14      6839 U=    49.49 T=  168.0 p1= 638.9 p2=    13.5 ed=   284 11/1/2020   x1=  44. x2=  56. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/18/2020        56   28479    -          14     6839     1   284 11/1/2020 
AAA2     1 Ukraine Confirmed cc1=  .911291 cc2=  .622615 lx= 12.25692 if=  45 il=  56 3/18/2020  n=  11 now=   28479 end=     210432        14      6839 U=    45.37 T=  158.7 p1= 638.9 p2=    13.5 ed=   265 10/13/2020  x1=  45. x2=  56. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/18/2020        56   28479    -          14     6839     1   265 10/13/2020
AAA2     1 Ukraine Confirmed cc1=  .929136 cc2=  .627625 lx= 12.25692 if=  46 il=  56 3/18/2020  n=  10 now=   28479 end=     210432        14      6839 U=    41.24 T=  149.4 p1= 638.9 p2=    13.5 ed=   246 9/24/2020   x1=  46. x2=  56. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/18/2020        56   28479    -          14     6839     1   246 9/24/2020 
AAA2     1 Ukraine Confirmed cc1=  .945287 cc2=  .629059 lx= 12.25692 if=  47 il=  56 3/18/2020  n=   9 now=   28479 end=     210432        14      6839 U=    37.12 T=  140.0 p1= 638.9 p2=    13.5 ed=   227 9/5/2020    x1=  47. x2=  56. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/18/2020        56   28479    -          14     6839     1   227 9/5/2020  
AAA2     1 Ukraine Confirmed cc1=  .957726 cc2=  .624392 lx= 12.25692 if=  48 il=  56 3/18/2020  n=   8 now=   28479 end=     210432        14      6839 U=    32.99 T=  130.7 p1= 638.9 p2=    13.5 ed=   208 8/17/2020   x1=  48. x2=  56. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/18/2020        56   28479    -          14     6839     1   208 8/17/2020 
AAA2     1 Ukraine Confirmed cc1=  .962734 cc2=  .609180 lx= 12.25692 if=  49 il=  56 3/18/2020  n=   7 now=   28479 end=     210432        14      6839 U=    28.87 T=  121.4 p1= 638.9 p2=    13.5 ed=   189 7/29/2020   x1=  49. x2=  56. y1=  2.51 y2=  2.26     
GP: Confirmed Ukraine 3/18/2020        56   28479    -          14     6839     1   189 7/29/2020 
AAA1     1 Ukraine Confirmed cc1=  .953801 cc2=  .575837 lx=  8.83692 if=  50 il=  56 3/18/2020  n=   6 now=   28479 end=       6883        14      6839 U=    16.91 T=   86.9 p1= -75.8 p2=   413.8 ed=   126 5/27/2020   x1=  50. x2=  56. y1=  2.18 y2=  1.82 BEST
AAA2     1 Ukraine Confirmed cc1=  .953801 cc2=  .575837 lx=  8.83492 if=  50 il=  56 3/18/2020  n=   6 now=   28479 end=       6883        14      6839 U=    16.91 T=   86.9 p1= -75.8 p2=   413.8 ed=   126 5/27/2020   x1=  50. x2=  56. y1=  2.18 y2=  1.82 BEST
GP: Confirmed Ukraine 3/18/2020        56   28479     6883      14     6839     1   126 5/27/2020 
AAA2     1 Ukraine Confirmed cc1=  .925326 cc2=  .517077 lx= 12.25692 if=  51 il=  56 3/18/2020  n=   5 now=   28479 end=     210432        14      6839 U=    33.66 T=  132.2 p1= 638.9 p2=    13.5 ed=   211 8/20/2020   x1=  51. x2=  56. y1=  2.41 y2=  2.26     
GP: Confirmed Ukraine 3/18/2020        56   28479    -          14     6839     1   211 8/20/2020 
AAA2     1 Ukraine Confirmed cc1=  .867791 cc2=  .625256 lx= 12.25692 if=  41 il=  57 3/19/2020  n=  16 now=   28479 end=     210432        16       526 U=    62.39 T=  197.4 p1= 638.9 p2=    13.5 ed=   344 12/31/2020  x1=  41. x2=  57. y1=  2.51 y2=  2.25     
GP: Confirmed Ukraine 3/19/2020        57   28479    -          16      526     3   344 12/31/2020
AAA2     1 Ukraine Confirmed cc1=  .883452 cc2=  .633452 lx= 12.25692 if=  42 il=  57 3/19/2020  n=  15 now=   28479 end=     210432        16       526 U=    58.49 T=  188.6 p1= 638.9 p2=    13.5 ed=   326 12/13/2020  x1=  42. x2=  57. y1=  2.51 y2=  2.25     
GP: Confirmed Ukraine 3/19/2020        57   28479    -          16      526     3   326 12/13/2020
AAA2     1 Ukraine Confirmed cc1=  .899346 cc2=  .641147 lx= 12.25692 if=  43 il=  57 3/19/2020  n=  14 now=   28479 end=     210432        16       526 U=    54.59 T=  179.8 p1= 638.9 p2=    13.5 ed=   308 11/25/2020  x1=  43. x2=  57. y1=  2.51 y2=  2.25     
GP: Confirmed Ukraine 3/19/2020        57   28479    -          16      526     3   308 11/25/2020
AAA2     1 Ukraine Confirmed cc1=  .915235 cc2=  .647973 lx= 12.25692 if=  44 il=  57 3/19/2020  n=  13 now=   28479 end=     210432        16       526 U=    50.69 T=  171.0 p1= 638.9 p2=    13.5 ed=   290 11/7/2020   x1=  44. x2=  57. y1=  2.51 y2=  2.25     
GP: Confirmed Ukraine 3/19/2020        57   28479    -          16      526     3   290 11/7/2020 
AAA2     1 Ukraine Confirmed cc1=  .930720 cc2=  .653370 lx= 12.25692 if=  45 il=  57 3/19/2020  n=  12 now=   28479 end=     210432        16       526 U=    46.79 T=  162.3 p1= 638.9 p2=    13.5 ed=   272 10/20/2020  x1=  45. x2=  57. y1=  2.51 y2=  2.25     
GP: Confirmed Ukraine 3/19/2020        57   28479    -          16      526     3   272 10/20/2020
AAA2     1 Ukraine Confirmed cc1=  .945151 cc2=  .656476 lx= 12.25692 if=  46 il=  57 3/19/2020  n=  11 now=   28479 end=     210432        16       526 U=    42.89 T=  153.5 p1= 638.9 p2=    13.5 ed=   254 10/2/2020   x1=  46. x2=  57. y1=  2.51 y2=  2.25     
GP: Confirmed Ukraine 3/19/2020        57   28479    -          16      526     3   254 10/2/2020 
AAA2     1 Ukraine Confirmed cc1=  .957450 cc2=  .655938 lx= 12.25692 if=  47 il=  57 3/19/2020  n=  10 now=   28479 end=     210432        16       526 U=    38.99 T=  144.7 p1= 638.9 p2=    13.5 ed=   236 9/14/2020   x1=  47. x2=  57. y1=  2.51 y2=  2.25     
GP: Confirmed Ukraine 3/19/2020        57   28479    -          16      526     3   236 9/14/2020 
AAA2     1 Ukraine Confirmed cc1=  .965823 cc2=  .649595 lx= 12.25692 if=  48 il=  57 3/19/2020  n=   9 now=   28479 end=     210432        16       526 U=    35.09 T=  136.0 p1= 638.9 p2=    13.5 ed=   218 8/27/2020   x1=  48. x2=  57. y1=  2.51 y2=  2.25     
GP: Confirmed Ukraine 3/19/2020        57   28479    -          16      526     3   218 8/27/2020 
AAA2     1 Ukraine Confirmed cc1=  .967426 cc2=  .634093 lx=  8.83692 if=  49 il=  57 3/19/2020  n=   8 now=   28479 end=       6883        16       526 U=    21.25 T=   95.3 p1= -75.8 p2=   413.8 ed=   145 6/15/2020   x1=  49. x2=  57. y1=  2.18 y2=  1.80     
GP: Confirmed Ukraine 3/19/2020        57   28479     6883      16      526     3   145 6/15/2020 
AAA1     1 Ukraine Confirmed cc1=  .959880 cc2=  .606326 lx=  6.25692 if=  50 il=  57 3/19/2020  n=   7 now=   28479 end=        521        16       526 U=    11.96 T=   71.9 p1= -98.2 p2=  5466.2 ed=   100 5/1/2020    x1=  50. x2=  57. y1=  1.83 y2=  1.25 BEST
