Country_Region,Country_Region_Safe,Case_Type,Source,Last_Update_Date,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20
Kenya,Kenya,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.319,0.798,1.277,1.756,2.235,3.352,4.309,5.267,7.182,9.257,12.769,16.759,20.59,24.42,29.368,33.678,39.104,44.531,52.99,65.599,80.124,94.169,110.13,127.368,145.404,161.046,172.857,183.55,193.925,202.704,210.684,217.707,225.049,233.029,242.127,253.459,265.111,276.762,289.531,301.98,315.707,330.072,343.0
Kenya,Kenya,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.571,0.714,0.857,1.0,1.286,1.714,2.143,2.571,3.286,4.0,4.714,5.286,5.714,6.143,6.714,7.143,7.571,8.143,8.714,9.286,10.0,10.857,11.571,12.286,12.857,13.286,13.714,14.0
"Korea, South",Korea_South,Confirmed,jhu,2020-04-27 02:25:40.834103,0.143,0.43,0.716,1.146,1.72,2.293,2.866,3.296,4.585,6.018,7.738,9.314,11.034,13.183,15.906,17.769,19.488,20.921,22.641,24.36,25.65,26.366,26.94,27.513,28.086,28.516,28.946,29.376,40.266,65.486,123.521,205.63,320.696,456.255,632.509,870.667,1176.317,1565.652,2014.742,2516.565,3119.698,3744.468,4363.794,4973.662,5531.226,6043.94,6494.319,6827.769,7133.563,7388.773,7587.381,7737.125,7858.64,7967.259,8082.899,8177.188,8276.922,8373.36,8475.53,8590.023,8693.913,8796.656,8900.403,8997.271,9094.712,9192.01,9281.14,9381.447,9488.776,9596.248,9701.571,9806.177,9903.331,9997.047,10086.32,10164.417,10235.635,10299.688,10355.287,10401.715,10441.121,10477.375,10510.763,10540.426,10567.652,10594.162,10618.952,10640.303,10659.934,10676.987,10691.746,10705.359,10717.253,10728.0
"Korea, South",Korea_South,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.436,0.726,1.597,2.758,4.21,5.952,7.694,9.291,11.323,12.92,15.824,18.437,21.776,24.969,29.179,33.244,38.035,41.664,45.439,49.068,53.568,57.052,61.117,64.746,67.94,71.86,75.344,78.973,83.038,87.393,92.619,97.845,103.507,109.604,115.411,121.944,128.041,133.993,140.816,146.913,152.575,158.091,163.172,167.963,172.463,176.528,180.883,185.964,191.045,195.981,200.917,205.417,209.917,214.272,217.902,221.531,224.725,227.773,230.677,233.435,235.612,237.5,239.097,240.548,242.0
Kosovo,Kosovo,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.143,22.429,35.429,48.857,62.286,78.286,96.143,103.857,109.571,115.857,123.143,130.429,138.714,147.143,155.571,173.286,194.429,214.143,233.857,264.857,293.857,331.714,364.571,397.0,429.429,461.857,479.429,497.0,505.714,510.0,510.0
Kosovo,Kosovo,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.571,0.714,0.857,1.0,1.0,1.0,1.0,1.0,1.0,1.429,2.0,2.571,3.429,4.286,5.143,6.0,6.571,7.0,7.857,8.571,9.286,10.0,10.714,11.286,11.857,12.0,12.0,12.0
Kuwait,Kuwait,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,2.15,6.808,14.511,22.573,30.634,38.696,48.549,56.611,61.986,64.673,67.002,69.868,73.272,74.705,77.034,79.9,83.842,87.783,95.486,104.085,114.655,125.583,138.124,150.306,164.459,177.357,190.973,202.797,213.725,223.219,233.968,245.792,256.362,268.365,282.159,299.716,321.572,345.578,379.975,423.687,477.611,549.091,630.425,726.807,828.563,931.753,1052.679,1174.142,1287.901,1397.54,1496.072,1606.07,1725.203,1832.155,1954.156,2078.664,2208.547,2359.57,2516.325,2687.591,2892.0
Kuwait,Kuwait,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.432,0.648,0.864,1.08,1.295,1.511,1.511,1.511,1.727,2.159,2.591,3.023,3.886,4.966,6.261,7.773,9.5,11.659,14.034,16.193,19.0
Kyrgyzstan,Kyrgyzstan,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466,0.931,1.862,4.035,6.208,8.691,15.209,21.572,27.935,36.005,42.833,53.697,65.802,75.889,86.287,97.461,108.635,121.981,131.758,150.692,169.47,194.146,219.597,245.67,275.932,311.627,343.131,374.48,402.259,431.125,460.767,486.684,514.153,537.277,562.107,587.404,613.011,640.324,665.0
Kyrgyzstan,Kyrgyzstan,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.32,0.48,1.12,1.76,2.4,3.04,3.68,4.32,4.96,5.12,5.28,5.44,5.6,5.6,5.6,5.6,5.92,6.24,6.56,7.04,7.52,8.0
Laos,Laos,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.714,1.571,2.429,3.571,4.714,5.857,6.857,7.857,8.429,9.0,9.286,9.714,10.286,11.0,11.714,12.571,13.429,14.571,15.714,16.714,17.429,18.0,18.429,18.857,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
Laos,Laos,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,Latvia,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.301,0.452,0.602,0.753,0.903,1.204,1.957,3.011,4.365,5.72,8.129,11.892,16.107,20.322,26.494,35.676,47.117,61.267,76.019,92.428,114.406,136.685,159.265,183.049,208.489,235.736,267.047,296.551,326.808,360.679,392.893,424.956,455.665,483.664,508.653,531.233,550.953,570.673,588.586,606.801,624.564,641.574,657.982,671.38,684.326,694.863,707.207,718.647,731.292,744.991,759.292,774.796,790.151,804.0
Latvia,Latvia,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.369,0.554,0.738,1.108,1.477,2.031,2.4,2.769,3.508,4.246,4.8,5.354,5.723,6.092,6.462,6.462,6.462,7.2,8.308,9.415,10.708,12.0
Lebanon,Lebanon,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.294,0.44,0.587,0.734,1.027,1.321,1.468,1.908,3.229,4.99,6.751,8.365,10.42,13.355,15.997,19.225,22.014,26.123,33.167,39.772,47.843,58.263,69.71,81.157,92.751,103.318,117.407,130.028,143.823,164.076,187.117,216.175,245.527,276.493,309.954,342.974,370.858,397.128,419.435,440.862,459.354,476.524,492.374,505.436,519.378,530.825,545.061,557.975,572.798,587.327,602.443,615.798,629.447,641.481,653.368,662.027,669.805,676.116,682.72,688.003,691.526,695.194,699.304,704.0
Lebanon,Lebanon,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.627,1.098,1.569,2.039,2.51,2.98,3.294,3.294,3.451,3.608,3.765,3.922,4.078,4.235,4.706,5.02,5.647,6.275,7.216,8.314,9.569,10.824,12.392,13.804,15.216,16.471,17.725,18.824,19.608,20.078,20.549,21.02,21.333,21.49,21.804,22.118,22.431,22.588,22.745,22.902,23.059,23.059,23.216,23.373,23.529,24.0
Liberia,Liberia,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.329,0.658,0.986,1.315,1.808,2.301,2.63,2.959,3.123,3.288,3.452,3.452,3.452,3.452,3.452,3.945,4.438,5.096,6.247,7.89,9.699,11.507,15.616,19.726,24.658,30.904,36.986,44.384,51.781,56.384,60.986,67.397,72.0,78.74,85.315,92.219,99.123,106.027,112.767,120.0
Liberia,Liberia,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.746,1.305,1.864,2.61,3.356,4.288,5.034,5.407,5.966,6.525,6.898,7.271,7.644,8.017,8.576,8.949,9.322,9.695,10.068,10.254,11.0
Libya,Libya,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.31,0.464,0.619,1.084,2.322,3.561,4.954,6.348,7.896,9.444,11.766,13.315,15.018,16.566,18.269,20.282,22.294,23.223,24.307,25.391,27.713,31.893,35.764,39.635,43.505,47.53,51.401,53.878,55.581,57.284,59.142,61.0
Libya,Libya,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.6,1.8,2.0
Liechtenstein,Liechtenstein,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.571,0.714,0.857,1.0,1.0,1.0,1.0,1.429,1.857,2.286,3.143,7.0,10.857,14.714,19.429,24.143,30.857,37.143,40.429,44.429,48.429,51.143,53.857,55.429,57.857,60.286,63.0,65.714,68.714,71.714,73.857,75.286,76.714,77.143,77.714,78.0,78.286,78.571,78.714,78.857,79.0,79.0,79.0,79.286,79.571,79.857,80.143,80.429,80.714,81.0
Liechtenstein,Liechtenstein,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.571,0.714,0.857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lithuania,Lithuania,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.298,0.447,0.596,0.744,0.893,1.042,1.042,1.042,1.042,1.042,1.042,1.34,1.638,2.382,3.424,5.062,7.444,11.017,14.591,19.504,25.906,37.072,56.575,80.695,108.089,144.863,184.019,230.024,276.327,323.522,369.974,418.807,464.515,516.624,566.946,623.075,675.333,727.739,778.806,828.086,873.645,918.756,956.721,992.751,1025.356,1053.644,1080.294,1106.051,1128.383,1160.095,1196.572,1235.877,1277.564,1319.102,1359.3,1398.159,1426.0
Lithuania,Lithuania,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.305,0.457,0.762,1.372,1.981,2.743,3.658,4.572,5.487,6.401,7.011,7.773,8.383,8.993,9.907,11.126,12.193,13.26,14.327,16.309,18.138,19.662,21.033,23.167,25.454,27.892,29.569,31.093,32.922,34.903,36.275,37.494,38.714,39.781,41.0
Luxembourg,Luxembourg,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.292,0.437,0.583,0.729,0.875,1.166,1.312,1.604,1.896,2.479,3.354,5.978,10.644,17.789,25.954,36.744,56.428,85.007,131.083,196.697,286.953,394.707,511.063,650.894,815.659,978.674,1142.127,1311.411,1479.384,1641.67,1798.999,1942.767,2093.534,2240.364,2371.301,2495.823,2620.49,2735.971,2840.225,2931.794,3020.883,3099.766,3169.317,3234.786,3283.924,3333.353,3381.325,3418.798,3457.729,3496.952,3535.737,3581.084,3622.056,3654.28,3685.629,3711.0
Luxembourg,Luxembourg,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.304,0.456,0.608,0.912,1.521,2.129,3.193,4.258,5.322,6.386,7.299,8.059,9.732,11.252,13.229,15.358,17.639,20.832,24.025,26.458,28.435,30.716,33.605,36.798,39.383,42.728,46.225,50.939,55.501,59.758,63.256,66.753,69.338,72.075,73.596,74.66,75.572,77.245,78.918,81.047,83.023,85.0
MS Zaandam,MS_Zaandam,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.571,0.857,1.143,2.429,3.714,5.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
MS Zaandam,MS_Zaandam,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.571,0.857,1.143,1.429,1.714,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Madagascar,Madagascar,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.434,0.868,1.302,3.039,5.499,8.248,11.576,14.905,18.233,23.442,27.928,33.716,39.215,44.425,50.792,57.159,61.934,67.578,72.064,77.273,82.193,85.521,90.152,95.072,98.545,101.439,103.899,106.504,109.976,112.581,114.752,116.922,118.804,120.395,121.842,122.566,123.0
Madagascar,Madagascar,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,Malawi,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569,1.138,1.897,2.655,3.603,5.121,6.638,7.586,8.724,10.241,11.948,14.034,15.552,17.069,18.586,20.103,21.052,21.81,22.0,22.379,23.707,26.931,29.966,33.0
Malawi,Malawi,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.333,0.5,0.667,1.0,1.333,1.667,1.833,2.0,2.167,2.333,2.333,2.333,2.333,2.333,2.5,2.667,2.833,3.0
