Country_Region,Country_Region_Safe,Case_Type,Source,Last_Update_Date,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20
Austria,Austria,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0.675,1.013,1.013,1.688,2.363,3.375,4.388,5.401,6.751,10.126,15.189,21.94,26.665,36.116,46.242,59.068,71.557,88.433,108.685,128.937,145.814,159.315,172.816,188.343,205.894,225.134,248.423,273.738,299.39,320.992,339.557,356.096,371.96,386.474,400.65,416.514,433.39,447.567,460.73,476.932,496.509,514.06,527.224,536.0
Azerbaijan,Azerbaijan,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,2.04,3.059,3.059,4.079,5.099,7.138,8.158,9.178,9.858,10.538,11.217,12.577,13.937,18.016,22.435,26.854,28.553,33.992,39.431,47.929,55.067,64.585,76.142,85.66,102.656,129.17,159.423,188.996,225.707,265.138,316.126,359.296,408.584,463.651,526.196,593.501,660.125,741.026,837.903,931.041,1011.262,1069.729,1123.096,1170.345,1223.033,1268.922,1317.53,1358.321,1397.412,1430.044,1466.415,1507.206,1545.277,1583.348,1617.0
Azerbaijan,Azerbaijan,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339,0.677,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.355,2.032,2.71,3.387,3.726,4.065,4.403,4.742,5.081,5.081,5.081,5.758,6.435,7.452,7.79,8.468,9.145,10.161,10.839,11.516,12.194,12.871,13.887,14.565,16.258,17.613,18.968,19.645,19.984,20.323,20.661,21.0
Bahamas,Bahamas,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.7,1.049,1.749,2.448,3.498,3.848,4.197,4.547,4.897,6.646,8.395,10.143,10.843,12.242,13.641,17.139,20.637,24.135,26.583,27.982,29.731,31.48,35.677,39.874,43.022,45.121,46.87,48.619,49.668,50.717,52.816,54.565,56.664,57.363,59.462,62.96,66.457,70.655,73.453,78.0
Bahamas,Bahamas,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.667,1.0,2.0,3.0,4.333,5.0,6.0,7.0,7.667,8.0,8.0,8.0,8.0,8.0,8.0,8.333,8.667,9.0,9.0,9.0,9.0,9.667,10.333,11.0
Bahrain,Bahrain,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,8.482,20.144,31.453,36.048,38.875,43.822,48.417,51.244,53.011,55.132,59.019,70.681,81.284,93.653,102.488,141.363,176.704,206.743,212.044,218.759,225.474,231.835,246.678,269.296,289.44,306.757,326.548,359.062,389.808,419.848,448.474,474.626,494.77,509.26,526.577,558.737,583.475,628.711,665.819,707.874,728.019,757.705,801.174,844.643,890.939,931.228,1007.917,1095.915,1250.001,1422.463,1611.536,1731.341,1806.264,1842.311,1906.278,1965.297,2035.978,2087.576,2197.132,2389.739,2588.0
Bahrain,Bahrain,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.667,1.0,1.0,1.0,1.0,1.333,1.667,2.333,3.0,3.667,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.333,4.667,5.0,5.333,5.667,6.0,6.0,6.333,6.667,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.333,7.667,8.0
Bangladesh,Bangladesh,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081,2.162,3.242,3.242,3.242,3.242,3.242,3.963,5.764,8.286,11.529,14.771,18.374,22.337,25.939,30.623,35.667,39.99,43.953,47.195,50.438,51.879,52.239,53.32,55.481,58.003,61.606,67.37,78.899,101.235,135.101,181.935,256.511,350.181,445.291,550.129,686.671,877.613,1097.377,1374.423,1672.004,2000.929,2319.406,2719.304,3165.316,3639.429,4085.441,4556.311,4998.0
Bangladesh,Bangladesh,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.704,1.055,1.407,1.759,2.462,3.166,4.221,4.925,5.276,5.276,5.276,5.276,5.276,5.628,5.98,6.332,7.035,8.09,10.201,13.367,17.236,20.402,23.92,27.437,32.01,36.231,41.859,47.487,54.874,65.075,77.035,87.94,97.085,106.231,116.432,125.578,132.965,140.0
Barbados,Barbados,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681,1.362,3.065,4.086,5.448,8.513,12.599,16.685,18.047,18.388,20.431,23.155,28.263,31.328,34.052,34.392,38.819,44.608,50.737,54.142,57.207,60.953,63.336,65.379,66.741,68.444,70.147,71.849,73.211,73.892,74.914,75.935,76.616,76.616,76.616,76.616,76.616,76.957,77.638,79.0
Barbados,Barbados,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.0,2.0,2.667,3.0,3.333,3.667,4.0,4.0,4.0,4.333,4.667,5.0,5.0,5.0,5.0,5.0,5.0,5.333,5.667,6.0
