Country_Region,Country_Region_Safe,Province_State,Province_State_Safe,County_Name,County_Name_Safe,Case_Type,Source,Last_Update_Date,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20
Antigua and Barbuda,Antigua_and_Barbuda,,,,,Confirmed,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.287,0.431,0.575,0.719,0.862,1.006,1.006,1.006,1.006,1.293,1.581,1.868,2.731,3.593,4.455,5.317,5.892,6.467,7.042,7.329,8.479,9.629,10.778,11.928,13.653,15.377,16.814,17.389,18.251,19.114,20.263,20.838,21.413,21.988,22.563,22.85,23.138,23.138,23.138,23.281,23.425,23.569,23.713,23.856,24.0
Antigua and Barbuda,Antigua_and_Barbuda,,,,,Deaths,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.714,1.0,1.286,1.571,1.857,2.0,2.0,2.143,2.286,2.429,2.571,2.714,2.857,3.0,3.0,3.0,3.0,3.0,3.0
Argentina,Argentina,,,,,Confirmed,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.322,0.482,0.804,2.091,4.02,5.95,8.523,11.418,14.313,18.976,23.157,28.464,35.54,43.742,53.39,65.934,81.533,101.474,137.014,176.414,227.714,277.245,342.375,416.51,502.064,579.094,662.557,769.82,877.083,978.558,1087.268,1209.648,1323.184,1441.222,1533.529,1639.828,1746.287,1860.465,1944.732,2055.855,2161.028,2265.397,2382.47,2507.262,2618.868,2744.786,2856.873,2974.751,3096.005,3208.736,3347.68,3498.524,3662.877,3832.215,4003.0
Argentina,Argentina,,,,,Deaths,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.325,0.487,0.649,0.811,1.136,1.46,1.623,1.785,1.947,2.11,2.434,2.596,2.921,3.245,3.57,4.219,5.193,6.166,7.789,10.061,12.495,15.578,18.986,22.231,26.613,30.832,34.889,38.946,43.002,47.708,53.388,59.23,66.208,72.699,80.163,88.114,95.579,103.368,110.346,116.999,124.464,131.279,137.608,144.91,151.563,159.677,168.278,177.365,187.101,197.0
Armenia,Armenia,,,,,Confirmed,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.322,0.483,0.644,0.805,0.967,1.128,1.128,1.128,1.128,1.128,1.611,2.738,5.477,9.504,17.719,30.123,43.493,61.373,81.991,104.865,131.927,161.406,188.951,218.107,246.297,277.386,317.173,354.222,394.01,439.597,488.888,548.972,614.533,673.006,737.118,793.658,845.366,895.301,936.861,969.239,1000.972,1031.739,1064.922,1099.394,1136.443,1174.781,1217.307,1262.572,1307.353,1355.678,1409.48,1467.792,1526.426,1590.054,1659.159,1732.452,1808.0
Armenia,Armenia,,,,,Deaths,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.315,0.473,0.946,1.418,1.891,2.522,3.467,4.413,5.359,5.989,6.777,7.565,8.353,8.826,9.614,10.56,11.505,12.451,13.712,14.973,16.234,17.337,18.44,19.543,20.804,22.065,23.168,24.114,25.375,26.636,27.897,29.0
Australia,Australia,Australian Capital Territory,Australian_Capital_Territory,,,Confirmed,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.288,0.433,0.721,1.01,1.442,2.019,2.74,3.894,6.49,10.816,16.152,21.344,28.411,36.487,45.429,53.793,60.427,66.34,72.83,77.733,81.916,85.088,87.829,90.424,92.732,94.895,96.77,98.501,99.943,100.952,101.818,102.827,103.404,103.837,103.837,103.837,103.837,104.125,104.269,104.414,104.558,104.846,105.279,105.712,106.0
Australia,Australia,Australian Capital Territory,Australian_Capital_Territory,,,Deaths,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.571,0.714,1.0,1.286,1.429,1.571,1.714,1.857,2.0,2.0,2.0,2.0,2.0,2.143,2.286,2.429,2.571,2.714,2.857,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Australia,Australia,New South Wales,New_South_Wales,,,Confirmed,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.431,1.006,1.581,2.156,2.731,3.306,3.881,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.025,4.312,4.6,5.894,8.481,11.068,14.231,17.681,22.281,28.318,34.355,40.536,46.717,56.205,68.279,82.079,99.76,122.04,151.077,185.863,223.381,269.955,346.859,418.444,505.842,615.376,746.472,897.693,1067.456,1228.739,1424.665,1599.172,1764.911,1920.013,2061.459,2187.38,2300.795,2387.762,2481.771,2561.119,2629.398,2691.64,2743.964,2783.781,2816.268,2842.717,2864.567,2882.391,2897.341,2908.697,2923.071,2937.446,2951.677,2963.895,2975.251,2983.301,2991.638,2998.106,3004.0
Australia,Australia,New South Wales,New_South_Wales,,,Deaths,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.313,0.47,0.627,0.94,1.253,1.567,1.724,1.88,2.037,2.194,2.194,2.194,2.507,2.977,3.447,4.074,4.7,5.327,5.954,6.424,6.737,7.051,7.207,7.521,7.834,8.147,8.304,8.618,9.088,9.871,10.498,11.751,13.318,15.355,17.235,18.959,20.525,22.249,23.502,24.599,25.226,25.853,26.479,27.106,27.576,27.889,28.046,28.203,28.359,29.3,30.396,31.493,32.747,34.0
Australia,Australia,Northern Territory,Northern_Territory,,,Confirmed,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.286,0.286,0.286,0.286,0.429,0.429,0.429,0.571,0.714,0.857,1.0,1.0,1.0,1.0,1.286,1.571,2.143,2.714,3.429,4.143,5.714,7.0,8.714,10.143,11.571,13.143,15.0,16.286,17.714,19.286,21.0,22.857,24.429,25.714,26.714,27.571,27.857,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
Australia,Australia,Northern Territory,Northern_Territory,,,Deaths,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,Australia,Queensland,Queensland,,,Confirmed,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.575,0.862,1.293,1.581,1.868,2.299,2.586,2.73,3.161,3.449,3.88,4.311,4.598,4.886,5.029,5.029,5.029,5.029,5.029,5.029,5.029,5.029,5.029,5.029,5.029,5.029,5.029,5.029,5.029,5.029,5.604,6.179,6.754,7.616,8.478,9.627,10.777,11.352,12.214,13.076,14.082,15.375,16.381,19.542,24.284,30.894,38.509,47.131,57.764,75.582,96.992,122.138,150.589,186.656,232.493,282.642,332.79,386.1,444.151,501.197,554.363,604.08,652.648,701.791,747.484,787.0,823.066,856.403,883.848,907.126,924.082,937.301,947.934,958.855,968.339,977.535,985.582,992.479,998.514,1004.405,1009.578,1014.176,1017.912,1021.505,1025.097,1027.827,1029.408,1030.988,1033.0
Australia,Australia,Queensland,Queensland,,,Deaths,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.714,1.0,1.286,1.571,2.0,2.429,2.857,3.143,3.429,3.714,4.0,4.0,4.0,4.143,4.286,4.429,4.571,4.714,4.857,5.0,5.143,5.286,5.429,5.571,5.714,5.857,6.0,6.0,6.0,6.0
Australia,Australia,South Australia,South_Australia,,,Confirmed,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.715,1.0,1.286,1.572,1.858,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.144,2.286,2.429,2.572,3.001,3.43,4.144,4.716,5.287,5.859,6.431,7.002,7.574,8.86,10.575,12.433,15.577,18.72,22.722,27.438,32.296,39.156,50.588,65.593,85.742,104.748,132.329,161.91,193.349,221.787,246.223,270.088,298.24,317.103,336.967,354.115,369.549,384.697,395.272,402.131,409.705,414.278,417.422,420.566,423.138,426.282,428.854,430.712,431.712,432.57,433.427,434.285,434.856,435.571,436.285,436.714,437.143,437.571,438.0
Australia,Australia,South Australia,South_Australia,,,Deaths,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.857,1.286,1.714,2.286,2.857,3.286,3.571,3.714,3.857,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Australia,Australia,Tasmania,Tasmania,,,Confirmed,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.295,0.442,0.589,0.736,0.884,1.178,1.326,1.473,1.767,2.062,2.651,3.24,3.829,4.566,5.302,6.333,7.364,8.1,9.721,12.077,15.17,18.263,22.092,27.542,32.991,39.766,46.246,51.843,57.882,62.742,66.424,70.401,73.052,75.408,78.354,81.299,85.571,91.315,98.384,106.19,113.701,122.244,133.437,143.305,151.847,160.39,168.49,177.621,185.869,191.171,197.063,202.659,206.636,209.434,211.938,214.0
Australia,Australia,Tasmania,Tasmania,,,Deaths,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.524,0.873,1.222,1.571,1.921,2.27,2.444,2.619,2.794,3.143,3.492,4.016,4.54,5.238,5.762,6.286,6.81,7.333,7.683,8.032,8.206,8.381,8.73,9.079,9.603,10.302,11.0
Australia,Australia,Victoria,Victoria,,,Confirmed,jhu,2020-04-28 18:21:56.488494,0.0,0.0,0.0,0.144,0.287,0.431,0.574,0.861,1.292,1.866,2.297,2.728,3.159,3.589,3.876,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.451,4.881,5.599,6.317,7.179,8.04,8.901,9.476,10.05,10.911,12.204,13.783,15.362,19.095,24.551,31.155,39.195,50.107,64.464,78.821,91.024,116.867,159.652,200.426,245.938,295.471,352.756,417.794,483.262,542.701,609.606,682.253,754.326,828.409,901.774,963.51,1016.057,1064.441,1103.779,1138.811,1166.377,1188.774,1210.31,1229.405,1247.064,1261.421,1273.912,1284.106,1292.863,1300.616,1309.231,1316.122,1322.583,1327.895,1333.351,1339.237,1343.114,1346.129,1349.0
