TAB:  US_Massachusetts_Bristol Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Massachusetts_Bristol Confirmed 5/16/2020   115     5748     7728     8422        4     7280    34403    10706
TAB:  US_Massachusetts_Bristol Confirmed .           116     5870     7728     7851        4     7566    35260    10706
TAB:  US_Massachusetts_Bristol Confirmed 5/18/2020   117     5996     7728    10135        5     6994    30692    10421
TAB:  US_Massachusetts_Bristol Confirmed .           118     6080     7728     8137        6     6709    24125    10421
TAB:  US_Massachusetts_Bristol Confirmed 5/20/2020   119     6165     7728     8219        4     6600    15589     9434
TAB:  US_Massachusetts_Bristol Confirmed .           120     6286     7728     8315        4     7004    12870     9281
TAB:  US_Massachusetts_Bristol Confirmed 5/22/2020   121     6362     7728     8271        4     7059    11543     9180
TAB:  US_Massachusetts_Bristol Confirmed .           122     6426     7728    10238        5     7067    10560     8787
TAB:  US_Massachusetts_Bristol Confirmed 5/24/2020   123     6596     7728     8422       13     7851    13276     9564
TAB:  US_Massachusetts_Bristol Confirmed .           124     6681     7728     8422       14     7851    16702     9279
TAB:  US_Massachusetts_Bristol Confirmed 5/26/2020   125     6733     7728     9850       14     7851    17844     9279
TAB:  US_Massachusetts_Bristol Confirmed .           126     6779     7728     8522        5     6901     9750     8718
TAB:  US_Massachusetts_Bristol Confirmed 5/28/2020   127     6852     7728     8388        5     7075     9653     8729
TAB:  US_Massachusetts_Bristol Confirmed .           128     6930     7728     8422       14     7280     9564     8422
TAB:  US_Massachusetts_Bristol Confirmed 5/30/2020   129     7089     7728     8708       16     8422    12134     9564
TAB:  US_Massachusetts_Bristol Confirmed .           130     7159     7728     8708       17     8422    25267    10135
TAB:  US_Massachusetts_Bristol Confirmed 6/1/2020    131     7348     7728     9564       21     8708    31263     9850
TAB:  US_Massachusetts_Bristol Confirmed .           132     7380     7728     9564       30     8708    30692     9850
TAB:  US_Massachusetts_Bristol Confirmed 6/3/2020    133     7453     7728     9564       29     7566    23840     9850
TAB:  US_Massachusetts_Bristol Confirmed .           134     7508     7728     9564       29     7566    25267    10135
TAB:  US_Massachusetts_Bristol Confirmed 6/5/2020    135     7573     7728     9564       30     7851    20699    11277
TAB:  US_Massachusetts_Bristol Confirmed .           136     7635     7728     9564       34     7851    12990    10421
TAB:  US_Massachusetts_Bristol Confirmed 6/7/2020    137     7683     7728     9564       35     7851    11277     9564
TAB:  US_Massachusetts_Bristol Confirmed .           138     7698     7728     9432       14     7796     9943     8972
TAB:  US_Massachusetts_Bristol Confirmed 6/9/2020    139     7728     7728     9364       15     7823     9556     8882
