TAB:  US_Pennsylvania_Philadelphia Deaths    Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Pennsylvania_Philadelphia Deaths    .           100      638     1436      875        4      875      875      875
TAB:  US_Pennsylvania_Philadelphia Deaths    5/2/2020    101      638     1436      875        3      875      928      928
TAB:  US_Pennsylvania_Philadelphia Deaths    .           102      638     1436      875        5      875      875      875
TAB:  US_Pennsylvania_Philadelphia Deaths    5/4/2020    103      726     1436      981        4      981      981      981
TAB:  US_Pennsylvania_Philadelphia Deaths    .           104      743     1436     1034        4      875     1352     1034
TAB:  US_Pennsylvania_Philadelphia Deaths    5/6/2020    105      803     1436     1140        3     1140     2732     1299
TAB:  US_Pennsylvania_Philadelphia Deaths    .           106      816     1436     1140        3      928     4005     1246
TAB:  US_Pennsylvania_Philadelphia Deaths    5/8/2020    107      875     1436     1246        3     1246     5331     2042
TAB:  US_Pennsylvania_Philadelphia Deaths    .           108      891     1436     1246        2     1034     4270     1511
TAB:  US_Pennsylvania_Philadelphia Deaths    5/10/2020   109      892     1436     1299        4      928     5649     1511
TAB:  US_Pennsylvania_Philadelphia Deaths    .           110      893     1436     1246        3      875     8673     1352
TAB:  US_Pennsylvania_Philadelphia Deaths    5/12/2020   111      908     1436      928        6      928     7135     1564
TAB:  US_Pennsylvania_Philadelphia Deaths    .           112      986     1436     1299        4     1299     8779     2307
TAB:  US_Pennsylvania_Philadelphia Deaths    5/14/2020   113     1008     1436     1352        5     1299     6710     2307
TAB:  US_Pennsylvania_Philadelphia Deaths    .           114     1021     1436     1352        8     1034     5278     2148
TAB:  US_Pennsylvania_Philadelphia Deaths    5/16/2020   115     1031     1436     1352        7     1034     7453     2042
TAB:  US_Pennsylvania_Philadelphia Deaths    .           116     1031     1436     1033        4     1033     2984     1400
TAB:  US_Pennsylvania_Philadelphia Deaths    5/18/2020   117     1080     1436     1292        5     1292     2620     1627
TAB:  US_Pennsylvania_Philadelphia Deaths    .           118     1109     1436     1358        4     1358     2535     1687
TAB:  US_Pennsylvania_Philadelphia Deaths    5/20/2020   119     1152     1436     1458        5     1458     9045     1989
TAB:  US_Pennsylvania_Philadelphia Deaths    .           120     1178     1436     1671        5     1458     2944     2042
TAB:  US_Pennsylvania_Philadelphia Deaths    5/22/2020   121     1221     1436     1724        4     1511     5119     2148
TAB:  US_Pennsylvania_Philadelphia Deaths    .           122     1233     1436     1777        6     1458     6923     2095
TAB:  US_Pennsylvania_Philadelphia Deaths    5/24/2020   123     1233     1436     1777        7     1246     9310     2042
TAB:  US_Pennsylvania_Philadelphia Deaths    .           124     1233     1436     1724        7     1246     8938     2042
TAB:  US_Pennsylvania_Philadelphia Deaths    5/26/2020   125     1243     1436     1732        4     1241     2784     1788
TAB:  US_Pennsylvania_Philadelphia Deaths    .           126     1262     1436     1622        4     1301     2018     1697
TAB:  US_Pennsylvania_Philadelphia Deaths    5/28/2020   127     1282     1436     1618        9     1352     1936     1671
TAB:  US_Pennsylvania_Philadelphia Deaths    .           128     1300     1436     1564        9     1352     1883     1618
TAB:  US_Pennsylvania_Philadelphia Deaths    5/30/2020   129     1308     1436     1564       15     1352     1830     1618
TAB:  US_Pennsylvania_Philadelphia Deaths    .           130     1316     1436     1564       21     1352     1830     1618
TAB:  US_Pennsylvania_Philadelphia Deaths    6/1/2020    131     1320     1436     1564       17     1299     1777     1564
TAB:  US_Pennsylvania_Philadelphia Deaths    .           132     1346     1436     1564       20     1405     1883     1618
TAB:  US_Pennsylvania_Philadelphia Deaths    6/3/2020    133     1359     1436     1564       21     1458     2466     1671
TAB:  US_Pennsylvania_Philadelphia Deaths    .           134     1394     1436     1564       21     1564     2572     1671
TAB:  US_Pennsylvania_Philadelphia Deaths    6/5/2020    135     1411     1436     1618       22     1564     8355     1724
TAB:  US_Pennsylvania_Philadelphia Deaths    .           136     1414     1436     1671       21     1458     7877     1671
TAB:  US_Pennsylvania_Philadelphia Deaths    6/7/2020    137     1420     1436     1671       23     1458     4535     1724
TAB:  US_Pennsylvania_Philadelphia Deaths    .           138     1421     1436     1618       29     1405     2944     1671
TAB:  US_Pennsylvania_Philadelphia Deaths    6/9/2020    139     1436     1436     1618       29     1458     4164     1724
