TAB:  US_Georgia_DeKalb Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Georgia_DeKalb Confirmed 2/14/2020    23        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            24        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 2/16/2020    25        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            26        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 2/18/2020    27        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            28        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 2/20/2020    29        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            30        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 2/22/2020    31        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            32        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 2/24/2020    33        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            34        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 2/26/2020    35        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            36        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 2/28/2020    37        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            38        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 3/1/2020     39        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            40        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 3/3/2020     41        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            42        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 3/5/2020     43        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            44        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 3/7/2020     45        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            46        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 3/9/2020     47        0     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            48        2     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 3/11/2020    49        2     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            50        4     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 3/13/2020    51        5     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            52        8     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 3/15/2020    53       10     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            54       10     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 3/17/2020    55       15     4120       75        2       75       75       75
TAB:  US_Georgia_DeKalb Confirmed .            56       18     4120       75        1       75       93       82
TAB:  US_Georgia_DeKalb Confirmed 3/19/2020    57       22     4120       76        3       76      228      228
TAB:  US_Georgia_DeKalb Confirmed .            58       36     4120     2663        1     2663     8447     8447
TAB:  US_Georgia_DeKalb Confirmed 3/21/2020    59       41     4120     3424        1     3424    10578    10578
TAB:  US_Georgia_DeKalb Confirmed .            60       53     4120     6773        1     6773    21233    21233
TAB:  US_Georgia_DeKalb Confirmed 3/23/2020    61       75     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            62       94     4120     2054        1     2054     2054     2054
TAB:  US_Georgia_DeKalb Confirmed 3/25/2020    63      116     4120     1598        1     1598     7991     7991
TAB:  US_Georgia_DeKalb Confirmed .            64      129     4120      228        1      228    11187      989
TAB:  US_Georgia_DeKalb Confirmed 3/27/2020    65      181     4120     4337        1     4337     7991     7991
TAB:  US_Georgia_DeKalb Confirmed .            66      240     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed 3/29/2020    67      272     4120        0        0        0        0        0
TAB:  US_Georgia_DeKalb Confirmed .            68      281     4120      380        1      380    29300     9360
TAB:  US_Georgia_DeKalb Confirmed 3/31/2020    69      335     4120      532        1      532    10121     4033
TAB:  US_Georgia_DeKalb Confirmed .            70      365     4120     1750        2      532    10274     2207
TAB:  US_Georgia_DeKalb Confirmed 4/2/2020     71      396     4120      601        2      601    25461     4477
TAB:  US_Georgia_DeKalb Confirmed .            72      448     4120      684        2      684    20624     2968
TAB:  US_Georgia_DeKalb Confirmed 4/4/2020     73      500     4120      989        2      837     8143     2359
TAB:  US_Georgia_DeKalb Confirmed .            74      543     4120     1293        3      989     5707     2054
TAB:  US_Georgia_DeKalb Confirmed 4/6/2020     75      579     4120     1074        2     1000     5149     1815
TAB:  US_Georgia_DeKalb Confirmed .            76      645     4120     1213        3     1213    17518     2377
TAB:  US_Georgia_DeKalb Confirmed 4/8/2020     77      706     4120     1445        5     1445    23059     2663
TAB:  US_Georgia_DeKalb Confirmed .            78      742     4120     1598        5     1445     8143     2511
TAB:  US_Georgia_DeKalb Confirmed 4/10/2020    79      795     4120     1578        2     1321     3734     2143
TAB:  US_Georgia_DeKalb Confirmed .            80      835     4120     1589        3     1068     2753     1711
TAB:  US_Georgia_DeKalb Confirmed 4/12/2020    81      869     4120     1574        3     1064     2325     1637
TAB:  US_Georgia_DeKalb Confirmed .            82      980     4120     1755        3     1755     3580     2092
TAB:  US_Georgia_DeKalb Confirmed 4/14/2020    83     1144     4120     2359        6     2359    17275     2815
TAB:  US_Georgia_DeKalb Confirmed .            84     1191     4120     2511        4     2511    27473     3272
TAB:  US_Georgia_DeKalb Confirmed 4/16/2020    85     1247     4120     2663        4     1445    24429     3576
TAB:  US_Georgia_DeKalb Confirmed .            86     1349     4120     2968        5     1902    26408     3881
TAB:  US_Georgia_DeKalb Confirmed 4/18/2020    87     1396     4120     3272        5     1598    19406     3272
TAB:  US_Georgia_DeKalb Confirmed .            88     1452     4120     3272        6     1598    23059     4337
TAB:  US_Georgia_DeKalb Confirmed 4/20/2020    89     1521     4120     3092        5     1800    12232     4292
TAB:  US_Georgia_DeKalb Confirmed .            90     1534     4120     1742        3     1742     7447     3197
TAB:  US_Georgia_DeKalb Confirmed 4/22/2020    91     1609     4120     3180        3     1859     5792     3149
TAB:  US_Georgia_DeKalb Confirmed .            92     1689     4120     3120        9     2054     5403     3576
TAB:  US_Georgia_DeKalb Confirmed 4/24/2020    93     1721     4120     3120        8     2054     4642     3272
TAB:  US_Georgia_DeKalb Confirmed .            94     1788     4120     2968        8     2207     5860     3424
TAB:  US_Georgia_DeKalb Confirmed 4/26/2020    95     1800     4120     2964        3     2098     3586     2983
TAB:  US_Georgia_DeKalb Confirmed .            96     1855     4120     2927        5     2093     3344     2823
TAB:  US_Georgia_DeKalb Confirmed 4/28/2020    97     1887     4120     2937        4     2086     3150     2593
TAB:  US_Georgia_DeKalb Confirmed .            98     1970     4120     2968       13     2359     4490     2968
TAB:  US_Georgia_DeKalb Confirmed 4/30/2020    99     2026     4120     2968       18     2511     4185     3120
TAB:  US_Georgia_DeKalb Confirmed .           100     2072     4120     2968       17     2511     4642     3120
TAB:  US_Georgia_DeKalb Confirmed 5/2/2020    101     2148     4120     2968       16     2663     8599     3576
TAB:  US_Georgia_DeKalb Confirmed .           102     2183     4120     2968       16     2815     7534     4033
TAB:  US_Georgia_DeKalb Confirmed 5/4/2020    103     2259     4120     3120       19     2968    15601     5860
TAB:  US_Georgia_DeKalb Confirmed .           104     2284     4120     3120       24     2968     7991     4185
TAB:  US_Georgia_DeKalb Confirmed 5/6/2020    105     2357     4120     3120       21     3120    24886     4642
TAB:  US_Georgia_DeKalb Confirmed .           106     2396     4120     3272       18     3120    14231     4642
TAB:  US_Georgia_DeKalb Confirmed 5/8/2020    107     2445     4120     3212       17     2985     8956     4194
TAB:  US_Georgia_DeKalb Confirmed .           108     2489     4120     3294       10     3058     6727     3728
TAB:  US_Georgia_DeKalb Confirmed 5/10/2020   109     2535     4120     3328       10     2966     5737     3629
TAB:  US_Georgia_DeKalb Confirmed .           110     2555     4120     3234       10     2760     4679     3329
TAB:  US_Georgia_DeKalb Confirmed 5/12/2020   111     2605     4120     3368       11     2963     4473     3504
TAB:  US_Georgia_DeKalb Confirmed .           112     2632     4120     3269       10     2969     4234     3376
TAB:  US_Georgia_DeKalb Confirmed 5/14/2020   113     2664     4120     3264       11     2996     4046     3367
TAB:  US_Georgia_DeKalb Confirmed .           114     2751     4120     3424       20     3272     4794     3881
TAB:  US_Georgia_DeKalb Confirmed 5/16/2020   115     2800     4120     3424       16     3424    10578     4185
TAB:  US_Georgia_DeKalb Confirmed .           116     2802     4120     3424       16     3424     5860     4033
TAB:  US_Georgia_DeKalb Confirmed 5/18/2020   117     2856     4120     3576       17     2968     5555     3881
TAB:  US_Georgia_DeKalb Confirmed .           118     2918     4120     3576       17     3424     7229     4490
TAB:  US_Georgia_DeKalb Confirmed 5/20/2020   119     2979     4120     3729       15     3424    16514     4642
TAB:  US_Georgia_DeKalb Confirmed .           120     3038     4120     3729       15     3576     9817     4642
TAB:  US_Georgia_DeKalb Confirmed 5/22/2020   121     3080     4120     3729       11     3576    12557     4794
TAB:  US_Georgia_DeKalb Confirmed .           122     3146     4120     3729       14     3729    22755     5099
TAB:  US_Georgia_DeKalb Confirmed 5/24/2020   123     3257     4120     3729        9     3729    21842     5555
TAB:  US_Georgia_DeKalb Confirmed .           124     3305     4120     3881       11     3881    22298     5707
TAB:  US_Georgia_DeKalb Confirmed 5/26/2020   125     3421     4120     4033       11     4033    12252     6468
TAB:  US_Georgia_DeKalb Confirmed .           126     3573     4120     4185       10     4185    25190     7838
TAB:  US_Georgia_DeKalb Confirmed 5/28/2020   127     3635     4120     4337        8     4185    22603     6925
TAB:  US_Georgia_DeKalb Confirmed .           128     3718     4120     4490        9     4337    23668     7534
TAB:  US_Georgia_DeKalb Confirmed 5/30/2020   129     3731     4120     4490        7     3881    27778     6468
TAB:  US_Georgia_DeKalb Confirmed .           130     3734     4120     4490        5     3729    27017     7077
TAB:  US_Georgia_DeKalb Confirmed 6/1/2020    131     3795     4120     4642        8     3881    25951     6468
TAB:  US_Georgia_DeKalb Confirmed .           132     3803     4120     4642        8     3881    23059     7229
TAB:  US_Georgia_DeKalb Confirmed 6/3/2020    133     3874     4120     4642        6     4033    29300     6925
TAB:  US_Georgia_DeKalb Confirmed .           134     3939     4120     4794        7     4185    25951     7077
TAB:  US_Georgia_DeKalb Confirmed 6/5/2020    135     3986     4120     4794        9     4337    28996     7382
TAB:  US_Georgia_DeKalb Confirmed .           136     4008     4120     4794        8     4185    29909     7382
TAB:  US_Georgia_DeKalb Confirmed 6/7/2020    137     4012     4120     4794        6     4033    28996     7991
TAB:  US_Georgia_DeKalb Confirmed .           138     4054     4120     4337        8     4185    20776     7838
TAB:  US_Georgia_DeKalb Confirmed 6/9/2020    139     4120     4120     4946        7     4337    30213     8904
