TEST last_day=  735 method= last 
MH:     0 Country_Region                                            141 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/6/20  6/7/20  6/8/20
aaa nday1  138 6/8/2020      235278.00000       12.36852
TAB:  Italy Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Italy Confirmed .            30        0   235278        0        0        0        0        0
TAB:  Italy Confirmed 2/22/2020    31        0   235278        0        0        0        0        0
TAB:  Italy Confirmed .            32        0   235278        0        0        0        0        0
TAB:  Italy Confirmed 2/24/2020    33      229   235278        0        0        0        0        0
TAB:  Italy Confirmed .            34      322   235278        0        0        0        0        0
TAB:  Italy Confirmed 2/26/2020    35      400   235278        0        0        0        0        0
TAB:  Italy Confirmed .            36      650   235278        0        0        0        0        0
TAB:  Italy Confirmed 2/28/2020    37      888   235278        0        0        0        0        0
TAB:  Italy Confirmed .            38     1128   235278        0        0        0        0        0
TAB:  Italy Confirmed 3/1/2020     39     1694   235278        0        0        0        0        0
TAB:  Italy Confirmed .            40     2036   235278        0        0        0        0        0
TAB:  Italy Confirmed 3/3/2020     41     2502   235278        0        0        0        0        0
TAB:  Italy Confirmed .            42     3089   235278        0        0        0        0        0
TAB:  Italy Confirmed 3/5/2020     43     3858   235278        0        0        0        0        0
TAB:  Italy Confirmed .            44     4636   235278    33559        1    33559    33559    33559
TAB:  Italy Confirmed 3/7/2020     45     5883   235278    48846        1    48846    61107    61107
TAB:  Italy Confirmed .            46     7375   235278   106443        1   106443   145615   123474
TAB:  Italy Confirmed 3/9/2020     47     9172   235278   239041        1   239041  1177821   273810
TAB:  Italy Confirmed .            48    10149   235278   194634        1   194634   877841   226411
TAB:  Italy Confirmed 3/11/2020    49    12462   235278   239041        1   239041  1377747   604122
TAB:  Italy Confirmed .            50    15113   235278   343350        3   343350  1342977   882279
TAB:  Italy Confirmed 3/13/2020    51    17660   235278   404197        2   404197  1421209   995280
TAB:  Italy Confirmed .            52    21157   235278   517198        1   517198  1325592   578045
TAB:  Italy Confirmed 3/15/2020    53    24747   235278   630199        1   630199  1586364   725816
TAB:  Italy Confirmed .            54    28038   235278   656276        1   656276  1455978   882279
TAB:  Italy Confirmed 3/17/2020    55    31506   235278   499813        1   499813  1586364   786663
TAB:  Italy Confirmed .            56    35713   235278   396193        1   396193  1180059   617720
TAB:  Italy Confirmed 3/19/2020    57    41035   235278   369492        1   369492  1067040   638842
TAB:  Italy Confirmed .            58    47021   235278   687120        2   341867  1086529   687120
TAB:  Italy Confirmed 3/21/2020    59    53578   235278   580014        1   580014  1177820   914501
TAB:  Italy Confirmed .            60    59138   235278    -            2   617419  1301693   892701
TAB:  Italy Confirmed 3/23/2020    61    63927   235278    -            2   476605   961198   721564
TAB:  Italy Confirmed .            62    69176   235278   378210        1   378210   814115   549153
TAB:  Italy Confirmed 3/25/2020    63    74386   235278   306571        2   213041   687621   458991
TAB:  Italy Confirmed .            64    80539   235278   555128        2   168819   603797   375662
TAB:  Italy Confirmed 3/27/2020    65    86498   235278   513653        3   162134   535452   322906
TAB:  Italy Confirmed .            66    92472   235278   484385        2   173083   484385   317527
TAB:  Italy Confirmed 3/29/2020    67    97689   235278   438290        2   179146   442797   285057
TAB:  Italy Confirmed .            68   101761   235278   194619        2   171965   408804   260522
TAB:  Italy Confirmed 3/31/2020    69   105792   235278   168250        3   168250   373572   257603
TAB:  Italy Confirmed .            70   110574   235278   167599        3   165844   344850   225513
TAB:  Italy Confirmed 4/2/2020     71   115242   235278   169359        2   162813   321536   216812
TAB:  Italy Confirmed .            72   119827   235278   170283        2   167201   302811   210349
TAB:  Italy Confirmed 4/4/2020     73   124632   235278   179569        4   176637   285111   213284
TAB:  Italy Confirmed .            74   128948   235278   187544        4   181966   273995   208459
TAB:  Italy Confirmed 4/6/2020     75   132547   235278   188228        4   182869   263252   211003
TAB:  Italy Confirmed .            76   135586   235278   187283        4   180848   252929   209165
TAB:  Italy Confirmed 4/8/2020     77   139422   235278   187360        4   183649   245484   207147
TAB:  Italy Confirmed .            78   143626   235278   192136        6   187287   238200   206682
TAB:  Italy Confirmed 4/10/2020    79   147577   235278   190707        4   188331   233483   206154
TAB:  Italy Confirmed .            80   152271   235278   196192        5   194930   242874   217640
TAB:  Italy Confirmed 4/12/2020    81   156363   235278   200114        7   200114   285269   222254
TAB:  Italy Confirmed .            82   159516   235278   204467        6   202280   320369   224149
TAB:  Italy Confirmed 4/14/2020    83   162488   235278   206763        5   204598   323676   226248
TAB:  Italy Confirmed .            84   165155   235278   206329        8   206329   268298   226046
TAB:  Italy Confirmed 4/16/2020    85   168941   235278   208138        8   208138   260665   226522
TAB:  Italy Confirmed .            86   172434   235278   210764        7   210764   260665   227835
TAB:  Italy Confirmed 4/18/2020    87   175925   235278   214477        9   213124   265897   237481
TAB:  Italy Confirmed .            88   178972   235278   217183       10   214477   268604   237481
TAB:  Italy Confirmed 4/20/2020    89   181228   235278   217768        7   217768   258071   234669
TAB:  Italy Confirmed .            90   183957   235278   219890       10   219890   255072   237481
TAB:  Italy Confirmed 4/22/2020    91   187327   235278   221320       12   221320   279372   240187
TAB:  Italy Confirmed .            92   189973   235278   224050       13   224050   279530   242543
TAB:  Italy Confirmed 4/24/2020    93   192994   235278   226476       14   226476   285111   246999
TAB:  Italy Confirmed .            94   195351   235278   228318        9   225473   282375   246811
TAB:  Italy Confirmed 4/26/2020    95   197675   235278   228473       12   228473   274030   247800
TAB:  Italy Confirmed .            96   199414   235278   230462       11   227835   258038   242280
TAB:  Italy Confirmed 4/28/2020    97   201505   235278   231047       15   231047   255504   242632
TAB:  Italy Confirmed .            98   203591   235278   230257       11   230257   250444   240351
TAB:  Italy Confirmed 4/30/2020    99   205463   235278   232780       19   227734   250444   240351
TAB:  Italy Confirmed .           100   207428   235278   232962       18   232962   247952   240457
TAB:  Italy Confirmed 5/2/2020    101   209328   235278   235461       12   232962   247952   240457
TAB:  Italy Confirmed .           102   210717   235278   235461       19   232962   247952   240457
TAB:  Italy Confirmed 5/4/2020    103   211938   235278   235591       23   235591   245484   240538
TAB:  Italy Confirmed .           104   213013   235278   235591       22   230644   245484   238064
TAB:  Italy Confirmed 5/6/2020    105   214457   235278   235696       23   228349   243042   235696
TAB:  Italy Confirmed .           106   215858   235278   235696       23   230798   243042   238144
TAB:  Italy Confirmed 5/8/2020    107   217185   235278   235696       27   233247   243042   238144
TAB:  Italy Confirmed .           108   218268   235278   235775       29   235775   240624   238200
TAB:  Italy Confirmed 5/10/2020   109   219070   235278   235775       30   233351   240624   238200
TAB:  Italy Confirmed .           110   219814   235278   235775       23   233351   240624   238200
TAB:  Italy Confirmed 5/12/2020   111   221216   235278   235775       29   235775   240624   238200
TAB:  Italy Confirmed .           112   222104   235278   238144       26   235696   243042   240593
TAB:  Italy Confirmed 5/14/2020   113   223096   235278   238144       37   235696   243042   240593
TAB:  Italy Confirmed .           114   223885   235278   238144       44   235696   243042   240593
TAB:  Italy Confirmed 5/16/2020   115   224760   235278   238144       46   238144   243042   240593
TAB:  Italy Confirmed .           116   225435   235278   238064       47   238064   243011   240538
TAB:  Italy Confirmed 5/18/2020   117   225886   235278   238229       54   238229   238229   238229
TAB:  Italy Confirmed .           118   226699   235278   238229       56   235829   238229   238229
TAB:  Italy Confirmed 5/20/2020   119   227364   235278   238229       57   235829   238229   238229
TAB:  Italy Confirmed .           120   228006   235278   238229       57   235829   238229   238229
TAB:  Italy Confirmed 5/22/2020   121   228658   235278   238229       54   238229   238229   238229
TAB:  Italy Confirmed .           122   229327   235278   238144       46   238144   243042   240593
TAB:  Italy Confirmed 5/24/2020   123   229858   235278   237827       44   237827   245397   242874
TAB:  Italy Confirmed .           124   230158   235278   238144       44   238144   243042   240593
TAB:  Italy Confirmed 5/26/2020   125   230555   235278   238229       49   238229   238229   238229
TAB:  Italy Confirmed .           126   231139   235278   238229       48   238229   238229   238229
TAB:  Italy Confirmed 5/28/2020   127   231732   235278   240624       42   238200   240624   240624
TAB:  Italy Confirmed .           128   232248   235278   240593       45   238144   243042   240593
TAB:  Italy Confirmed 5/30/2020   129   232664   235278   240538       54   238064   245484   243011
TAB:  Italy Confirmed .           130   233019   235278   240457       54   237959   245454   242955
TAB:  Italy Confirmed 6/1/2020    131   233197   235278   240593       61   238144   243042   240593
TAB:  Italy Confirmed .           132   233515   235278   238229       19   238229   238229   238229
TAB:  Italy Confirmed 6/3/2020    133   233836   235278   238229       20   238229   238229   238229
TAB:  Italy Confirmed .           134   234013   235278   238229       24   235829   238229   238229
TAB:  Italy Confirmed 6/5/2020    135   234531   235278   238229       17   238229   238229   238229
TAB:  Italy Confirmed .           136   234801   235278   238229       13   238229   238229   238229
TAB:  Italy Confirmed 6/7/2020    137   234998   235278   240624       94   240624   240624   240624
TAB:  Italy Confirmed .           138   235278   235278   239870       94   239870   242470   242470
AAA2     1 Italy Confirmed cc1=  .997611 cc2=  .696099 lx= 12.46852 if= 128 il= 138 6/8/2020   n=  10 now=  235278 end=     260022    235278    239870 U=    82.05 T=  -50.9 p1=  10.5 p2=    90.5 ed=   142 6/12/2020   x1= 128. x2= 138. y1= -2.18 y2= -2.30     
GP: Confirmed Italy Dates           Day     Max  Predict Current    Bpred  Count eDay EndDate
GP: Confirmed Italy 6/8/2020        138  235278   260022  235278   239870    94   142 6/12/2020 
AAA2     1 Italy Confirmed cc1=  .997438 cc2=  .708762 lx= 12.39852 if= 127 il= 138 6/8/2020   n=  11 now=  235278 end=     242443    235278    239870 U=    26.86 T=   43.8 p1=   3.0 p2=    97.0 ed=   107 5/8/2020    x1= 127. x2= 138. y1= -3.10 y2= -3.51     
GP: Confirmed Italy 6/8/2020        138  235278   242443  235278   239870    94   107 5/8/2020  
AAA1     1 Italy Confirmed cc1=  .999801 cc2=  .881950 lx= 12.38852 if=  67 il= 138 6/8/2020   n=  71 now=  235278 end=     240030    235278    239870 U=    18.66 T=   65.0 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  67. x2= 138. y1=  -.11 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999890 cc2=  .881950 lx= 12.38552 if=  67 il= 138 6/8/2020   n=  71 now=  235278 end=     240030    235278    239870 U=    18.66 T=   65.0 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  67. x2= 138. y1=  -.11 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999721 cc2=  .889957 lx= 12.38852 if=  56 il= 138 6/8/2020   n=  82 now=  235278 end=     240030    235278    239870 U=    18.00 T=   67.6 p1=   2.0 p2=    98.0 ed=   110 5/11/2020   x1=  56. x2= 138. y1=   .64 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999863 cc2=  .889957 lx= 12.38552 if=  56 il= 138 6/8/2020   n=  82 now=  235278 end=     240030    235278    239870 U=    18.00 T=   67.6 p1=   2.0 p2=    98.0 ed=   110 5/11/2020   x1=  56. x2= 138. y1=   .64 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   110 5/11/2020 
AAA1     1 Italy Confirmed cc1=  .999793 cc2=  .888682 lx= 12.38852 if=  58 il= 138 6/8/2020   n=  80 now=  235278 end=     240030    235278    239870 U=    18.18 T=   66.9 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  58. x2= 138. y1=   .49 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999902 cc2=  .888682 lx= 12.38552 if=  58 il= 138 6/8/2020   n=  80 now=  235278 end=     240030    235278    239870 U=    18.18 T=   66.9 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  58. x2= 138. y1=   .49 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999812 cc2=  .888008 lx= 12.38852 if=  59 il= 138 6/8/2020   n=  79 now=  235278 end=     240030    235278    239870 U=    18.30 T=   66.4 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  59. x2= 138. y1=   .41 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999909 cc2=  .888008 lx= 12.38552 if=  59 il= 138 6/8/2020   n=  79 now=  235278 end=     240030    235278    239870 U=    18.30 T=   66.4 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  59. x2= 138. y1=   .41 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999818 cc2=  .887309 lx= 12.38852 if=  60 il= 138 6/8/2020   n=  78 now=  235278 end=     240030    235278    239870 U=    18.36 T=   66.2 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  60. x2= 138. y1=   .34 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999908 cc2=  .887309 lx= 12.38552 if=  60 il= 138 6/8/2020   n=  78 now=  235278 end=     240030    235278    239870 U=    18.36 T=   66.2 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  60. x2= 138. y1=   .34 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999820 cc2=  .886592 lx= 12.38852 if=  61 il= 138 6/8/2020   n=  77 now=  235278 end=     240030    235278    239870 U=    18.37 T=   66.1 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  61. x2= 138. y1=   .28 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999906 cc2=  .886592 lx= 12.38552 if=  61 il= 138 6/8/2020   n=  77 now=  235278 end=     240030    235278    239870 U=    18.37 T=   66.1 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  61. x2= 138. y1=   .28 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999821 cc2=  .885861 lx= 12.38852 if=  62 il= 138 6/8/2020   n=  76 now=  235278 end=     240030    235278    239870 U=    18.40 T=   66.0 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  62. x2= 138. y1=   .22 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999904 cc2=  .885861 lx= 12.38552 if=  62 il= 138 6/8/2020   n=  76 now=  235278 end=     240030    235278    239870 U=    18.40 T=   66.0 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  62. x2= 138. y1=   .22 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999822 cc2=  .885114 lx= 12.38852 if=  63 il= 138 6/8/2020   n=  75 now=  235278 end=     240030    235278    239870 U=    18.43 T=   65.9 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  63. x2= 138. y1=   .16 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999902 cc2=  .885114 lx= 12.38652 if=  63 il= 138 6/8/2020   n=  75 now=  235278 end=     240030    235278    239870 U=    18.43 T=   65.9 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  63. x2= 138. y1=   .16 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999821 cc2=  .884351 lx= 12.38852 if=  64 il= 138 6/8/2020   n=  74 now=  235278 end=     240030    235278    239870 U=    18.50 T=   65.6 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  64. x2= 138. y1=   .09 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999899 cc2=  .884351 lx= 12.38652 if=  64 il= 138 6/8/2020   n=  74 now=  235278 end=     240030    235278    239870 U=    18.50 T=   65.6 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  64. x2= 138. y1=   .09 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999816 cc2=  .883568 lx= 12.38852 if=  65 il= 138 6/8/2020   n=  73 now=  235278 end=     240030    235278    239870 U=    18.56 T=   65.4 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  65. x2= 138. y1=   .02 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999895 cc2=  .883568 lx= 12.38652 if=  65 il= 138 6/8/2020   n=  73 now=  235278 end=     240030    235278    239870 U=    18.56 T=   65.4 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  65. x2= 138. y1=   .02 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999809 cc2=  .882768 lx= 12.38852 if=  66 il= 138 6/8/2020   n=  72 now=  235278 end=     240030    235278    239870 U=    18.63 T=   65.1 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  66. x2= 138. y1=  -.05 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999891 cc2=  .882768 lx= 12.38652 if=  66 il= 138 6/8/2020   n=  72 now=  235278 end=     240030    235278    239870 U=    18.63 T=   65.1 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  66. x2= 138. y1=  -.05 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999762 cc2=  .889330 lx= 12.38852 if=  57 il= 138 6/8/2020   n=  81 now=  235278 end=     240030    235278    239870 U=    18.08 T=   67.3 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  57. x2= 138. y1=   .57 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999886 cc2=  .889330 lx= 12.38552 if=  57 il= 138 6/8/2020   n=  81 now=  235278 end=     240030    235278    239870 U=    18.08 T=   67.3 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  57. x2= 138. y1=   .57 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999793 cc2=  .881115 lx= 12.38852 if=  68 il= 138 6/8/2020   n=  70 now=  235278 end=     240030    235278    239870 U=    18.62 T=   65.2 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  68. x2= 138. y1=  -.15 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999893 cc2=  .881115 lx= 12.38552 if=  68 il= 138 6/8/2020   n=  70 now=  235278 end=     240030    235278    239870 U=    18.62 T=   65.2 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  68. x2= 138. y1=  -.15 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999784 cc2=  .880261 lx= 12.38852 if=  69 il= 138 6/8/2020   n=  69 now=  235278 end=     240030    235278    239870 U=    18.58 T=   65.3 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  69. x2= 138. y1=  -.20 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999893 cc2=  .880261 lx= 12.38552 if=  69 il= 138 6/8/2020   n=  69 now=  235278 end=     240030    235278    239870 U=    18.58 T=   65.3 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  69. x2= 138. y1=  -.20 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999774 cc2=  .879389 lx= 12.38852 if=  70 il= 138 6/8/2020   n=  68 now=  235278 end=     240030    235278    239870 U=    18.59 T=   65.3 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  70. x2= 138. y1=  -.25 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999891 cc2=  .879389 lx= 12.38552 if=  70 il= 138 6/8/2020   n=  68 now=  235278 end=     240030    235278    239870 U=    18.59 T=   65.3 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  70. x2= 138. y1=  -.25 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999764 cc2=  .878497 lx= 12.38852 if=  71 il= 138 6/8/2020   n=  67 now=  235278 end=     240030    235278    239870 U=    18.60 T=   65.2 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  71. x2= 138. y1=  -.31 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999889 cc2=  .878497 lx= 12.38552 if=  71 il= 138 6/8/2020   n=  67 now=  235278 end=     240030    235278    239870 U=    18.60 T=   65.2 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  71. x2= 138. y1=  -.31 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999754 cc2=  .877584 lx= 12.38852 if=  72 il= 138 6/8/2020   n=  66 now=  235278 end=     240030    235278    239870 U=    18.60 T=   65.2 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  72. x2= 138. y1=  -.36 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999887 cc2=  .877584 lx= 12.38552 if=  72 il= 138 6/8/2020   n=  66 now=  235278 end=     240030    235278    239870 U=    18.60 T=   65.2 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  72. x2= 138. y1=  -.36 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999743 cc2=  .876651 lx= 12.38852 if=  73 il= 138 6/8/2020   n=  65 now=  235278 end=     240030    235278    239870 U=    18.63 T=   65.1 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  73. x2= 138. y1=  -.42 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999885 cc2=  .876651 lx= 12.38552 if=  73 il= 138 6/8/2020   n=  65 now=  235278 end=     240030    235278    239870 U=    18.63 T=   65.1 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  73. x2= 138. y1=  -.42 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999731 cc2=  .875696 lx= 12.38852 if=  74 il= 138 6/8/2020   n=  64 now=  235278 end=     240030    235278    239870 U=    18.63 T=   65.1 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  74. x2= 138. y1=  -.48 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999885 cc2=  .875696 lx= 12.38552 if=  74 il= 138 6/8/2020   n=  64 now=  235278 end=     240030    235278    239870 U=    18.63 T=   65.1 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  74. x2= 138. y1=  -.48 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999718 cc2=  .874718 lx= 12.38852 if=  75 il= 138 6/8/2020   n=  63 now=  235278 end=     240030    235278    239870 U=    18.58 T=   65.3 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  75. x2= 138. y1=  -.52 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999883 cc2=  .874718 lx= 12.38552 if=  75 il= 138 6/8/2020   n=  63 now=  235278 end=     240030    235278    239870 U=    18.58 T=   65.3 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  75. x2= 138. y1=  -.52 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999705 cc2=  .873717 lx= 12.38852 if=  76 il= 138 6/8/2020   n=  62 now=  235278 end=     240030    235278    239870 U=    18.50 T=   65.6 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  76. x2= 138. y1=  -.56 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999880 cc2=  .873717 lx= 12.38552 if=  76 il= 138 6/8/2020   n=  62 now=  235278 end=     240030    235278    239870 U=    18.50 T=   65.6 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  76. x2= 138. y1=  -.56 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
AAA1     1 Italy Confirmed cc1=  .999697 cc2=  .872697 lx= 12.38852 if=  77 il= 138 6/8/2020   n=  61 now=  235278 end=     240030    235278    239870 U=    18.47 T=   65.7 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  77. x2= 138. y1=  -.61 y2= -3.91 BEST
AAA2     1 Italy Confirmed cc1=  .999874 cc2=  .872697 lx= 12.38552 if=  77 il= 138 6/8/2020   n=  61 now=  235278 end=     240030    235278    239870 U=    18.47 T=   65.7 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  77. x2= 138. y1=  -.61 y2= -3.91 BEST
GP: Confirmed Italy 6/8/2020        138  235278   240030  235278   239870    94   109 5/10/2020 
