TAB:  US_North_Carolina_Mecklenburg Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_North_Carolina_Mecklenburg Confirmed .            28        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/20/2020    29        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            30        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/22/2020    31        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            32        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/24/2020    33        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            34        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/26/2020    35        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            36        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 2/28/2020    37        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            38        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/1/2020     39        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            40        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/3/2020     41        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            42        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/5/2020     43        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            44        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/7/2020     45        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            46        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/9/2020     47        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            48        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/11/2020    49        0     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            50        2     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/13/2020    51        1     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            52        2     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/15/2020    53        4     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            54        7     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/17/2020    55       11     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            56       14     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/19/2020    57       30     5682    -            1    30753    38310    38310
TAB:  US_North_Carolina_Mecklenburg Confirmed .            58       43     5682    -            1    29913    29913    29913
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/21/2020    59       77     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .            60       77     5682     1154        1     1154    21306    21306
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/23/2020    61       97     5682      105        1      105     2293     1517
TAB:  US_North_Carolina_Mecklenburg Confirmed .            62      142     5682      527        1      527     1887     1445
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/25/2020    63      170     5682      443        1      443     1379      927
TAB:  US_North_Carolina_Mecklenburg Confirmed .            64      204     5682      944        3      524     2204      944
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/27/2020    65      259     5682      944        2      734     2204     1364
TAB:  US_North_Carolina_Mecklenburg Confirmed .            66      299     5682      780        1      780     1868     1159
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/29/2020    67      336     5682      686        1      686     1611     1105
TAB:  US_North_Carolina_Mecklenburg Confirmed .            68      382     5682      951        2      688     1359     1082
TAB:  US_North_Carolina_Mecklenburg Confirmed 3/31/2020    69      420     5682     1058        2      656     1091      926
TAB:  US_North_Carolina_Mecklenburg Confirmed .            70      444     5682      593        1      593      998      859
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/2/2020     71      533     5682     1067        2     1040     1266     1122
TAB:  US_North_Carolina_Mecklenburg Confirmed .            72      601     5682     1243        4     1232     1641     1404
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/4/2020     73      650     5682     1364        7     1364     2204     1784
TAB:  US_North_Carolina_Mecklenburg Confirmed .            74      664     5682     1278        4      737     1548     1374
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/6/2020     75      741     5682     1331        3     1081     1758     1447
TAB:  US_North_Carolina_Mecklenburg Confirmed .            76      810     5682     1407        4     1407     1987     1595
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/8/2020     77      848     5682     1364        6     1364     2624     1784
TAB:  US_North_Carolina_Mecklenburg Confirmed .            78      861     5682     1415        3      917     1581     1431
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/10/2020    79      906     5682     1403        3     1028     1544     1411
TAB:  US_North_Carolina_Mecklenburg Confirmed .            80      935     5682     1374        5     1060     1439     1388
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/12/2020    81      954     5682     1348        8     1057     1369     1307
TAB:  US_North_Carolina_Mecklenburg Confirmed .            82      970     5682     1308        6     1026     1329     1228
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/14/2020    83      993     5682     1283        6     1067     1296     1185
TAB:  US_North_Carolina_Mecklenburg Confirmed .            84     1015     5682     1251        6     1100     1295     1194
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/16/2020    85     1098     5682     1329        7     1315     1329     1329
TAB:  US_North_Carolina_Mecklenburg Confirmed .            86     1136     5682     1376        5     1376     1404     1390
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/18/2020    87     1153     5682     1364       13     1364     1364     1364
TAB:  US_North_Carolina_Mecklenburg Confirmed .            88     1183     5682     1417        5     1242     1439     1417
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/20/2020    89     1231     5682     1442        4     1442     1500     1475
TAB:  US_North_Carolina_Mecklenburg Confirmed .            90     1255     5682     1574       14     1364     2204     1574
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/22/2020    91     1331     5682     1574       12     1574     4723     4723
TAB:  US_North_Carolina_Mecklenburg Confirmed .            92     1377     5682     1574        9     1574    24875     5982
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/24/2020    93     1407     5682     1574        6     1574    10810     3253
TAB:  US_North_Carolina_Mecklenburg Confirmed .            94     1450     5682     1784       13     1784     8291     4303
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/26/2020    95     1482     5682     1784       13     1784    15219     3463
TAB:  US_North_Carolina_Mecklenburg Confirmed .            96     1492     5682     1784       12     1574    13959     2624
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/28/2020    97     1519     5682     1784       13     1574     4513     2204
TAB:  US_North_Carolina_Mecklenburg Confirmed .            98     1567     5682     1802        8     1802    12795     2330
TAB:  US_North_Carolina_Mecklenburg Confirmed 4/30/2020    99     1627     5682     1894        4     1827    10468     2691
TAB:  US_North_Carolina_Mecklenburg Confirmed .           100     1651     5682     1994       12     1994     8921     3253
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/2/2020    101     1699     5682     1994       11     1994     7872     3463
TAB:  US_North_Carolina_Mecklenburg Confirmed .           102     1724     5682     1994       10     1994     6402     3463
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/4/2020    103     1734     5682     1994        9     1784    30543     3253
TAB:  US_North_Carolina_Mecklenburg Confirmed .           104     1787     5682     2080        5     1987     5778     3004
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/6/2020    105     1870     5682     2204        9     1994     5352     3883
TAB:  US_North_Carolina_Mecklenburg Confirmed .           106     1922     5682     2414        4     2204     7662     4513
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/8/2020    107     1989     5682     2414        3     2414    38310     6612
TAB:  US_North_Carolina_Mecklenburg Confirmed .           108     2043     5682     6822        2     3043    32642     7662
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/10/2020   109     2074     5682     9341        2     2204    24035     7662
TAB:  US_North_Carolina_Mecklenburg Confirmed .           110     2134     5682     2624        2     2414    37260     9551
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/12/2020   111     2158     5682     2414        3     2414    31173     9551
TAB:  US_North_Carolina_Mecklenburg Confirmed .           112     2283     5682    -            2     6192    22986    14589
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/14/2020   113     2342     5682    -            2     7242    24455    19837
TAB:  US_North_Carolina_Mecklenburg Confirmed .           114     2385     5682    -            2     7872    33062    28234
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/16/2020   115     2504     5682     9551        1     9551    29073    14589
TAB:  US_North_Carolina_Mecklenburg Confirmed .           116     2591     5682    11650        1    11650    20467    15219
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/18/2020   117     2652     5682    13959        1    13959    26974    18787
TAB:  US_North_Carolina_Mecklenburg Confirmed .           118     2716     5682     3253        1     3253    34321    16478
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/20/2020   119     2780     5682     3043        1     3043    27394     4723
TAB:  US_North_Carolina_Mecklenburg Confirmed .           120     2780     5682     3043        2     3043    27604     4093
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/22/2020   121     3001     5682    -            1    25505    39569    39569
TAB:  US_North_Carolina_Mecklenburg Confirmed .           122     3142     5682    -            1    38310    38310    38310
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/24/2020   123     3231     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .           124     3380     5682     4933        1     4933     4933     4933
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/26/2020   125     3403     5682     3883        1     3883     5562     5562
TAB:  US_North_Carolina_Mecklenburg Confirmed .           126     3478     5682     3673        2     3673     7032     4093
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/28/2020   127     3605     5682     4513        2     4303     5982     5772
TAB:  US_North_Carolina_Mecklenburg Confirmed .           128     3837     5682     9131        1     9131    21936    21936
TAB:  US_North_Carolina_Mecklenburg Confirmed 5/30/2020   129     4028     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed .           130     4250     5682        0        0        0        0        0
TAB:  US_North_Carolina_Mecklenburg Confirmed 6/1/2020    131     4412     5682    -            1    20467    20467    20467
TAB:  US_North_Carolina_Mecklenburg Confirmed .           132     4519     5682     5143        1     5143     5982     5982
TAB:  US_North_Carolina_Mecklenburg Confirmed 6/3/2020    133     4670     5682     5352        2     5352     8081     5772
TAB:  US_North_Carolina_Mecklenburg Confirmed .           134     4842     5682     5982        1     5982    32642     6402
TAB:  US_North_Carolina_Mecklenburg Confirmed 6/5/2020    135     5057     5682     7452        1     7452    37260     9131
TAB:  US_North_Carolina_Mecklenburg Confirmed .           136     5358     5682    -            1    18158    39569    18787
TAB:  US_North_Carolina_Mecklenburg Confirmed 6/7/2020    137     5509     5682    -            1    21516    23196    23196
TAB:  US_North_Carolina_Mecklenburg Confirmed .           138     5682     5682     7872        1     7872    35791    21306
TAB:  US_North_Carolina_Mecklenburg Confirmed 6/9/2020    139     5682     5682     6192        1     6192    36840    15219
