TAB:  US_Massachusetts_Essex Deaths    Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Massachusetts_Essex Deaths    .           106      578     1016     1069        7      694     1294      994
TAB:  US_Massachusetts_Essex Deaths    5/8/2020    107      601     1016     1069        8      769     1257     1032
TAB:  US_Massachusetts_Essex Deaths    .           108      625     1016     1069        7      807     1257     1032
TAB:  US_Massachusetts_Essex Deaths    5/10/2020   109      644     1016     1107        7      844     1219     1032
TAB:  US_Massachusetts_Essex Deaths    .           110      669     1016     1107        9      919     4447     1144
TAB:  US_Massachusetts_Essex Deaths    5/12/2020   111      678     1016     1107        9      807     3772     1107
TAB:  US_Massachusetts_Essex Deaths    .           112      704     1016     1108        8      934     4197     1133
TAB:  US_Massachusetts_Essex Deaths    5/14/2020   113      725     1016     1107       12      994     3171     1257
TAB:  US_Massachusetts_Essex Deaths    .           114      751     1016     1144       13     1032     3321     1370
TAB:  US_Massachusetts_Essex Deaths    5/16/2020   115      766     1016     1144       13     1069     2608     1407
TAB:  US_Massachusetts_Essex Deaths    .           116      776     1016     1154        7      820     1871     1193
TAB:  US_Massachusetts_Essex Deaths    5/18/2020   117      790     1016     1141        7      832     1531     1133
TAB:  US_Massachusetts_Essex Deaths    .           118      797     1016     1132        7      820     1305     1090
TAB:  US_Massachusetts_Essex Deaths    5/20/2020   119      817     1016     1144       16      919     1294     1107
TAB:  US_Massachusetts_Essex Deaths    .           120      831     1016     1144       18      957     1219     1107
TAB:  US_Massachusetts_Essex Deaths    5/22/2020   121      842     1016     1144       15      957     1182     1069
TAB:  US_Massachusetts_Essex Deaths    .           122      848     1016     1113        7      883     1472     1059
TAB:  US_Massachusetts_Essex Deaths    5/24/2020   123      859     1016     1113       10      907     1136     1044
TAB:  US_Massachusetts_Essex Deaths    .           124      863     1016     1102        8      893     1119     1023
TAB:  US_Massachusetts_Essex Deaths    5/26/2020   125      870     1016     1091        8      900     1113     1006
TAB:  US_Massachusetts_Essex Deaths    .           126      878     1016     1080        8      919     1102     1002
TAB:  US_Massachusetts_Essex Deaths    5/28/2020   127      895     1016     1032       17      994     1107     1069
TAB:  US_Massachusetts_Essex Deaths    .           128      906     1016     1032       14      994     1144     1069
TAB:  US_Massachusetts_Essex Deaths    5/30/2020   129      909     1016     1032       18      994     1107     1069
TAB:  US_Massachusetts_Essex Deaths    .           130      925     1016     1032       22     1032     1257     1107
TAB:  US_Massachusetts_Essex Deaths    6/1/2020    131      968     1016     1113       22     1102     1136     1119
TAB:  US_Massachusetts_Essex Deaths    .           132      971     1016     1124       24     1124     1159     1135
TAB:  US_Massachusetts_Essex Deaths    6/3/2020    133      979     1016     1144       30      994     1445     1182
TAB:  US_Massachusetts_Essex Deaths    .           134      986     1016     1144       30      994     1445     1257
TAB:  US_Massachusetts_Essex Deaths    6/5/2020    135      990     1016     1144       30      994     1445     1257
TAB:  US_Massachusetts_Essex Deaths    .           136      998     1016     1144       30     1032     1407     1257
TAB:  US_Massachusetts_Essex Deaths    6/7/2020    137     1003     1016     1144       30     1032     4447     1257
TAB:  US_Massachusetts_Essex Deaths    .           138     1006     1016     1144       30     1032     5724     1257
TAB:  US_Massachusetts_Essex Deaths    6/9/2020    139     1016     1016     1144       30     1032     2083     1219
