TAB:  US_Florida_Broward Deaths    Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Florida_Broward Deaths    5/10/2020   109      257      346      351       10      338      543      440
TAB:  US_Florida_Broward Deaths    .           110      258      346      351       11      261      517      440
TAB:  US_Florida_Broward Deaths    5/12/2020   111      258      346      351       10      261      492      415
TAB:  US_Florida_Broward Deaths    .           112      267      346      351       12      274      466      377
TAB:  US_Florida_Broward Deaths    5/14/2020   113      267      346      351       11      274     1194      389
TAB:  US_Florida_Broward Deaths    .           114      272      346      351       12      274      747      377
TAB:  US_Florida_Broward Deaths    5/16/2020   115      278      346      351       14      287      926      389
TAB:  US_Florida_Broward Deaths    .           116      279      346      351       12      287      568      377
TAB:  US_Florida_Broward Deaths    5/18/2020   117      281      346      351       13      287      492      377
TAB:  US_Florida_Broward Deaths    .           118      282      346      348        9      282      381      342
TAB:  US_Florida_Broward Deaths    5/20/2020   119      285      346      344        7      290      373      341
TAB:  US_Florida_Broward Deaths    .           120      286      346      338       18      287      364      325
TAB:  US_Florida_Broward Deaths    5/22/2020   121      286      346      342       12      290      355      328
TAB:  US_Florida_Broward Deaths    .           122      292      346      339       10      303      351      331
TAB:  US_Florida_Broward Deaths    5/24/2020   123      292      346      338       24      300      351      325
TAB:  US_Florida_Broward Deaths    .           124      298      346      338       26      313      351      338
TAB:  US_Florida_Broward Deaths    5/26/2020   125      300      346      338       29      313      377      351
TAB:  US_Florida_Broward Deaths    .           126      305      346      338       34      325      517      428
TAB:  US_Florida_Broward Deaths    5/28/2020   127      307      346      338       33      325      543      377
TAB:  US_Florida_Broward Deaths    .           128      308      346      338       33      313      517      351
TAB:  US_Florida_Broward Deaths    5/30/2020   129      313      346      338       32      338      619      453
TAB:  US_Florida_Broward Deaths    .           130      313      346      338       33      338      568      466
TAB:  US_Florida_Broward Deaths    6/1/2020    131      314      346      338       33      313     1680      364
TAB:  US_Florida_Broward Deaths    .           132      317      346      338       32      325      798      428
TAB:  US_Florida_Broward Deaths    6/3/2020    133      318      346      338       36      325     2383      415
TAB:  US_Florida_Broward Deaths    .           134      325      346      351       41      351      875      466
TAB:  US_Florida_Broward Deaths    6/5/2020    135      327      346      351       38      351     1131      492
TAB:  US_Florida_Broward Deaths    .           136      334      346      364       24      351      837      658
TAB:  US_Florida_Broward Deaths    6/7/2020    137      339      346      377       23      364     1821     1105
TAB:  US_Florida_Broward Deaths    .           138      343      346      377       22      364      543      389
TAB:  US_Florida_Broward Deaths    6/9/2020    139      346      346      377       24      377      607      402
