TAB:  US_Texas_El_Paso Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Texas_El_Paso Confirmed 4/2/2020     71       75     3512      324        2      194    14856     2011
TAB:  US_Texas_El_Paso Confirmed .            72       85     3512      194        3      194     9796     1751
TAB:  US_Texas_El_Paso Confirmed 4/4/2020     73      103     3512      324        2      324     9796     2400
TAB:  US_Texas_El_Paso Confirmed .            74      113     3512      454        3      324     6292     2011
TAB:  US_Texas_El_Paso Confirmed 4/6/2020     75      132     3512      583        5      324     6552     2659
TAB:  US_Texas_El_Paso Confirmed .            76      132     3512      454        3      194    15894     1492
TAB:  US_Texas_El_Paso Confirmed 4/8/2020     77      153     3512      324        4      194     2270     1232
TAB:  US_Texas_El_Paso Confirmed .            78      192     3512      843        2      843     3438     2270
TAB:  US_Texas_El_Paso Confirmed 4/10/2020    79      225     3512     3178        3     1492    10834     3438
TAB:  US_Texas_El_Paso Confirmed .            80      252     3512     4087        2     2011    21862     4087
TAB:  US_Texas_El_Paso Confirmed 4/12/2020    81      269     3512     4216        2      324    17970     4087
TAB:  US_Texas_El_Paso Confirmed .            82      292     3512      324        2      324    12650     3957
TAB:  US_Texas_El_Paso Confirmed 4/14/2020    83      300     3512      324        3      324    12780     3178
TAB:  US_Texas_El_Paso Confirmed .            84      346     3512     3151        3      550     7753     2451
TAB:  US_Texas_El_Paso Confirmed 4/16/2020    85      393     3512     2600        2     1065     7885     3282
TAB:  US_Texas_El_Paso Confirmed .            86      451     3512     3049        2     2789    24198     4995
TAB:  US_Texas_El_Paso Confirmed 4/18/2020    87      482     3512     3438        2     3178    21733     5903
TAB:  US_Texas_El_Paso Confirmed .            88      505     3512     4216        4      583    14726     4735
TAB:  US_Texas_El_Paso Confirmed 4/20/2020    89      531     3512     3977        3      602     6677     3784
TAB:  US_Texas_El_Paso Confirmed .            90      540     3512     2815        2      563     4550     2845
TAB:  US_Texas_El_Paso Confirmed 4/22/2020    91      587     3512     3231        2      793     3760     2656
TAB:  US_Texas_El_Paso Confirmed .            92      674     3512     2645        2     1975     4033     3052
TAB:  US_Texas_El_Paso Confirmed 4/24/2020    93      706     3512     2789        4     2140     4606     3178
TAB:  US_Texas_El_Paso Confirmed .            94      743     3512     2789        4     1232     4346     3178
TAB:  US_Texas_El_Paso Confirmed 4/26/2020    95      780     3512     2659        4      843     3957     2789
TAB:  US_Texas_El_Paso Confirmed .            96      802     3512     2580        2      860     3343     2580
TAB:  US_Texas_El_Paso Confirmed 4/28/2020    97      829     3512     1930        2      897     3153     2374
TAB:  US_Texas_El_Paso Confirmed .            98      857     3512     2790        3      949     2939     2131
TAB:  US_Texas_El_Paso Confirmed 4/30/2020    99      887     3512     1021        2     1007     2796     1979
TAB:  US_Texas_El_Paso Confirmed .           100      924     3512     2270        6     1102     2659     1881
TAB:  US_Texas_El_Paso Confirmed 5/2/2020    101      961     3512     2270        5     1232     3827     2011
TAB:  US_Texas_El_Paso Confirmed .           102      986     3512     2140        6     1232    10834     2011
TAB:  US_Texas_El_Paso Confirmed 5/4/2020    103      998     3512     2089        3     1076     2505     1727
TAB:  US_Texas_El_Paso Confirmed .           104     1029     3512     1387        3     1181     2255     1673
TAB:  US_Texas_El_Paso Confirmed 5/6/2020    105     1080     3512     1953        5     1384     3963     1877
TAB:  US_Texas_El_Paso Confirmed .           106     1119     3512     1621       12     1492    14467     2011
TAB:  US_Texas_El_Paso Confirmed 5/8/2020    107     1190     3512     2011       11     1751     2270     2011
TAB:  US_Texas_El_Paso Confirmed .           108     1276     3512     2140       14     2011     3178     2270
TAB:  US_Texas_El_Paso Confirmed 5/10/2020   109     1322     3512     2270       18     2140     4606     3827
TAB:  US_Texas_El_Paso Confirmed .           110     1340     3512     2270       16     1492     5125     2530
TAB:  US_Texas_El_Paso Confirmed 5/12/2020   111     1348     3512     2270       16     1362     4606     2530
TAB:  US_Texas_El_Paso Confirmed .           112     1413     3512     2400       19     1621    13169     2659
TAB:  US_Texas_El_Paso Confirmed 5/14/2020   113     1456     3512     2400       21     1751    12001     2789
TAB:  US_Texas_El_Paso Confirmed .           114     1607     3512     2659       19     2659    10704     3438
TAB:  US_Texas_El_Paso Confirmed 5/16/2020   115     1655     3512     2789       15     2789    19267     3827
TAB:  US_Texas_El_Paso Confirmed .           116     1726     3512     2919       11     2919    20565     4346
TAB:  US_Texas_El_Paso Confirmed 5/18/2020   117     1772     3512     3049       11     1881    19657     4346
TAB:  US_Texas_El_Paso Confirmed .           118     1852     3512     3178       11     2270    21862     3827
TAB:  US_Texas_El_Paso Confirmed 5/20/2020   119     1930     3512     3308        9     2659    23290     3957
TAB:  US_Texas_El_Paso Confirmed .           120     2046     3512     3568        8     3438     7460     4476
TAB:  US_Texas_El_Paso Confirmed 5/22/2020   121     2155     3512     3827        8     3697    21084     4865
TAB:  US_Texas_El_Paso Confirmed .           122     2265     3512     4087        6     3957    11482     5125
TAB:  US_Texas_El_Paso Confirmed 5/24/2020   123     2340     3512     4346        6     4216    13948     5514
TAB:  US_Texas_El_Paso Confirmed .           124     2376     3512     4476        5     2530    19397     6033
TAB:  US_Texas_El_Paso Confirmed 5/26/2020   125     2393     3512     4606        5     2400    15375     5514
TAB:  US_Texas_El_Paso Confirmed .           126     2461     3512     4735        5     2659    15764     5514
TAB:  US_Texas_El_Paso Confirmed 5/28/2020   127     2569     3512     4735        5     3049    15894     5514
TAB:  US_Texas_El_Paso Confirmed .           128     2636     3512     4995        4     3308    16283     5644
TAB:  US_Texas_El_Paso Confirmed 5/30/2020   129     2704     3512     4995        6     3438    19657     6033
TAB:  US_Texas_El_Paso Confirmed .           130     2764     3512     5125        4     3178    16672     6033
TAB:  US_Texas_El_Paso Confirmed 6/1/2020    131     2794     3512     5125        5     2919    25495     6033
TAB:  US_Texas_El_Paso Confirmed .           132     2833     3512     3568        3     2919    14986     6033
TAB:  US_Texas_El_Paso Confirmed 6/3/2020    133     2872     3512     3049        4     3049    13558     5903
TAB:  US_Texas_El_Paso Confirmed .           134     3069     3512     4476        6     4346    22771     6682
TAB:  US_Texas_El_Paso Confirmed 6/5/2020    135     3213     3512     5514        6     5384    23419     7460
TAB:  US_Texas_El_Paso Confirmed .           136     3298     3512     5644        3     5514    23419     7460
TAB:  US_Texas_El_Paso Confirmed 6/7/2020    137     3376     3512     5903        4     3697    22511     7979
TAB:  US_Texas_El_Paso Confirmed .           138     3376     3512     6941        4     3568    23419     8368
TAB:  US_Texas_El_Paso Confirmed 6/9/2020    139     3512     3512     5903        3     3827    21733     8498
