TAB:  US_Indiana_Lake Deaths    Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Indiana_Lake Deaths    5/10/2020   109      124      217      204        5      148     1110      316
TAB:  US_Indiana_Lake Deaths    .           110      125      217      204        5      124      709      268
TAB:  US_Indiana_Lake Deaths    5/12/2020   111      128      217      203        3      134      330      237
TAB:  US_Indiana_Lake Deaths    .           112      132      217      204        4      145      291      224
TAB:  US_Indiana_Lake Deaths    5/14/2020   113      134      217      204        8      148      276      212
TAB:  US_Indiana_Lake Deaths    .           114      136      217      228        6      148      252      204
TAB:  US_Indiana_Lake Deaths    5/16/2020   115      140      217      204        7      156      244      204
TAB:  US_Indiana_Lake Deaths    .           116      140      217      196        7      156      228      196
TAB:  US_Indiana_Lake Deaths    5/18/2020   117      140      217      195        4      153      219      192
TAB:  US_Indiana_Lake Deaths    .           118      144      217      196        4      156      376      194
TAB:  US_Indiana_Lake Deaths    5/20/2020   119      149      217      196       12      172      725      196
TAB:  US_Indiana_Lake Deaths    .           120      162      217      213        5      202      247      228
TAB:  US_Indiana_Lake Deaths    5/22/2020   121      166      217      228        7      212      284      252
TAB:  US_Indiana_Lake Deaths    .           122      167      217      228        6      172      300      252
TAB:  US_Indiana_Lake Deaths    5/24/2020   123      167      217      228        7      164      557      260
TAB:  US_Indiana_Lake Deaths    .           124      167      217      228        7      164      452      268
TAB:  US_Indiana_Lake Deaths    5/26/2020   125      168      217      228        6      164      380      260
TAB:  US_Indiana_Lake Deaths    .           126      170      217      252        8      172      332      252
TAB:  US_Indiana_Lake Deaths    5/28/2020   127      175      217      252        9      188      308      252
TAB:  US_Indiana_Lake Deaths    .           128      185      217      236        6      228      532      284
TAB:  US_Indiana_Lake Deaths    5/30/2020   129      186      217      244        7      228     1558      292
TAB:  US_Indiana_Lake Deaths    .           130      190      217      244        5      212      989      324
TAB:  US_Indiana_Lake Deaths    6/1/2020    131      190      217      244        6      188      492      292
TAB:  US_Indiana_Lake Deaths    .           132      200      217      260        7      244     1270      356
TAB:  US_Indiana_Lake Deaths    6/3/2020    133      202      217      260        6      252     1422      332
TAB:  US_Indiana_Lake Deaths    .           134      203      217      268        7      204      869      340
TAB:  US_Indiana_Lake Deaths    6/5/2020    135      207      217      268        6      220      717      340
TAB:  US_Indiana_Lake Deaths    .           136      210      217      316        6      220     1590      340
TAB:  US_Indiana_Lake Deaths    6/7/2020    137      211      217      276        6      212     1478      332
TAB:  US_Indiana_Lake Deaths    .           138      215      217      316        7      228      989      340
TAB:  US_Indiana_Lake Deaths    6/9/2020    139      217      217      300        5      228      837      340
