TAB:  US_New_Jersey_Middlesex Deaths    Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_New_Jersey_Middlesex Deaths    .            36        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    2/28/2020    37        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    .            38        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    3/1/2020     39        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    .            40        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    3/3/2020     41        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    .            42        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    3/5/2020     43        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    .            44        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    3/7/2020     45        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    .            46        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    3/9/2020     47        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    .            48        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    3/11/2020    49        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    .            50        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    3/13/2020    51        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    .            52        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    3/15/2020    53        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    .            54        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    3/17/2020    55        0     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    .            56        0     1053        0        0      300     1500     1500
TAB:  US_New_Jersey_Middlesex Deaths    3/19/2020    57        0     1053        0        0     7504   104168   104168
TAB:  US_New_Jersey_Middlesex Deaths    .            58        0     1053        0        0     3302    21314    10506
TAB:  US_New_Jersey_Middlesex Deaths    3/21/2020    59        0     1053        0        0     2701    47131     9306
TAB:  US_New_Jersey_Middlesex Deaths    .            60        0     1053        0        0      300    26117     2701
TAB:  US_New_Jersey_Middlesex Deaths    3/23/2020    61        0     1053        0        0     2101    41727     6904
TAB:  US_New_Jersey_Middlesex Deaths    .            62        0     1053        0        0     3902    50132     9906
TAB:  US_New_Jersey_Middlesex Deaths    3/25/2020    63        0     1053        0        0      900    21914     5703
TAB:  US_New_Jersey_Middlesex Deaths    .            64        0     1053        0        0    32721    74749    43528
TAB:  US_New_Jersey_Middlesex Deaths    3/27/2020    65        0     1053        0        0    65743   101166    84355
TAB:  US_New_Jersey_Middlesex Deaths    .            66        4     1053        0        0    85556   114375    92761
TAB:  US_New_Jersey_Middlesex Deaths    3/29/2020    67       12     1053        0        0     2101   103568    56737
TAB:  US_New_Jersey_Middlesex Deaths    .            68       12     1053        0        0     2101   108371    36323
TAB:  US_New_Jersey_Middlesex Deaths    3/31/2020    69        0     1053        0        0     2002    49343    18753
TAB:  US_New_Jersey_Middlesex Deaths    .            70       27     1053        0        0     2864    35757    13475
TAB:  US_New_Jersey_Middlesex Deaths    4/2/2020     71       48     1053        0        0     3902    31520    12908
TAB:  US_New_Jersey_Middlesex Deaths    .            72       56     1053      252        1      252      252      252
TAB:  US_New_Jersey_Middlesex Deaths    4/4/2020     73       76     1053      330        2      330      330      330
TAB:  US_New_Jersey_Middlesex Deaths    .            74       80     1053      142        1      142      202      202
TAB:  US_New_Jersey_Middlesex Deaths    4/6/2020     75       87     1053       94        1       94      135      108
TAB:  US_New_Jersey_Middlesex Deaths    .            76      100     1053      127        1      127      143      143
TAB:  US_New_Jersey_Middlesex Deaths    4/8/2020     77      139     1053        0        0     9306   104168    26717
TAB:  US_New_Jersey_Middlesex Deaths    .            78      152     1053        0        0        0        0        0
TAB:  US_New_Jersey_Middlesex Deaths    4/10/2020    79      168     1053      408        1      408      486      486
TAB:  US_New_Jersey_Middlesex Deaths    .            80      177     1053      200        1      200     1054      373
TAB:  US_New_Jersey_Middlesex Deaths    4/12/2020    81      193     1053      240        1      240      382      321
TAB:  US_New_Jersey_Middlesex Deaths    .            82      204     1053      237        1      237      360      310
TAB:  US_New_Jersey_Middlesex Deaths    4/14/2020    83      216     1053      309        2      251      349      304
TAB:  US_New_Jersey_Middlesex Deaths    .            84      248     1053      364        1      364      436      399
TAB:  US_New_Jersey_Middlesex Deaths    4/16/2020    85      278     1053      433        1      433      659      516
TAB:  US_New_Jersey_Middlesex Deaths    .            86      309     1053      914        2      525     1030      641
TAB:  US_New_Jersey_Middlesex Deaths    4/18/2020    87      313     1053      525        2      525      914      641
TAB:  US_New_Jersey_Middlesex Deaths    .            88      329     1053      555        2      354      785      555
TAB:  US_New_Jersey_Middlesex Deaths    4/20/2020    89      345     1053      383        2      383      732      554
TAB:  US_New_Jersey_Middlesex Deaths    .            90      345     1053      369        2      369      639      506
TAB:  US_New_Jersey_Middlesex Deaths    4/22/2020    91      369     1053      525        3      447      602      525
TAB:  US_New_Jersey_Middlesex Deaths    .            92      396     1053      641        3      525     3092      602
TAB:  US_New_Jersey_Middlesex Deaths    4/24/2020    93      413     1053      564        4      564      719      641
TAB:  US_New_Jersey_Middlesex Deaths    .            94      431     1053      680        5      564     1147      758
TAB:  US_New_Jersey_Middlesex Deaths    4/26/2020    95      442     1053      680        7      486     5776      680
TAB:  US_New_Jersey_Middlesex Deaths    .            96      455     1053      680        7      486     1692      680
TAB:  US_New_Jersey_Middlesex Deaths    4/28/2020    97      515     1053      836        4      680     5232     1069
TAB:  US_New_Jersey_Middlesex Deaths    .            98      531     1053      914        3      719     1303      875
TAB:  US_New_Jersey_Middlesex Deaths    4/30/2020    99      571     1053     1731        3      797     1808     1030
TAB:  US_New_Jersey_Middlesex Deaths    .           100      591     1053     1186        2      758     4454     1186
TAB:  US_New_Jersey_Middlesex Deaths    5/2/2020    101      618     1053     1264        2      719     4687     1186
TAB:  US_New_Jersey_Middlesex Deaths    .           102      639     1053      914        2      719     4765     1303
TAB:  US_New_Jersey_Middlesex Deaths    5/4/2020    103      642     1053      680        2      680     3442     1303
TAB:  US_New_Jersey_Middlesex Deaths    .           104      667     1053      758        3      719     3598     1303
TAB:  US_New_Jersey_Middlesex Deaths    5/6/2020    105      706     1053     2003        2      914     7099     1380
TAB:  US_New_Jersey_Middlesex Deaths    .           106      737     1053     1069        2     1030     5232     1653
TAB:  US_New_Jersey_Middlesex Deaths    5/8/2020    107      748     1053     1069        2     1069     5698     1847
TAB:  US_New_Jersey_Middlesex Deaths    .           108      759     1053      991        2      797     6010     1497
TAB:  US_New_Jersey_Middlesex Deaths    5/10/2020   109      793     1053     1458        4     1069     5387     1886
TAB:  US_New_Jersey_Middlesex Deaths    .           110      794     1053     1794        4      940     2394     1420
TAB:  US_New_Jersey_Middlesex Deaths    5/12/2020   111      801     1053      993        3      811     1941     1326
TAB:  US_New_Jersey_Middlesex Deaths    .           112      819     1053     1553        3      871     1587     1183
TAB:  US_New_Jersey_Middlesex Deaths    5/14/2020   113      841     1053     1005        4      955     1537     1305
TAB:  US_New_Jersey_Middlesex Deaths    .           114      865     1053     1069        5     1069     1497     1303
TAB:  US_New_Jersey_Middlesex Deaths    5/16/2020   115      872     1053     1380        6     1069     1458     1264
TAB:  US_New_Jersey_Middlesex Deaths    .           116      884     1053     1342        7      914     7332     1264
TAB:  US_New_Jersey_Middlesex Deaths    5/18/2020   117      888     1053     1285        4      899     1354     1161
TAB:  US_New_Jersey_Middlesex Deaths    .           118      903     1053     1248        5      963     1315     1149
TAB:  US_New_Jersey_Middlesex Deaths    5/20/2020   119      913     1053     1030        7      953     1303     1147
TAB:  US_New_Jersey_Middlesex Deaths    .           120      921     1053     1069        8      953     2703     1147
TAB:  US_New_Jersey_Middlesex Deaths    5/22/2020   121      935     1053     1069       14      991     1225     1108
TAB:  US_New_Jersey_Middlesex Deaths    .           122      942     1053     1069       15     1030     2120     1147
TAB:  US_New_Jersey_Middlesex Deaths    5/24/2020   123      955     1053     1069       13     1069     1225     1147
TAB:  US_New_Jersey_Middlesex Deaths    .           124      955     1053     1059        8     1040     1270     1117
TAB:  US_New_Jersey_Middlesex Deaths    5/26/2020   125      959     1053     1054        8      960     1160     1083
TAB:  US_New_Jersey_Middlesex Deaths    .           126      964     1053     1051       11      970     1137     1051
TAB:  US_New_Jersey_Middlesex Deaths    5/28/2020   127      968     1053     1040       10      983     1131     1051
TAB:  US_New_Jersey_Middlesex Deaths    .           128      972     1053     1030       16      991     1147     1069
TAB:  US_New_Jersey_Middlesex Deaths    5/30/2020   129      989     1053     1052       16     1052     1120     1086
TAB:  US_New_Jersey_Middlesex Deaths    .           130      994     1053     1064       14     1053     1104     1087
TAB:  US_New_Jersey_Middlesex Deaths    6/1/2020    131      996     1053     1069       26      991     1108     1069
TAB:  US_New_Jersey_Middlesex Deaths    .           132      997     1053     1069       31      991     1108     1069
TAB:  US_New_Jersey_Middlesex Deaths    6/3/2020    133     1004     1053     1069       35     1030     1769     1108
TAB:  US_New_Jersey_Middlesex Deaths    .           134     1015     1053     1069       27     1069     1147     1108
TAB:  US_New_Jersey_Middlesex Deaths    6/5/2020    135     1025     1053     1108       25     1069     1653     1147
TAB:  US_New_Jersey_Middlesex Deaths    .           136     1032     1053     1108       35     1069     3364     1186
TAB:  US_New_Jersey_Middlesex Deaths    6/7/2020    137     1040     1053     1108       33     1108     2081     1264
TAB:  US_New_Jersey_Middlesex Deaths    .           138     1043     1053     1108       33     1069     6126     1264
TAB:  US_New_Jersey_Middlesex Deaths    6/9/2020    139     1053     1053     1108       29     1108     2703     1303
