TAB:  US_New_Jersey_Essex Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_New_Jersey_Essex Confirmed .            72     3067    18151    15990        2     9159    47039    27478
TAB:  US_New_Jersey_Essex Confirmed 4/4/2020     73     3584    18151    11800        1    11800    50961    29435
TAB:  US_New_Jersey_Essex Confirmed .            74     4082    18151    18872        2    13702    42657    30765
TAB:  US_New_Jersey_Essex Confirmed 4/6/2020     75     4493    18151    17997        3    12905    33098    23968
TAB:  US_New_Jersey_Essex Confirmed .            76     5078    18151    18325        2    12505    30594    20213
TAB:  US_New_Jersey_Essex Confirmed 4/8/2020     77     5598    18151    18329        2    14160    28536    18904
TAB:  US_New_Jersey_Essex Confirmed .            78     6069    18151    17981        2    13336    26341    17981
TAB:  US_New_Jersey_Essex Confirmed 4/10/2020    79     6580    18151    15560        2    13560    24808    17559
TAB:  US_New_Jersey_Essex Confirmed .            80     7007    18151    12876        2    10545    22898    16255
TAB:  US_New_Jersey_Essex Confirmed 4/12/2020    81     7410    18151    12114        2    10593    21349    15591
TAB:  US_New_Jersey_Essex Confirmed .            82     7634    18151    14091        2     8876    19707    13690
TAB:  US_New_Jersey_Essex Confirmed 4/14/2020    83     8212    18151    11948        3    11570    18749    13837
TAB:  US_New_Jersey_Essex Confirmed .            84     8579    18151    12296        4    12296    18013    14111
TAB:  US_New_Jersey_Essex Confirmed 4/16/2020    85     9084    18151    13747        8    13076    18441    15758
TAB:  US_New_Jersey_Essex Confirmed .            86     9672    18151    14417        8    14417    29841    17100
TAB:  US_New_Jersey_Essex Confirmed 4/18/2020    87     9901    18151    14417        8    14417    55994    17100
TAB:  US_New_Jersey_Essex Confirmed .            88    10304    18151    14878        5    13182    24746    15958
TAB:  US_New_Jersey_Essex Confirmed 4/20/2020    89    10729    18151    15134        5    13763    22672    16276
TAB:  US_New_Jersey_Essex Confirmed .            90    11128    18151    15482        9    15265    21349    16569
TAB:  US_New_Jersey_Essex Confirmed 4/22/2020    91    11387    18151    15548       12    14690    19838    16621
TAB:  US_New_Jersey_Essex Confirmed .            92    11811    18151    15810        8    15606    19482    17238
TAB:  US_New_Jersey_Essex Confirmed 4/24/2020    93    12110    18151    16555        6    15748    18862    16901
TAB:  US_New_Jersey_Essex Confirmed .            94    12520    18151    16429       21    16429    27829    19111
TAB:  US_New_Jersey_Essex Confirmed 4/26/2020    95    12863    18151    16429       19    16429    70076    19782
TAB:  US_New_Jersey_Essex Confirmed .            96    13047    18151    16395        7    15025    19453    17766
TAB:  US_New_Jersey_Essex Confirmed 4/28/2020    97    13190    18151    16380        7    13748    18013    16561
TAB:  US_New_Jersey_Essex Confirmed .            98    13445    18151    16601       11    14399    17481    16425
TAB:  US_New_Jersey_Essex Confirmed 4/30/2020    99    13682    18151    16436       12    15041    17308    16261
TAB:  US_New_Jersey_Essex Confirmed .           100    13994    18151    16429       27    16429    17770    17100
TAB:  US_New_Jersey_Essex Confirmed 5/2/2020    101    14248    18151    16429       17    16429    18441    17770
TAB:  US_New_Jersey_Essex Confirmed .           102    14521    18151    17770       17    16429    24476    18441
TAB:  US_New_Jersey_Essex Confirmed 5/4/2020    103    14621    18151    17100       18    15758    48617    18441
TAB:  US_New_Jersey_Essex Confirmed .           104    14840    18151    17667       14    15888    28090    17667
TAB:  US_New_Jersey_Essex Confirmed 5/6/2020    105    14951    18151    16930       11    15639    19512    17427
TAB:  US_New_Jersey_Essex Confirmed .           106    15215    18151    17125       13    16954    20022    17977
TAB:  US_New_Jersey_Essex Confirmed 5/8/2020    107    15350    18151    17770       24    17100    23135    18441
TAB:  US_New_Jersey_Essex Confirmed .           108    15544    18151    17770       24    17100    26488    19111
TAB:  US_New_Jersey_Essex Confirmed 5/10/2020   109    15646    18151    17262       15    16856    19834    17939
TAB:  US_New_Jersey_Essex Confirmed .           110    15727    18151    17287       17    16108    18013    17469
TAB:  US_New_Jersey_Essex Confirmed 5/12/2020   111    15826    18151    17657       21    16056    17657    16945
TAB:  US_New_Jersey_Essex Confirmed .           112    15905    18151    17305       17    16248    17481    16953
TAB:  US_New_Jersey_Essex Confirmed 5/14/2020   113    15905    18151    17308       22    16087    17308    16785
TAB:  US_New_Jersey_Essex Confirmed .           114    16103    18151    17308       26    16785    17308    17133
TAB:  US_New_Jersey_Essex Confirmed 5/16/2020   115    16151    18151    17100       42    16429    17770    17100
TAB:  US_New_Jersey_Essex Confirmed .           116    16204    18151    17100       46    16429    37888    17770
TAB:  US_New_Jersey_Essex Confirmed 5/18/2020   117    16712    18151    17469       10    17469    18013    17832
TAB:  US_New_Jersey_Essex Confirmed .           118    16747    18151    17637       14    17637    18378    18007
TAB:  US_New_Jersey_Essex Confirmed 5/20/2020   119    16952    18151    17827       14    17827    18861    18344
TAB:  US_New_Jersey_Essex Confirmed .           120    16980    18151    17804       10    17049    18749    18182
TAB:  US_New_Jersey_Essex Confirmed 5/22/2020   121    17014    18151    18441       18    17100    19111    18441
TAB:  US_New_Jersey_Essex Confirmed .           122    17160    18151    18441       21    17770    19782    19111
TAB:  US_New_Jersey_Essex Confirmed 5/24/2020   123    17214    18151    18441       25    17770    19111    18441
TAB:  US_New_Jersey_Essex Confirmed .           124    17248    18151    18441       26    17770    40570    19111
TAB:  US_New_Jersey_Essex Confirmed 5/26/2020   125    17279    18151    17972       10    17393    19128    18357
TAB:  US_New_Jersey_Essex Confirmed .           126    17338    18151    17983       11    17411    18937    18174
TAB:  US_New_Jersey_Essex Confirmed 5/28/2020   127    17516    18151    18174       17    18174    18937    18556
TAB:  US_New_Jersey_Essex Confirmed .           128    17561    18151    18441       41    18441    19111    19111
TAB:  US_New_Jersey_Essex Confirmed 5/30/2020   129    17594    18151    18441       42    17770    20452    19111
TAB:  US_New_Jersey_Essex Confirmed .           130    17649    18151    18441       42    17770    39900    19782
TAB:  US_New_Jersey_Essex Confirmed 6/1/2020    131    17733    18151    18441       44    18441    25817    19782
TAB:  US_New_Jersey_Essex Confirmed .           132    17761    18151    18441       46    17770    27829    19782
TAB:  US_New_Jersey_Essex Confirmed 6/3/2020    133    17813    18151    18441       51    18441    21123    19782
TAB:  US_New_Jersey_Essex Confirmed .           134    17912    18151    18441       45    18441    22464    20452
TAB:  US_New_Jersey_Essex Confirmed 6/5/2020    135    18019    18151    18441       36    18441    57335    21794
TAB:  US_New_Jersey_Essex Confirmed .           136    18066    18151    19111       34    18441   102264    23135
TAB:  US_New_Jersey_Essex Confirmed 6/7/2020    137    18077    18151    19111       36    18441    35205    21794
TAB:  US_New_Jersey_Essex Confirmed .           138    18117    18151    19111       37    18441    23805    21123
TAB:  US_New_Jersey_Essex Confirmed 6/9/2020    139    18151    18151    18604       27    18394    21547    19445
